[146280] ['1/2', '3/2', '3/2', '6/7', '7/8'] -> ((3/2 / ((6/7 / 3/2) - 1/2)) / 7/8)
[151494] ['1/2', '3/2', '5/8', '6/7', '7/6'] -> ((1/2 / ((3/2 - 5/8) - 6/7)) / 7/6)
[151501] ['1/2', '3/2', '5/8', '6/7', '9/2'] -> (9/2 / (3/2 - ((1/2 + 5/8) / 6/7)))
[151502] ['1/2', '3/2', '5/8', '6/7', '9/4'] -> ((3/2 / (6/7 - (1/2 / 5/8))) - 9/4)
[151504] ['1/2', '3/2', '5/8', '6/7', '9/7'] -> (9/7 / (3/2 * ((5/8 * 6/7) - 1/2)))
[151506] ['1/2', '3/2', '5/8', '7/2', '7/2'] -> (((3/2 + 7/2) / 5/8) * (7/2 - 1/2))
[151510] ['1/2', '3/2', '5/8', '7/2', '7/6'] -> ((7/2 / ((1/2 * 3/2) - 5/8)) / 7/6)
[151512] ['1/2', '3/2', '5/8', '7/2', '7/9'] -> (((7/2 / (5/8 - 1/2)) / 3/2) / 7/9)
[151527] ['1/2', '3/2', '5/8', '7/3', '7/9'] -> ((7/3 / ((1/2 * 3/2) - 5/8)) / 7/9)
[151535] ['1/2', '3/2', '5/8', '7/3', '9/7'] -> ((7/3 / ((1/2 * 3/2) - 5/8)) * 9/7)
[151546] ['1/2', '3/2', '5/8', '7/4', '9/2'] -> ((9/2 / 1/2) / ((3/2 + 5/8) - 7/4))
[151552] ['1/2', '3/2', '5/8', '7/5', '7/6'] -> ((3/2 / (1/2 - (5/8 / 7/5))) / 7/6)
[151556] ['1/2', '3/2', '5/8', '7/5', '8/5'] -> (8/5 / (7/5 - (3/2 / (1/2 + 5/8))))
[151562] ['1/2', '3/2', '5/8', '7/5', '9/7'] -> (9/7 / ((1/2 + 5/8) - (3/2 / 7/5)))
[151568] ['1/2', '3/2', '5/8', '7/6', '8/5'] -> (8/5 / ((3/2 / 5/8) - (7/6 / 1/2)))
[151570] ['1/2', '3/2', '5/8', '7/6', '8/9'] -> (((3/2 + 7/6) / (5/8 - 1/2)) / 8/9)
[151574] ['1/2', '3/2', '5/8', '7/6', '9/7'] -> (9/7 / (3/2 * ((5/8 / 7/6) - 1/2)))
[151575] ['1/2', '3/2', '5/8', '7/6', '9/8'] -> (((3/2 + 7/6) / (5/8 - 1/2)) * 9/8)
[151586] ['1/2', '3/2', '5/8', '7/8', '9/8'] -> ((3/2 + 9/8) / ((5/8 - 1/2) * 7/8))
[151592] ['1/2', '3/2', '5/8', '7/9', '9/2'] -> ((3/2 / (1/2 - (5/8 * 7/9))) / 9/2)
[151602] ['1/2', '3/2', '5/8', '8/3', '9/4'] -> ((8/3 / (3/2 - (5/8 / 1/2))) * 9/4)
[151603] ['1/2', '3/2', '5/8', '8/3', '9/5'] -> ((((3/2 + 8/3) / 1/2) / 5/8) * 9/5)
[151605] ['1/2', '3/2', '5/8', '8/3', '9/8'] -> ((8/3 / ((1/2 * 3/2) - 5/8)) * 9/8)
[151611] ['1/2', '3/2', '5/8', '8/5', '9/5'] -> (9/5 / ((3/2 - (1/2 * 8/5)) - 5/8))
[151613] ['1/2', '3/2', '5/8', '8/5', '9/8'] -> (9/8 / (((3/2 - 5/8) / 8/5) - 1/2))
[151616] ['1/2', '3/2', '5/8', '8/7', '9/2'] -> (9/2 / (((3/2 / 8/7) - 1/2) - 5/8))
[151619] ['1/2', '3/2', '5/8', '8/7', '9/7'] -> (9/7 / (5/8 - (8/7 / (1/2 + 3/2))))
[151621] ['1/2', '3/2', '5/8', '8/9', '8/9'] -> ((3/2 / ((5/8 * 8/9) - 1/2)) * 8/9)
[151633] ['1/2', '3/2', '5/8', '9/4', '9/5'] -> ((9/5 / 1/2) / ((3/2 / 5/8) - 9/4))
[151652] ['1/2', '3/2', '5/9', '5/9', '8/3'] -> (8/3 / (((1/2 + 5/9) + 5/9) - 3/2))
[151655] ['1/2', '3/2', '5/9', '5/9', '8/9'] -> (8/9 / (1/2 - ((3/2 * 5/9) * 5/9)))
[151671] ['1/2', '3/2', '5/9', '6/5', '8/5'] -> (8/5 / (3/2 * ((1/2 * 6/5) - 5/9)))
[151676] ['1/2', '3/2', '5/9', '6/5', '9/5'] -> (((3/2 / (5/9 - 1/2)) - 6/5) - 9/5)
[151681] ['1/2', '3/2', '5/9', '6/7', '7/3'] -> (((6/7 / (5/9 - 1/2)) / 3/2) * 7/3)
[151685] ['1/2', '3/2', '5/9', '6/7', '7/8'] -> ((1/2 / (6/7 - (3/2 * 5/9))) / 7/8)
[151687] ['1/2', '3/2', '5/9', '6/7', '8/3'] -> (8/3 / ((1/2 - (5/9 / 3/2)) * 6/7))
[151692] ['1/2', '3/2', '5/9', '6/7', '9/4'] -> ((3/2 / ((1/2 / 6/7) - 5/9)) / 9/4)
[151698] ['1/2', '3/2', '5/9', '7/2', '7/4'] -> (((7/2 / (5/9 - 1/2)) / 3/2) / 7/4)
[151706] ['1/2', '3/2', '5/9', '7/2', '8/9'] -> ((7/2 / (1/2 - (5/9 / 3/2))) * 8/9)
[151711] ['1/2', '3/2', '5/9', '7/2', '9/8'] -> ((7/2 / (1/2 - (5/9 / 3/2))) / 9/8)
[151715] ['1/2', '3/2', '5/9', '7/3', '7/6'] -> (((7/3 / (5/9 - 1/2)) / 3/2) / 7/6)
[151718] ['1/2', '3/2', '5/9', '7/3', '8/3'] -> (8/3 / (((3/2 / 1/2) - 5/9) - 7/3))
[151722] ['1/2', '3/2', '5/9', '7/3', '9/2'] -> (((3/2 * (7/3 - 5/9)) / 1/2) * 9/2)
[151730] ['1/2', '3/2', '5/9', '7/4', '7/8'] -> (((7/4 / (5/9 - 1/2)) / 3/2) / 7/8)
[151734] ['1/2', '3/2', '5/9', '7/4', '8/7'] -> (((7/4 / (5/9 - 1/2)) / 3/2) * 8/7)
[151738] ['1/2', '3/2', '5/9', '7/4', '9/5'] -> (9/5 / (((1/2 * 7/4) / 5/9) - 3/2))
[151745] ['1/2', '3/2', '5/9', '7/5', '8/3'] -> (((1/2 / (3/2 - 7/5)) / 5/9) * 8/3)
[151746] ['1/2', '3/2', '5/9', '7/5', '8/5'] -> (8/5 / ((7/5 - (3/2 * 5/9)) - 1/2))
[151754] ['1/2', '3/2', '5/9', '7/6', '7/6'] -> ((3/2 + 7/6) / ((7/6 - 1/2) - 5/9))
[151760] ['1/2', '3/2', '5/9', '7/6', '8/9'] -> ((3/2 / (7/6 - (5/9 / 1/2))) * 8/9)
[151762] ['1/2', '3/2', '5/9', '7/6', '9/4'] -> ((3/2 / ((1/2 * 7/6) - 5/9)) / 9/4)
[151765] ['1/2', '3/2', '5/9', '7/6', '9/8'] -> ((3/2 / (7/6 - (5/9 / 1/2))) / 9/8)
[151767] ['1/2', '3/2', '5/9', '7/8', '7/9'] -> (((3/2 / (5/9 - 1/2)) / 7/8) * 7/9)
[151772] ['1/2', '3/2', '5/9', '7/8', '9/2'] -> ((3/2 / (1/2 - (5/9 * 7/8))) / 9/2)
[151775] ['1/2', '3/2', '5/9', '7/8', '9/7'] -> (((3/2 / (5/9 - 1/2)) / 7/8) / 9/7)
[151780] ['1/2', '3/2', '5/9', '7/9', '8/7'] -> (((3/2 * 7/9) / (5/9 - 1/2)) * 8/7)
[151781] ['1/2', '3/2', '5/9', '7/9', '8/9'] -> (8/9 / (7/9 - ((5/9 / 1/2) / 3/2)))
[151790] ['1/2', '3/2', '5/9', '8/3', '8/9'] -> ((1/2 / (3/2 - (5/9 * 8/3))) * 8/9)
[151795] ['1/2', '3/2', '5/9', '8/3', '9/8'] -> ((1/2 / (3/2 - (5/9 * 8/3))) / 9/8)
[151796] ['1/2', '3/2', '5/9', '8/5', '8/5'] -> (8/5 / (((3/2 * 5/9) / 1/2) - 8/5))
[151801] ['1/2', '3/2', '5/9', '8/5', '9/5'] -> (((3/2 * 8/5) / (5/9 - 1/2)) / 9/5)
[151804] ['1/2', '3/2', '5/9', '8/7', '8/7'] -> (8/7 / (3/2 * (8/7 - (5/9 / 1/2))))
[151806] ['1/2', '3/2', '5/9', '8/7', '9/2'] -> ((3/2 / (1/2 - (5/9 / 8/7))) / 9/2)
[151809] ['1/2', '3/2', '5/9', '8/7', '9/7'] -> (((3/2 * 8/7) / (5/9 - 1/2)) / 9/7)
[151813] ['1/2', '3/2', '5/9', '8/9', '9/4'] -> (((8/9 / (5/9 - 1/2)) / 3/2) * 9/4)
[151817] ['1/2', '3/2', '5/9', '9/2', '9/2'] -> (((3/2 + 9/2) / (5/9 - 1/2)) / 9/2)
[151825] ['1/2', '3/2', '5/9', '9/4', '9/8'] -> (((9/4 / (5/9 - 1/2)) / 3/2) / 9/8)
[151833] ['1/2', '3/2', '6/5', '6/5', '6/7'] -> ((6/5 / 1/2) / (3/2 - (6/5 / 6/7)))
[151834] ['1/2', '3/2', '6/5', '6/5', '7/2'] -> (((6/5 + 6/5) / 1/2) * (3/2 + 7/2))
[151835] ['1/2', '3/2', '6/5', '6/5', '7/3'] -> ((6/5 / 3/2) / (6/5 - (1/2 * 7/3)))
[151837] ['1/2', '3/2', '6/5', '6/5', '7/5'] -> (6/5 / (7/5 - (1/2 * (3/2 + 6/5))))
[151847] ['1/2', '3/2', '6/5', '6/5', '9/5'] -> (6/5 / ((9/5 - (3/2 / 6/5)) - 1/2))
[151867] ['1/2', '3/2', '6/5', '7/2', '7/2'] -> ((6/5 * (1/2 + 7/2)) * (3/2 + 7/2))
[151875] ['1/2', '3/2', '6/5', '7/2', '8/5'] -> (8/5 / ((6/5 / 1/2) - (7/2 / 3/2)))
[151878] ['1/2', '3/2', '6/5', '7/2', '9/2'] -> ((6/5 * (3/2 + 7/2)) * (9/2 - 1/2))
[151880] ['1/2', '3/2', '6/5', '7/2', '9/5'] -> (((1/2 + 7/2) / (3/2 - 6/5)) * 9/5)
[151890] ['1/2', '3/2', '6/5', '7/3', '8/5'] -> (8/5 / (((1/2 + 3/2) * 6/5) - 7/3))
[151904] ['1/2', '3/2', '6/5', '7/4', '8/5'] -> ((1/2 * 8/5) / (6/5 - (7/4 / 3/2)))
[151920] ['1/2', '3/2', '6/5', '7/5', '9/2'] -> (((3/2 + (7/5 / 6/5)) / 1/2) * 9/2)
[151922] ['1/2', '3/2', '6/5', '7/5', '9/5'] -> ((9/5 / 1/2) / (7/5 - (3/2 / 6/5)))
[151928] ['1/2', '3/2', '6/5', '7/6', '8/3'] -> (8/3 / (3/2 - ((1/2 + 7/6) / 6/5)))
[151929] ['1/2', '3/2', '6/5', '7/6', '8/5'] -> (8/5 / ((1/2 + 3/2) * (6/5 - 7/6)))
[151943] ['1/2', '3/2', '6/5', '7/8', '9/2'] -> (9/2 / (1/2 * ((3/2 / 6/5) - 7/8)))
[151945] ['1/2', '3/2', '6/5', '7/8', '9/5'] -> (9/5 / (((6/5 + 7/8) - 1/2) - 3/2))
[151955] ['1/2', '3/2', '6/5', '7/9', '9/5'] -> ((6/5 / (7/9 - (1/2 * 3/2))) / 9/5)
[151959] ['1/2', '3/2', '6/5', '8/3', '8/5'] -> ((1/2 * 8/5) / ((3/2 + 6/5) - 8/3))
[151971] ['1/2', '3/2', '6/5', '8/5', '9/4'] -> (((8/5 / (3/2 - 6/5)) / 1/2) * 9/4)
[151975] ['1/2', '3/2', '6/5', '8/7', '8/7'] -> (8/7 / ((3/2 - (8/7 / 6/5)) - 1/2))
[151980] ['1/2', '3/2', '6/5', '8/7', '9/7'] -> (9/7 / (1/2 * ((3/2 / 6/5) - 8/7)))
[151997] ['1/2', '3/2', '6/5', '9/5', '9/5'] -> (((9/5 + 9/5) / 1/2) / (3/2 - 6/5))
[152004] ['1/2', '3/2', '6/7', '6/7', '7/2'] -> ((6/7 + 6/7) / (1/2 - (3/2 / 7/2)))
[152009] ['1/2', '3/2', '6/7', '6/7', '7/8'] -> ((6/7 / (1/2 + 3/2)) / (7/8 - 6/7))
[152018] ['1/2', '3/2', '6/7', '6/7', '9/7'] -> (6/7 / ((1/2 + 9/7) - (3/2 / 6/7)))
[152020] ['1/2', '3/2', '6/7', '7/2', '7/2'] -> ((6/7 + (3/2 * (1/2 + 7/2))) * 7/2)
[152022] ['1/2', '3/2', '6/7', '7/2', '7/4'] -> (((6/7 * 7/2) / 1/2) / (7/4 - 3/2))
[152031] ['1/2', '3/2', '6/7', '7/2', '9/2'] -> ((((3/2 + 7/2) / 6/7) - 1/2) * 9/2)
[152040] ['1/2', '3/2', '6/7', '7/3', '7/8'] -> ((1/2 / ((3/2 + 6/7) - 7/3)) / 7/8)
[152042] ['1/2', '3/2', '6/7', '7/3', '8/3'] -> ((((3/2 / 1/2) + 6/7) * 7/3) * 8/3)
[152044] ['1/2', '3/2', '6/7', '7/3', '8/7'] -> ((1/2 / ((3/2 + 6/7) - 7/3)) * 8/7)
[152051] ['1/2', '3/2', '6/7', '7/4', '7/4'] -> ((3/2 / (7/4 - (6/7 / 1/2))) / 7/4)
[152060] ['1/2', '3/2', '6/7', '7/4', '9/2'] -> (9/2 / ((6/7 - (1/2 * 3/2)) * 7/4))
[152063] ['1/2', '3/2', '6/7', '7/4', '9/7'] -> (9/7 / (3/2 * (7/4 - (6/7 / 1/2))))
[152065] ['1/2', '3/2', '6/7', '7/5', '7/5'] -> (((6/7 / (3/2 - 7/5)) / 1/2) * 7/5)
[152070] ['1/2', '3/2', '6/7', '7/5', '8/5'] -> (8/5 / (1/2 * ((7/5 / 6/7) - 3/2)))
[152096] ['1/2', '3/2', '6/7', '7/8', '9/2'] -> (9/2 / (((6/7 / 1/2) - 3/2) * 7/8))
[152097] ['1/2', '3/2', '6/7', '7/8', '9/4'] -> (9/4 / ((6/7 - (1/2 * 3/2)) * 7/8))
[152099] ['1/2', '3/2', '6/7', '7/8', '9/7'] -> (((1/2 / (7/8 - 6/7)) / 3/2) * 9/7)
[152101] ['1/2', '3/2', '6/7', '7/9', '7/9'] -> ((6/7 / (7/9 - (1/2 * 3/2))) * 7/9)
[152104] ['1/2', '3/2', '6/7', '7/9', '8/7'] -> (8/7 / (6/7 * ((7/9 / 1/2) - 3/2)))
[152109] ['1/2', '3/2', '6/7', '7/9', '9/7'] -> ((6/7 / (7/9 - (1/2 * 3/2))) / 9/7)
[152111] ['1/2', '3/2', '6/7', '8/3', '8/3'] -> (8/3 / ((8/3 / 6/7) - (3/2 / 1/2)))
[152113] ['1/2', '3/2', '6/7', '8/3', '8/7'] -> (8/7 / ((1/2 * 8/3) - (3/2 * 6/7)))
[152114] ['1/2', '3/2', '6/7', '8/3', '8/9'] -> ((8/3 / (6/7 - (1/2 * 3/2))) - 8/9)
[152124] ['1/2', '3/2', '6/7', '8/5', '9/4'] -> ((3/2 / (6/7 - (1/2 * 8/5))) - 9/4)
[152125] ['1/2', '3/2', '6/7', '8/5', '9/5'] -> (9/5 / (1/2 * ((3/2 / 6/7) - 8/5)))
[152126] ['1/2', '3/2', '6/7', '8/5', '9/7'] -> (9/7 / (3/2 * ((6/7 / 8/5) - 1/2)))
[152131] ['1/2', '3/2', '6/7', '8/7', '9/4'] -> ((8/7 / (6/7 - (1/2 * 3/2))) * 9/4)
[152135] ['1/2', '3/2', '6/7', '8/9', '8/9'] -> (8/9 / ((1/2 + (8/9 / 6/7)) - 3/2))
[152153] ['1/2', '3/2', '6/7', '9/7', '9/7'] -> ((9/7 + 9/7) / (6/7 - (1/2 * 3/2)))
[152162] ['1/2', '3/2', '7/2', '7/2', '7/9'] -> ((1/2 + 7/2) * (3/2 + (7/2 / 7/9)))
[152164] ['1/2', '3/2', '7/2', '7/2', '8/5'] -> (((3/2 + 7/2) * (7/2 - 1/2)) * 8/5)
[152169] ['1/2', '3/2', '7/2', '7/2', '9/5'] -> ((3/2 + 7/2) * ((7/2 + 9/5) - 1/2))
[152170] ['1/2', '3/2', '7/2', '7/2', '9/7'] -> ((1/2 + 7/2) * (3/2 + (7/2 * 9/7)))
[152184] ['1/2', '3/2', '7/2', '7/3', '9/5'] -> ((((7/2 * 7/3) - 3/2) / 1/2) * 9/5)
[152185] ['1/2', '3/2', '7/2', '7/3', '9/7'] -> ((7/2 * ((3/2 / 1/2) + 7/3)) * 9/7)
[152187] ['1/2', '3/2', '7/2', '7/4', '7/4'] -> (3/2 / ((1/2 + (7/4 * 7/4)) - 7/2))
[152189] ['1/2', '3/2', '7/2', '7/4', '7/6'] -> (((7/2 / (7/4 - 3/2)) / 1/2) / 7/6)
[152190] ['1/2', '3/2', '7/2', '7/4', '7/8'] -> ((7/2 / 7/4) / ((7/8 / 3/2) - 1/2))
[152192] ['1/2', '3/2', '7/2', '7/4', '8/3'] -> ((((7/2 + 7/4) / 1/2) - 3/2) * 8/3)
[152196] ['1/2', '3/2', '7/2', '7/4', '9/2'] -> (((3/2 + 9/2) / 1/2) / (7/4 / 7/2))
[152216] ['1/2', '3/2', '7/2', '7/6', '7/9'] -> (((3/2 + 7/6) / (1/2 / 7/2)) / 7/9)
[152220] ['1/2', '3/2', '7/2', '7/6', '8/9'] -> ((7/2 * (3/2 + 7/6)) / (8/9 - 1/2))
[152222] ['1/2', '3/2', '7/2', '7/6', '9/4'] -> (((1/2 + 7/2) * (3/2 + 7/6)) * 9/4)
[152224] ['1/2', '3/2', '7/2', '7/6', '9/7'] -> (((3/2 + 7/6) / (1/2 / 7/2)) * 9/7)
[152225] ['1/2', '3/2', '7/2', '7/6', '9/8'] -> ((7/2 / 7/6) / ((1/2 + 9/8) - 3/2))
[152234] ['1/2', '3/2', '7/2', '7/8', '9/5'] -> (((3/2 + 7/2) / (7/8 - 1/2)) * 9/5)
[152235] ['1/2', '3/2', '7/2', '7/8', '9/7'] -> (9/7 / ((1/2 + (3/2 / 7/2)) - 7/8))
[152242] ['1/2', '3/2', '7/2', '7/9', '9/2'] -> ((3/2 + (7/2 / 7/9)) * (9/2 - 1/2))
[152248] ['1/2', '3/2', '7/2', '8/3', '8/5'] -> (((7/2 + (3/2 * 8/3)) / 1/2) * 8/5)
[152249] ['1/2', '3/2', '7/2', '8/3', '8/7'] -> ((7/2 / (3/2 - (1/2 * 8/3))) * 8/7)
[152254] ['1/2', '3/2', '7/2', '8/3', '9/7'] -> ((((1/2 + 3/2) * 7/2) * 8/3) * 9/7)
[152259] ['1/2', '3/2', '7/2', '8/5', '9/2'] -> (9/2 / (((7/2 / 8/5) - 1/2) - 3/2))
[152264] ['1/2', '3/2', '7/2', '8/7', '8/7'] -> (8/7 / ((7/2 / 3/2) - (8/7 / 1/2)))
[152266] ['1/2', '3/2', '7/2', '8/7', '9/2'] -> ((((7/2 * 8/7) / 1/2) / 3/2) * 9/2)
[152285] ['1/2', '3/2', '7/2', '9/4', '9/8'] -> (((1/2 + 7/2) * 9/4) / (3/2 - 9/8))
[152289] ['1/2', '3/2', '7/2', '9/7', '9/7'] -> (((1/2 + 7/2) / (3/2 - 9/7)) * 9/7)
[152293] ['1/2', '3/2', '7/3', '7/3', '7/4'] -> ((7/3 / 1/2) / (7/4 - (7/3 / 3/2)))
[152311] ['1/2', '3/2', '7/3', '7/4', '7/9'] -> (((7/3 / (7/4 - 3/2)) / 1/2) / 7/9)
[152319] ['1/2', '3/2', '7/3', '7/4', '9/7'] -> (((7/3 / (7/4 - 3/2)) / 1/2) * 9/7)
[152335] ['1/2', '3/2', '7/3', '7/6', '7/8'] -> ((7/3 / 7/6) / ((7/8 / 3/2) - 1/2))
[152337] ['1/2', '3/2', '7/3', '7/6', '8/3'] -> (8/3 / ((1/2 + 7/6) - (7/3 / 3/2)))
[152350] ['1/2', '3/2', '7/3', '7/8', '8/7'] -> (8/7 / (7/3 - ((1/2 + 3/2) / 7/8)))
[152368] ['1/2', '3/2', '7/3', '8/3', '8/5'] -> (((3/2 * (7/3 + 8/3)) / 1/2) * 8/5)
[152370] ['1/2', '3/2', '7/3', '8/3', '8/9'] -> (((3/2 * 7/3) * 8/3) / (8/9 - 1/2))
[152376] ['1/2', '3/2', '7/3', '8/5', '8/5'] -> (8/5 / (((7/3 - 3/2) / 1/2) - 8/5))
[152384] ['1/2', '3/2', '7/3', '8/7', '8/7'] -> (8/7 / (7/3 - ((1/2 + 3/2) * 8/7)))
[152415] ['1/2', '3/2', '7/4', '7/4', '7/8'] -> ((3/2 / 1/2) / ((7/4 / 7/4) - 7/8))
[152417] ['1/2', '3/2', '7/4', '7/4', '8/3'] -> (((1/2 + 7/4) * 8/3) / (7/4 - 3/2))
[152421] ['1/2', '3/2', '7/4', '7/4', '9/2'] -> (((1/2 + 7/4) + 7/4) * (3/2 + 9/2))
[152424] ['1/2', '3/2', '7/4', '7/4', '9/7'] -> ((3/2 / 7/4) / ((1/2 + 9/7) - 7/4))
[152426] ['1/2', '3/2', '7/4', '7/5', '7/5'] -> (7/5 / ((7/5 / 3/2) - (1/2 * 7/4)))
[152444] ['1/2', '3/2', '7/4', '7/6', '8/7'] -> (8/7 / ((3/2 - (1/2 / 7/4)) - 7/6))
[152446] ['1/2', '3/2', '7/4', '7/6', '9/2'] -> ((((3/2 + 7/4) / 1/2) - 7/6) * 9/2)
[152451] ['1/2', '3/2', '7/4', '7/8', '7/8'] -> ((7/4 / ((7/8 / 3/2) - 1/2)) / 7/8)
[152455] ['1/2', '3/2', '7/4', '7/8', '8/7'] -> ((7/4 / ((7/8 / 3/2) - 1/2)) * 8/7)
[152462] ['1/2', '3/2', '7/4', '7/9', '7/9'] -> (7/9 / (7/4 * ((7/9 / 3/2) - 1/2)))
[152466] ['1/2', '3/2', '7/4', '7/9', '8/9'] -> ((3/2 / (1/2 - (7/9 / 7/4))) * 8/9)
[152471] ['1/2', '3/2', '7/4', '7/9', '9/8'] -> ((3/2 / (1/2 - (7/9 / 7/4))) / 9/8)
[152474] ['1/2', '3/2', '7/4', '8/3', '8/7'] -> ((1/2 * 8/7) / ((8/3 / 7/4) - 3/2))
[152475] ['1/2', '3/2', '7/4', '8/3', '8/9'] -> (((8/3 / (7/4 - 3/2)) / 1/2) / 8/9)
[152478] ['1/2', '3/2', '7/4', '8/3', '9/5'] -> (((3/2 + (7/4 / 1/2)) * 8/3) * 9/5)
[152480] ['1/2', '3/2', '7/4', '8/3', '9/8'] -> (((8/3 / (7/4 - 3/2)) / 1/2) * 9/8)
[152481] ['1/2', '3/2', '7/4', '8/5', '8/5'] -> (8/5 / ((1/2 + (7/4 / 3/2)) - 8/5))
[152486] ['1/2', '3/2', '7/4', '8/5', '9/5'] -> (((1/2 + 3/2) / (7/4 - 8/5)) * 9/5)
[152489] ['1/2', '3/2', '7/4', '8/7', '8/7'] -> ((1/2 * 8/7) / ((7/4 / 3/2) - 8/7))
[152491] ['1/2', '3/2', '7/4', '8/7', '9/2'] -> (9/2 / ((1/2 / 8/7) - (7/4 - 3/2)))
[152494] ['1/2', '3/2', '7/4', '8/7', '9/7'] -> (9/7 / (3/2 - (1/2 * (7/4 + 8/7))))
[152497] ['1/2', '3/2', '7/4', '8/9', '9/2'] -> ((3/2 / (8/9 - (1/2 * 7/4))) / 9/2)
[152518] ['1/2', '3/2', '7/5', '7/5', '7/6'] -> (((7/5 / (3/2 - 7/5)) / 1/2) / 7/6)
[152535] ['1/2', '3/2', '7/5', '7/6', '8/7'] -> ((8/7 / 1/2) / (7/6 - (3/2 / 7/5)))
[152548] ['1/2', '3/2', '7/5', '7/8', '9/2'] -> (9/2 / (3/2 * ((7/8 / 7/5) - 1/2)))
[152550] ['1/2', '3/2', '7/5', '7/8', '9/5'] -> (9/5 / (((1/2 * 7/5) + 7/8) - 3/2))
[152557] ['1/2', '3/2', '7/5', '7/9', '8/9'] -> ((3/2 / ((7/9 / 7/5) - 1/2)) * 8/9)
[152562] ['1/2', '3/2', '7/5', '7/9', '9/8'] -> ((3/2 / ((7/9 / 7/5) - 1/2)) / 9/8)
[152565] ['1/2', '3/2', '7/5', '8/3', '8/7'] -> (8/7 / (((8/3 - 1/2) / 7/5) - 3/2))
[152567] ['1/2', '3/2', '7/5', '8/3', '9/2'] -> (((7/5 * (3/2 + 8/3)) - 1/2) * 9/2)
[152569] ['1/2', '3/2', '7/5', '8/3', '9/5'] -> (((1/2 * 8/3) / (3/2 - 7/5)) * 9/5)
[152573] ['1/2', '3/2', '7/5', '8/5', '8/7'] -> (((1/2 + 8/5) / (3/2 - 7/5)) * 8/7)
[152582] ['1/2', '3/2', '7/5', '8/7', '9/2'] -> (((3/2 / (7/5 - 8/7)) - 1/2) * 9/2)
[152593] ['1/2', '3/2', '7/5', '9/2', '9/2'] -> (((7/5 * 9/2) - 3/2) * (1/2 + 9/2))
[152609] ['1/2', '3/2', '7/6', '7/6', '7/8'] -> ((7/6 / 1/2) / (7/8 - (7/6 / 3/2)))
[152610] ['1/2', '3/2', '7/6', '7/6', '7/9'] -> ((3/2 + 7/6) / ((1/2 + 7/9) - 7/6))
[152615] ['1/2', '3/2', '7/6', '7/6', '9/2'] -> ((((3/2 / 1/2) + 7/6) + 7/6) * 9/2)
[152624] ['1/2', '3/2', '7/6', '7/8', '8/7'] -> (8/7 / (((3/2 / 7/8) - 1/2) - 7/6))
[152631] ['1/2', '3/2', '7/6', '7/9', '7/9'] -> ((7/9 / 7/6) / (7/9 - (1/2 * 3/2)))
[152634] ['1/2', '3/2', '7/6', '7/9', '8/7'] -> ((7/6 / ((7/9 / 1/2) - 3/2)) * 8/7)
[152643] ['1/2', '3/2', '7/6', '8/3', '8/7'] -> (8/7 / ((1/2 * 8/3) - (3/2 / 7/6)))
[152648] ['1/2', '3/2', '7/6', '8/3', '9/7'] -> ((7/6 / ((3/2 / 8/3) - 1/2)) * 9/7)
[152655] ['1/2', '3/2', '7/6', '8/5', '9/5'] -> (9/5 / (1/2 * ((3/2 * 7/6) - 8/5)))
[152665] ['1/2', '3/2', '7/6', '8/9', '8/9'] -> (8/9 / ((1/2 + (7/6 * 8/9)) - 3/2))
[152667] ['1/2', '3/2', '7/6', '8/9', '9/4'] -> (9/4 / (1/2 * (3/2 - (7/6 / 8/9))))
[152672] ['1/2', '3/2', '7/6', '9/2', '9/4'] -> (((3/2 + 7/6) * (9/2 - 1/2)) * 9/4)
[152673] ['1/2', '3/2', '7/6', '9/2', '9/5'] -> (((3/2 + 7/6) * (1/2 + 9/2)) * 9/5)
[152676] ['1/2', '3/2', '7/6', '9/4', '9/4'] -> (((3/2 + 7/6) / 1/2) * (9/4 + 9/4))
[152686] ['1/2', '3/2', '7/8', '7/8', '7/8'] -> ((3/2 / ((7/8 / 7/8) - 7/8)) / 1/2)
[152692] ['1/2', '3/2', '7/8', '7/8', '9/2'] -> (9/2 / ((3/2 - (1/2 * 7/8)) - 7/8))
[152695] ['1/2', '3/2', '7/8', '7/8', '9/7'] -> (9/7 / ((3/2 - (1/2 / 7/8)) - 7/8))
[152697] ['1/2', '3/2', '7/8', '7/9', '7/9'] -> (((3/2 / (7/8 - 7/9)) / 1/2) * 7/9)
[152698] ['1/2', '3/2', '7/8', '7/9', '8/3'] -> (8/3 / ((3/2 - (7/9 / 7/8)) - 1/2))
[152702] ['1/2', '3/2', '7/8', '7/9', '9/2'] -> (9/2 / (1/2 * (3/2 - (7/8 / 7/9))))
[152705] ['1/2', '3/2', '7/8', '7/9', '9/7'] -> (((3/2 / (7/8 - 7/9)) / 1/2) / 9/7)
[152709] ['1/2', '3/2', '7/8', '8/3', '8/7'] -> (8/7 / ((8/3 / 7/8) - (3/2 / 1/2)))
[152721] ['1/2', '3/2', '7/8', '8/5', '9/5'] -> (9/5 / (7/8 - (8/5 / (1/2 + 3/2))))
[152729] ['1/2', '3/2', '7/8', '8/7', '9/7'] -> (9/7 / ((3/2 - (1/2 * 8/7)) - 7/8))
[152730] ['1/2', '3/2', '7/8', '8/7', '9/8'] -> (9/8 / (((3/2 - 7/8) / 8/7) - 1/2))
