[820735] ['1/6', '2/7', '5/3', '6/7', '7/2'] -> (7/2 / (1/6 / ((5/3 * 6/7) - 2/7)))
[825531] ['1/6', '2/9', '3/7', '3/7', '9/8'] -> ((((3/7 / 1/6) / 2/9) / 3/7) / 9/8)
[825541] ['1/6', '2/9', '3/7', '3/8', '5/7'] -> (5/7 / ((1/6 * 2/9) * (3/7 + 3/8)))
[825543] ['1/6', '2/9', '3/7', '3/8', '5/9'] -> (5/9 / ((1/6 + 3/8) - (2/9 / 3/7)))
[825550] ['1/6', '2/9', '3/7', '3/8', '7/6'] -> (((3/7 / (2/9 - 1/6)) / 3/8) * 7/6)
[825556] ['1/6', '2/9', '3/7', '3/8', '8/9'] -> (((2/9 / (3/7 - 3/8)) / 1/6) - 8/9)
[825562] ['1/6', '2/9', '3/7', '4/3', '4/3'] -> (4/3 / (3/7 * ((2/9 * 4/3) - 1/6)))
[825567] ['1/6', '2/9', '3/7', '4/3', '5/3'] -> (5/3 / (((1/6 / 3/7) / 4/3) - 2/9))
[825569] ['1/6', '2/9', '3/7', '4/3', '5/6'] -> (((2/9 + (4/3 / 3/7)) / 1/6) / 5/6)
[825573] ['1/6', '2/9', '3/7', '4/3', '6/5'] -> (((2/9 + (4/3 / 3/7)) / 1/6) * 6/5)
[825575] ['1/6', '2/9', '3/7', '4/3', '7/2'] -> ((((4/3 / 1/6) / 2/9) / 3/7) / 7/2)
[825578] ['1/6', '2/9', '3/7', '4/3', '7/5'] -> ((4/3 / ((3/7 - 1/6) - 2/9)) / 7/5)
[825581] ['1/6', '2/9', '3/7', '4/3', '7/9'] -> ((4/3 / (1/6 - (2/9 * 3/7))) / 7/9)
[825589] ['1/6', '2/9', '3/7', '4/3', '9/7'] -> ((4/3 / (1/6 - (2/9 * 3/7))) * 9/7)
[825598] ['1/6', '2/9', '3/7', '4/5', '5/7'] -> (((4/5 / (2/9 - 1/6)) / 3/7) * 5/7)
[825606] ['1/6', '2/9', '3/7', '4/5', '7/5'] -> (((4/5 / (2/9 - 1/6)) / 3/7) / 7/5)
[825609] ['1/6', '2/9', '3/7', '4/5', '7/9'] -> ((3/7 / (2/9 - (1/6 / 4/5))) * 7/9)
[825610] ['1/6', '2/9', '3/7', '4/5', '8/3'] -> (8/3 / ((1/6 / 3/7) - (2/9 / 4/5)))
[825617] ['1/6', '2/9', '3/7', '4/5', '9/7'] -> ((3/7 / (2/9 - (1/6 / 4/5))) / 9/7)
[825622] ['1/6', '2/9', '3/7', '4/7', '5/3'] -> ((4/7 / ((3/7 - 1/6) - 2/9)) * 5/3)
[825625] ['1/6', '2/9', '3/7', '4/7', '5/7'] -> (5/7 / (3/7 * ((1/6 / 4/7) - 2/9)))
[825631] ['1/6', '2/9', '3/7', '4/7', '7/3'] -> (7/3 / (2/9 - ((1/6 * 3/7) / 4/7)))
[825645] ['1/6', '2/9', '3/7', '4/7', '9/8'] -> ((((3/7 + 4/7) / 1/6) / 2/9) / 9/8)
[825655] ['1/6', '2/9', '3/7', '4/9', '6/7'] -> ((((4/9 / 1/6) / 2/9) / 3/7) * 6/7)
[825656] ['1/6', '2/9', '3/7', '4/9', '7/2'] -> (((2/9 / (4/9 - 3/7)) / 1/6) / 7/2)
[825660] ['1/6', '2/9', '3/7', '4/9', '7/6'] -> ((((4/9 / 1/6) / 2/9) / 3/7) / 7/6)
[825663] ['1/6', '2/9', '3/7', '4/9', '8/3'] -> (8/3 / ((2/9 / 4/9) - (1/6 / 3/7)))
[825670] ['1/6', '2/9', '3/7', '4/9', '9/7'] -> (9/7 / (((2/9 - 1/6) * 3/7) / 4/9))
[825680] ['1/6', '2/9', '3/7', '5/2', '6/7'] -> ((((1/6 + 5/2) / 2/9) / 3/7) * 6/7)
[825681] ['1/6', '2/9', '3/7', '5/2', '7/2'] -> ((3/7 + (5/2 / (1/6 + 2/9))) * 7/2)
[825685] ['1/6', '2/9', '3/7', '5/2', '7/6'] -> ((((1/6 + 5/2) / 2/9) / 3/7) / 7/6)
[825691] ['1/6', '2/9', '3/7', '5/2', '8/9'] -> (((1/6 + (5/2 / 3/7)) / 2/9) * 8/9)
[825695] ['1/6', '2/9', '3/7', '5/2', '9/7'] -> (9/7 / ((3/7 - (1/6 * 5/2)) / 2/9))
[825696] ['1/6', '2/9', '3/7', '5/2', '9/8'] -> (((1/6 + (5/2 / 3/7)) / 2/9) / 9/8)
[825704] ['1/6', '2/9', '3/7', '5/3', '6/7'] -> (6/7 / ((1/6 / 2/9) - (3/7 * 5/3)))
[825707] ['1/6', '2/9', '3/7', '5/3', '7/4'] -> ((5/3 / ((3/7 - 1/6) - 2/9)) / 7/4)
[825715] ['1/6', '2/9', '3/7', '5/3', '8/9'] -> ((((5/3 / 1/6) / 3/7) - 2/9) + 8/9)
[825723] ['1/6', '2/9', '3/7', '5/4', '5/7'] -> (5/7 / (((2/9 - 1/6) * 3/7) * 5/4))
[825727] ['1/6', '2/9', '3/7', '5/4', '6/7'] -> (6/7 / (3/7 * ((2/9 / 1/6) - 5/4)))
[825734] ['1/6', '2/9', '3/7', '5/4', '7/9'] -> ((3/7 / (2/9 - (1/6 * 5/4))) * 7/9)
[825735] ['1/6', '2/9', '3/7', '5/4', '8/3'] -> (8/3 / ((1/6 / 3/7) - (2/9 * 5/4)))
[825742] ['1/6', '2/9', '3/7', '5/4', '9/7'] -> ((3/7 / (2/9 - (1/6 * 5/4))) / 9/7)
[825754] ['1/6', '2/9', '3/7', '5/6', '7/6'] -> ((((5/6 / 1/6) - 3/7) / 2/9) * 7/6)
[825755] ['1/6', '2/9', '3/7', '5/6', '7/8'] -> ((5/6 / ((3/7 - 1/6) - 2/9)) / 7/8)
[825759] ['1/6', '2/9', '3/7', '5/6', '8/7'] -> ((5/6 / ((3/7 - 1/6) - 2/9)) * 8/7)
[825770] ['1/6', '2/9', '3/7', '5/7', '6/7'] -> (((3/7 + 5/7) / (2/9 - 1/6)) / 6/7)
[825775] ['1/6', '2/9', '3/7', '5/7', '7/6'] -> (((3/7 + 5/7) / (2/9 - 1/6)) * 7/6)
[825777] ['1/6', '2/9', '3/7', '5/7', '7/9'] -> ((((3/7 + 5/7) / 1/6) / 2/9) * 7/9)
[825778] ['1/6', '2/9', '3/7', '5/7', '8/3'] -> (8/3 / ((1/6 + 2/9) * (5/7 - 3/7)))
[825785] ['1/6', '2/9', '3/7', '5/7', '9/7'] -> ((((3/7 + 5/7) / 1/6) / 2/9) / 9/7)
[825803] ['1/6', '2/9', '3/7', '5/8', '9/4'] -> (((5/8 / (2/9 - 1/6)) / 3/7) - 9/4)
[825837] ['1/6', '2/9', '3/7', '6/5', '8/7'] -> (8/7 / (((3/7 - 1/6) - 2/9) * 6/5))
[825845] ['1/6', '2/9', '3/7', '6/7', '7/2'] -> (((3/7 / (2/9 - 1/6)) - 6/7) * 7/2)
[825849] ['1/6', '2/9', '3/7', '6/7', '7/6'] -> ((((6/7 / 2/9) - 3/7) / 1/6) * 7/6)
[825853] ['1/6', '2/9', '3/7', '6/7', '8/5'] -> (((6/7 / (2/9 - 1/6)) - 3/7) * 8/5)
[825857] ['1/6', '2/9', '3/7', '6/7', '9/4'] -> ((((6/7 / 3/7) - 2/9) / 1/6) * 9/4)
[825858] ['1/6', '2/9', '3/7', '6/7', '9/5'] -> (((2/9 + (6/7 / 3/7)) / 1/6) * 9/5)
[825859] ['1/6', '2/9', '3/7', '6/7', '9/7'] -> ((((6/7 / 1/6) / 2/9) - 3/7) + 9/7)
[825868] ['1/6', '2/9', '3/7', '7/2', '8/3'] -> (8/3 / (2/9 - ((1/6 / 3/7) / 7/2)))
[825871] ['1/6', '2/9', '3/7', '7/2', '8/9'] -> (((3/7 * 7/2) / (2/9 - 1/6)) * 8/9)
[825876] ['1/6', '2/9', '3/7', '7/2', '9/8'] -> (((3/7 * 7/2) / (2/9 - 1/6)) / 9/8)
[825883] ['1/6', '2/9', '3/7', '7/3', '8/3'] -> (8/3 / (2/9 * (3/7 + (1/6 / 7/3))))
[825888] ['1/6', '2/9', '3/7', '7/3', '9/4'] -> ((((1/6 + 7/3) / 2/9) / 3/7) - 9/4)
[825891] ['1/6', '2/9', '3/7', '7/3', '9/8'] -> ((((3/7 * 7/3) / 1/6) / 2/9) / 9/8)
[825897] ['1/6', '2/9', '3/7', '7/4', '8/3'] -> (8/3 / ((3/7 - (1/6 / 7/4)) - 2/9))
[825919] ['1/6', '2/9', '3/7', '7/6', '7/6'] -> (((7/6 / (2/9 - 1/6)) - 3/7) * 7/6)
[825923] ['1/6', '2/9', '3/7', '7/6', '8/5'] -> ((((7/6 / 3/7) - 2/9) / 1/6) * 8/5)
[825924] ['1/6', '2/9', '3/7', '7/6', '8/7'] -> (8/7 / ((1/6 / 7/6) - (2/9 * 3/7)))
[825932] ['1/6', '2/9', '3/7', '7/8', '7/9'] -> (7/9 / (((1/6 + 2/9) / 3/7) - 7/8))
[825940] ['1/6', '2/9', '3/7', '7/8', '9/7'] -> (9/7 / (3/7 * (7/8 - (1/6 / 2/9))))
[825945] ['1/6', '2/9', '3/7', '7/9', '8/7'] -> (8/7 / (2/9 * (3/7 - (1/6 / 7/9))))
[825946] ['1/6', '2/9', '3/7', '7/9', '8/9'] -> (8/9 / (2/9 * ((3/7 * 7/9) - 1/6)))
[825948] ['1/6', '2/9', '3/7', '7/9', '9/4'] -> ((((7/9 / 1/6) / 3/7) - 2/9) * 9/4)
[825957] ['1/6', '2/9', '3/7', '8/3', '9/4'] -> ((((8/3 - 1/6) / 2/9) / 3/7) - 9/4)
[825959] ['1/6', '2/9', '3/7', '8/3', '9/7'] -> ((((3/7 * 8/3) / 1/6) / 2/9) / 9/7)
[825980] ['1/6', '2/9', '3/7', '8/9', '9/7'] -> (9/7 / (2/9 * (3/7 - (1/6 / 8/9))))
[825983] ['1/6', '2/9', '3/7', '9/2', '9/4'] -> ((((1/6 + 9/2) / 3/7) - 2/9) * 9/4)
[826003] ['1/6', '2/9', '3/8', '3/8', '5/3'] -> ((5/3 / 2/9) / (3/8 - (1/6 * 3/8)))
[826011] ['1/6', '2/9', '3/8', '3/8', '7/2'] -> (7/2 / ((1/6 * 3/8) + (2/9 * 3/8)))
[826015] ['1/6', '2/9', '3/8', '3/8', '7/6'] -> ((7/6 / 1/6) / (3/8 - (2/9 * 3/8)))
[826022] ['1/6', '2/9', '3/8', '3/8', '9/2'] -> ((((1/6 / 2/9) / 3/8) / 3/8) * 9/2)
[826044] ['1/6', '2/9', '3/8', '4/3', '7/6'] -> (7/6 / (3/8 * ((2/9 * 4/3) - 1/6)))
[826045] ['1/6', '2/9', '3/8', '4/3', '7/8'] -> (7/8 / (3/8 * (2/9 - (1/6 / 4/3))))
[826056] ['1/6', '2/9', '3/8', '4/5', '4/5'] -> (4/5 / (3/8 * (2/9 - (1/6 * 4/5))))
[826059] ['1/6', '2/9', '3/8', '4/5', '5/2'] -> (5/2 / ((1/6 - (2/9 * 3/8)) / 4/5))
[826060] ['1/6', '2/9', '3/8', '4/5', '5/3'] -> (5/3 / ((1/6 + (2/9 / 4/5)) - 3/8))
[826064] ['1/6', '2/9', '3/8', '4/5', '5/8'] -> (5/8 / (((2/9 - 1/6) * 3/8) / 4/5))
[826075] ['1/6', '2/9', '3/8', '4/5', '8/3'] -> (8/3 / (((1/6 + 2/9) / 4/5) - 3/8))
[826076] ['1/6', '2/9', '3/8', '4/5', '8/5'] -> (8/5 / ((1/6 - (2/9 * 3/8)) * 4/5))
[826083] ['1/6', '2/9', '3/8', '4/5', '9/8'] -> ((3/8 / (2/9 - (1/6 / 4/5))) / 9/8)
[826085] ['1/6', '2/9', '3/8', '4/7', '4/9'] -> (4/9 / (2/9 * (3/8 - (1/6 / 4/7))))
[826091] ['1/6', '2/9', '3/8', '4/7', '5/8'] -> (5/8 / (3/8 * ((1/6 / 4/7) - 2/9)))
[826095] ['1/6', '2/9', '3/8', '4/7', '7/2'] -> (7/2 / ((1/6 - (2/9 * 3/8)) / 4/7))
[826107] ['1/6', '2/9', '3/8', '4/7', '9/4'] -> (9/4 / ((1/6 / 2/9) - (3/8 / 4/7)))
[826109] ['1/6', '2/9', '3/8', '4/7', '9/7'] -> (9/7 / (((1/6 * 4/7) / 2/9) - 3/8))
[826112] ['1/6', '2/9', '3/8', '4/9', '5/2'] -> (((4/9 / (3/8 - 1/6)) / 2/9) * 5/2)
[826113] ['1/6', '2/9', '3/8', '4/9', '5/3'] -> (5/3 / ((3/8 + 4/9) - (1/6 / 2/9)))
[826114] ['1/6', '2/9', '3/8', '4/9', '5/4'] -> (((2/9 / (4/9 - 3/8)) / 1/6) * 5/4)
[826118] ['1/6', '2/9', '3/8', '4/9', '5/9'] -> (5/9 / ((2/9 * 3/8) * (4/9 - 1/6)))
[826125] ['1/6', '2/9', '3/8', '4/9', '7/6'] -> (7/6 / (1/6 * ((2/9 + 4/9) - 3/8)))
[826127] ['1/6', '2/9', '3/8', '4/9', '7/9'] -> (7/9 / ((4/9 - (1/6 * 2/9)) - 3/8))
[826131] ['1/6', '2/9', '3/8', '4/9', '8/9'] -> (8/9 / ((1/6 - (2/9 * 3/8)) * 4/9))
[826136] ['1/6', '2/9', '3/8', '4/9', '9/8'] -> (9/8 / (((2/9 - 1/6) * 3/8) / 4/9))
[826143] ['1/6', '2/9', '3/8', '5/2', '5/9'] -> ((2/9 / (1/6 - (3/8 / 5/2))) / 5/9)
[826145] ['1/6', '2/9', '3/8', '5/2', '6/7'] -> ((((5/2 - 1/6) / 2/9) / 3/8) * 6/7)
[826146] ['1/6', '2/9', '3/8', '5/2', '7/2'] -> (7/2 / (3/8 * ((2/9 * 5/2) - 1/6)))
[826148] ['1/6', '2/9', '3/8', '5/2', '7/4'] -> (7/4 / (3/8 * ((1/6 * 5/2) - 2/9)))
[826150] ['1/6', '2/9', '3/8', '5/2', '7/6'] -> ((((5/2 - 1/6) / 2/9) / 3/8) / 7/6)
[826161] ['1/6', '2/9', '3/8', '5/2', '9/8'] -> ((((3/8 / 2/9) + 5/2) / 1/6) - 9/8)
[826168] ['1/6', '2/9', '3/8', '5/3', '6/5'] -> ((5/3 / (1/6 - (2/9 * 3/8))) * 6/5)
[826169] ['1/6', '2/9', '3/8', '5/3', '6/7'] -> (((2/9 + (5/3 / 3/8)) / 1/6) * 6/7)
[826170] ['1/6', '2/9', '3/8', '5/3', '7/2'] -> (7/2 / ((1/6 + 5/3) - (3/8 / 2/9)))
[826174] ['1/6', '2/9', '3/8', '5/3', '7/6'] -> (((2/9 + (5/3 / 3/8)) / 1/6) / 7/6)
[826176] ['1/6', '2/9', '3/8', '5/3', '7/9'] -> (7/9 / ((2/9 * (1/6 + 5/3)) - 3/8))
[826191] ['1/6', '2/9', '3/8', '5/4', '6/5'] -> (6/5 / ((1/6 / 5/4) - (2/9 * 3/8)))
[826195] ['1/6', '2/9', '3/8', '5/4', '7/4'] -> (7/4 / (1/6 * ((3/8 / 2/9) - 5/4)))
[826199] ['1/6', '2/9', '3/8', '5/4', '7/9'] -> (7/9 / ((1/6 * 2/9) * (5/4 - 3/8)))
[826200] ['1/6', '2/9', '3/8', '5/4', '8/3'] -> (8/3 / (((1/6 + 2/9) * 5/4) - 3/8))
[826201] ['1/6', '2/9', '3/8', '5/4', '8/5'] -> ((5/4 / (1/6 - (2/9 * 3/8))) * 8/5)
[826207] ['1/6', '2/9', '3/8', '5/4', '9/7'] -> (9/7 / (1/6 / ((5/4 / 3/8) - 2/9)))
[826212] ['1/6', '2/9', '3/8', '5/6', '5/9'] -> (5/9 / ((3/8 - (2/9 * 5/6)) - 1/6))
[826216] ['1/6', '2/9', '3/8', '5/6', '7/3'] -> (7/3 / (1/6 - ((2/9 * 3/8) * 5/6)))
[826218] ['1/6', '2/9', '3/8', '5/6', '7/5'] -> (7/5 / ((1/6 + (2/9 / 5/6)) - 3/8))
[826221] ['1/6', '2/9', '3/8', '5/6', '7/9'] -> (7/9 / (2/9 * ((3/8 * 5/6) - 1/6)))
[826223] ['1/6', '2/9', '3/8', '5/6', '8/5'] -> (8/5 / (1/6 - ((2/9 * 3/8) / 5/6)))
[826226] ['1/6', '2/9', '3/8', '5/6', '9/2'] -> (9/2 / (3/8 * ((2/9 / 1/6) - 5/6)))
[826234] ['1/6', '2/9', '3/8', '5/7', '6/5'] -> (6/5 / (1/6 - ((2/9 * 3/8) / 5/7)))
[826235] ['1/6', '2/9', '3/8', '5/7', '6/7'] -> (6/7 / ((1/6 * 5/7) - (2/9 * 3/8)))
[826237] ['1/6', '2/9', '3/8', '5/7', '7/3'] -> (7/3 / (3/8 - ((1/6 + 2/9) * 5/7)))
[826245] ['1/6', '2/9', '3/8', '5/7', '8/7'] -> (8/7 / ((5/7 - (1/6 / 3/8)) - 2/9))
[826257] ['1/6', '2/9', '3/8', '5/8', '7/3'] -> (7/3 / ((1/6 + 2/9) * (5/8 - 3/8)))
[826258] ['1/6', '2/9', '3/8', '5/8', '7/4'] -> ((1/6 / ((3/8 * 5/8) - 2/9)) * 7/4)
[826260] ['1/6', '2/9', '3/8', '5/8', '7/6'] -> (7/6 / ((3/8 - (1/6 * 5/8)) - 2/9))
[826268] ['1/6', '2/9', '3/8', '5/8', '9/4'] -> (9/4 / (((1/6 * 5/8) / 2/9) - 3/8))
[826277] ['1/6', '2/9', '3/8', '5/9', '7/4'] -> (7/4 / (3/8 * ((1/6 / 2/9) - 5/9)))
[826281] ['1/6', '2/9', '3/8', '5/9', '7/9'] -> (7/9 / ((2/9 * 3/8) * (5/9 - 1/6)))
[826288] ['1/6', '2/9', '3/8', '5/9', '9/5'] -> (9/5 / ((1/6 / 2/9) - (3/8 / 5/9)))
[826290] ['1/6', '2/9', '3/8', '5/9', '9/8'] -> ((((3/8 + 5/9) / 1/6) / 2/9) - 9/8)
[826291] ['1/6', '2/9', '3/8', '6/5', '6/5'] -> (6/5 / (3/8 * ((2/9 / 1/6) - 6/5)))
[826294] ['1/6', '2/9', '3/8', '6/5', '7/3'] -> (7/3 / (1/6 - ((2/9 * 3/8) / 6/5)))
[826299] ['1/6', '2/9', '3/8', '6/5', '7/9'] -> (7/9 / (2/9 * ((3/8 / 6/5) - 1/6)))
[826301] ['1/6', '2/9', '3/8', '6/5', '8/5'] -> (8/5 / (1/6 - ((2/9 * 3/8) * 6/5)))
[826306] ['1/6', '2/9', '3/8', '6/5', '9/5'] -> (9/5 / ((6/5 - (1/6 / 2/9)) - 3/8))
[826311] ['1/6', '2/9', '3/8', '6/7', '7/3'] -> ((6/7 / (1/6 - (2/9 * 3/8))) * 7/3)
[826314] ['1/6', '2/9', '3/8', '6/7', '7/6'] -> (7/6 / (((3/8 / 6/7) - 1/6) - 2/9))
[826317] ['1/6', '2/9', '3/8', '6/7', '8/3'] -> (8/3 / ((1/6 / 6/7) - (2/9 * 3/8)))
[826321] ['1/6', '2/9', '3/8', '6/7', '9/2'] -> (9/2 / ((1/6 + 2/9) * (6/7 - 3/8)))
[826338] ['1/6', '2/9', '3/8', '7/2', '9/4'] -> (((2/9 / 1/6) + (7/2 / 3/8)) * 9/4)
[826352] ['1/6', '2/9', '3/8', '7/3', '9/2'] -> ((3/8 * (2/9 + (7/3 / 1/6))) * 9/2)
[826355] ['1/6', '2/9', '3/8', '7/3', '9/7'] -> (9/7 / (3/8 - ((1/6 / 2/9) / 7/3)))
[826369] ['1/6', '2/9', '3/8', '7/4', '9/7'] -> (9/7 / (((1/6 / 2/9) / 7/4) - 3/8))
[826384] ['1/6', '2/9', '3/8', '7/6', '7/6'] -> (7/6 / (((3/8 * 7/6) - 1/6) - 2/9))
[826391] ['1/6', '2/9', '3/8', '7/6', '9/2'] -> (9/2 / ((3/8 * (7/6 - 2/9)) - 1/6))
[826402] ['1/6', '2/9', '3/8', '7/8', '9/2'] -> (((2/9 * 3/8) + (7/8 / 1/6)) * 9/2)
[826406] ['1/6', '2/9', '3/8', '7/8', '9/8'] -> (9/8 / (3/8 * (7/8 - (1/6 / 2/9))))
[826408] ['1/6', '2/9', '3/8', '7/9', '8/3'] -> (8/3 / ((7/9 - (1/6 / 3/8)) - 2/9))
[826412] ['1/6', '2/9', '3/8', '7/9', '9/2'] -> (((7/9 / (1/6 + 2/9)) / 3/8) * 9/2)
[826425] ['1/6', '2/9', '3/8', '8/3', '9/8'] -> ((((3/8 * 8/3) / 1/6) / 2/9) / 9/8)
[826429] ['1/6', '2/9', '3/8', '8/5', '9/2'] -> (9/2 / ((2/9 * 3/8) + (1/6 / 8/5)))
[826430] ['1/6', '2/9', '3/8', '8/5', '9/4'] -> (9/4 / (((1/6 / 2/9) / 8/5) - 3/8))
[826437] ['1/6', '2/9', '3/8', '8/7', '9/4'] -> (9/4 / (1/6 - ((2/9 * 3/8) / 8/7)))
[826449] ['1/6', '2/9', '3/8', '9/2', '9/5'] -> (((2/9 / 1/6) + (9/2 / 3/8)) * 9/5)
[826450] ['1/6', '2/9', '3/8', '9/2', '9/7'] -> (((9/2 / (1/6 + 2/9)) / 3/8) / 9/7)
[826456] ['1/6', '2/9', '3/8', '9/5', '9/5'] -> (9/5 / ((1/6 / 2/9) - (3/8 * 9/5)))
[826461] ['1/6', '2/9', '3/8', '9/8', '9/8'] -> (((3/8 + 9/8) / (2/9 - 1/6)) / 9/8)
[826466] ['1/6', '2/9', '4/3', '4/3', '5/2'] -> (((1/6 + 4/3) + 5/2) / (2/9 / 4/3))
[826467] ['1/6', '2/9', '4/3', '4/3', '5/3'] -> ((4/3 / 2/9) + ((4/3 + 5/3) / 1/6))
[826472] ['1/6', '2/9', '4/3', '4/3', '5/9'] -> ((4/3 / 2/9) / ((5/9 / 4/3) - 1/6))
[826474] ['1/6', '2/9', '4/3', '4/3', '6/7'] -> ((((4/3 / 2/9) - 4/3) / 1/6) * 6/7)
[826475] ['1/6', '2/9', '4/3', '4/3', '7/2'] -> (((4/3 + 4/3) / (1/6 + 2/9)) * 7/2)
[826479] ['1/6', '2/9', '4/3', '4/3', '7/6'] -> ((((4/3 / 2/9) - 4/3) / 1/6) / 7/6)
[826481] ['1/6', '2/9', '4/3', '4/3', '7/9'] -> ((4/3 / 1/6) / ((4/3 - 2/9) - 7/9))
[826486] ['1/6', '2/9', '4/3', '4/3', '9/2'] -> ((((4/3 - 2/9) / 1/6) - 4/3) * 9/2)
[826487] ['1/6', '2/9', '4/3', '4/3', '9/4'] -> ((((2/9 + 4/3) / 1/6) + 4/3) * 9/4)
[826493] ['1/6', '2/9', '4/3', '4/5', '4/9'] -> (4/9 / (4/3 * (2/9 - (1/6 / 4/5))))
[826495] ['1/6', '2/9', '4/3', '4/5', '5/3'] -> ((((4/3 - 4/5) / 1/6) / 2/9) * 5/3)
[826497] ['1/6', '2/9', '4/3', '4/5', '5/6'] -> ((((4/3 * 4/5) / 1/6) / 2/9) * 5/6)
[826501] ['1/6', '2/9', '4/3', '4/5', '6/5'] -> ((((4/3 * 4/5) / 1/6) / 2/9) / 6/5)
[826510] ['1/6', '2/9', '4/3', '4/5', '8/3'] -> ((4/3 / (4/5 - (1/6 / 2/9))) - 8/3)
[826514] ['1/6', '2/9', '4/3', '4/5', '9/2'] -> ((((4/3 - 2/9) * 4/5) / 1/6) * 9/2)
[826520] ['1/6', '2/9', '4/3', '4/7', '4/9'] -> ((1/6 + ((4/3 / 2/9) / 4/7)) / 4/9)
[826523] ['1/6', '2/9', '4/3', '4/7', '5/4'] -> ((4/3 / ((1/6 / 4/7) - 2/9)) * 5/4)
[826525] ['1/6', '2/9', '4/3', '4/7', '5/7'] -> ((4/3 / (1/6 - (2/9 * 4/7))) * 5/7)
[826528] ['1/6', '2/9', '4/3', '4/7', '6/5'] -> (6/5 / (1/6 - (2/9 / (4/3 + 4/7))))
[826533] ['1/6', '2/9', '4/3', '4/7', '7/5'] -> ((4/3 / (1/6 - (2/9 * 4/7))) / 7/5)
[826541] ['1/6', '2/9', '4/3', '4/7', '9/2'] -> ((((2/9 + 4/3) * 4/7) / 1/6) * 9/2)
[826542] ['1/6', '2/9', '4/3', '4/7', '9/4'] -> ((1/6 + ((4/3 / 2/9) / 4/7)) * 9/4)
[826547] ['1/6', '2/9', '4/3', '4/9', '5/2'] -> ((1/6 + 5/2) / ((4/9 / 4/3) - 2/9))
[826552] ['1/6', '2/9', '4/3', '4/9', '5/8'] -> ((((4/3 - 2/9) / 1/6) / 4/9) / 5/8)
[826554] ['1/6', '2/9', '4/3', '4/9', '6/5'] -> (((4/3 + (4/9 / 2/9)) / 1/6) * 6/5)
[826557] ['1/6', '2/9', '4/3', '4/9', '7/3'] -> (7/3 / ((4/9 - (1/6 / 4/3)) - 2/9))
[826558] ['1/6', '2/9', '4/3', '4/9', '7/4'] -> (((4/3 / 2/9) / 4/9) + (7/4 / 1/6))
[826561] ['1/6', '2/9', '4/3', '4/9', '7/8'] -> ((((2/9 + 4/3) / 1/6) / 4/9) / 7/8)
[826564] ['1/6', '2/9', '4/3', '4/9', '8/5'] -> ((((4/3 - 2/9) / 1/6) / 4/9) * 8/5)
[826565] ['1/6', '2/9', '4/3', '4/9', '8/7'] -> ((((2/9 + 4/3) / 1/6) / 4/9) * 8/7)
[826566] ['1/6', '2/9', '4/3', '4/9', '8/9'] -> ((8/9 / 2/9) / ((4/9 / 4/3) - 1/6))
[826573] ['1/6', '2/9', '4/3', '5/2', '5/3'] -> ((((4/3 / 1/6) / 2/9) / 5/2) * 5/3)
[826576] ['1/6', '2/9', '4/3', '5/2', '5/7'] -> ((4/3 / (1/6 - (2/9 / 5/2))) / 5/7)
[826578] ['1/6', '2/9', '4/3', '5/2', '5/9'] -> ((4/3 + ((1/6 + 5/2) / 2/9)) / 5/9)
[826581] ['1/6', '2/9', '4/3', '5/2', '7/2'] -> ((4/3 / ((1/6 * 5/2) - 2/9)) * 7/2)
[826584] ['1/6', '2/9', '4/3', '5/2', '7/5'] -> ((4/3 / (1/6 - (2/9 / 5/2))) * 7/5)
[826593] ['1/6', '2/9', '4/3', '5/2', '9/4'] -> ((((1/6 + 5/2) / 2/9) - 4/3) * 9/4)
[826594] ['1/6', '2/9', '4/3', '5/2', '9/5'] -> ((4/3 + ((1/6 + 5/2) / 2/9)) * 9/5)
[826595] ['1/6', '2/9', '4/3', '5/2', '9/7'] -> (9/7 / (1/6 / ((4/3 * 5/2) - 2/9)))
[826596] ['1/6', '2/9', '4/3', '5/2', '9/8'] -> (9/8 / (1/6 / (2/9 + (4/3 * 5/2))))
[826600] ['1/6', '2/9', '4/3', '5/3', '5/7'] -> ((5/3 / (2/9 - (1/6 / 4/3))) / 5/7)
[826602] ['1/6', '2/9', '4/3', '5/3', '5/9'] -> ((((4/3 + 5/3) / 2/9) - 1/6) / 5/9)
[826603] ['1/6', '2/9', '4/3', '5/3', '6/5'] -> (6/5 / ((4/3 / 5/3) - (1/6 / 2/9)))
[826608] ['1/6', '2/9', '4/3', '5/3', '7/5'] -> ((5/3 / (2/9 - (1/6 / 4/3))) * 7/5)
[826615] ['1/6', '2/9', '4/3', '5/3', '8/9'] -> (8/9 / (2/9 * ((5/3 - 1/6) - 4/3)))
[826616] ['1/6', '2/9', '4/3', '5/3', '9/2'] -> ((((4/3 / 1/6) - 5/3) / 2/9) - 9/2)
[826617] ['1/6', '2/9', '4/3', '5/3', '9/4'] -> (((4/3 + 5/3) / (2/9 - 1/6)) / 9/4)
[826618] ['1/6', '2/9', '4/3', '5/3', '9/5'] -> ((((4/3 + 5/3) / 2/9) - 1/6) * 9/5)
[826622] ['1/6', '2/9', '4/3', '5/4', '5/6'] -> ((((4/3 / 1/6) / 2/9) / 5/4) * 5/6)
[826624] ['1/6', '2/9', '4/3', '5/4', '5/8'] -> ((4/3 / (2/9 - (1/6 / 5/4))) / 5/8)
