[194261] ['1/2', '5/2', '8/7', '9/4', '9/4'] -> (9/4 / (5/2 - ((1/2 + 9/4) / 8/7)))
[204264] ['1/2', '5/8', '7/6', '9/2', '9/7'] -> (((9/2 / (5/8 - 1/2)) / 7/6) / 9/7)
[204269] ['1/2', '5/8', '7/6', '9/4', '9/8'] -> ((9/4 / ((5/8 / 1/2) - 7/6)) / 9/8)
[204277] ['1/2', '5/8', '7/8', '7/8', '7/9'] -> ((7/8 / ((5/8 * 7/8) - 1/2)) / 7/9)
[204281] ['1/2', '5/8', '7/8', '7/8', '8/9'] -> ((1/2 / (5/8 + 7/8)) / (8/9 - 7/8))
[204285] ['1/2', '5/8', '7/8', '7/8', '9/7'] -> ((7/8 * 9/7) / ((5/8 * 7/8) - 1/2))
[204286] ['1/2', '5/8', '7/8', '7/8', '9/8'] -> ((9/8 / 7/8) / (5/8 - (1/2 / 7/8)))
[204298] ['1/2', '5/8', '7/8', '8/3', '8/5'] -> (8/5 / ((7/8 / 5/8) - (1/2 * 8/3)))
[204302] ['1/2', '5/8', '7/8', '8/3', '9/4'] -> ((8/3 / ((1/2 + 5/8) - 7/8)) * 9/4)
[204304] ['1/2', '5/8', '7/8', '8/3', '9/7'] -> (9/7 / (((5/8 - 1/2) / 7/8) / 8/3))
[204305] ['1/2', '5/8', '7/8', '8/3', '9/8'] -> (9/8 / ((1/2 * (7/8 - 5/8)) / 8/3))
[204306] ['1/2', '5/8', '7/8', '8/5', '8/5'] -> (8/5 / ((5/8 / (7/8 - 1/2)) - 8/5))
[204312] ['1/2', '5/8', '7/8', '8/5', '9/7'] -> (9/7 / (1/2 - ((5/8 / 7/8) / 8/5)))
[204317] ['1/2', '5/8', '7/8', '8/7', '9/4'] -> (9/4 / (7/8 * ((5/8 / 1/2) - 8/7)))
[204347] ['1/2', '5/8', '7/9', '7/9', '9/2'] -> ((9/2 / 1/2) / ((7/9 / 7/9) - 5/8))
[204352] ['1/2', '5/8', '7/9', '8/3', '8/3'] -> (8/3 / ((5/8 * 8/3) - (7/9 / 1/2)))
[204354] ['1/2', '5/8', '7/9', '8/3', '8/7'] -> (8/7 / (((1/2 / 7/9) - 5/8) * 8/3))
[204355] ['1/2', '5/8', '7/9', '8/3', '8/9'] -> (8/9 / ((1/2 - (5/8 * 7/9)) * 8/3))
[204380] ['1/2', '5/8', '7/9', '8/9', '9/7'] -> (9/7 / (5/8 - ((1/2 * 8/9) / 7/9)))
[204381] ['1/2', '5/8', '7/9', '8/9', '9/8'] -> (9/8 / (((5/8 * 7/9) / 8/9) - 1/2))
[204382] ['1/2', '5/8', '7/9', '9/2', '9/2'] -> (9/2 / (((7/9 - 5/8) * 9/2) - 1/2))
[204391] ['1/2', '5/8', '7/9', '9/5', '9/5'] -> (9/5 / (((1/2 * 7/9) * 9/5) - 5/8))
[204392] ['1/2', '5/8', '7/9', '9/5', '9/7'] -> (9/7 / (1/2 - ((5/8 / 7/9) / 9/5)))
[204396] ['1/2', '5/8', '7/9', '9/8', '9/8'] -> (9/8 / (((5/8 * 7/9) * 9/8) - 1/2))
[204404] ['1/2', '5/8', '8/3', '8/3', '9/7'] -> (((8/3 / (5/8 - 1/2)) - 8/3) * 9/7)
[204405] ['1/2', '5/8', '8/3', '8/3', '9/8'] -> (9/8 / ((5/8 / 8/3) - (1/2 / 8/3)))
[204411] ['1/2', '5/8', '8/3', '8/5', '9/5'] -> (((8/3 / (5/8 - 1/2)) / 8/5) * 9/5)
[204414] ['1/2', '5/8', '8/3', '8/7', '8/7'] -> (8/7 / (8/3 * ((8/7 - 1/2) - 5/8)))
[204415] ['1/2', '5/8', '8/3', '8/7', '8/9'] -> ((8/3 / ((5/8 / 1/2) - 8/7)) - 8/9)
[204419] ['1/2', '5/8', '8/3', '8/7', '9/7'] -> (9/7 / (((5/8 - 1/2) * 8/7) / 8/3))
[204430] ['1/2', '5/8', '8/3', '9/2', '9/7'] -> (9/7 / (5/8 / (8/3 + (9/2 / 1/2))))
[204431] ['1/2', '5/8', '8/3', '9/2', '9/8'] -> (9/8 / ((5/8 / (1/2 + 9/2)) / 8/3))
[204441] ['1/2', '5/8', '8/3', '9/8', '9/8'] -> (9/8 / (((5/8 / 1/2) - 9/8) / 8/3))
[204442] ['1/2', '5/8', '8/5', '8/5', '8/5'] -> (((8/5 + 8/5) / (5/8 - 1/2)) - 8/5)
[204445] ['1/2', '5/8', '8/5', '8/5', '9/2'] -> ((9/2 / 1/2) / ((8/5 / 8/5) - 5/8))
[204455] ['1/2', '5/8', '8/5', '8/7', '9/7'] -> (9/7 / (1/2 - ((5/8 * 8/7) / 8/5)))
[204456] ['1/2', '5/8', '8/5', '8/7', '9/8'] -> (9/8 / ((1/2 / 8/7) - (5/8 / 8/5)))
[204479] ['1/2', '5/8', '8/7', '8/7', '8/9'] -> ((8/7 / (5/8 - (1/2 * 8/7))) / 8/9)
[204481] ['1/2', '5/8', '8/7', '8/7', '9/4'] -> ((8/7 / ((5/8 / 1/2) - 8/7)) * 9/4)
[204517] ['1/2', '5/8', '8/9', '9/4', '9/4'] -> (9/4 / (((8/9 - 5/8) * 9/4) - 1/2))
[204521] ['1/2', '5/8', '8/9', '9/5', '9/5'] -> (9/5 / (((8/9 - 1/2) * 9/5) - 5/8))
[204524] ['1/2', '5/8', '8/9', '9/7', '9/7'] -> (9/7 / (5/8 - ((1/2 * 8/9) * 9/7)))
[204525] ['1/2', '5/8', '8/9', '9/7', '9/8'] -> (9/8 / (((5/8 / 8/9) / 9/7) - 1/2))
[204527] ['1/2', '5/8', '9/2', '9/2', '9/2'] -> ((9/2 / ((9/2 / 9/2) - 5/8)) / 1/2)
[204532] ['1/2', '5/8', '9/2', '9/4', '9/4'] -> (((9/2 + 9/4) / (5/8 - 1/2)) / 9/4)
[204539] ['1/2', '5/8', '9/2', '9/7', '9/7'] -> (9/7 / (5/8 - ((9/7 / 1/2) / 9/2)))
[204551] ['1/2', '5/8', '9/4', '9/8', '9/8'] -> (((9/4 + 9/8) / (5/8 - 1/2)) / 9/8)
[204555] ['1/2', '5/8', '9/5', '9/7', '9/7'] -> (9/7 / (1/2 - ((5/8 * 9/7) / 9/5)))
[204560] ['1/2', '5/8', '9/7', '9/8', '9/8'] -> (9/8 / (((5/8 * 9/8) / 9/7) - 1/2))
[204563] ['1/2', '5/9', '5/9', '5/9', '6/5'] -> (((5/9 + 5/9) * 6/5) / (5/9 - 1/2))
[204568] ['1/2', '5/9', '5/9', '5/9', '7/5'] -> ((5/9 + (5/9 * 7/5)) / (5/9 - 1/2))
[204572] ['1/2', '5/9', '5/9', '5/9', '8/3'] -> (8/3 / ((5/9 / 1/2) - (5/9 / 5/9)))
[204581] ['1/2', '5/9', '5/9', '6/5', '6/5'] -> ((5/9 * (6/5 + 6/5)) / (5/9 - 1/2))
[204591] ['1/2', '5/9', '5/9', '6/5', '8/5'] -> ((5/9 * 8/5) / (1/2 - (5/9 / 6/5)))
[204593] ['1/2', '5/9', '5/9', '6/5', '8/9'] -> ((8/9 / 5/9) / ((5/9 - 1/2) * 6/5))
[204599] ['1/2', '5/9', '5/9', '6/7', '6/7'] -> (((5/9 * 6/7) + 6/7) / (5/9 - 1/2))
[204609] ['1/2', '5/9', '5/9', '6/7', '8/7'] -> (8/7 / (((6/7 - 5/9) / 1/2) - 5/9))
[204623] ['1/2', '5/9', '5/9', '7/2', '8/3'] -> ((((5/9 / 5/9) + 7/2) / 1/2) * 8/3)
[204627] ['1/2', '5/9', '5/9', '7/2', '9/2'] -> ((((7/2 - 5/9) / 1/2) - 5/9) * 9/2)
[204638] ['1/2', '5/9', '5/9', '7/3', '8/3'] -> (8/3 / (7/3 - ((5/9 + 5/9) / 1/2)))
[204654] ['1/2', '5/9', '5/9', '7/4', '8/7'] -> (8/7 / (((1/2 + 5/9) / 7/4) - 5/9))
[204665] ['1/2', '5/9', '5/9', '7/5', '8/3'] -> ((8/3 / 1/2) / ((5/9 * 7/5) - 5/9))
[204676] ['1/2', '5/9', '5/9', '7/6', '7/9'] -> ((5/9 + 7/9) / (7/6 - (5/9 / 1/2)))
[204677] ['1/2', '5/9', '5/9', '7/6', '8/3'] -> ((1/2 * 8/3) / ((7/6 - 5/9) - 5/9))
[204694] ['1/2', '5/9', '5/9', '7/8', '9/5'] -> (9/5 / (((7/8 - 5/9) / 5/9) - 1/2))
[204707] ['1/2', '5/9', '5/9', '8/3', '8/3'] -> (((5/9 * 8/3) / (5/9 - 1/2)) - 8/3)
[204716] ['1/2', '5/9', '5/9', '8/5', '8/5'] -> (8/5 / (((5/9 / 1/2) + 5/9) - 8/5))
[204719] ['1/2', '5/9', '5/9', '8/5', '9/2'] -> ((1/2 + 9/2) / (5/9 - (5/9 / 8/5)))
[204737] ['1/2', '5/9', '5/9', '9/2', '9/2'] -> ((((1/2 * 5/9) + 5/9) + 9/2) * 9/2)
[204738] ['1/2', '5/9', '5/9', '9/2', '9/4'] -> ((5/9 + ((5/9 + 9/2) / 1/2)) * 9/4)
[204761] ['1/2', '5/9', '6/5', '6/5', '8/3'] -> (8/3 / ((5/9 / 1/2) - (6/5 / 6/5)))
[204767] ['1/2', '5/9', '6/5', '6/5', '9/5'] -> (((6/5 + 6/5) / (5/9 - 1/2)) / 9/5)
[204769] ['1/2', '5/9', '6/5', '6/5', '9/8'] -> ((6/5 / ((1/2 * 6/5) - 5/9)) / 9/8)
[204775] ['1/2', '5/9', '6/5', '6/7', '7/6'] -> ((6/5 / ((1/2 / 5/9) - 6/7)) / 7/6)
[204784] ['1/2', '5/9', '6/5', '6/7', '9/5'] -> ((6/5 / ((1/2 / 6/7) - 5/9)) / 9/5)
[204792] ['1/2', '5/9', '6/5', '7/2', '7/8'] -> ((7/2 / ((5/9 * 6/5) - 1/2)) / 7/8)
[204794] ['1/2', '5/9', '6/5', '7/2', '8/3'] -> (((7/2 / (6/5 - 1/2)) / 5/9) * 8/3)
[204795] ['1/2', '5/9', '6/5', '7/2', '8/5'] -> (((6/5 + (7/2 / 5/9)) / 1/2) * 8/5)
[204796] ['1/2', '5/9', '6/5', '7/2', '8/7'] -> ((7/2 / ((5/9 * 6/5) - 1/2)) * 8/7)
[204812] ['1/2', '5/9', '6/5', '7/3', '8/9'] -> (8/9 / (5/9 * ((6/5 / 1/2) - 7/3)))
[204813] ['1/2', '5/9', '6/5', '7/3', '9/2'] -> (((5/9 * 6/5) + (7/3 / 1/2)) * 9/2)
[204814] ['1/2', '5/9', '6/5', '7/3', '9/4'] -> ((7/3 / (6/5 - (5/9 / 1/2))) - 9/4)
[204828] ['1/2', '5/9', '6/5', '7/4', '9/4'] -> (((7/4 / (5/9 - 1/2)) / 6/5) - 9/4)
[204834] ['1/2', '5/9', '6/5', '7/5', '7/8'] -> (((7/5 / (5/9 - 1/2)) / 6/5) / 7/8)
[204837] ['1/2', '5/9', '6/5', '7/5', '8/5'] -> (8/5 / (7/5 - ((5/9 * 6/5) / 1/2)))
[204838] ['1/2', '5/9', '6/5', '7/5', '8/7'] -> (((7/5 / (5/9 - 1/2)) / 6/5) * 8/7)
[204849] ['1/2', '5/9', '6/5', '7/6', '8/5'] -> (8/5 / (6/5 * (7/6 - (5/9 / 1/2))))
[204851] ['1/2', '5/9', '6/5', '7/6', '8/9'] -> (((1/2 / (6/5 - 7/6)) / 5/9) * 8/9)
[204853] ['1/2', '5/9', '6/5', '7/6', '9/4'] -> ((7/6 / ((1/2 * 6/5) - 5/9)) - 9/4)
[204856] ['1/2', '5/9', '6/5', '7/6', '9/8'] -> (((1/2 / (6/5 - 7/6)) / 5/9) / 9/8)
[204858] ['1/2', '5/9', '6/5', '7/8', '7/9'] -> (7/9 / ((1/2 - (5/9 / 6/5)) * 7/8))
[204863] ['1/2', '5/9', '6/5', '7/8', '9/2'] -> (9/2 / (1/2 * ((7/8 / 5/9) - 6/5)))
[204870] ['1/2', '5/9', '6/5', '7/9', '8/5'] -> (8/5 / (1/2 * ((5/9 + 7/9) - 6/5)))
[204871] ['1/2', '5/9', '6/5', '7/9', '8/7'] -> ((7/9 / (1/2 - (5/9 / 6/5))) * 8/7)
[204890] ['1/2', '5/9', '6/5', '8/5', '9/2'] -> ((8/5 / (6/5 - (1/2 / 5/9))) * 9/2)
[204892] ['1/2', '5/9', '6/5', '8/5', '9/5'] -> ((8/5 / (1/2 - (5/9 / 6/5))) / 9/5)
[204900] ['1/2', '5/9', '6/5', '8/7', '9/7'] -> ((8/7 / (1/2 - (5/9 / 6/5))) / 9/7)
[204902] ['1/2', '5/9', '6/5', '8/9', '8/9'] -> (8/9 / (((5/9 / 1/2) / 6/5) - 8/9))
[204908] ['1/2', '5/9', '6/5', '9/2', '9/2'] -> ((6/5 * ((1/2 + 9/2) - 5/9)) * 9/2)
[204912] ['1/2', '5/9', '6/5', '9/2', '9/8'] -> ((9/2 / ((5/9 * 6/5) - 1/2)) / 9/8)
[204919] ['1/2', '5/9', '6/5', '9/5', '9/8'] -> (((9/5 / (5/9 - 1/2)) / 6/5) / 9/8)
[204931] ['1/2', '5/9', '6/7', '6/7', '8/3'] -> (8/3 / ((5/9 / 1/2) - (6/7 / 6/7)))
[204941] ['1/2', '5/9', '6/7', '7/2', '7/3'] -> (7/3 / (((1/2 / 6/7) - 5/9) * 7/2))
[204962] ['1/2', '5/9', '6/7', '7/3', '8/3'] -> (8/3 / (((5/9 - 1/2) * 6/7) * 7/3))
[204973] ['1/2', '5/9', '6/7', '7/4', '7/6'] -> (7/6 / (((1/2 / 6/7) - 5/9) * 7/4))
[204976] ['1/2', '5/9', '6/7', '7/4', '8/3'] -> (8/3 / ((1/2 * 6/7) - (5/9 / 7/4)))
[204979] ['1/2', '5/9', '6/7', '7/4', '8/9'] -> (((6/7 * 7/4) / (5/9 - 1/2)) * 8/9)
[204982] ['1/2', '5/9', '6/7', '7/4', '9/5'] -> (9/5 / (((1/2 / 5/9) - 6/7) * 7/4))
[204984] ['1/2', '5/9', '6/7', '7/4', '9/8'] -> (((6/7 * 7/4) / (5/9 - 1/2)) / 9/8)
[204990] ['1/2', '5/9', '6/7', '7/5', '8/5'] -> (8/5 / (((5/9 - 1/2) * 6/7) * 7/5))
[204992] ['1/2', '5/9', '6/7', '7/5', '8/9'] -> (8/9 / (1/2 - ((5/9 / 6/7) / 7/5)))
[205001] ['1/2', '5/9', '6/7', '7/6', '8/3'] -> (8/3 / ((5/9 / 1/2) - (6/7 * 7/6)))
[205008] ['1/2', '5/9', '6/7', '7/6', '9/7'] -> ((6/7 / ((1/2 * 7/6) - 5/9)) / 9/7)
[205025] ['1/2', '5/9', '6/7', '7/9', '8/9'] -> (8/9 / (((5/9 - 1/2) * 6/7) * 7/9))
[205033] ['1/2', '5/9', '6/7', '8/3', '8/7'] -> ((8/3 / (5/9 - (1/2 * 6/7))) * 8/7)
[205049] ['1/2', '5/9', '6/7', '8/7', '8/9'] -> ((6/7 / (8/7 - (5/9 / 1/2))) * 8/9)
[205054] ['1/2', '5/9', '6/7', '8/7', '9/8'] -> ((6/7 / (8/7 - (5/9 / 1/2))) / 9/8)
[205055] ['1/2', '5/9', '6/7', '8/9', '8/9'] -> (8/9 / (5/9 - ((1/2 * 8/9) / 6/7)))
[205059] ['1/2', '5/9', '6/7', '8/9', '9/7'] -> (9/7 / (((5/9 - 1/2) * 6/7) / 8/9))
[205068] ['1/2', '5/9', '6/7', '9/4', '9/7'] -> (9/7 / ((1/2 - (5/9 * 6/7)) * 9/4))
[205074] ['1/2', '5/9', '6/7', '9/7', '9/8'] -> (((9/7 / (5/9 - 1/2)) / 6/7) / 9/8)
[205080] ['1/2', '5/9', '7/2', '7/2', '7/6'] -> ((7/2 + 7/6) / ((5/9 - 1/2) * 7/2))
[205101] ['1/2', '5/9', '7/2', '7/3', '8/9'] -> (((7/2 / (5/9 - 1/2)) / 7/3) * 8/9)
[205106] ['1/2', '5/9', '7/2', '7/3', '9/8'] -> (((7/2 / (5/9 - 1/2)) / 7/3) / 9/8)
[205109] ['1/2', '5/9', '7/2', '7/4', '7/6'] -> (((7/4 / (5/9 - 1/2)) - 7/2) / 7/6)
[205125] ['1/2', '5/9', '7/2', '7/5', '8/3'] -> ((((7/2 / 1/2) / 5/9) / 7/5) * 8/3)
[205142] ['1/2', '5/9', '7/2', '7/6', '9/4'] -> (((7/2 / (5/9 - 1/2)) / 7/6) / 9/4)
[205160] ['1/2', '5/9', '7/2', '7/9', '8/7'] -> ((7/2 / (5/9 - (1/2 * 7/9))) * 8/7)
[205167] ['1/2', '5/9', '7/2', '8/3', '8/3'] -> (8/3 / ((8/3 / (1/2 + 7/2)) - 5/9))
[205173] ['1/2', '5/9', '7/2', '8/3', '9/5'] -> ((((7/2 + 8/3) / 1/2) / 5/9) + 9/5)
[205176] ['1/2', '5/9', '7/2', '8/5', '8/5'] -> (8/5 / ((5/9 * (7/2 - 1/2)) - 8/5))
[205217] ['1/2', '5/9', '7/3', '7/3', '7/9'] -> ((7/3 + 7/9) / ((5/9 - 1/2) * 7/3))
[205218] ['1/2', '5/9', '7/3', '7/3', '8/3'] -> (8/3 / ((5/9 / 1/2) - (7/3 / 7/3)))
[205222] ['1/2', '5/9', '7/3', '7/3', '9/2'] -> ((5/9 + (7/3 * 7/3)) * (9/2 - 1/2))
[205232] ['1/2', '5/9', '7/3', '7/4', '8/3'] -> (8/3 / (((1/2 * 7/3) / 7/4) - 5/9))
[205234] ['1/2', '5/9', '7/3', '7/4', '8/7'] -> (8/7 / ((1/2 / 7/4) - (5/9 / 7/3)))
[205256] ['1/2', '5/9', '7/3', '7/6', '7/9'] -> (((7/6 / (5/9 - 1/2)) - 7/3) / 7/9)
[205261] ['1/2', '5/9', '7/3', '7/6', '9/2'] -> ((7/3 + ((1/2 + 7/6) / 5/9)) * 9/2)
[205264] ['1/2', '5/9', '7/3', '7/6', '9/7'] -> (((7/6 / (5/9 - 1/2)) - 7/3) * 9/7)
[205267] ['1/2', '5/9', '7/3', '7/8', '7/9'] -> (7/9 / (7/3 * (1/2 - (5/9 * 7/8))))
[205271] ['1/2', '5/9', '7/3', '7/8', '8/9'] -> (8/9 / (7/3 * ((1/2 / 7/8) - 5/9)))
[205280] ['1/2', '5/9', '7/3', '7/9', '8/7'] -> (((7/3 / (7/9 - 5/9)) / 1/2) * 8/7)
[205283] ['1/2', '5/9', '7/3', '7/9', '9/4'] -> (((7/3 / (5/9 - 1/2)) / 7/9) / 9/4)
[205288] ['1/2', '5/9', '7/3', '8/3', '8/5'] -> (8/5 / (((1/2 * 8/3) / 5/9) - 7/3))
[205290] ['1/2', '5/9', '7/3', '8/3', '8/9'] -> (8/9 / ((1/2 * 8/3) - (5/9 * 7/3)))
[205300] ['1/2', '5/9', '7/3', '8/5', '9/4'] -> (((7/3 / (5/9 - 1/2)) / 8/5) - 9/4)
[205305] ['1/2', '5/9', '7/3', '8/7', '8/9'] -> (8/9 / (7/3 * ((1/2 * 8/7) - 5/9)))
[205312] ['1/2', '5/9', '7/3', '8/9', '9/2'] -> ((((7/3 + 8/9) - 5/9) / 1/2) * 9/2)
[205315] ['1/2', '5/9', '7/3', '8/9', '9/7'] -> (9/7 / (((5/9 / 8/9) - 1/2) / 7/3))
[205323] ['1/2', '5/9', '7/3', '9/4', '9/5'] -> (((5/9 / (7/3 - 9/4)) / 1/2) * 9/5)
[205324] ['1/2', '5/9', '7/3', '9/4', '9/7'] -> (9/7 / (((5/9 - 1/2) * 9/4) / 7/3))
[205337] ['1/2', '5/9', '7/4', '7/4', '8/3'] -> (8/3 / ((5/9 / 1/2) - (7/4 / 7/4)))
[205350] ['1/2', '5/9', '7/4', '7/5', '8/3'] -> (8/3 / ((5/9 / 7/5) - (1/2 / 7/4)))
[205351] ['1/2', '5/9', '7/4', '7/5', '8/5'] -> (8/5 / ((7/5 / (1/2 + 7/4)) - 5/9))
[205359] ['1/2', '5/9', '7/4', '7/6', '7/6'] -> (7/6 / (7/4 * ((1/2 * 7/6) - 5/9)))
[205362] ['1/2', '5/9', '7/4', '7/6', '8/3'] -> (8/3 / ((1/2 / 7/6) - (5/9 / 7/4)))
[205370] ['1/2', '5/9', '7/4', '7/6', '9/8'] -> (((7/4 / (5/9 - 1/2)) / 7/6) / 9/8)
[205384] ['1/2', '5/9', '7/4', '7/9', '8/5'] -> (8/5 / ((7/9 / (7/4 - 1/2)) - 5/9))
[205409] ['1/2', '5/9', '7/4', '8/7', '8/7'] -> (8/7 / (5/9 - (8/7 / (1/2 + 7/4))))
[205419] ['1/2', '5/9', '7/4', '8/9', '9/5'] -> (9/5 / (1/2 * (7/4 - (8/9 / 5/9))))
[205426] ['1/2', '5/9', '7/4', '9/2', '9/8'] -> (((7/4 / (5/9 - 1/2)) - 9/2) / 9/8)
[205438] ['1/2', '5/9', '7/5', '7/5', '7/6'] -> ((7/5 / (5/9 - 1/2)) - (7/5 / 7/6))
[205441] ['1/2', '5/9', '7/5', '7/5', '8/3'] -> (8/3 / ((5/9 / 1/2) - (7/5 / 7/5)))
[205456] ['1/2', '5/9', '7/5', '7/6', '8/9'] -> (8/9 / (1/2 - ((5/9 * 7/6) / 7/5)))
[205486] ['1/2', '5/9', '7/5', '8/3', '8/9'] -> (8/9 / (5/9 * (7/5 - (1/2 * 8/3))))
[205510] ['1/2', '5/9', '7/5', '8/9', '9/5'] -> (9/5 / ((1/2 * 7/5) - (5/9 / 8/9)))
[205511] ['1/2', '5/9', '7/5', '8/9', '9/7'] -> (9/7 / (1/2 - ((5/9 / 7/5) / 8/9)))
[205519] ['1/2', '5/9', '7/5', '9/4', '9/5'] -> (9/5 / (1/2 * (7/5 - (5/9 * 9/4))))
[205529] ['1/2', '5/9', '7/6', '7/6', '7/8'] -> ((7/6 / (7/6 - (5/9 / 1/2))) / 7/8)
[205530] ['1/2', '5/9', '7/6', '7/6', '7/9'] -> ((7/9 / 7/6) / ((1/2 * 7/6) - 5/9))
[205531] ['1/2', '5/9', '7/6', '7/6', '8/3'] -> (8/3 / ((5/9 / 1/2) - (7/6 / 7/6)))
[205552] ['1/2', '5/9', '7/6', '7/9', '8/3'] -> (8/3 / ((7/6 - (1/2 * 5/9)) - 7/9))
[205554] ['1/2', '5/9', '7/6', '7/9', '8/7'] -> (8/7 / ((1/2 + (5/9 / 7/9)) - 7/6))
[205560] ['1/2', '5/9', '7/6', '7/9', '9/8'] -> (((7/6 / (5/9 - 1/2)) / 7/9) / 9/8)
[205562] ['1/2', '5/9', '7/6', '8/3', '8/5'] -> (8/5 / ((8/3 - (7/6 / 5/9)) - 1/2))
[205563] ['1/2', '5/9', '7/6', '8/3', '8/7'] -> ((8/3 / (5/9 - (1/2 / 7/6))) * 8/7)
[205572] ['1/2', '5/9', '7/6', '8/5', '8/9'] -> (8/9 / (5/9 * ((1/2 + 7/6) - 8/5)))
[205579] ['1/2', '5/9', '7/6', '8/7', '8/9'] -> (8/9 / (7/6 * (8/7 - (5/9 / 1/2))))
[205586] ['1/2', '5/9', '7/6', '8/9', '9/2'] -> (9/2 / (((7/6 - 5/9) / 8/9) - 1/2))
[205589] ['1/2', '5/9', '7/6', '8/9', '9/7'] -> (9/7 / (((5/9 - 1/2) / 7/6) / 8/9))
[205598] ['1/2', '5/9', '7/6', '9/4', '9/7'] -> (9/7 / ((1/2 - (5/9 / 7/6)) * 9/4))
[205604] ['1/2', '5/9', '7/6', '9/7', '9/8'] -> (((7/6 * 9/7) / (5/9 - 1/2)) / 9/8)
[205618] ['1/2', '5/9', '7/8', '7/9', '8/3'] -> (8/3 / (5/9 - ((1/2 * 7/9) / 7/8)))
[205622] ['1/2', '5/9', '7/8', '7/9', '9/2'] -> (9/2 / (7/8 * ((5/9 / 7/9) - 1/2)))
[205628] ['1/2', '5/9', '7/8', '8/3', '8/5'] -> (8/5 / (((1/2 / 5/9) - 7/8) * 8/3))
[205630] ['1/2', '5/9', '7/8', '8/3', '8/9'] -> (8/9 / ((1/2 - (5/9 * 7/8)) * 8/3))
[205652] ['1/2', '5/9', '7/8', '8/9', '9/2'] -> (9/2 / ((5/9 / 8/9) - (1/2 * 7/8)))
[205654] ['1/2', '5/9', '7/8', '8/9', '9/5'] -> (9/5 / (7/8 - ((1/2 * 8/9) / 5/9)))
[205655] ['1/2', '5/9', '7/8', '8/9', '9/7'] -> (9/7 / ((5/9 / 8/9) - (1/2 / 7/8)))
[205656] ['1/2', '5/9', '7/8', '8/9', '9/8'] -> (9/8 / (((5/9 * 7/8) / 8/9) - 1/2))
[205666] ['1/2', '5/9', '7/8', '9/5', '9/5'] -> (9/5 / (((7/8 - 5/9) * 9/5) - 1/2))
[205671] ['1/2', '5/9', '7/8', '9/8', '9/8'] -> (9/8 / (((5/9 * 7/8) * 9/8) - 1/2))
[205676] ['1/2', '5/9', '7/9', '7/9', '8/9'] -> (((5/9 + 7/9) / 1/2) / (8/9 - 7/9))
[205683] ['1/2', '5/9', '7/9', '8/3', '8/5'] -> (8/5 / ((7/9 / 5/9) - (1/2 * 8/3)))
[205685] ['1/2', '5/9', '7/9', '8/3', '8/9'] -> (8/9 / (7/9 - ((1/2 * 5/9) * 8/3)))
[205697] ['1/2', '5/9', '7/9', '8/5', '9/7'] -> (9/7 / (1/2 - ((5/9 / 7/9) / 8/5)))
[205701] ['1/2', '5/9', '7/9', '8/7', '9/2'] -> ((8/7 / ((5/9 / 7/9) - 1/2)) * 9/2)
[205707] ['1/2', '5/9', '7/9', '8/9', '9/2'] -> ((8/9 / (5/9 - (1/2 * 7/9))) * 9/2)
[205716] ['1/2', '5/9', '7/9', '9/2', '9/8'] -> ((9/2 / (5/9 - (1/2 * 7/9))) / 9/8)
[205728] ['1/2', '5/9', '8/3', '8/3', '8/5'] -> ((((8/3 * 8/3) / 1/2) / 5/9) - 8/5)
[205745] ['1/2', '5/9', '8/3', '8/7', '8/9'] -> (8/9 / (8/3 * (1/2 - (5/9 / 8/7))))
[205751] ['1/2', '5/9', '8/3', '8/9', '8/9'] -> ((8/3 / ((5/9 / 8/9) - 1/2)) / 8/9)
[205753] ['1/2', '5/9', '8/3', '8/9', '9/4'] -> (((8/3 / (5/9 - 1/2)) / 8/9) / 9/4)
[205754] ['1/2', '5/9', '8/3', '8/9', '9/5'] -> (((8/9 / (5/9 - 1/2)) - 8/3) * 9/5)
[205756] ['1/2', '5/9', '8/3', '8/9', '9/8'] -> (9/8 / (((5/9 / 8/9) - 1/2) / 8/3))
[205757] ['1/2', '5/9', '8/3', '9/2', '9/2'] -> ((8/3 * ((5/9 * 9/2) - 1/2)) * 9/2)
[205758] ['1/2', '5/9', '8/3', '9/2', '9/4'] -> (((8/3 / (5/9 - 1/2)) / 9/2) * 9/4)
[205765] ['1/2', '5/9', '8/3', '9/4', '9/8'] -> (9/8 / (((5/9 - 1/2) * 9/4) / 8/3))
[205771] ['1/2', '5/9', '8/3', '9/8', '9/8'] -> (9/8 / (((5/9 * 9/8) - 1/2) / 8/3))
[205804] ['1/2', '5/9', '8/5', '9/5', '9/8'] -> (((8/5 / (5/9 - 1/2)) - 9/5) / 9/8)
[205805] ['1/2', '5/9', '8/5', '9/7', '9/7'] -> (9/7 / (1/2 - ((5/9 * 9/7) / 8/5)))
[205816] ['1/2', '5/9', '8/7', '8/9', '9/2'] -> (9/2 / ((5/9 / 8/9) - (1/2 / 8/7)))
[205819] ['1/2', '5/9', '8/7', '8/9', '9/7'] -> (9/7 / ((5/9 / 8/9) - (1/2 * 8/7)))
[205820] ['1/2', '5/9', '8/7', '8/9', '9/8'] -> (9/8 / (((5/9 / 8/7) / 8/9) - 1/2))
[205828] ['1/2', '5/9', '8/7', '9/4', '9/7'] -> (9/7 / (1/2 * ((5/9 * 9/4) - 8/7)))
