[1992828] ['4/9', '5/9', '5/9', '7/9', '8/5'] -> (8/5 / (((4/9 * 7/9) / 5/9) - 5/9))
[2002660] ['5/2', '5/2', '7/8', '7/9', '8/9'] -> (8/9 / (7/9 - (5/2 / (5/2 + 7/8))))
[2002667] ['5/2', '5/2', '7/8', '8/3', '8/5'] -> ((5/2 * 8/5) / (5/2 - (7/8 * 8/3)))
[2002669] ['5/2', '5/2', '7/8', '8/3', '8/9'] -> ((8/3 / ((5/2 / 5/2) - 7/8)) / 8/9)
[2002674] ['5/2', '5/2', '7/8', '8/3', '9/8'] -> ((8/3 / ((5/2 / 5/2) - 7/8)) * 9/8)
[2002688] ['5/2', '5/2', '7/8', '8/7', '9/7'] -> (((5/2 + 5/2) * 9/7) / (8/7 - 7/8))
[2002696] ['5/2', '5/2', '7/8', '9/2', '9/2'] -> (9/2 / ((5/2 * 7/8) + (5/2 - 9/2)))
[2002705] ['5/2', '5/2', '7/8', '9/5', '9/5'] -> (9/5 / (((5/2 / 5/2) + 7/8) - 9/5))
[2002721] ['5/2', '5/2', '7/9', '8/3', '8/3'] -> ((8/3 + 8/3) / ((5/2 / 5/2) - 7/9))
[2002727] ['5/2', '5/2', '7/9', '8/3', '9/5'] -> ((5/2 + (5/2 * 9/5)) / (7/9 / 8/3))
[2002740] ['5/2', '5/2', '7/9', '8/7', '9/2'] -> ((5/2 + (7/9 * (5/2 + 8/7))) * 9/2)
[2002746] ['5/2', '5/2', '7/9', '8/9', '9/2'] -> (((5/2 * 7/9) + (5/2 + 8/9)) * 9/2)
[2002752] ['5/2', '5/2', '7/9', '9/2', '9/4'] -> ((5/2 + (7/9 * 9/2)) / (5/2 - 9/4))
[2002783] ['5/2', '5/2', '8/3', '8/7', '8/7'] -> (((5/2 * 8/7) + 8/7) / (8/3 - 5/2))
[2002788] ['5/2', '5/2', '8/3', '8/7', '9/7'] -> ((8/3 / (8/7 - (5/2 / 5/2))) * 9/7)
[2002791] ['5/2', '5/2', '8/3', '8/9', '9/2'] -> (((5/2 + 5/2) + (8/9 / 8/3)) * 9/2)
[2002793] ['5/2', '5/2', '8/3', '8/9', '9/5'] -> (((5/2 * 8/9) / (8/3 - 5/2)) * 9/5)
[2002795] ['5/2', '5/2', '8/3', '8/9', '9/8'] -> ((8/3 / 8/9) / (9/8 - (5/2 / 5/2)))
[2002806] ['5/2', '5/2', '8/3', '9/5', '9/7'] -> ((8/3 * (5/2 + (5/2 * 9/5))) * 9/7)
[2002807] ['5/2', '5/2', '8/3', '9/5', '9/8'] -> (((5/2 * 9/5) / (8/3 - 5/2)) / 9/8)
[2002810] ['5/2', '5/2', '8/3', '9/8', '9/8'] -> ((8/3 * 9/8) / (9/8 - (5/2 / 5/2)))
[2002815] ['5/2', '5/2', '8/5', '8/5', '9/4'] -> ((9/4 / 5/2) / (8/5 - (5/2 / 8/5)))
[2002821] ['5/2', '5/2', '8/5', '8/7', '9/2'] -> ((8/5 + 8/7) * ((5/2 * 9/2) - 5/2))
[2002860] ['5/2', '5/2', '8/7', '9/2', '9/2'] -> (9/2 / ((5/2 + (5/2 / 8/7)) - 9/2))
[2002876] ['5/2', '5/2', '8/9', '8/9', '9/2'] -> ((((5/2 + 5/2) * 8/9) + 8/9) * 9/2)
[2002898] ['5/2', '5/2', '9/2', '9/2', '9/5'] -> ((9/2 * (9/2 + (5/2 / 9/5))) - 5/2)
[2002900] ['5/2', '5/2', '9/2', '9/2', '9/8'] -> ((((5/2 + 5/2) * 9/2) + 9/2) / 9/8)
[2002903] ['5/2', '5/2', '9/2', '9/4', '9/7'] -> ((5/2 + (9/2 / 9/7)) / (5/2 - 9/4))
[2002910] ['5/2', '5/2', '9/2', '9/8', '9/8'] -> ((((5/2 * 5/2) * 9/2) - 9/8) / 9/8)
[2002935] ['5/2', '5/3', '5/3', '5/3', '5/8'] -> ((5/3 / ((5/3 / 5/2) - 5/8)) / 5/3)
[2002940] ['5/2', '5/3', '5/3', '5/3', '7/3'] -> ((5/3 + 7/3) / (5/3 - (5/2 / 5/3)))
[2002948] ['5/2', '5/3', '5/3', '5/3', '8/7'] -> (5/3 / (5/2 - ((5/3 * 5/3) / 8/7)))
[2002956] ['5/2', '5/3', '5/3', '5/4', '5/6'] -> (5/3 / (5/2 - ((5/3 + 5/4) * 5/6)))
[2002968] ['5/2', '5/3', '5/3', '5/4', '7/9'] -> ((5/3 / 5/4) / ((5/2 - 5/3) - 7/9))
[2002972] ['5/2', '5/3', '5/3', '5/4', '8/9'] -> ((5/3 / ((5/3 + 8/9) - 5/2)) / 5/4)
[2002974] ['5/2', '5/3', '5/3', '5/4', '9/4'] -> ((5/3 + 5/3) / (5/4 - (5/2 / 9/4)))
[2002978] ['5/2', '5/3', '5/3', '5/6', '5/6'] -> (5/3 / (((5/2 * 5/6) * 5/6) - 5/3))
[2002982] ['5/2', '5/3', '5/3', '5/6', '6/5'] -> (5/3 / (((5/2 * 5/6) / 6/5) - 5/3))
[2002984] ['5/2', '5/3', '5/3', '5/6', '7/2'] -> (((5/3 + 5/3) * (5/2 + 7/2)) / 5/6)
[2002990] ['5/2', '5/3', '5/3', '5/6', '7/9'] -> (((5/3 + 5/3) / 5/2) / (5/6 - 7/9))
[2003004] ['5/2', '5/3', '5/3', '5/7', '6/7'] -> (6/7 / ((5/2 / (5/3 + 5/3)) - 5/7))
[2003005] ['5/2', '5/3', '5/3', '5/7', '7/2'] -> ((5/3 + (5/3 / 5/7)) * (5/2 + 7/2))
[2003012] ['5/2', '5/3', '5/3', '5/7', '8/3'] -> ((5/3 + (5/3 / 5/7)) / (8/3 - 5/2))
[2003025] ['5/2', '5/3', '5/3', '5/8', '7/2'] -> ((5/2 / ((7/2 - 5/3) - 5/3)) / 5/8)
[2003026] ['5/2', '5/3', '5/3', '5/8', '7/3'] -> ((5/3 + 7/3) / ((5/3 / 5/8) - 5/2))
[2003029] ['5/2', '5/3', '5/3', '5/8', '7/6'] -> ((5/2 / (7/6 - (5/3 / 5/3))) / 5/8)
[2003031] ['5/2', '5/3', '5/3', '5/8', '7/9'] -> ((5/3 / 5/8) / (7/9 - (5/3 / 5/2)))
[2003036] ['5/2', '5/3', '5/3', '5/8', '9/2'] -> ((5/2 + ((5/3 * 5/3) * 9/2)) / 5/8)
[2003055] ['5/2', '5/3', '5/3', '5/9', '9/2'] -> ((5/3 + (5/3 * (5/2 + 9/2))) / 5/9)
[2003056] ['5/2', '5/3', '5/3', '5/9', '9/4'] -> (((5/3 + 5/3) / (5/2 - 9/4)) / 5/9)
[2003060] ['5/2', '5/3', '5/3', '6/5', '6/5'] -> (5/3 / (((5/2 / 6/5) / 6/5) - 5/3))
[2003062] ['5/2', '5/3', '5/3', '6/5', '7/2'] -> (((5/3 + 5/3) * 6/5) * (5/2 + 7/2))
[2003063] ['5/2', '5/3', '5/3', '6/5', '7/3'] -> (((5/3 + 5/3) * 6/5) / (5/2 - 7/3))
[2003073] ['5/2', '5/3', '5/3', '6/5', '9/2'] -> (((5/3 + 5/3) - 6/5) * (5/2 * 9/2))
[2003086] ['5/2', '5/3', '5/3', '6/7', '8/3'] -> ((5/2 * 8/3) / ((5/3 / 6/7) - 5/3))
[2003098] ['5/2', '5/3', '5/3', '7/2', '7/5'] -> ((5/2 + 7/2) * (5/3 + (5/3 * 7/5)))
[2003100] ['5/2', '5/3', '5/3', '7/2', '7/8'] -> ((7/2 / (5/3 - (5/2 / 5/3))) / 7/8)
[2003104] ['5/2', '5/3', '5/3', '7/2', '8/7'] -> ((7/2 / (5/3 - (5/2 / 5/3))) * 8/7)
[2003117] ['5/2', '5/3', '5/3', '7/3', '8/3'] -> (8/3 / (5/3 - ((5/3 * 7/3) / 5/2)))
[2003119] ['5/2', '5/3', '5/3', '7/3', '8/7'] -> (8/7 / ((5/3 / 7/3) - (5/3 / 5/2)))
[2003121] ['5/2', '5/3', '5/3', '7/3', '9/2'] -> ((5/3 + 7/3) * ((5/2 / 5/3) + 9/2))
[2003122] ['5/2', '5/3', '5/3', '7/3', '9/4'] -> (((5/2 * (5/3 + 5/3)) + 7/3) * 9/4)
[2003144] ['5/2', '5/3', '5/3', '7/5', '8/3'] -> ((5/3 + (5/3 * 7/5)) / (8/3 - 5/2))
[2003145] ['5/2', '5/3', '5/3', '7/5', '8/5'] -> (8/5 / (7/5 - ((5/3 + 5/3) / 5/2)))
[2003156] ['5/2', '5/3', '5/3', '7/6', '8/3'] -> ((5/2 * 8/3) / ((5/3 * 7/6) - 5/3))
[2003157] ['5/2', '5/3', '5/3', '7/6', '8/5'] -> ((5/2 * 8/5) / (7/6 - (5/3 / 5/3)))
[2003160] ['5/2', '5/3', '5/3', '7/6', '9/2'] -> ((5/2 + (7/6 / 5/3)) * (5/3 * 9/2))
[2003162] ['5/2', '5/3', '5/3', '7/6', '9/5'] -> ((5/2 + (7/6 / 5/3)) / (9/5 - 5/3))
[2003169] ['5/2', '5/3', '5/3', '7/8', '8/7'] -> (8/7 / (((5/2 / 5/3) / 7/8) - 5/3))
[2003178] ['5/2', '5/3', '5/3', '7/9', '8/5'] -> ((5/3 * 8/5) / (7/9 - (5/3 / 5/2)))
[2003181] ['5/2', '5/3', '5/3', '7/9', '9/2'] -> ((5/2 * (5/3 + (7/9 / 5/3))) * 9/2)
[2003186] ['5/2', '5/3', '5/3', '8/3', '8/3'] -> (8/3 / (((5/3 * 8/3) / 5/2) - 5/3))
[2003189] ['5/2', '5/3', '5/3', '8/3', '8/9'] -> (8/3 / ((5/3 - (5/3 / 5/2)) - 8/9))
[2003200] ['5/2', '5/3', '5/3', '8/5', '9/5'] -> (((5/2 * (5/3 + 5/3)) * 8/5) * 9/5)
[2003203] ['5/2', '5/3', '5/3', '8/7', '8/7'] -> (8/7 / (((5/2 * 8/7) / 5/3) - 5/3))
[2003211] ['5/2', '5/3', '5/3', '8/9', '9/2'] -> ((8/9 / (5/3 - (5/2 / 5/3))) * 9/2)
[2003216] ['5/2', '5/3', '5/3', '9/2', '9/2'] -> ((((5/3 + 5/3) + 9/2) - 5/2) * 9/2)
[2003218] ['5/2', '5/3', '5/3', '9/2', '9/5'] -> ((5/3 + (5/3 * (5/2 + 9/2))) * 9/5)
[2003220] ['5/2', '5/3', '5/3', '9/2', '9/8'] -> ((9/2 / (5/3 - (5/2 / 5/3))) / 9/8)
[2003222] ['5/2', '5/3', '5/3', '9/4', '9/5'] -> (((5/3 + 5/3) * 9/5) / (5/2 - 9/4))
[2003231] ['5/2', '5/3', '5/4', '5/4', '5/4'] -> ((5/2 / ((5/3 / 5/4) - 5/4)) / 5/4)
[2003233] ['5/2', '5/3', '5/4', '5/4', '5/7'] -> ((5/2 / 5/4) / ((5/4 / 5/7) - 5/3))
[2003235] ['5/2', '5/3', '5/4', '5/4', '5/9'] -> ((5/3 / (5/9 - (5/4 / 5/2))) / 5/4)
[2003238] ['5/2', '5/3', '5/4', '5/4', '7/2'] -> ((5/4 + (5/2 * 7/2)) / (5/3 - 5/4))
[2003241] ['5/2', '5/3', '5/4', '5/4', '7/5'] -> ((5/2 / 5/4) / ((5/4 * 7/5) - 5/3))
[2003245] ['5/2', '5/3', '5/4', '5/4', '8/3'] -> (((5/2 + 5/4) * 8/3) / (5/3 - 5/4))
[2003252] ['5/2', '5/3', '5/4', '5/4', '9/7'] -> ((5/2 / (5/3 + 5/4)) / (9/7 - 5/4))
[2003253] ['5/2', '5/3', '5/4', '5/4', '9/8'] -> (5/4 / ((5/4 * (5/2 - 9/8)) - 5/3))
[2003254] ['5/2', '5/3', '5/4', '5/6', '5/6'] -> ((5/2 + 5/6) / ((5/3 * 5/6) - 5/4))
[2003257] ['5/2', '5/3', '5/4', '5/6', '5/9'] -> ((5/2 + 5/6) / ((5/4 + 5/9) - 5/3))
[2003258] ['5/2', '5/3', '5/4', '5/6', '6/5'] -> ((5/2 + 5/6) / ((5/3 / 6/5) - 5/4))
[2003260] ['5/2', '5/3', '5/4', '5/6', '7/2'] -> ((5/2 + 7/2) / ((5/4 - 5/6) / 5/3))
[2003268] ['5/2', '5/3', '5/4', '5/6', '8/5'] -> ((5/2 * 8/5) / (5/3 - (5/4 / 5/6)))
[2003280] ['5/2', '5/3', '5/4', '5/7', '6/7'] -> (6/7 / (((5/2 - 5/4) / 5/3) - 5/7))
[2003283] ['5/2', '5/3', '5/4', '5/7', '7/4'] -> ((5/2 / (5/4 - (5/3 * 5/7))) / 7/4)
[2003293] ['5/2', '5/3', '5/4', '5/7', '9/4'] -> ((5/4 / (5/7 - (5/3 / 5/2))) - 9/4)
[2003298] ['5/2', '5/3', '5/4', '5/8', '5/9'] -> ((5/3 / (5/8 - (5/4 / 5/2))) / 5/9)
[2003299] ['5/2', '5/3', '5/4', '5/8', '6/5'] -> ((5/2 * 6/5) / ((5/4 / 5/3) - 5/8))
[2003302] ['5/2', '5/3', '5/4', '5/8', '7/3'] -> (((5/2 + 5/4) / 5/8) * (5/3 + 7/3))
[2003318] ['5/2', '5/3', '5/4', '5/9', '6/5'] -> (6/5 / (5/4 - ((5/3 / 5/2) / 5/9)))
[2003346] ['5/2', '5/3', '5/4', '6/5', '8/5'] -> ((5/2 * 8/5) / (5/3 - (5/4 * 6/5)))
[2003351] ['5/2', '5/3', '5/4', '6/5', '9/5'] -> (((5/3 / (5/4 - 6/5)) / 5/2) * 9/5)
[2003354] ['5/2', '5/3', '5/4', '6/7', '6/7'] -> (6/7 / (((5/2 * 6/7) / 5/3) - 5/4))
[2003364] ['5/2', '5/3', '5/4', '6/7', '8/7'] -> (8/7 / (((5/2 * 6/7) / 5/4) - 5/3))
[2003376] ['5/2', '5/3', '5/4', '7/2', '7/8'] -> (((5/2 * 7/2) / (5/3 - 5/4)) / 7/8)
[2003379] ['5/2', '5/3', '5/4', '7/2', '8/5'] -> (8/5 / ((7/2 / 5/2) - (5/3 / 5/4)))
[2003380] ['5/2', '5/3', '5/4', '7/2', '8/7'] -> (((5/2 * 7/2) / (5/3 - 5/4)) * 8/7)
[2003394] ['5/2', '5/3', '5/4', '7/3', '8/5'] -> (((5/2 + 5/4) * (5/3 + 7/3)) * 8/5)
[2003409] ['5/2', '5/3', '5/4', '7/4', '8/7'] -> (8/7 / ((5/4 / 7/4) - (5/3 / 5/2)))
[2003411] ['5/2', '5/3', '5/4', '7/4', '9/2'] -> ((5/3 / (5/2 - (5/4 * 7/4))) * 9/2)
[2003416] ['5/2', '5/3', '5/4', '7/5', '7/5'] -> (7/5 / (((5/2 * 5/4) - 5/3) - 7/5))
[2003434] ['5/2', '5/3', '5/4', '7/6', '8/7'] -> (8/7 / (((5/2 / 5/4) / 7/6) - 5/3))
[2003444] ['5/2', '5/3', '5/4', '7/8', '8/5'] -> (8/5 / ((5/3 - (7/8 / 5/2)) - 5/4))
[2003447] ['5/2', '5/3', '5/4', '7/8', '9/2'] -> ((5/3 * (5/2 + (7/8 / 5/4))) * 9/2)
[2003458] ['5/2', '5/3', '5/4', '7/9', '9/4'] -> ((5/2 / ((5/3 * 7/9) - 5/4)) / 9/4)
[2003462] ['5/2', '5/3', '5/4', '8/3', '8/3'] -> (((5/3 / 5/4) + 8/3) / (8/3 - 5/2))
[2003467] ['5/2', '5/3', '5/4', '8/3', '9/4'] -> ((8/3 / ((5/2 / 5/3) - 5/4)) * 9/4)
[2003487] ['5/2', '5/3', '5/4', '8/9', '9/2'] -> (((5/2 * 8/9) / (5/3 - 5/4)) * 9/2)
[2003488] ['5/2', '5/3', '5/4', '8/9', '9/4'] -> (9/4 / ((5/2 / 5/3) - (5/4 / 8/9)))
[2003492] ['5/2', '5/3', '5/4', '9/2', '9/2'] -> ((((5/3 * 5/4) / 5/2) + 9/2) * 9/2)
[2003494] ['5/2', '5/3', '5/4', '9/2', '9/5'] -> (((5/3 * 5/4) + (5/2 * 9/2)) * 9/5)
[2003496] ['5/2', '5/3', '5/4', '9/2', '9/8'] -> (((5/2 * 9/2) / (5/3 - 5/4)) / 9/8)
[2003501] ['5/2', '5/3', '5/4', '9/5', '9/5'] -> (9/5 / (((5/2 * 5/4) / 5/3) - 9/5))
[2003504] ['5/2', '5/3', '5/4', '9/7', '9/7'] -> (((5/3 / (9/7 - 5/4)) / 5/2) * 9/7)
[2003513] ['5/2', '5/3', '5/6', '5/6', '7/2'] -> (5/3 / (5/2 - ((5/6 * 5/6) * 7/2)))
[2003520] ['5/2', '5/3', '5/6', '5/6', '8/3'] -> ((5/3 + 5/6) / ((5/2 / 8/3) - 5/6))
[2003539] ['5/2', '5/3', '5/6', '5/7', '7/8'] -> ((5/2 / ((5/3 - 5/6) - 5/7)) / 7/8)
[2003555] ['5/2', '5/3', '5/6', '5/8', '7/3'] -> (((5/3 + 5/6) / 5/8) / (5/2 - 7/3))
[2003563] ['5/2', '5/3', '5/6', '5/8', '8/7'] -> (8/7 / ((5/2 / (5/6 + 5/8)) - 5/3))
[2003574] ['5/2', '5/3', '5/6', '5/9', '7/3'] -> (((5/2 + 5/6) / 5/9) * (5/3 + 7/3))
[2003583] ['5/2', '5/3', '5/6', '5/9', '8/9'] -> ((5/2 * 8/9) / ((5/3 * 5/9) - 5/6))
[2003588] ['5/2', '5/3', '5/6', '5/9', '9/8'] -> ((5/2 / ((5/3 * 5/9) - 5/6)) / 9/8)
[2003589] ['5/2', '5/3', '5/6', '6/5', '6/5'] -> (6/5 / (((5/2 * 5/6) / 5/3) - 6/5))
[2003598] ['5/2', '5/3', '5/6', '6/5', '8/3'] -> (8/3 / (5/2 - (5/6 * (5/3 + 6/5))))
[2003607] ['5/2', '5/3', '5/6', '6/7', '6/7'] -> (((5/3 / (6/7 - 5/6)) / 5/2) * 6/7)
[2003612] ['5/2', '5/3', '5/6', '6/7', '7/6'] -> (((5/3 / (6/7 - 5/6)) / 5/2) / 7/6)
[2003617] ['5/2', '5/3', '5/6', '6/7', '8/7'] -> (8/7 / ((5/6 * 6/7) - (5/3 / 5/2)))
[2003619] ['5/2', '5/3', '5/6', '6/7', '9/2'] -> (((5/2 + (5/3 / 6/7)) / 5/6) * 9/2)
[2003624] ['5/2', '5/3', '5/6', '7/2', '7/2'] -> (((5/6 / 5/3) + 7/2) * (5/2 + 7/2))
[2003629] ['5/2', '5/3', '5/6', '7/2', '7/8'] -> ((7/2 / (5/6 - (5/3 / 5/2))) / 7/8)
[2003631] ['5/2', '5/3', '5/6', '7/2', '8/3'] -> (((5/6 / 5/3) + 7/2) / (8/3 - 5/2))
[2003633] ['5/2', '5/3', '5/6', '7/2', '8/7'] -> ((7/2 / (5/6 - (5/3 / 5/2))) * 8/7)
[2003636] ['5/2', '5/3', '5/6', '7/2', '9/4'] -> (((5/3 + 5/6) + 7/2) / (5/2 - 9/4))
[2003637] ['5/2', '5/3', '5/6', '7/2', '9/5'] -> ((5/3 + ((5/2 + 5/6) * 7/2)) * 9/5)
[2003644] ['5/2', '5/3', '5/6', '7/3', '7/8'] -> ((5/2 / (5/6 - (5/3 / 7/3))) / 7/8)
[2003648] ['5/2', '5/3', '5/6', '7/3', '8/7'] -> ((5/2 * 8/7) / (5/6 - (5/3 / 7/3)))
[2003652] ['5/2', '5/3', '5/6', '7/3', '9/5'] -> (((5/2 + 5/6) * (5/3 + 7/3)) * 9/5)
[2003658] ['5/2', '5/3', '5/6', '7/4', '7/8'] -> ((5/2 / ((5/3 / 7/4) - 5/6)) / 7/8)
[2003687] ['5/2', '5/3', '5/6', '7/6', '8/7'] -> (8/7 / ((5/6 / 7/6) - (5/3 / 5/2)))
[2003689] ['5/2', '5/3', '5/6', '7/6', '9/2'] -> (((5/2 + (5/3 * 7/6)) / 5/6) * 9/2)
[2003702] ['5/2', '5/3', '5/6', '7/8', '9/5'] -> (9/5 / (7/8 - ((5/3 / 5/2) / 5/6)))
[2003709] ['5/2', '5/3', '5/6', '7/9', '8/9'] -> (((5/2 / (5/6 - 7/9)) / 5/3) * 8/9)
[2003714] ['5/2', '5/3', '5/6', '7/9', '9/8'] -> (((5/2 / (5/6 - 7/9)) / 5/3) / 9/8)
[2003739] ['5/2', '5/3', '5/6', '8/9', '8/9'] -> (((5/2 / (8/9 - 5/6)) / 5/3) * 8/9)
[2003740] ['5/2', '5/3', '5/6', '8/9', '9/2'] -> ((8/9 / (5/6 - (5/3 / 5/2))) * 9/2)
[2003744] ['5/2', '5/3', '5/6', '8/9', '9/8'] -> (((5/2 / (8/9 - 5/6)) / 5/3) / 9/8)
[2003749] ['5/2', '5/3', '5/6', '9/2', '9/8'] -> ((9/2 / (5/6 - (5/3 / 5/2))) / 9/8)
[2003753] ['5/2', '5/3', '5/6', '9/4', '9/8'] -> ((5/2 / (5/6 - (5/3 / 9/4))) / 9/8)
[2003756] ['5/2', '5/3', '5/6', '9/5', '9/8'] -> ((5/2 / ((5/3 / 9/5) - 5/6)) / 9/8)
[2003770] ['5/2', '5/3', '5/7', '5/7', '7/8'] -> ((5/7 / 5/7) / ((5/3 + 7/8) - 5/2))
[2003773] ['5/2', '5/3', '5/7', '5/7', '8/5'] -> ((5/7 * 8/5) / (5/7 - (5/3 / 5/2)))
[2003784] ['5/2', '5/3', '5/7', '5/8', '6/7'] -> (6/7 / ((5/8 / (5/2 - 5/3)) - 5/7))
[2003785] ['5/2', '5/3', '5/7', '5/8', '7/2'] -> ((5/7 / (5/3 - (5/2 * 5/8))) * 7/2)
[2003786] ['5/2', '5/3', '5/7', '5/8', '7/3'] -> (((5/2 / (5/7 - 5/8)) - 5/3) - 7/3)
[2003788] ['5/2', '5/3', '5/7', '5/8', '7/5'] -> ((5/7 / ((5/3 / 5/2) - 5/8)) * 7/5)
[2003811] ['5/2', '5/3', '5/7', '5/9', '8/3'] -> (8/3 / ((5/9 / 5/7) - (5/3 / 5/2)))
[2003814] ['5/2', '5/3', '5/7', '5/9', '8/9'] -> (8/9 / (5/9 - (5/3 / (5/2 + 5/7))))
[2003820] ['5/2', '5/3', '5/7', '6/5', '6/5'] -> ((6/5 / (5/7 - (5/3 / 5/2))) - 6/5)
[2003833] ['5/2', '5/3', '5/7', '6/5', '9/2'] -> (((5/3 / 5/7) + (5/2 * 6/5)) * 9/2)
[2003850] ['5/2', '5/3', '5/7', '6/7', '9/2'] -> (((5/3 + (5/2 * 6/7)) / 5/7) * 9/2)
[2003851] ['5/2', '5/3', '5/7', '6/7', '9/4'] -> ((5/2 / ((5/3 - 5/7) - 6/7)) - 9/4)
[2003860] ['5/2', '5/3', '5/7', '7/2', '7/8'] -> ((7/2 / (5/2 - (5/3 / 5/7))) / 7/8)
[2003863] ['5/2', '5/3', '5/7', '7/2', '8/5'] -> (8/5 / (((7/2 - 5/3) / 5/7) - 5/2))
[2003866] ['5/2', '5/3', '5/7', '7/2', '9/2'] -> ((((5/2 / 5/7) + 7/2) - 5/3) * 9/2)
[2003867] ['5/2', '5/3', '5/7', '7/2', '9/4'] -> ((5/2 + ((5/3 * 7/2) / 5/7)) * 9/4)
[2003877] ['5/2', '5/3', '5/7', '7/3', '8/3'] -> (8/3 / ((5/7 - (5/3 / 5/2)) * 7/3))
[2003879] ['5/2', '5/3', '5/7', '7/3', '8/7'] -> (8/7 / ((5/2 * (5/3 - 5/7)) - 7/3))
[2003886] ['5/2', '5/3', '5/7', '7/4', '7/4'] -> (((5/2 / (7/4 - 5/3)) / 5/7) / 7/4)
[2003905] ['5/2', '5/3', '5/7', '7/5', '8/5'] -> (8/5 / ((5/7 - (5/3 / 5/2)) * 7/5))
[2003920] ['5/2', '5/3', '5/7', '7/6', '9/2'] -> (((5/3 + (5/2 / 7/6)) / 5/7) * 9/2)
[2003929] ['5/2', '5/3', '5/7', '7/8', '8/7'] -> (8/7 / (((5/3 / 5/2) / 7/8) - 5/7))
[2003937] ['5/2', '5/3', '5/7', '7/9', '8/3'] -> (8/3 / ((5/3 / 5/2) - (5/7 * 7/9)))
[2003940] ['5/2', '5/3', '5/7', '7/9', '8/9'] -> (8/9 / ((5/7 - (5/3 / 5/2)) * 7/9))
[2003946] ['5/2', '5/3', '5/7', '8/3', '8/3'] -> (((5/3 / 5/7) + (5/2 * 8/3)) * 8/3)
[2003963] ['5/2', '5/3', '5/7', '8/7', '8/7'] -> (8/7 / (((5/3 * 8/7) / 5/2) - 5/7))
[2003971] ['5/2', '5/3', '5/7', '8/9', '9/2'] -> ((8/9 / (5/2 - (5/3 / 5/7))) * 9/2)
[2003974] ['5/2', '5/3', '5/7', '8/9', '9/7'] -> ((8/9 / (5/7 - (5/3 / 5/2))) * 9/7)
[2003978] ['5/2', '5/3', '5/7', '9/2', '9/5'] -> ((5/3 * ((5/2 / 5/7) + 9/2)) * 9/5)
[2003980] ['5/2', '5/3', '5/7', '9/2', '9/8'] -> ((9/2 / (5/2 - (5/3 / 5/7))) / 9/8)
[2003989] ['5/2', '5/3', '5/7', '9/7', '9/8'] -> ((9/7 / (5/7 - (5/3 / 5/2))) / 9/8)
[2003991] ['5/2', '5/3', '5/8', '5/8', '5/8'] -> ((5/8 / ((5/3 / 5/2) - 5/8)) / 5/8)
[2003995] ['5/2', '5/3', '5/8', '5/8', '7/2'] -> ((5/2 + 7/2) / (5/8 - (5/8 / 5/3)))
[2003997] ['5/2', '5/3', '5/8', '5/8', '7/4'] -> ((5/2 / (5/8 + 5/8)) / (7/4 - 5/3))
[2003998] ['5/2', '5/3', '5/8', '5/8', '7/5'] -> (((5/2 / 5/8) / 5/8) / (5/3 - 7/5))
[2004003] ['5/2', '5/3', '5/8', '5/8', '8/5'] -> ((5/8 * 8/5) / ((5/3 / 5/2) - 5/8))
[2004011] ['5/2', '5/3', '5/8', '5/9', '5/9'] -> ((5/9 / ((5/3 / 5/2) - 5/8)) / 5/9)
[2004025] ['5/2', '5/3', '5/8', '5/9', '9/2'] -> ((5/9 / (5/3 - (5/2 * 5/8))) * 9/2)
[2004027] ['5/2', '5/3', '5/8', '5/9', '9/5'] -> ((5/9 / ((5/3 / 5/2) - 5/8)) * 9/5)
[2004030] ['5/2', '5/3', '5/8', '6/5', '6/5'] -> ((6/5 / ((5/3 / 5/2) - 5/8)) / 6/5)
[2004032] ['5/2', '5/3', '5/8', '6/5', '7/2'] -> (7/2 / ((5/3 / 5/2) - (5/8 / 6/5)))
[2004043] ['5/2', '5/3', '5/8', '6/5', '9/2'] -> (9/2 / (5/8 * ((5/2 / 5/3) - 6/5)))
[2004048] ['5/2', '5/3', '5/8', '6/7', '6/7'] -> ((6/7 / ((5/3 / 5/2) - 5/8)) / 6/7)
[2004053] ['5/2', '5/3', '5/8', '6/7', '7/6'] -> ((6/7 / ((5/3 / 5/2) - 5/8)) * 7/6)
[2004061] ['5/2', '5/3', '5/8', '6/7', '9/4'] -> ((5/8 / ((5/3 + 6/7) - 5/2)) - 9/4)
[2004063] ['5/2', '5/3', '5/8', '6/7', '9/7'] -> (9/7 / (5/8 - ((5/3 * 6/7) / 5/2)))
[2004065] ['5/2', '5/3', '5/8', '7/2', '7/2'] -> ((7/2 / ((5/3 / 5/2) - 5/8)) / 7/2)
[2004068] ['5/2', '5/3', '5/8', '7/2', '7/5'] -> ((7/2 / (5/3 - (5/2 * 5/8))) / 7/5)
[2004070] ['5/2', '5/3', '5/8', '7/2', '7/8'] -> ((7/2 / ((5/3 / 5/8) - 5/2)) / 7/8)
[2004071] ['5/2', '5/3', '5/8', '7/2', '7/9'] -> ((5/3 / ((5/2 / 7/2) - 5/8)) / 7/9)
[2004074] ['5/2', '5/3', '5/8', '7/2', '8/7'] -> ((7/2 / ((5/3 / 5/8) - 5/2)) * 8/7)
[2004078] ['5/2', '5/3', '5/8', '7/2', '9/5'] -> (((5/2 + (5/3 * 7/2)) / 5/8) * 9/5)
[2004079] ['5/2', '5/3', '5/8', '7/2', '9/7'] -> ((5/3 / ((5/2 / 7/2) - 5/8)) * 9/7)
