[1197886] ['1/9', '2/9', '4/3', '7/4', '7/8'] -> (((4/3 * 7/4) / (2/9 - 1/9)) / 7/8)
[1207738] ['1/9', '3/2', '5/8', '7/3', '7/3'] -> (7/3 / (((7/3 - 1/9) - 3/2) - 5/8))
[1207748] ['1/9', '3/2', '5/8', '7/3', '9/2'] -> (((3/2 * (7/3 - 1/9)) / 5/8) * 9/2)
[1207752] ['1/9', '3/2', '5/8', '7/3', '9/8'] -> ((((5/8 + 7/3) / 1/9) - 3/2) - 9/8)
[1207767] ['1/9', '3/2', '5/8', '7/5', '7/5'] -> (7/5 / (1/9 * ((5/8 + 7/5) - 3/2)))
[1207772] ['1/9', '3/2', '5/8', '7/5', '8/5'] -> (((3/2 / 5/8) + (7/5 / 1/9)) * 8/5)
[1207782] ['1/9', '3/2', '5/8', '7/6', '7/9'] -> (7/9 / (1/9 * ((5/8 + 7/6) - 3/2)))
[1207784] ['1/9', '3/2', '5/8', '7/6', '8/5'] -> (((3/2 + 7/6) / (1/9 / 5/8)) * 8/5)
[1207793] ['1/9', '3/2', '5/8', '7/8', '7/9'] -> (7/9 / (((1/9 + 7/8) / 3/2) - 5/8))
[1207797] ['1/9', '3/2', '5/8', '7/8', '8/9'] -> ((((3/2 + 5/8) + 7/8) / 1/9) * 8/9)
[1207802] ['1/9', '3/2', '5/8', '7/8', '9/8'] -> ((((3/2 + 5/8) + 7/8) / 1/9) / 9/8)
[1207803] ['1/9', '3/2', '5/8', '7/9', '7/9'] -> (7/9 / (5/8 - ((1/9 + 7/9) / 3/2)))
[1207815] ['1/9', '3/2', '5/8', '8/3', '8/7'] -> ((((3/2 - 5/8) * 8/3) / 1/9) * 8/7)
[1207843] ['1/9', '3/2', '5/8', '9/2', '9/2'] -> (9/2 / (3/2 * (5/8 - (1/9 * 9/2))))
[1207844] ['1/9', '3/2', '5/8', '9/2', '9/4'] -> ((5/8 * (3/2 + (9/2 / 1/9))) - 9/4)
[1207857] ['1/9', '3/2', '5/8', '9/8', '9/8'] -> (((3/2 / (9/8 - 5/8)) / 1/9) / 9/8)
[1207869] ['1/9', '3/2', '5/9', '5/9', '8/5'] -> (((3/2 * (5/9 + 5/9)) / 1/9) * 8/5)
[1207876] ['1/9', '3/2', '5/9', '5/9', '9/8'] -> (((5/9 / 1/9) / 5/9) / (3/2 - 9/8))
[1207890] ['1/9', '3/2', '5/9', '6/5', '9/2'] -> (((3/2 + (5/9 * 6/5)) / 1/9) + 9/2)
[1207892] ['1/9', '3/2', '5/9', '6/5', '9/5'] -> ((((3/2 + 5/9) * 6/5) / 1/9) + 9/5)
[1207920] ['1/9', '3/2', '5/9', '7/2', '8/5'] -> ((((3/2 + 5/9) / 1/9) - 7/2) * 8/5)
[1207924] ['1/9', '3/2', '5/9', '7/2', '9/4'] -> ((((3/2 * 5/9) * 7/2) / 1/9) - 9/4)
[1207925] ['1/9', '3/2', '5/9', '7/2', '9/5'] -> ((((7/2 / 5/9) - 3/2) / 1/9) / 9/5)
[1207931] ['1/9', '3/2', '5/9', '7/3', '7/6'] -> (((3/2 + (5/9 * 7/3)) / 1/9) - 7/6)
[1207936] ['1/9', '3/2', '5/9', '7/3', '8/7'] -> (8/7 / (((5/9 / 3/2) / 7/3) - 1/9))
[1207939] ['1/9', '3/2', '5/9', '7/3', '9/4'] -> ((((7/3 - 5/9) / 1/9) / 3/2) * 9/4)
[1207962] ['1/9', '3/2', '5/9', '7/5', '8/5'] -> (8/5 / ((1/9 + 5/9) * (3/2 - 7/5)))
[1207976] ['1/9', '3/2', '5/9', '7/6', '8/9'] -> (8/9 / (1/9 * (7/6 - (3/2 * 5/9))))
[1207977] ['1/9', '3/2', '5/9', '7/6', '9/2'] -> (((3/2 + (5/9 / 1/9)) - 7/6) * 9/2)
[1207988] ['1/9', '3/2', '5/9', '7/8', '9/2'] -> (9/2 / (3/2 - (7/8 / (1/9 + 5/9))))
[1208005] ['1/9', '3/2', '5/9', '8/3', '8/7'] -> (((5/9 + (8/3 / 3/2)) / 1/9) * 8/7)
[1208012] ['1/9', '3/2', '5/9', '8/5', '8/5'] -> (8/5 / ((1/9 + 5/9) * (8/5 - 3/2)))
[1208015] ['1/9', '3/2', '5/9', '8/5', '9/2'] -> ((((5/9 * 8/5) / 1/9) / 3/2) * 9/2)
[1208028] ['1/9', '3/2', '5/9', '8/9', '9/2'] -> (((3/2 * (5/9 + 8/9)) / 1/9) + 9/2)
[1208035] ['1/9', '3/2', '5/9', '9/2', '9/5'] -> (((3/2 / 5/9) + (9/2 / 1/9)) / 9/5)
[1208037] ['1/9', '3/2', '5/9', '9/2', '9/8'] -> ((3/2 / (5/9 - (1/9 * 9/2))) / 9/8)
[1208051] ['1/9', '3/2', '6/5', '6/5', '7/3'] -> (((3/2 * 6/5) + 6/5) + (7/3 / 1/9))
[1208060] ['1/9', '3/2', '6/5', '6/5', '8/9'] -> ((((3/2 * 6/5) + 6/5) / 1/9) * 8/9)
[1208091] ['1/9', '3/2', '6/5', '7/2', '8/5'] -> ((((7/2 - 3/2) / 1/9) / 6/5) * 8/5)
[1208100] ['1/9', '3/2', '6/5', '7/3', '7/4'] -> (((3/2 / 6/5) + (7/3 / 1/9)) + 7/4)
[1208108] ['1/9', '3/2', '6/5', '7/3', '8/9'] -> ((6/5 * (3/2 + (7/3 / 1/9))) * 8/9)
[1208110] ['1/9', '3/2', '6/5', '7/3', '9/4'] -> ((((3/2 * 7/3) / 1/9) / 6/5) - 9/4)
[1208113] ['1/9', '3/2', '6/5', '7/3', '9/8'] -> ((6/5 * (3/2 + (7/3 / 1/9))) / 9/8)
[1208115] ['1/9', '3/2', '6/5', '7/4', '7/5'] -> (7/5 / ((1/9 * (3/2 - 6/5)) * 7/4))
[1208120] ['1/9', '3/2', '6/5', '7/4', '8/5'] -> (8/5 / (1/9 * ((6/5 * 7/4) - 3/2)))
[1208122] ['1/9', '3/2', '6/5', '7/4', '8/9'] -> ((((3/2 / 6/5) + 7/4) / 1/9) * 8/9)
[1208125] ['1/9', '3/2', '6/5', '7/4', '9/5'] -> (((6/5 / (7/4 - 3/2)) / 1/9) / 9/5)
[1208127] ['1/9', '3/2', '6/5', '7/4', '9/8'] -> ((((3/2 / 6/5) + 7/4) / 1/9) / 9/8)
[1208132] ['1/9', '3/2', '6/5', '7/5', '8/3'] -> ((((7/5 / 1/9) / 6/5) - 3/2) * 8/3)
[1208133] ['1/9', '3/2', '6/5', '7/5', '8/5'] -> (8/5 / (1/9 * (7/5 - (6/5 / 3/2))))
[1208135] ['1/9', '3/2', '6/5', '7/5', '8/9'] -> (8/9 / (1/9 * (3/2 - (7/5 / 6/5))))
[1208137] ['1/9', '3/2', '6/5', '7/5', '9/4'] -> ((((3/2 + 7/5) / 1/9) / 6/5) + 9/4)
[1208149] ['1/9', '3/2', '6/5', '7/6', '9/4'] -> ((((3/2 / 6/5) + 7/6) / 1/9) + 9/4)
[1208160] ['1/9', '3/2', '6/5', '7/8', '9/4'] -> (((7/8 / (3/2 - 6/5)) / 1/9) - 9/4)
[1208177] ['1/9', '3/2', '6/5', '8/3', '8/9'] -> ((6/5 * ((8/3 / 1/9) - 3/2)) * 8/9)
[1208182] ['1/9', '3/2', '6/5', '8/3', '9/8'] -> ((6/5 * ((8/3 / 1/9) - 3/2)) / 9/8)
[1208191] ['1/9', '3/2', '6/5', '8/7', '8/7'] -> (8/7 / ((1/9 * 6/5) * (3/2 - 8/7)))
[1208210] ['1/9', '3/2', '6/5', '9/4', '9/5'] -> (9/5 / ((1/9 * (3/2 - 6/5)) * 9/4))
[1208215] ['1/9', '3/2', '6/5', '9/5', '9/8'] -> (((3/2 + (9/5 / 6/5)) / 1/9) / 9/8)
[1208235] ['1/9', '3/2', '6/7', '6/7', '9/8'] -> (((6/7 / 1/9) / 6/7) / (3/2 - 9/8))
[1208237] ['1/9', '3/2', '6/7', '7/2', '7/3'] -> ((((7/2 - 3/2) - 6/7) / 1/9) * 7/3)
[1208241] ['1/9', '3/2', '6/7', '7/2', '7/8'] -> ((((7/2 - 3/2) / 1/9) / 6/7) / 7/8)
[1208242] ['1/9', '3/2', '6/7', '7/2', '7/9'] -> (((6/7 + (7/2 / 1/9)) - 3/2) * 7/9)
[1208247] ['1/9', '3/2', '6/7', '7/2', '9/2'] -> (((7/2 / (3/2 - 6/7)) - 1/9) * 9/2)
[1208261] ['1/9', '3/2', '6/7', '7/3', '8/9'] -> ((((3/2 * 6/7) * 7/3) / 1/9) * 8/9)
[1208262] ['1/9', '3/2', '6/7', '7/3', '9/2'] -> ((3/2 + ((6/7 * 7/3) / 1/9)) + 9/2)
[1208263] ['1/9', '3/2', '6/7', '7/3', '9/4'] -> (((3/2 + (7/3 / 1/9)) / 6/7) - 9/4)
[1208266] ['1/9', '3/2', '6/7', '7/3', '9/8'] -> ((((3/2 * 6/7) * 7/3) / 1/9) / 9/8)
[1208271] ['1/9', '3/2', '6/7', '7/4', '7/9'] -> (((6/7 / (7/4 - 3/2)) / 1/9) * 7/9)
[1208275] ['1/9', '3/2', '6/7', '7/4', '8/9'] -> (((3/2 + (6/7 * 7/4)) / 1/9) * 8/9)
[1208279] ['1/9', '3/2', '6/7', '7/4', '9/7'] -> (((6/7 / (7/4 - 3/2)) / 1/9) / 9/7)
[1208297] ['1/9', '3/2', '6/7', '7/6', '8/3'] -> (((6/7 / 1/9) + (3/2 / 7/6)) * 8/3)
[1208302] ['1/9', '3/2', '6/7', '7/6', '9/4'] -> ((((3/2 / 6/7) + 7/6) / 1/9) - 9/4)
[1208320] ['1/9', '3/2', '6/7', '7/9', '8/7'] -> (8/7 / (3/2 * ((1/9 + 7/9) - 6/7)))
[1208332] ['1/9', '3/2', '6/7', '8/3', '9/4'] -> ((((8/3 / 1/9) - 3/2) / 6/7) - 9/4)
[1208346] ['1/9', '3/2', '6/7', '8/7', '9/2'] -> ((3/2 + ((6/7 + 8/7) / 1/9)) + 9/2)
[1208350] ['1/9', '3/2', '6/7', '8/7', '9/8'] -> (((3/2 * (6/7 + 8/7)) / 1/9) / 9/8)
[1208364] ['1/9', '3/2', '6/7', '9/4', '9/7'] -> (((3/2 + (6/7 * 9/4)) / 1/9) / 9/7)
[1208365] ['1/9', '3/2', '6/7', '9/4', '9/8'] -> ((3/2 + ((9/4 / 1/9) / 6/7)) - 9/8)
[1208370] ['1/9', '3/2', '6/7', '9/7', '9/8'] -> (((3/2 + (9/7 / 6/7)) / 1/9) / 9/8)
[1208378] ['1/9', '3/2', '7/2', '7/2', '7/9'] -> ((((7/2 / 1/9) - 7/2) / 3/2) / 7/9)
[1208386] ['1/9', '3/2', '7/2', '7/2', '9/7'] -> ((((7/2 / 1/9) - 7/2) / 3/2) * 9/7)
[1208388] ['1/9', '3/2', '7/2', '7/3', '7/3'] -> (((3/2 / 1/9) + (7/2 * 7/3)) + 7/3)
[1208390] ['1/9', '3/2', '7/2', '7/3', '7/5'] -> (((7/3 - (3/2 / 7/2)) / 1/9) * 7/5)
[1208400] ['1/9', '3/2', '7/2', '7/3', '9/5'] -> (9/5 / ((7/2 / (7/3 - 1/9)) - 3/2))
[1208402] ['1/9', '3/2', '7/2', '7/3', '9/8'] -> (((3/2 + (7/2 / 7/3)) / 1/9) / 9/8)
[1208404] ['1/9', '3/2', '7/2', '7/4', '7/5'] -> ((((7/2 / 1/9) - 3/2) / 7/4) * 7/5)
[1208411] ['1/9', '3/2', '7/2', '7/4', '8/9'] -> ((((3/2 * 7/2) / 1/9) / 7/4) * 8/9)
[1208412] ['1/9', '3/2', '7/2', '7/4', '9/2'] -> ((3/2 + ((7/2 / 1/9) / 7/4)) + 9/2)
[1208416] ['1/9', '3/2', '7/2', '7/4', '9/8'] -> ((((3/2 * 7/2) / 1/9) / 7/4) / 9/8)
[1208419] ['1/9', '3/2', '7/2', '7/5', '7/8'] -> ((((7/2 / 1/9) / 7/5) - 3/2) / 7/8)
[1208423] ['1/9', '3/2', '7/2', '7/5', '8/7'] -> ((((7/2 / 1/9) / 7/5) - 3/2) * 8/7)
[1208430] ['1/9', '3/2', '7/2', '7/6', '7/6'] -> ((((7/2 + 7/6) / 1/9) / 3/2) / 7/6)
[1208433] ['1/9', '3/2', '7/2', '7/6', '8/3'] -> (8/3 / (((7/6 / 3/2) / 7/2) - 1/9))
[1208442] ['1/9', '3/2', '7/2', '7/8', '7/8'] -> ((7/2 + ((3/2 + 7/8) / 1/9)) - 7/8)
[1208456] ['1/9', '3/2', '7/2', '7/9', '8/7'] -> (((7/2 - (3/2 * 7/9)) / 1/9) * 8/7)
[1208459] ['1/9', '3/2', '7/2', '7/9', '9/4'] -> (((3/2 + (7/2 / 7/9)) / 1/9) / 9/4)
[1208465] ['1/9', '3/2', '7/2', '8/3', '8/7'] -> ((((3/2 + 7/2) - 8/3) / 1/9) * 8/7)
[1208467] ['1/9', '3/2', '7/2', '8/3', '9/2'] -> ((7/2 + ((8/3 / 1/9) / 3/2)) + 9/2)
[1208471] ['1/9', '3/2', '7/2', '8/3', '9/8'] -> (((7/2 / (8/3 - 3/2)) / 1/9) / 9/8)
[1208475] ['1/9', '3/2', '7/2', '8/5', '9/2'] -> (((7/2 - (1/9 * 3/2)) * 8/5) * 9/2)
[1208483] ['1/9', '3/2', '7/2', '8/7', '9/4'] -> ((((7/2 / 1/9) - 3/2) / 8/7) - 9/4)
[1208491] ['1/9', '3/2', '7/2', '8/9', '9/7'] -> (9/7 / (((1/9 * 3/2) / 7/2) / 8/9))
[1208494] ['1/9', '3/2', '7/2', '9/2', '9/4'] -> ((3/2 * ((7/2 / 1/9) + 9/2)) / 9/4)
[1208499] ['1/9', '3/2', '7/2', '9/4', '9/5'] -> ((((7/2 / 1/9) - 3/2) / 9/4) * 9/5)
[1208518] ['1/9', '3/2', '7/3', '7/3', '9/2'] -> ((((7/3 + 7/3) - 3/2) / 1/9) - 9/2)
[1208519] ['1/9', '3/2', '7/3', '7/3', '9/4'] -> (((7/3 / 1/9) + 7/3) + (3/2 / 9/4))
[1208522] ['1/9', '3/2', '7/3', '7/3', '9/8'] -> (((7/3 / 1/9) / 7/3) / (3/2 - 9/8))
[1208527] ['1/9', '3/2', '7/3', '7/4', '7/9'] -> (7/9 / (1/9 * ((3/2 * 7/4) - 7/3)))
[1208537] ['1/9', '3/2', '7/3', '7/5', '7/5'] -> ((3/2 * ((7/3 / 1/9) + 7/5)) / 7/5)
[1208542] ['1/9', '3/2', '7/3', '7/5', '8/5'] -> (8/5 / (7/3 - (3/2 * (1/9 + 7/5))))
[1208558] ['1/9', '3/2', '7/3', '7/6', '9/4'] -> (((3/2 + (7/3 / 1/9)) * 7/6) - 9/4)
[1208561] ['1/9', '3/2', '7/3', '7/6', '9/8'] -> ((((3/2 * 7/3) / 1/9) / 7/6) / 9/8)
[1208569] ['1/9', '3/2', '7/3', '7/8', '9/4'] -> (((7/3 + (7/8 / 3/2)) / 1/9) - 9/4)
[1208571] ['1/9', '3/2', '7/3', '7/8', '9/7'] -> (((7/3 / 1/9) + (3/2 / 7/8)) + 9/7)
[1208573] ['1/9', '3/2', '7/3', '7/9', '7/9'] -> ((((7/3 + 7/9) / 1/9) / 3/2) / 7/9)
[1208574] ['1/9', '3/2', '7/3', '7/9', '8/3'] -> (8/3 / (((7/9 / 3/2) / 7/3) - 1/9))
[1208581] ['1/9', '3/2', '7/3', '7/9', '9/7'] -> (9/7 / ((1/9 * 3/2) / (7/3 + 7/9)))
[1208583] ['1/9', '3/2', '7/3', '8/3', '8/3'] -> (8/3 / (((8/3 - 7/3) / 3/2) - 1/9))
[1208584] ['1/9', '3/2', '7/3', '8/3', '8/5'] -> ((((3/2 * 8/3) - 7/3) / 1/9) * 8/5)
[1208595] ['1/9', '3/2', '7/3', '8/5', '9/2'] -> (((3/2 * (7/3 - 1/9)) * 8/5) * 9/2)
[1208605] ['1/9', '3/2', '7/3', '8/7', '9/7'] -> (((7/3 / 1/9) + (3/2 * 8/7)) + 9/7)
[1208612] ['1/9', '3/2', '7/3', '8/9', '9/8'] -> ((3/2 + ((7/3 / 1/9) / 8/9)) - 9/8)
[1208614] ['1/9', '3/2', '7/3', '9/2', '9/4'] -> (((1/9 * 3/2) + (7/3 * 9/2)) * 9/4)
[1208615] ['1/9', '3/2', '7/3', '9/2', '9/5'] -> (((7/3 - 1/9) * (3/2 + 9/2)) * 9/5)
[1208616] ['1/9', '3/2', '7/3', '9/2', '9/7'] -> (((3/2 + (9/2 / 7/3)) / 1/9) / 9/7)
[1208622] ['1/9', '3/2', '7/3', '9/5', '9/5'] -> (((7/3 / 1/9) + (9/5 / 3/2)) + 9/5)
[1208627] ['1/9', '3/2', '7/3', '9/8', '9/8'] -> ((3/2 + ((7/3 * 9/8) / 1/9)) - 9/8)
[1208632] ['1/9', '3/2', '7/4', '7/4', '7/9'] -> ((7/4 + 7/4) + ((3/2 + 7/9) / 1/9))
[1208641] ['1/9', '3/2', '7/4', '7/4', '9/8'] -> (((7/4 / 1/9) / 7/4) / (3/2 - 9/8))
[1208642] ['1/9', '3/2', '7/4', '7/5', '7/5'] -> (7/5 / ((1/9 * 3/2) * (7/4 - 7/5)))
[1208657] ['1/9', '3/2', '7/4', '7/6', '7/9'] -> (7/9 / ((1/9 * (7/4 - 3/2)) * 7/6))
[1208661] ['1/9', '3/2', '7/4', '7/6', '8/9'] -> (((3/2 + (7/4 / 7/6)) / 1/9) * 8/9)
[1208662] ['1/9', '3/2', '7/4', '7/6', '9/2'] -> (((3/2 + (7/6 / 7/4)) / 1/9) + 9/2)
[1208666] ['1/9', '3/2', '7/4', '7/6', '9/8'] -> (((3/2 + (7/4 / 7/6)) / 1/9) / 9/8)
[1208668] ['1/9', '3/2', '7/4', '7/8', '7/9'] -> (7/9 / (1/9 * ((7/4 / 3/2) - 7/8)))
[1208671] ['1/9', '3/2', '7/4', '7/8', '8/7'] -> (((7/4 + (7/8 / 3/2)) / 1/9) * 8/7)
[1208672] ['1/9', '3/2', '7/4', '7/8', '8/9'] -> ((((3/2 * 7/4) / 1/9) / 7/8) * 8/9)
[1208673] ['1/9', '3/2', '7/4', '7/8', '9/2'] -> ((3/2 + ((7/4 / 1/9) / 7/8)) + 9/2)
[1208706] ['1/9', '3/2', '7/4', '8/7', '8/9'] -> ((((3/2 * 7/4) * 8/7) / 1/9) * 8/9)
[1208707] ['1/9', '3/2', '7/4', '8/7', '9/2'] -> ((3/2 + ((7/4 * 8/7) / 1/9)) + 9/2)
[1208711] ['1/9', '3/2', '7/4', '8/7', '9/8'] -> ((((3/2 * 7/4) * 8/7) / 1/9) / 9/8)
[1208721] ['1/9', '3/2', '7/4', '9/2', '9/7'] -> ((((3/2 + 9/2) / 1/9) / 7/4) / 9/7)
[1208743] ['1/9', '3/2', '7/5', '7/5', '9/5'] -> (((7/5 + 7/5) / 1/9) - (9/5 / 3/2))
[1208745] ['1/9', '3/2', '7/5', '7/5', '9/8'] -> (((7/5 / 1/9) / 7/5) / (3/2 - 9/8))
[1208747] ['1/9', '3/2', '7/5', '7/6', '7/8'] -> (((3/2 + (7/6 / 7/5)) / 1/9) / 7/8)
[1208749] ['1/9', '3/2', '7/5', '7/6', '8/3'] -> ((3/2 + ((7/6 / 1/9) / 7/5)) * 8/3)
[1208750] ['1/9', '3/2', '7/5', '7/6', '8/5'] -> (8/5 / ((7/5 - (1/9 * 3/2)) - 7/6))
[1208751] ['1/9', '3/2', '7/5', '7/6', '8/7'] -> (((3/2 + (7/6 / 7/5)) / 1/9) * 8/7)
[1208776] ['1/9', '3/2', '7/5', '7/9', '9/5'] -> (9/5 / ((7/5 / (1/9 + 7/9)) - 3/2))
[1208788] ['1/9', '3/2', '7/5', '8/5', '8/5'] -> (((7/5 / 1/9) + (3/2 * 8/5)) * 8/5)
[1208790] ['1/9', '3/2', '7/5', '8/5', '8/9'] -> (8/9 / (1/9 * (7/5 - (8/5 / 3/2))))
[1208793] ['1/9', '3/2', '7/5', '8/5', '9/5'] -> (((7/5 + (8/5 / 3/2)) / 1/9) + 9/5)
[1208811] ['1/9', '3/2', '7/5', '9/2', '9/5'] -> ((((7/5 * 9/2) - 3/2) / 1/9) / 9/5)
[1208812] ['1/9', '3/2', '7/5', '9/2', '9/7'] -> (((9/2 - (3/2 / 7/5)) / 1/9) / 9/7)
[1208814] ['1/9', '3/2', '7/5', '9/4', '9/4'] -> ((7/5 * ((9/4 / 1/9) - 3/2)) - 9/4)
[1208832] ['1/9', '3/2', '7/6', '7/6', '9/4'] -> ((((3/2 * 7/6) + 7/6) / 1/9) - 9/4)
[1208837] ['1/9', '3/2', '7/6', '7/8', '7/9'] -> (7/9 / ((1/9 * (3/2 - 7/6)) * 7/8))
[1208840] ['1/9', '3/2', '7/6', '7/8', '8/7'] -> ((((3/2 + 7/6) * 7/8) / 1/9) * 8/7)
[1208851] ['1/9', '3/2', '7/6', '7/9', '8/9'] -> (((3/2 + (7/6 / 7/9)) / 1/9) * 8/9)
[1208853] ['1/9', '3/2', '7/6', '7/9', '9/4'] -> (((3/2 * (7/6 + 7/9)) / 1/9) - 9/4)
[1208856] ['1/9', '3/2', '7/6', '7/9', '9/8'] -> (((3/2 + (7/6 / 7/9)) / 1/9) / 9/8)
[1208859] ['1/9', '3/2', '7/6', '8/3', '8/7'] -> ((((7/6 + 8/3) - 3/2) / 1/9) * 8/7)
[1208861] ['1/9', '3/2', '7/6', '8/3', '9/2'] -> ((7/6 + (3/2 * (1/9 + 8/3))) * 9/2)
[1208862] ['1/9', '3/2', '7/6', '8/3', '9/4'] -> ((7/6 * ((8/3 / 1/9) - 3/2)) - 9/4)
[1208865] ['1/9', '3/2', '7/6', '8/3', '9/8'] -> ((((3/2 + 8/3) - 7/6) / 1/9) / 9/8)
[1208871] ['1/9', '3/2', '7/6', '8/5', '9/5'] -> (((8/5 / (3/2 - 7/6)) / 1/9) / 9/5)
[1208875] ['1/9', '3/2', '7/6', '8/7', '8/9'] -> (8/9 / (3/2 - (7/6 * (1/9 + 8/7))))
[1208879] ['1/9', '3/2', '7/6', '8/7', '9/7'] -> (((8/7 / (3/2 - 7/6)) / 1/9) / 9/7)
[1208882] ['1/9', '3/2', '7/6', '8/9', '9/2'] -> ((((8/9 / 1/9) - 3/2) - 7/6) * 9/2)
[1208888] ['1/9', '3/2', '7/6', '9/2', '9/4'] -> (((3/2 + (7/6 / 1/9)) * 9/2) / 9/4)
[1208894] ['1/9', '3/2', '7/6', '9/4', '9/7'] -> (((3/2 + (9/4 / 7/6)) / 1/9) / 9/7)
[1208900] ['1/9', '3/2', '7/6', '9/7', '9/8'] -> (((3/2 + (7/6 * 9/7)) / 1/9) / 9/8)
[1208903] ['1/9', '3/2', '7/8', '7/8', '7/9'] -> ((7/9 / 1/9) / (7/8 - (7/8 / 3/2)))
[1208908] ['1/9', '3/2', '7/8', '7/8', '9/2'] -> ((3/2 + (9/2 / 1/9)) / (7/8 + 7/8))
[1208912] ['1/9', '3/2', '7/8', '7/8', '9/8'] -> (((7/8 / 1/9) / 7/8) / (3/2 - 9/8))
[1208913] ['1/9', '3/2', '7/8', '7/9', '7/9'] -> (7/9 / (1/9 * ((3/2 * 7/9) - 7/8)))
[1208924] ['1/9', '3/2', '7/8', '8/3', '8/5'] -> ((((3/2 - 7/8) * 8/3) / 1/9) * 8/5)
[1208927] ['1/9', '3/2', '7/8', '8/3', '9/2'] -> ((((7/8 * 8/3) / 1/9) - 3/2) + 9/2)
[1208932] ['1/9', '3/2', '7/8', '8/5', '8/5'] -> (((3/2 + (7/8 / 1/9)) * 8/5) * 8/5)
[1208953] ['1/9', '3/2', '7/8', '9/2', '9/2'] -> ((((1/9 * 3/2) + 9/2) / 7/8) * 9/2)
[1208966] ['1/9', '3/2', '7/8', '9/7', '9/8'] -> ((((3/2 / 7/8) + 9/7) / 1/9) / 9/8)
[1208968] ['1/9', '3/2', '7/9', '7/9', '7/9'] -> (((7/9 / 7/9) + 7/9) / (1/9 / 3/2))
[1208971] ['1/9', '3/2', '7/9', '7/9', '8/7'] -> (((3/2 * (7/9 + 7/9)) / 1/9) * 8/7)
[1208977] ['1/9', '3/2', '7/9', '7/9', '9/8'] -> (((7/9 / 1/9) / 7/9) / (3/2 - 9/8))
[1208982] ['1/9', '3/2', '7/9', '8/3', '9/2'] -> ((3/2 * ((1/9 + 7/9) + 8/3)) * 9/2)
[1208997] ['1/9', '3/2', '7/9', '8/7', '9/2'] -> ((((7/9 * 8/7) / 1/9) / 3/2) * 9/2)
[1209009] ['1/9', '3/2', '7/9', '9/2', '9/4'] -> (((3/2 + (9/2 / 1/9)) / 7/9) / 9/4)
[1209013] ['1/9', '3/2', '7/9', '9/4', '9/4'] -> (((3/2 + 9/4) / (1/9 / 7/9)) - 9/4)
[1209020] ['1/9', '3/2', '7/9', '9/7', '9/7'] -> (9/7 / (3/2 - (9/7 / (1/9 + 7/9))))
[1209027] ['1/9', '3/2', '8/3', '8/3', '9/2'] -> ((8/3 + 8/3) / ((3/2 / 9/2) - 1/9))
[1209029] ['1/9', '3/2', '8/3', '8/3', '9/5'] -> ((((8/3 / 1/9) / 3/2) - 8/3) * 9/5)
[1209030] ['1/9', '3/2', '8/3', '8/3', '9/7'] -> ((((8/3 / 1/9) / 3/2) + 8/3) * 9/7)
[1209032] ['1/9', '3/2', '8/3', '8/5', '8/5'] -> (8/5 / (((8/3 / 3/2) - 1/9) - 8/5))
[1209040] ['1/9', '3/2', '8/3', '8/7', '8/7'] -> ((((8/3 + 8/7) / 1/9) / 3/2) + 8/7)
[1209042] ['1/9', '3/2', '8/3', '8/7', '9/2'] -> ((((8/3 / 1/9) / 8/7) - 3/2) + 9/2)
[1209045] ['1/9', '3/2', '8/3', '8/7', '9/7'] -> (((8/3 + (8/7 / 3/2)) / 1/9) / 9/7)
[1209048] ['1/9', '3/2', '8/3', '8/9', '9/2'] -> ((8/3 / ((3/2 - 1/9) - 8/9)) * 9/2)
[1209049] ['1/9', '3/2', '8/3', '8/9', '9/4'] -> ((((8/3 - 8/9) / 1/9) / 3/2) * 9/4)
[1209051] ['1/9', '3/2', '8/3', '8/9', '9/7'] -> (9/7 / (1/9 / (8/3 - (8/9 / 3/2))))
[1209052] ['1/9', '3/2', '8/3', '8/9', '9/8'] -> (9/8 / ((1/9 * 3/2) / (8/3 + 8/9)))
[1209053] ['1/9', '3/2', '8/3', '9/2', '9/2'] -> ((8/3 * (3/2 + (1/9 * 9/2))) * 9/2)
[1209072] ['1/9', '3/2', '8/5', '8/5', '9/4'] -> ((((8/5 / 1/9) + 8/5) / 3/2) * 9/4)
[1209075] ['1/9', '3/2', '8/5', '8/5', '9/8'] -> (((8/5 / 1/9) / 8/5) / (3/2 - 9/8))
[1209090] ['1/9', '3/2', '8/5', '9/2', '9/4'] -> (((3/2 + (9/2 / 1/9)) / 8/5) - 9/4)
[1209109] ['1/9', '3/2', '8/7', '8/7', '9/7'] -> (((3/2 * (8/7 + 8/7)) / 1/9) / 9/7)
[1209117] ['1/9', '3/2', '8/7', '9/2', '9/2'] -> ((8/7 * ((1/9 * 3/2) + 9/2)) * 9/2)
[1209130] ['1/9', '3/2', '8/7', '9/7', '9/8'] -> ((((3/2 * 8/7) + 9/7) / 1/9) / 9/8)
[1209131] ['1/9', '3/2', '8/7', '9/8', '9/8'] -> (((3/2 + 9/8) / (1/9 / 8/7)) / 9/8)
[1209137] ['1/9', '3/2', '8/9', '8/9', '9/8'] -> (((8/9 / 1/9) / 8/9) / (3/2 - 9/8))
[1209138] ['1/9', '3/2', '8/9', '9/2', '9/2'] -> (((9/2 - (3/2 * 8/9)) / 1/9) - 9/2)
[1209139] ['1/9', '3/2', '8/9', '9/2', '9/4'] -> ((((3/2 * 8/9) * 9/2) / 1/9) / 9/4)
