[1737601] ['3/4', '6/7', '7/6', '9/5', '9/5'] -> (9/5 / (((3/4 + 6/7) * 7/6) - 9/5))
[1758425] ['3/5', '4/3', '4/3', '5/9', '8/5'] -> (((8/5 - 4/3) - 4/3) / (5/9 - 3/5))
[1758436] ['3/5', '4/3', '4/3', '6/5', '7/3'] -> ((4/3 * 6/5) / ((3/5 * 7/3) - 4/3))
[1758442] ['3/5', '4/3', '4/3', '6/5', '8/3'] -> (6/5 / ((4/3 / 8/3) - (3/5 / 4/3)))
[1758445] ['3/5', '4/3', '4/3', '6/5', '8/9'] -> ((4/3 * 6/5) / ((8/9 / 4/3) - 3/5))
[1758446] ['3/5', '4/3', '4/3', '6/5', '9/2'] -> ((((4/3 + 4/3) * 6/5) / 3/5) * 9/2)
[1758494] ['3/5', '4/3', '4/3', '7/3', '9/2'] -> (((4/3 / 3/5) + (4/3 * 7/3)) * 9/2)
[1758504] ['3/5', '4/3', '4/3', '7/4', '8/3'] -> (8/3 / ((4/3 * 7/4) - (4/3 / 3/5)))
[1758505] ['3/5', '4/3', '4/3', '7/4', '8/5'] -> (8/5 / (((3/5 * 4/3) * 7/4) - 4/3))
[1758508] ['3/5', '4/3', '4/3', '7/4', '9/2'] -> (((4/3 / (7/4 - 4/3)) / 3/5) * 9/2)
[1758518] ['3/5', '4/3', '4/3', '7/5', '8/5'] -> (8/5 / ((3/5 + 4/3) - (4/3 * 7/5)))
[1758519] ['3/5', '4/3', '4/3', '7/5', '8/7'] -> (8/7 / (((3/5 + 4/3) / 7/5) - 4/3))
[1758522] ['3/5', '4/3', '4/3', '7/5', '9/4'] -> ((4/3 + (3/5 / 9/4)) / (7/5 - 4/3))
[1758545] ['3/5', '4/3', '4/3', '7/8', '9/4'] -> ((4/3 * 9/4) / ((7/8 / 3/5) - 4/3))
[1758550] ['3/5', '4/3', '4/3', '7/9', '8/3'] -> (8/3 / (((4/3 / 3/5) - 4/3) - 7/9))
[1758562] ['3/5', '4/3', '4/3', '8/3', '8/9'] -> ((4/3 * 8/3) / ((8/9 / 3/5) - 4/3))
[1758563] ['3/5', '4/3', '4/3', '8/3', '9/2'] -> ((((4/3 + 8/3) / 3/5) - 4/3) * 9/2)
[1758565] ['3/5', '4/3', '4/3', '8/3', '9/5'] -> ((4/3 * 9/5) / (3/5 - (4/3 / 8/3)))
[1758568] ['3/5', '4/3', '4/3', '8/5', '8/5'] -> (8/5 / (((4/3 / 3/5) / 4/3) - 8/5))
[1758584] ['3/5', '4/3', '4/3', '8/9', '9/2'] -> ((((4/3 + 4/3) / 3/5) + 8/9) * 9/2)
[1758585] ['3/5', '4/3', '4/3', '8/9', '9/4'] -> ((8/9 / 4/3) / (9/4 - (4/3 / 3/5)))
[1758586] ['3/5', '4/3', '4/3', '8/9', '9/5'] -> ((3/5 * 8/9) / (9/5 - (4/3 * 4/3)))
[1758591] ['3/5', '4/3', '4/3', '9/2', '9/5'] -> ((((4/3 * 4/3) * 9/2) / 3/5) * 9/5)
[1758597] ['3/5', '4/3', '4/3', '9/4', '9/8'] -> (((4/3 * 9/4) / 3/5) / (4/3 - 9/8))
[1758598] ['3/5', '4/3', '4/3', '9/5', '9/5'] -> (9/5 / ((9/5 / (4/3 + 4/3)) - 3/5))
[1758600] ['3/5', '4/3', '4/3', '9/5', '9/8'] -> ((3/5 / (9/5 - (4/3 * 4/3))) / 9/8)
[1758604] ['3/5', '4/3', '4/5', '4/5', '4/5'] -> ((4/5 + 4/5) / ((3/5 + 4/5) - 4/3))
[1758607] ['3/5', '4/3', '4/5', '4/5', '5/2'] -> ((4/5 + 4/5) / (3/5 - (4/3 / 5/2)))
[1758614] ['3/5', '4/3', '4/5', '4/5', '6/5'] -> (4/5 / ((4/3 - (3/5 / 6/5)) - 4/5))
[1758617] ['3/5', '4/3', '4/5', '4/5', '7/3'] -> ((4/5 + 4/5) / ((3/5 * 7/3) - 4/3))
[1758619] ['3/5', '4/3', '4/5', '4/5', '7/5'] -> ((3/5 + (4/5 / 4/5)) / (7/5 - 4/3))
[1758626] ['3/5', '4/3', '4/5', '4/5', '8/9'] -> ((4/5 + 4/5) / ((8/9 / 4/3) - 3/5))
[1758628] ['3/5', '4/3', '4/5', '4/5', '9/4'] -> (((4/3 + 4/5) / (4/5 - 3/5)) * 9/4)
[1758654] ['3/5', '4/3', '4/5', '4/7', '9/2'] -> ((4/3 / ((3/5 / 4/7) - 4/5)) * 9/2)
[1758662] ['3/5', '4/3', '4/5', '4/9', '5/4'] -> ((4/3 / (3/5 - (4/9 / 4/5))) / 5/4)
[1758665] ['3/5', '4/3', '4/5', '4/9', '5/8'] -> (((4/3 / (4/5 - 3/5)) / 4/9) / 5/8)
[1758669] ['3/5', '4/3', '4/5', '4/9', '7/2'] -> (((4/3 * 4/5) / (3/5 - 4/9)) * 7/2)
[1758671] ['3/5', '4/3', '4/5', '4/9', '7/4'] -> (((4/3 + 4/5) / (3/5 - 4/9)) * 7/4)
[1758676] ['3/5', '4/3', '4/5', '4/9', '8/3'] -> (8/3 / ((4/5 * (4/3 - 4/9)) - 3/5))
[1758677] ['3/5', '4/3', '4/5', '4/9', '8/5'] -> (((4/3 / (4/5 - 3/5)) / 4/9) * 8/5)
[1758680] ['3/5', '4/3', '4/5', '4/9', '9/2'] -> ((4/5 / (3/5 - (4/3 * 4/9))) / 9/2)
[1758710] ['3/5', '4/3', '4/5', '5/3', '5/3'] -> (4/5 / (((3/5 + 5/3) / 4/3) - 5/3))
[1758757] ['3/5', '4/3', '4/5', '5/6', '5/6'] -> ((4/3 / ((4/5 * 5/6) - 3/5)) / 5/6)
[1758770] ['3/5', '4/3', '4/5', '5/6', '8/3'] -> (8/3 / (4/3 * (5/6 - (3/5 / 4/5))))
[1758771] ['3/5', '4/3', '4/5', '5/6', '8/5'] -> (8/5 / ((4/3 - (4/5 * 5/6)) - 3/5))
[1758786] ['3/5', '4/3', '4/5', '5/7', '7/4'] -> ((4/5 / ((4/3 - 3/5) - 5/7)) / 7/4)
[1758798] ['3/5', '4/3', '4/5', '5/7', '9/7'] -> (9/7 / ((5/7 - 3/5) / (4/3 + 4/5)))
[1758801] ['3/5', '4/3', '4/5', '5/8', '5/9'] -> ((4/3 / (3/5 - (4/5 * 5/8))) / 5/9)
[1758802] ['3/5', '4/3', '4/5', '5/8', '6/5'] -> (6/5 / ((4/5 * 5/8) - (3/5 / 4/3)))
[1758812] ['3/5', '4/3', '4/5', '5/8', '8/5'] -> (8/5 / (((4/3 * 4/5) * 5/8) - 3/5))
[1758817] ['3/5', '4/3', '4/5', '5/8', '9/5'] -> ((4/3 / (3/5 - (4/5 * 5/8))) * 9/5)
[1758823] ['3/5', '4/3', '4/5', '5/9', '7/2'] -> ((4/3 / ((3/5 / 4/5) - 5/9)) * 7/2)
[1758830] ['3/5', '4/3', '4/5', '5/9', '8/3'] -> (8/3 / (((3/5 + 5/9) / 4/5) - 4/3))
[1758831] ['3/5', '4/3', '4/5', '5/9', '8/5'] -> (8/5 / (((3/5 + 5/9) / 4/3) - 4/5))
[1758834] ['3/5', '4/3', '4/5', '5/9', '9/2'] -> (((4/5 + (4/3 / 5/9)) / 3/5) * 9/2)
[1758838] ['3/5', '4/3', '4/5', '5/9', '9/8'] -> ((3/5 / ((4/5 + 5/9) - 4/3)) / 9/8)
[1758844] ['3/5', '4/3', '4/5', '6/5', '7/5'] -> (((4/5 * 6/5) / 3/5) / (7/5 - 4/3))
[1758848] ['3/5', '4/3', '4/5', '6/5', '8/3'] -> ((4/3 + 8/3) / ((4/5 - 3/5) / 6/5))
[1758867] ['3/5', '4/3', '4/5', '6/7', '8/7'] -> (8/7 / ((4/3 - (4/5 * 6/7)) - 3/5))
[1758871] ['3/5', '4/3', '4/5', '6/7', '9/5'] -> ((4/3 / (4/5 - (3/5 / 6/7))) * 9/5)
[1758872] ['3/5', '4/3', '4/5', '6/7', '9/7'] -> (9/7 / (((6/7 / 4/3) - 3/5) / 4/5))
[1758893] ['3/5', '4/3', '4/5', '7/3', '7/6'] -> ((4/5 / (3/5 - (4/3 / 7/3))) / 7/6)
[1758910] ['3/5', '4/3', '4/5', '7/4', '8/3'] -> ((3/5 / ((4/5 * 7/4) - 4/3)) * 8/3)
[1758914] ['3/5', '4/3', '4/5', '7/4', '9/2'] -> ((4/3 / ((3/5 * 7/4) - 4/5)) * 9/2)
[1758915] ['3/5', '4/3', '4/5', '7/4', '9/4'] -> ((7/4 / ((3/5 + 4/5) - 4/3)) - 9/4)
[1758919] ['3/5', '4/3', '4/5', '7/5', '7/5'] -> ((3/5 + 7/5) / ((7/5 - 4/3) / 4/5))
[1758937] ['3/5', '4/3', '4/5', '7/6', '8/7'] -> (8/7 / ((4/3 - (4/5 / 7/6)) - 3/5))
[1758957] ['3/5', '4/3', '4/5', '7/9', '8/5'] -> (8/5 / ((4/3 - (3/5 * 7/9)) - 4/5))
[1758959] ['3/5', '4/3', '4/5', '7/9', '8/9'] -> (8/9 / (4/3 * (7/9 - (3/5 / 4/5))))
[1758965] ['3/5', '4/3', '4/5', '8/3', '8/3'] -> (8/3 / (((4/3 / 3/5) / 4/5) - 8/3))
[1758971] ['3/5', '4/3', '4/5', '8/3', '9/5'] -> (9/5 / (4/5 - ((3/5 + 4/3) / 8/3)))
[1758978] ['3/5', '4/3', '4/5', '8/5', '9/4'] -> (((4/3 * 8/5) / (4/5 - 3/5)) * 9/4)
[1758979] ['3/5', '4/3', '4/5', '8/5', '9/5'] -> ((4/3 * 9/5) / (3/5 - (4/5 / 8/5)))
[1759006] ['3/5', '4/3', '4/5', '9/5', '9/8'] -> ((9/5 / ((3/5 + 4/5) - 4/3)) / 9/8)
[1759017] ['3/5', '4/3', '4/7', '4/7', '5/8'] -> (((4/7 / (3/5 - 4/7)) / 4/3) / 5/8)
[1759018] ['3/5', '4/3', '4/7', '4/7', '5/9'] -> (((4/7 / 3/5) - 4/3) / (5/9 - 4/7))
[1759024] ['3/5', '4/3', '4/7', '4/7', '7/5'] -> ((3/5 + (4/7 / 4/7)) / (7/5 - 4/3))
[1759027] ['3/5', '4/3', '4/7', '4/7', '7/9'] -> (((4/7 / (3/5 - 4/7)) - 4/3) / 7/9)
[1759029] ['3/5', '4/3', '4/7', '4/7', '8/5'] -> (((4/7 / (3/5 - 4/7)) / 4/3) * 8/5)
[1759035] ['3/5', '4/3', '4/7', '4/7', '9/7'] -> (((4/7 / (3/5 - 4/7)) - 4/3) * 9/7)
[1759043] ['3/5', '4/3', '4/7', '4/9', '5/8'] -> (((4/3 / (3/5 - 4/9)) / 4/7) / 5/8)
[1759055] ['3/5', '4/3', '4/7', '4/9', '8/5'] -> (((4/3 / (3/5 - 4/9)) / 4/7) * 8/5)
[1759057] ['3/5', '4/3', '4/7', '4/9', '8/9'] -> (8/9 / (4/3 - ((4/9 / 3/5) / 4/7)))
[1759080] ['3/5', '4/3', '4/7', '5/2', '8/5'] -> (8/5 / ((4/7 * (5/2 - 4/3)) - 3/5))
[1759086] ['3/5', '4/3', '4/7', '5/2', '9/7'] -> (9/7 / (((3/5 - 4/7) * 5/2) / 4/3))
[1759095] ['3/5', '4/3', '4/7', '5/3', '6/7'] -> (((4/3 / (3/5 - 4/7)) / 5/3) * 6/7)
[1759100] ['3/5', '4/3', '4/7', '5/3', '7/6'] -> (((4/3 / (3/5 - 4/7)) / 5/3) / 7/6)
[1759104] ['3/5', '4/3', '4/7', '5/3', '8/5'] -> (8/5 / (((4/3 / 4/7) - 3/5) - 5/3))
[1759113] ['3/5', '4/3', '4/7', '5/4', '5/6'] -> (5/6 / ((4/3 / 3/5) - (5/4 / 4/7)))
[1759128] ['3/5', '4/3', '4/7', '5/4', '8/7'] -> (8/7 / ((3/5 - 4/7) * (4/3 * 5/4)))
[1759142] ['3/5', '4/3', '4/7', '5/6', '7/3'] -> ((4/7 / ((5/6 / 3/5) - 4/3)) * 7/3)
[1759144] ['3/5', '4/3', '4/7', '5/6', '7/5'] -> (7/5 / ((5/6 - (3/5 * 4/3)) / 4/7))
[1759154] ['3/5', '4/3', '4/7', '5/6', '9/5'] -> (9/5 / (3/5 * ((5/6 / 4/7) - 4/3)))
[1759155] ['3/5', '4/3', '4/7', '5/6', '9/7'] -> (9/7 / ((4/7 - (3/5 * 5/6)) / 4/3))
[1759160] ['3/5', '4/3', '4/7', '5/7', '6/5'] -> (6/5 / (3/5 * (4/3 - (5/7 / 4/7))))
[1759170] ['3/5', '4/3', '4/7', '5/7', '8/5'] -> (8/5 / ((3/5 + (4/7 / 5/7)) - 4/3))
[1759185] ['3/5', '4/3', '4/7', '5/8', '7/5'] -> (7/5 / ((4/3 * (5/8 - 3/5)) / 4/7))
[1759191] ['3/5', '4/3', '4/7', '5/8', '8/7'] -> (8/7 / ((4/3 + 4/7) * (5/8 - 3/5)))
[1759195] ['3/5', '4/3', '4/7', '5/8', '9/5'] -> (9/5 / (4/7 * (3/5 - (5/8 / 4/3))))
[1759196] ['3/5', '4/3', '4/7', '5/8', '9/7'] -> (9/7 / ((4/7 / 4/3) - (3/5 * 5/8)))
[1759201] ['3/5', '4/3', '4/7', '5/9', '7/2'] -> (((4/3 / (3/5 - 4/7)) / 5/9) / 7/2)
[1759220] ['3/5', '4/3', '4/7', '6/5', '7/3'] -> (((4/3 * 6/5) / (3/5 - 4/7)) / 7/3)
[1759228] ['3/5', '4/3', '4/7', '6/5', '8/7'] -> (8/7 / ((4/3 - (4/7 * 6/5)) - 3/5))
[1759233] ['3/5', '4/3', '4/7', '6/5', '9/7'] -> ((4/3 / (4/7 - (3/5 / 6/5))) * 9/7)
[1759244] ['3/5', '4/3', '4/7', '6/7', '8/5'] -> (8/5 / ((4/3 - (4/7 / 6/7)) - 3/5))
[1759249] ['3/5', '4/3', '4/7', '6/7', '9/5'] -> ((4/7 / ((6/7 / 4/3) - 3/5)) * 9/5)
[1759265] ['3/5', '4/3', '4/7', '7/2', '9/5'] -> (((4/3 / (3/5 - 4/7)) / 7/2) * 9/5)
[1759276] ['3/5', '4/3', '4/7', '7/3', '8/7'] -> (8/7 / ((7/3 - (4/7 / 3/5)) - 4/3))
[1759278] ['3/5', '4/3', '4/7', '7/3', '9/2'] -> (((4/3 + (4/7 / 3/5)) * 7/3) * 9/2)
[1759288] ['3/5', '4/3', '4/7', '7/4', '8/3'] -> (((4/3 / (3/5 - 4/7)) / 7/4) - 8/3)
[1759289] ['3/5', '4/3', '4/7', '7/4', '8/5'] -> (8/5 / ((3/5 - 4/7) * (4/3 * 7/4)))
[1759314] ['3/5', '4/3', '4/7', '7/6', '8/5'] -> (8/5 / ((4/3 - (4/7 * 7/6)) - 3/5))
[1759330] ['3/5', '4/3', '4/7', '7/8', '9/5'] -> ((4/3 / (3/5 - (4/7 * 7/8))) * 9/5)
[1759358] ['3/5', '4/3', '4/7', '8/5', '9/7'] -> (9/7 / ((4/7 / 4/3) - (3/5 / 8/5)))
[1759364] ['3/5', '4/3', '4/7', '8/7', '9/5'] -> ((4/3 / (3/5 - (4/7 / 8/7))) * 9/5)
[1759374] ['3/5', '4/3', '4/7', '9/2', '9/4'] -> ((9/2 / (3/5 - (4/7 / 4/3))) - 9/4)
[1759389] ['3/5', '4/3', '4/9', '4/9', '5/2'] -> ((4/9 / (3/5 - (4/3 * 4/9))) / 5/2)
[1759395] ['3/5', '4/3', '4/9', '4/9', '5/9'] -> (((4/3 / 3/5) + 4/9) / (5/9 - 4/9))
[1759401] ['3/5', '4/3', '4/9', '4/9', '7/5'] -> ((3/5 + (4/9 / 4/9)) / (7/5 - 4/3))
[1759404] ['3/5', '4/3', '4/9', '4/9', '7/9'] -> ((4/9 + 4/9) / (4/3 - (7/9 / 3/5)))
[1759463] ['3/5', '4/3', '4/9', '5/4', '5/4'] -> ((4/3 / (3/5 - (4/9 * 5/4))) / 5/4)
[1759467] ['3/5', '4/3', '4/9', '5/4', '5/9'] -> ((4/3 / ((3/5 / 4/9) - 5/4)) / 5/9)
[1759470] ['3/5', '4/3', '4/9', '5/4', '7/2'] -> (((4/3 / (3/5 - 4/9)) / 5/4) * 7/2)
[1759477] ['3/5', '4/3', '4/9', '5/4', '8/3'] -> (8/3 / (((4/3 - 4/9) / 5/4) - 3/5))
[1759483] ['3/5', '4/3', '4/9', '5/4', '9/5'] -> ((4/3 / ((3/5 / 4/9) - 5/4)) * 9/5)
[1759486] ['3/5', '4/3', '4/9', '5/6', '5/6'] -> ((4/3 / (3/5 - (4/9 / 5/6))) / 5/6)
[1759489] ['3/5', '4/3', '4/9', '5/6', '5/9'] -> ((4/9 / (5/6 - (3/5 * 4/3))) / 5/9)
[1759493] ['3/5', '4/3', '4/9', '5/6', '7/3'] -> (((4/3 / (3/5 - 4/9)) / 5/6) * 7/3)
[1759495] ['3/5', '4/3', '4/9', '5/6', '7/5'] -> (7/5 / ((3/5 + 4/3) - (5/6 / 4/9)))
[1759499] ['3/5', '4/3', '4/9', '5/6', '8/3'] -> (8/3 / (((4/3 * 4/9) / 5/6) - 3/5))
[1759500] ['3/5', '4/3', '4/9', '5/6', '8/5'] -> (8/5 / (((4/3 * 5/6) - 3/5) - 4/9))
[1759505] ['3/5', '4/3', '4/9', '5/6', '9/5'] -> ((4/9 / (5/6 - (3/5 * 4/3))) * 9/5)
[1759513] ['3/5', '4/3', '4/9', '5/7', '7/2'] -> ((4/3 / (4/9 - (3/5 * 5/7))) / 7/2)
[1759520] ['3/5', '4/3', '4/9', '5/7', '8/3'] -> (8/3 / ((4/3 - (4/9 / 5/7)) - 3/5))
[1759525] ['3/5', '4/3', '4/9', '5/7', '9/4'] -> (((4/3 / (5/7 - 3/5)) / 4/9) - 9/4)
[1759530] ['3/5', '4/3', '4/9', '5/8', '5/9'] -> (((4/9 / (5/8 - 3/5)) / 4/3) / 5/9)
[1759531] ['3/5', '4/3', '4/9', '5/8', '6/5'] -> (6/5 / ((3/5 / (4/3 - 4/9)) - 5/8))
[1759535] ['3/5', '4/3', '4/9', '5/8', '7/4'] -> (((4/3 / (3/5 - 4/9)) / 5/8) * 7/4)
[1759536] ['3/5', '4/3', '4/9', '5/8', '7/5'] -> (7/5 / (4/9 * (3/5 - (5/8 / 4/3))))
[1759539] ['3/5', '4/3', '4/9', '5/8', '7/9'] -> (7/9 / (((4/9 / 3/5) + 5/8) - 4/3))
[1759541] ['3/5', '4/3', '4/9', '5/8', '8/5'] -> (8/5 / (3/5 - ((4/9 / 4/3) / 5/8)))
[1759546] ['3/5', '4/3', '4/9', '5/8', '9/5'] -> (((4/9 / (5/8 - 3/5)) / 4/3) * 9/5)
[1759549] ['3/5', '4/3', '4/9', '5/9', '5/9'] -> (((4/3 * 4/9) / (3/5 - 5/9)) / 5/9)
[1759559] ['3/5', '4/3', '4/9', '5/9', '8/3'] -> ((((4/3 / 3/5) / 4/9) / 5/9) * 8/3)
[1759560] ['3/5', '4/3', '4/9', '5/9', '8/5'] -> (8/5 / ((3/5 + (4/9 / 5/9)) - 4/3))
[1759563] ['3/5', '4/3', '4/9', '5/9', '9/2'] -> ((((4/3 + 4/9) / 3/5) / 5/9) * 9/2)
[1759565] ['3/5', '4/3', '4/9', '5/9', '9/5'] -> (((4/3 * 4/9) / (3/5 - 5/9)) * 9/5)
[1759568] ['3/5', '4/3', '4/9', '6/5', '6/5'] -> ((4/3 / (3/5 - (4/9 * 6/5))) * 6/5)
[1759571] ['3/5', '4/3', '4/9', '6/5', '7/3'] -> (((4/3 * 6/5) / (3/5 - 4/9)) * 7/3)
[1759577] ['3/5', '4/3', '4/9', '6/5', '8/3'] -> (8/3 / (((4/3 * 4/9) * 6/5) - 3/5))
[1759578] ['3/5', '4/3', '4/9', '6/5', '8/5'] -> (8/5 / (((4/3 / 6/5) - 3/5) - 4/9))
[1759581] ['3/5', '4/3', '4/9', '6/5', '9/2'] -> (9/2 / (6/5 - ((3/5 / 4/3) / 4/9)))
[1759583] ['3/5', '4/3', '4/9', '6/5', '9/5'] -> (9/5 / ((6/5 / (4/3 + 4/9)) - 3/5))
[1759606] ['3/5', '4/3', '4/9', '7/2', '7/5'] -> (7/5 / (((3/5 / 4/9) - 4/3) * 7/2))
[1759626] ['3/5', '4/3', '4/9', '7/3', '8/5'] -> (8/5 / (((4/3 / 4/9) - 3/5) - 7/3))
[1759639] ['3/5', '4/3', '4/9', '7/4', '8/3'] -> (8/3 / ((3/5 * 4/9) * (7/4 - 4/3)))
[1759640] ['3/5', '4/3', '4/9', '7/4', '8/5'] -> (((4/3 * 7/4) / (3/5 - 4/9)) * 8/5)
[1759642] ['3/5', '4/3', '4/9', '7/4', '8/9'] -> (8/9 / (4/3 - ((4/9 * 7/4) / 3/5)))
[1759653] ['3/5', '4/3', '4/9', '7/5', '8/5'] -> (8/5 / (4/3 * (7/5 - (3/5 / 4/9))))
[1759681] ['3/5', '4/3', '4/9', '7/8', '9/5'] -> ((3/5 / ((4/3 - 4/9) - 7/8)) / 9/5)
[1759686] ['3/5', '4/3', '4/9', '7/9', '8/5'] -> (8/5 / (3/5 * ((4/3 - 4/9) - 7/9)))
[1759700] ['3/5', '4/3', '4/9', '8/3', '9/5'] -> ((((4/3 * 8/3) / 3/5) / 4/9) * 9/5)
[1759703] ['3/5', '4/3', '4/9', '8/5', '8/5'] -> (8/5 / (3/5 - ((4/9 * 8/5) / 4/3)))
[1759721] ['3/5', '4/3', '4/9', '8/9', '9/5'] -> ((4/3 / (3/5 - (4/9 / 8/9))) * 9/5)
[1759735] ['3/5', '4/3', '4/9', '9/5', '9/8'] -> ((3/5 / ((9/5 - 4/3) - 4/9)) / 9/8)
[1759744] ['3/5', '4/3', '5/2', '5/2', '5/8'] -> ((5/2 / ((3/5 * 5/2) - 4/3)) / 5/8)
[1759751] ['3/5', '4/3', '5/2', '5/2', '7/5'] -> ((3/5 + (5/2 / 5/2)) / (7/5 - 4/3))
[1759752] ['3/5', '4/3', '5/2', '5/2', '7/6'] -> (((3/5 * 5/2) + 5/2) / (4/3 - 7/6))
[1759755] ['3/5', '4/3', '5/2', '5/2', '8/3'] -> ((5/2 * 8/3) / (5/2 - (4/3 / 3/5)))
[1759756] ['3/5', '4/3', '5/2', '5/2', '8/5'] -> ((5/2 * 8/5) / ((3/5 * 5/2) - 4/3))
[1759766] ['3/5', '4/3', '5/2', '5/3', '5/6'] -> ((4/3 / ((5/3 / 5/2) - 3/5)) / 5/6)
[1759770] ['3/5', '4/3', '5/2', '5/3', '6/5'] -> ((4/3 * 6/5) / ((5/3 / 5/2) - 3/5))
[1759780] ['3/5', '4/3', '5/2', '5/3', '8/5'] -> (8/5 / ((4/3 - (5/3 / 5/2)) - 3/5))
[1759792] ['3/5', '4/3', '5/2', '5/4', '5/9'] -> ((4/3 / (3/5 - (5/4 / 5/2))) / 5/9)
[1759806] ['3/5', '4/3', '5/2', '5/4', '9/2'] -> ((4/3 / ((3/5 * 5/2) - 5/4)) * 9/2)
[1759808] ['3/5', '4/3', '5/2', '5/4', '9/5'] -> ((4/3 / (3/5 - (5/4 / 5/2))) * 9/5)
[1759861] ['3/5', '4/3', '5/2', '5/8', '7/5'] -> (7/5 / (((3/5 + 4/3) + 5/8) - 5/2))
[1759865] ['3/5', '4/3', '5/2', '5/8', '8/3'] -> (8/3 / ((4/3 / (5/2 - 5/8)) - 3/5))
[1759869] ['3/5', '4/3', '5/2', '5/8', '9/2'] -> ((((5/2 / 3/5) / 5/8) - 4/3) * 9/2)
[1759871] ['3/5', '4/3', '5/2', '5/8', '9/5'] -> (9/5 / ((3/5 * (5/2 - 4/3)) - 5/8))
[1759873] ['3/5', '4/3', '5/2', '5/8', '9/8'] -> (9/8 / ((5/2 * (5/8 - 3/5)) / 4/3))
[1759892] ['3/5', '4/3', '5/2', '5/9', '9/8'] -> ((3/5 / (5/9 - (4/3 / 5/2))) / 9/8)
[1759903] ['3/5', '4/3', '5/2', '6/5', '8/5'] -> (8/5 / ((6/5 - (4/3 / 5/2)) - 3/5))
[1759921] ['3/5', '4/3', '5/2', '6/7', '8/7'] -> (8/7 / (4/3 - ((3/5 * 5/2) * 6/7)))
[1759924] ['3/5', '4/3', '5/2', '6/7', '9/4'] -> ((5/2 / ((6/7 / 3/5) - 4/3)) - 9/4)
[1759933] ['3/5', '4/3', '5/2', '7/2', '7/8'] -> ((7/2 / ((3/5 * 5/2) - 4/3)) / 7/8)
[1759936] ['3/5', '4/3', '5/2', '7/2', '8/5'] -> (8/5 / (((4/3 - 3/5) * 7/2) - 5/2))
[1759937] ['3/5', '4/3', '5/2', '7/2', '8/7'] -> ((7/2 / ((3/5 * 5/2) - 4/3)) * 8/7)
[1759955] ['3/5', '4/3', '5/2', '7/3', '9/4'] -> ((5/2 * ((3/5 + 4/3) + 7/3)) * 9/4)
[1759956] ['3/5', '4/3', '5/2', '7/3', '9/5'] -> (((4/3 / (5/2 - 7/3)) / 3/5) * 9/5)
[1759965] ['3/5', '4/3', '5/2', '7/4', '8/5'] -> (8/5 / (((5/2 - 4/3) / 7/4) - 3/5))
[1759969] ['3/5', '4/3', '5/2', '7/4', '9/4'] -> ((7/4 / (3/5 - (4/3 / 5/2))) - 9/4)
[1759975] ['3/5', '4/3', '5/2', '7/5', '7/8'] -> ((7/5 / (3/5 - (4/3 / 5/2))) / 7/8)
[1759979] ['3/5', '4/3', '5/2', '7/5', '8/7'] -> ((7/5 / (3/5 - (4/3 / 5/2))) * 8/7)
[1759983] ['3/5', '4/3', '5/2', '7/5', '9/5'] -> ((4/3 / ((3/5 * 5/2) - 7/5)) * 9/5)
[1759989] ['3/5', '4/3', '5/2', '7/6', '8/3'] -> (((3/5 * 5/2) / (4/3 - 7/6)) * 8/3)
[1759991] ['3/5', '4/3', '5/2', '7/6', '8/7'] -> (8/7 / (4/3 - ((3/5 * 5/2) / 7/6)))
[1760028] ['3/5', '4/3', '5/2', '8/5', '8/5'] -> (8/5 / ((5/2 * (8/5 - 4/3)) - 3/5))
[1760031] ['3/5', '4/3', '5/2', '8/5', '9/2'] -> ((((5/2 * 8/5) / 3/5) - 4/3) * 9/2)
[1760038] ['3/5', '4/3', '5/2', '8/7', '9/2'] -> (((5/2 / 3/5) + (4/3 / 8/7)) * 9/2)
[1760044] ['3/5', '4/3', '5/2', '8/9', '9/2'] -> ((8/9 / ((3/5 * 5/2) - 4/3)) * 9/2)
[1760046] ['3/5', '4/3', '5/2', '8/9', '9/5'] -> ((8/9 / (3/5 - (4/3 / 5/2))) * 9/5)
[1760050] ['3/5', '4/3', '5/2', '9/2', '9/4'] -> ((((3/5 + 4/3) * 5/2) * 9/2) + 9/4)
[1760051] ['3/5', '4/3', '5/2', '9/2', '9/5'] -> ((4/3 * (5/2 + (9/2 / 3/5))) * 9/5)
[1760053] ['3/5', '4/3', '5/2', '9/2', '9/8'] -> ((9/2 / ((3/5 * 5/2) - 4/3)) / 9/8)
[1760060] ['3/5', '4/3', '5/2', '9/5', '9/8'] -> ((9/5 / (3/5 - (4/3 / 5/2))) / 9/8)
[1760065] ['3/5', '4/3', '5/3', '5/3', '5/4'] -> ((3/5 * (5/3 + 5/3)) / (4/3 - 5/4))
[1760075] ['3/5', '4/3', '5/3', '5/3', '7/5'] -> ((3/5 + (5/3 / 5/3)) / (7/5 - 4/3))
[1760087] ['3/5', '4/3', '5/3', '5/3', '9/8'] -> ((4/3 + 5/3) / (9/8 - (3/5 * 5/3)))
[1760102] ['3/5', '4/3', '5/3', '5/4', '8/3'] -> (8/3 / (((4/3 / 3/5) / 5/4) - 5/3))
[1760103] ['3/5', '4/3', '5/3', '5/4', '8/5'] -> (8/5 / ((4/3 / 5/4) - (3/5 * 5/3)))
[1760114] ['3/5', '4/3', '5/3', '5/6', '5/9'] -> ((4/3 / (3/5 - (5/6 / 5/3))) / 5/9)
