[1105573] ['1/8', '3/5', '4/3', '6/5', '9/8'] -> (9/8 / (((1/8 * 3/5) / 4/3) / 6/5))
[1115401] ['1/8', '3/8', '3/8', '5/2', '8/7'] -> (((3/8 / 3/8) + (5/2 / 1/8)) * 8/7)
[1115405] ['1/8', '3/8', '3/8', '5/2', '9/5'] -> (((5/2 / (1/8 + 3/8)) / 3/8) * 9/5)
[1115406] ['1/8', '3/8', '3/8', '5/2', '9/7'] -> ((((1/8 + 5/2) / 3/8) / 3/8) * 9/7)
[1115408] ['1/8', '3/8', '3/8', '5/3', '5/3'] -> ((5/3 / (3/8 - (1/8 / 3/8))) / 5/3)
[1115412] ['1/8', '3/8', '3/8', '5/3', '5/8'] -> ((5/8 / ((3/8 * 3/8) - 1/8)) / 5/3)
[1115416] ['1/8', '3/8', '3/8', '5/3', '7/2'] -> ((3/8 + 7/2) / (1/8 * (5/3 - 3/8)))
[1115426] ['1/8', '3/8', '3/8', '5/3', '8/9'] -> ((((3/8 / 3/8) + 5/3) / 1/8) / 8/9)
[1115428] ['1/8', '3/8', '3/8', '5/3', '9/4'] -> (((9/4 - 3/8) / 1/8) / (3/8 * 5/3))
[1115431] ['1/8', '3/8', '3/8', '5/3', '9/8'] -> ((((3/8 / 3/8) + 5/3) / 1/8) * 9/8)
[1115432] ['1/8', '3/8', '3/8', '5/4', '5/4'] -> ((5/4 / (3/8 - (1/8 / 3/8))) / 5/4)
[1115437] ['1/8', '3/8', '3/8', '5/4', '6/5'] -> (6/5 / ((1/8 + (3/8 / 5/4)) - 3/8))
[1115445] ['1/8', '3/8', '3/8', '5/4', '7/9'] -> ((((5/4 - 3/8) / 1/8) / 3/8) / 7/9)
[1115446] ['1/8', '3/8', '3/8', '5/4', '8/3'] -> (((5/4 / 1/8) - (3/8 / 3/8)) * 8/3)
[1115450] ['1/8', '3/8', '3/8', '5/4', '9/2'] -> ((3/8 + 9/2) / (1/8 * (3/8 + 5/4)))
[1115451] ['1/8', '3/8', '3/8', '5/4', '9/4'] -> (((3/8 + 9/4) / 1/8) / (5/4 - 3/8))
[1115453] ['1/8', '3/8', '3/8', '5/4', '9/7'] -> ((((5/4 - 3/8) / 1/8) / 3/8) * 9/7)
[1115455] ['1/8', '3/8', '3/8', '5/6', '5/6'] -> ((5/6 / (3/8 - (1/8 / 3/8))) / 5/6)
[1115466] ['1/8', '3/8', '3/8', '5/6', '7/8'] -> (7/8 / ((3/8 * 3/8) - (1/8 * 5/6)))
[1115467] ['1/8', '3/8', '3/8', '5/6', '7/9'] -> (((3/8 + 5/6) / 1/8) / (7/9 - 3/8))
[1115476] ['1/8', '3/8', '3/8', '5/6', '9/8'] -> (9/8 / ((3/8 * (5/6 - 3/8)) - 1/8))
[1115477] ['1/8', '3/8', '3/8', '5/7', '5/7'] -> ((5/7 / (3/8 - (1/8 / 3/8))) / 5/7)
[1115480] ['1/8', '3/8', '3/8', '5/7', '6/5'] -> (((3/8 + 6/5) / 1/8) / (3/8 / 5/7))
[1115484] ['1/8', '3/8', '3/8', '5/7', '7/4'] -> ((((3/8 / 3/8) + 5/7) / 1/8) * 7/4)
[1115485] ['1/8', '3/8', '3/8', '5/7', '7/5'] -> ((5/7 / (3/8 - (1/8 / 3/8))) * 7/5)
[1115495] ['1/8', '3/8', '3/8', '5/7', '9/5'] -> ((9/5 / 3/8) / (3/8 - (1/8 / 5/7)))
[1115496] ['1/8', '3/8', '3/8', '5/7', '9/7'] -> ((9/7 / 3/8) / ((3/8 * 5/7) - 1/8))
[1115498] ['1/8', '3/8', '3/8', '5/8', '5/8'] -> ((5/8 / (3/8 - (1/8 / 3/8))) / 5/8)
[1115507] ['1/8', '3/8', '3/8', '5/8', '7/8'] -> ((((3/8 / 3/8) + 7/8) / 1/8) / 5/8)
[1115510] ['1/8', '3/8', '3/8', '5/8', '8/5'] -> ((5/8 / (3/8 - (1/8 / 3/8))) * 8/5)
[1115512] ['1/8', '3/8', '3/8', '5/8', '8/9'] -> ((((3/8 + 5/8) / 1/8) / 3/8) / 8/9)
[1115518] ['1/8', '3/8', '3/8', '5/9', '5/9'] -> ((5/9 / (3/8 - (1/8 / 3/8))) / 5/9)
[1115521] ['1/8', '3/8', '3/8', '5/9', '7/2'] -> ((3/8 + 7/2) / (3/8 * (5/9 - 1/8)))
[1115522] ['1/8', '3/8', '3/8', '5/9', '7/3'] -> (7/3 / (3/8 - ((1/8 + 3/8) * 5/9)))
[1115528] ['1/8', '3/8', '3/8', '5/9', '8/3'] -> (8/3 / (((3/8 - 1/8) / 3/8) - 5/9))
[1115532] ['1/8', '3/8', '3/8', '5/9', '9/2'] -> (((1/8 + 3/8) + 9/2) / (3/8 * 5/9))
[1115536] ['1/8', '3/8', '3/8', '5/9', '9/8'] -> (9/8 / (1/8 - ((3/8 * 3/8) * 5/9)))
[1115540] ['1/8', '3/8', '3/8', '6/5', '7/3'] -> (7/3 / (3/8 - ((1/8 / 3/8) / 6/5)))
[1115544] ['1/8', '3/8', '3/8', '6/5', '7/8'] -> (7/8 / ((3/8 * 3/8) - (1/8 / 6/5)))
[1115555] ['1/8', '3/8', '3/8', '6/7', '6/7'] -> ((6/7 / (3/8 - (1/8 / 3/8))) / 6/7)
[1115560] ['1/8', '3/8', '3/8', '6/7', '7/6'] -> ((6/7 / (3/8 - (1/8 / 3/8))) * 7/6)
[1115567] ['1/8', '3/8', '3/8', '6/7', '9/2'] -> (9/2 / ((1/8 + (3/8 / 6/7)) - 3/8))
[1115570] ['1/8', '3/8', '3/8', '6/7', '9/7'] -> (9/7 / (((1/8 + 3/8) * 6/7) - 3/8))
[1115572] ['1/8', '3/8', '3/8', '7/2', '7/2'] -> ((7/2 / (3/8 - (1/8 / 3/8))) / 7/2)
[1115582] ['1/8', '3/8', '3/8', '7/2', '8/9'] -> (((7/2 / 1/8) - (3/8 / 3/8)) * 8/9)
[1115583] ['1/8', '3/8', '3/8', '7/2', '9/2'] -> ((9/2 / 3/8) / (7/2 - (3/8 / 1/8)))
[1115586] ['1/8', '3/8', '3/8', '7/2', '9/7'] -> (((7/2 / (1/8 + 3/8)) / 3/8) * 9/7)
[1115588] ['1/8', '3/8', '3/8', '7/3', '7/3'] -> ((7/3 / (3/8 - (1/8 / 3/8))) / 7/3)
[1115594] ['1/8', '3/8', '3/8', '7/3', '8/3'] -> ((((3/8 / 3/8) + 7/3) / 1/8) - 8/3)
[1115598] ['1/8', '3/8', '3/8', '7/3', '9/2'] -> (((7/3 - (1/8 / 3/8)) / 3/8) * 9/2)
[1115609] ['1/8', '3/8', '3/8', '7/4', '8/5'] -> (((3/8 / 3/8) + (7/4 / 1/8)) * 8/5)
[1115613] ['1/8', '3/8', '3/8', '7/4', '9/4'] -> ((9/4 / 1/8) / (7/4 - (3/8 / 3/8)))
[1115614] ['1/8', '3/8', '3/8', '7/4', '9/5'] -> ((((1/8 + 7/4) / 3/8) / 3/8) * 9/5)
[1115617] ['1/8', '3/8', '3/8', '7/5', '7/5'] -> ((7/5 / (3/8 - (1/8 / 3/8))) / 7/5)
[1115622] ['1/8', '3/8', '3/8', '7/5', '8/5'] -> (8/5 / (7/5 - ((1/8 + 3/8) / 3/8)))
[1115627] ['1/8', '3/8', '3/8', '7/5', '9/5'] -> ((9/5 / 3/8) / (3/8 - (1/8 * 7/5)))
[1115628] ['1/8', '3/8', '3/8', '7/5', '9/7'] -> ((9/7 / 3/8) / ((3/8 / 7/5) - 1/8))
[1115630] ['1/8', '3/8', '3/8', '7/6', '7/6'] -> ((7/6 / (3/8 - (1/8 / 3/8))) / 7/6)
[1115633] ['1/8', '3/8', '3/8', '7/6', '8/3'] -> (8/3 / ((7/6 / 3/8) - (3/8 / 1/8)))
[1115636] ['1/8', '3/8', '3/8', '7/6', '8/9'] -> (((3/8 + 7/6) / 1/8) / (8/9 - 3/8))
[1115637] ['1/8', '3/8', '3/8', '7/6', '9/2'] -> (9/2 / ((1/8 + (3/8 * 7/6)) - 3/8))
[1115640] ['1/8', '3/8', '3/8', '7/6', '9/7'] -> (9/7 / (((1/8 + 3/8) / 7/6) - 3/8))
[1115642] ['1/8', '3/8', '3/8', '7/8', '7/8'] -> ((7/8 / (3/8 - (1/8 / 3/8))) / 7/8)
[1115644] ['1/8', '3/8', '3/8', '7/8', '8/3'] -> ((((3/8 + 7/8) / 1/8) / 3/8) - 8/3)
[1115645] ['1/8', '3/8', '3/8', '7/8', '8/5'] -> ((((3/8 / 3/8) + 7/8) / 1/8) * 8/5)
[1115646] ['1/8', '3/8', '3/8', '7/8', '8/7'] -> ((7/8 / (3/8 - (1/8 / 3/8))) * 8/7)
[1115653] ['1/8', '3/8', '3/8', '7/9', '7/9'] -> ((7/9 / (3/8 - (1/8 / 3/8))) / 7/9)
[1115658] ['1/8', '3/8', '3/8', '7/9', '9/2'] -> (((3/8 + (3/8 * 7/9)) / 1/8) * 9/2)
[1115669] ['1/8', '3/8', '3/8', '8/3', '9/5'] -> (((8/3 - (3/8 / 3/8)) / 1/8) * 9/5)
[1115672] ['1/8', '3/8', '3/8', '8/5', '8/5'] -> ((8/5 / (3/8 - (1/8 / 3/8))) / 8/5)
[1115675] ['1/8', '3/8', '3/8', '8/5', '9/2'] -> (9/2 / ((3/8 / 8/5) - (1/8 * 3/8)))
[1115676] ['1/8', '3/8', '3/8', '8/5', '9/4'] -> ((3/8 + 9/4) / ((3/8 / 8/5) - 1/8))
[1115677] ['1/8', '3/8', '3/8', '8/5', '9/5'] -> ((9/5 / 1/8) / (8/5 - (3/8 / 3/8)))
[1115682] ['1/8', '3/8', '3/8', '8/7', '9/2'] -> ((3/8 + 9/2) / ((3/8 / 8/7) - 1/8))
[1115687] ['1/8', '3/8', '3/8', '8/9', '8/9'] -> ((8/9 / (3/8 - (1/8 / 3/8))) / 8/9)
[1115695] ['1/8', '3/8', '3/8', '9/2', '9/5'] -> ((((1/8 + 3/8) + 9/2) / 3/8) * 9/5)
[1115699] ['1/8', '3/8', '3/8', '9/4', '9/5'] -> (9/5 / ((3/8 / (9/4 - 3/8)) - 1/8))
[1115704] ['1/8', '3/8', '3/8', '9/5', '9/8'] -> (9/8 / (1/8 - ((3/8 * 3/8) / 9/5)))
[1115708] ['1/8', '3/8', '4/3', '4/3', '4/3'] -> ((((4/3 / 1/8) + 4/3) / 3/8) / 4/3)
[1115714] ['1/8', '3/8', '4/3', '4/3', '5/4'] -> (((5/4 / 1/8) / 3/8) - (4/3 + 4/3))
[1115717] ['1/8', '3/8', '4/3', '4/3', '5/8'] -> ((((3/8 + 4/3) / 1/8) + 4/3) / 5/8)
[1115726] ['1/8', '3/8', '4/3', '4/3', '7/8'] -> (((4/3 / 1/8) + 4/3) / (7/8 - 3/8))
[1115729] ['1/8', '3/8', '4/3', '4/3', '8/5'] -> ((((3/8 + 4/3) / 1/8) + 4/3) * 8/5)
[1115737] ['1/8', '3/8', '4/3', '4/5', '4/5'] -> (4/5 / (((4/3 - 1/8) - 3/8) - 4/5))
[1115747] ['1/8', '3/8', '4/3', '4/5', '6/5'] -> (6/5 / (((1/8 * 3/8) * 4/3) * 4/5))
[1115762] ['1/8', '3/8', '4/3', '4/5', '9/5'] -> (9/5 / ((3/8 * (4/3 - 4/5)) - 1/8))
[1115765] ['1/8', '3/8', '4/3', '4/7', '4/7'] -> (4/7 / (1/8 * ((4/7 / 3/8) - 4/3)))
[1115771] ['1/8', '3/8', '4/3', '4/7', '5/7'] -> (5/7 / ((4/7 - (1/8 * 4/3)) - 3/8))
[1115787] ['1/8', '3/8', '4/3', '4/7', '9/2'] -> (((3/8 / 1/8) + (4/3 / 4/7)) * 9/2)
[1115792] ['1/8', '3/8', '4/3', '4/9', '4/9'] -> (4/9 / (1/8 * (4/3 - (4/9 / 3/8))))
[1115793] ['1/8', '3/8', '4/3', '4/9', '5/2'] -> (5/2 / (3/8 * (4/9 - (1/8 * 4/3))))
[1115795] ['1/8', '3/8', '4/3', '4/9', '5/4'] -> (5/4 / (((1/8 + 4/9) / 4/3) - 3/8))
[1115799] ['1/8', '3/8', '4/3', '4/9', '5/9'] -> (5/9 / ((4/3 - (4/9 / 3/8)) - 1/8))
[1115801] ['1/8', '3/8', '4/3', '4/9', '6/7'] -> ((((4/3 / 1/8) / 3/8) - 4/9) * 6/7)
[1115806] ['1/8', '3/8', '4/3', '4/9', '7/6'] -> ((((4/3 / 1/8) / 3/8) - 4/9) / 7/6)
[1115817] ['1/8', '3/8', '4/3', '4/9', '9/8'] -> (((3/8 + (4/3 / 4/9)) / 1/8) / 9/8)
[1115818] ['1/8', '3/8', '4/3', '5/2', '5/2'] -> (5/2 / ((1/8 * (4/3 + 5/2)) - 3/8))
[1115819] ['1/8', '3/8', '4/3', '5/2', '5/3'] -> ((((5/2 / 1/8) / 3/8) / 4/3) / 5/3)
[1115824] ['1/8', '3/8', '4/3', '5/2', '5/9'] -> (((4/3 * 5/2) / (3/8 - 1/8)) / 5/9)
[1115827] ['1/8', '3/8', '4/3', '5/2', '7/2'] -> (((3/8 * 4/3) + (5/2 / 1/8)) + 7/2)
[1115829] ['1/8', '3/8', '4/3', '5/2', '7/4'] -> ((((3/8 / 4/3) + 5/2) / 1/8) + 7/4)
[1115837] ['1/8', '3/8', '4/3', '5/2', '8/9'] -> ((((5/2 - 4/3) / 1/8) / 3/8) - 8/9)
[1115842] ['1/8', '3/8', '4/3', '5/2', '9/8'] -> (9/8 / ((3/8 - (1/8 * 5/2)) / 4/3))
[1115847] ['1/8', '3/8', '4/3', '5/3', '5/8'] -> ((((3/8 + 5/3) / 1/8) - 4/3) / 5/8)
[1115848] ['1/8', '3/8', '4/3', '5/3', '5/9'] -> ((4/3 / ((3/8 / 5/3) - 1/8)) / 5/9)
[1115851] ['1/8', '3/8', '4/3', '5/3', '7/2'] -> (7/2 / (1/8 * (5/3 - (3/8 * 4/3))))
[1115852] ['1/8', '3/8', '4/3', '5/3', '7/3'] -> (7/3 / (3/8 - ((1/8 * 4/3) * 5/3)))
[1115853] ['1/8', '3/8', '4/3', '5/3', '7/4'] -> (7/4 / ((3/8 / 4/3) - (1/8 * 5/3)))
[1115854] ['1/8', '3/8', '4/3', '5/3', '7/5'] -> (7/5 / ((3/8 / 5/3) - (1/8 * 4/3)))
[1115856] ['1/8', '3/8', '4/3', '5/3', '7/8'] -> ((((4/3 + 5/3) - 3/8) / 1/8) / 7/8)
[1115859] ['1/8', '3/8', '4/3', '5/3', '8/5'] -> ((((3/8 + 5/3) / 1/8) - 4/3) * 8/5)
[1115860] ['1/8', '3/8', '4/3', '5/3', '8/7'] -> ((((4/3 + 5/3) - 3/8) / 1/8) * 8/7)
[1115862] ['1/8', '3/8', '4/3', '5/3', '9/2'] -> (((5/3 / (3/8 - 1/8)) - 4/3) * 9/2)
[1115863] ['1/8', '3/8', '4/3', '5/3', '9/4'] -> ((5/3 / ((3/8 / 4/3) - 1/8)) * 9/4)
[1115864] ['1/8', '3/8', '4/3', '5/3', '9/5'] -> ((4/3 / ((3/8 / 5/3) - 1/8)) * 9/5)
[1115866] ['1/8', '3/8', '4/3', '5/3', '9/8'] -> ((((3/8 + 4/3) + 5/3) / 1/8) / 9/8)
[1115867] ['1/8', '3/8', '4/3', '5/4', '5/4'] -> (5/4 / (3/8 - (1/8 * (4/3 + 5/4))))
[1115868] ['1/8', '3/8', '4/3', '5/4', '5/6'] -> ((((5/4 / 1/8) / 3/8) / 4/3) / 5/6)
[1115872] ['1/8', '3/8', '4/3', '5/4', '6/5'] -> ((((5/4 / 1/8) / 3/8) / 4/3) * 6/5)
[1115873] ['1/8', '3/8', '4/3', '5/4', '6/7'] -> ((4/3 + ((5/4 / 1/8) / 3/8)) * 6/7)
[1115874] ['1/8', '3/8', '4/3', '5/4', '7/2'] -> (7/2 / ((1/8 * 4/3) * (5/4 - 3/8)))
[1115875] ['1/8', '3/8', '4/3', '5/4', '7/3'] -> (7/3 / (((4/3 - 5/4) / 3/8) - 1/8))
[1115878] ['1/8', '3/8', '4/3', '5/4', '7/6'] -> ((4/3 + ((5/4 / 1/8) / 3/8)) / 7/6)
[1115881] ['1/8', '3/8', '4/3', '5/4', '8/3'] -> ((3/8 / ((1/8 + 5/4) - 4/3)) * 8/3)
[1115893] ['1/8', '3/8', '4/3', '5/6', '5/9'] -> ((((5/6 / 1/8) / 3/8) / 4/3) / 5/9)
[1115896] ['1/8', '3/8', '4/3', '5/6', '7/2'] -> (7/2 / ((3/8 * 5/6) - (1/8 * 4/3)))
[1115903] ['1/8', '3/8', '4/3', '5/6', '8/3'] -> (8/3 / (1/8 * ((5/6 / 3/8) - 4/3)))
[1115909] ['1/8', '3/8', '4/3', '5/6', '9/5'] -> ((((5/6 / 1/8) / 3/8) / 4/3) * 9/5)
[1115911] ['1/8', '3/8', '4/3', '5/6', '9/8'] -> (9/8 / (3/8 / (4/3 + (5/6 / 1/8))))
[1115916] ['1/8', '3/8', '4/3', '5/7', '6/7'] -> (6/7 / (((5/7 / 4/3) - 1/8) - 3/8))
[1115926] ['1/8', '3/8', '4/3', '5/7', '8/7'] -> (8/7 / (5/7 - ((1/8 + 3/8) * 4/3)))
[1115937] ['1/8', '3/8', '4/3', '5/8', '7/2'] -> (7/2 / (4/3 * ((3/8 * 5/8) - 1/8)))
[1115953] ['1/8', '3/8', '4/3', '5/9', '5/9'] -> (5/9 / (((5/9 / 3/8) - 1/8) - 4/3))
[1115956] ['1/8', '3/8', '4/3', '5/9', '7/2'] -> (7/2 / (3/8 * (5/9 - (1/8 * 4/3))))
[1115961] ['1/8', '3/8', '4/3', '5/9', '7/8'] -> (7/8 / ((1/8 * 3/8) * (4/3 - 5/9)))
[1115974] ['1/8', '3/8', '4/3', '6/5', '7/2'] -> (7/2 / ((3/8 / 6/5) - (1/8 * 4/3)))
[1115977] ['1/8', '3/8', '4/3', '6/5', '7/5'] -> (7/5 / (3/8 - (1/8 * (4/3 + 6/5))))
[1115982] ['1/8', '3/8', '4/3', '6/5', '8/5'] -> (8/5 / ((1/8 + 3/8) * (4/3 - 6/5)))
[1115985] ['1/8', '3/8', '4/3', '6/5', '9/2'] -> (9/2 / (((3/8 / 4/3) - 1/8) * 6/5))
[1115993] ['1/8', '3/8', '4/3', '6/7', '7/4'] -> ((((6/7 / 1/8) / 3/8) / 4/3) * 7/4)
[1116007] ['1/8', '3/8', '4/3', '7/2', '7/2'] -> (7/2 / ((1/8 + 4/3) - (3/8 * 7/2)))
[1116009] ['1/8', '3/8', '4/3', '7/2', '7/4'] -> (((7/2 - (3/8 / 4/3)) / 1/8) - 7/4)
[1116012] ['1/8', '3/8', '4/3', '7/2', '7/8'] -> ((1/8 / ((4/3 / 7/2) - 3/8)) / 7/8)
[1116021] ['1/8', '3/8', '4/3', '7/2', '9/7'] -> (9/7 / (((3/8 - 1/8) / 4/3) / 7/2))
[1116023] ['1/8', '3/8', '4/3', '7/3', '7/3'] -> ((((4/3 + 7/3) - 3/8) / 1/8) - 7/3)
[1116033] ['1/8', '3/8', '4/3', '7/3', '9/2'] -> ((((4/3 - 3/8) / 1/8) - 7/3) * 9/2)
[1116040] ['1/8', '3/8', '4/3', '7/4', '7/6'] -> ((((7/4 / 1/8) / 3/8) / 4/3) / 7/6)
[1116043] ['1/8', '3/8', '4/3', '7/4', '8/3'] -> ((((7/4 / 3/8) - 4/3) / 1/8) - 8/3)
[1116045] ['1/8', '3/8', '4/3', '7/4', '8/7'] -> (8/7 / ((3/8 / 7/4) - (1/8 * 4/3)))
[1116047] ['1/8', '3/8', '4/3', '7/4', '9/2'] -> (((3/8 / 1/8) + (4/3 * 7/4)) * 9/2)
[1116068] ['1/8', '3/8', '4/3', '7/6', '8/3'] -> ((3/8 / ((4/3 - 1/8) - 7/6)) * 8/3)
[1116074] ['1/8', '3/8', '4/3', '7/6', '9/5'] -> ((((3/8 * 4/3) + 7/6) / 1/8) * 9/5)
[1116075] ['1/8', '3/8', '4/3', '7/6', '9/7'] -> (9/7 / (((1/8 * 3/8) * 4/3) / 7/6))
[1116076] ['1/8', '3/8', '4/3', '7/6', '9/8'] -> (9/8 / (3/8 / ((7/6 / 1/8) - 4/3)))
[1116082] ['1/8', '3/8', '4/3', '7/8', '8/9'] -> ((((4/3 * 7/8) / 1/8) / 3/8) - 8/9)
[1116085] ['1/8', '3/8', '4/3', '7/8', '9/5'] -> (((3/8 + 7/8) / (1/8 / 4/3)) * 9/5)
[1116094] ['1/8', '3/8', '4/3', '7/9', '9/4'] -> (9/4 / (((3/8 * 7/9) / 4/3) - 1/8))
[1116105] ['1/8', '3/8', '4/3', '8/3', '9/7'] -> (((4/3 + (3/8 * 8/3)) / 1/8) * 9/7)
[1116110] ['1/8', '3/8', '4/3', '8/5', '9/2'] -> (9/2 / (((3/8 * 4/3) / 8/5) - 1/8))
[1116111] ['1/8', '3/8', '4/3', '8/5', '9/4'] -> (9/4 / ((1/8 / (8/5 - 4/3)) - 3/8))
[1116116] ['1/8', '3/8', '4/3', '8/7', '8/9'] -> ((((4/3 / 1/8) / 3/8) / 8/7) - 8/9)
[1116123] ['1/8', '3/8', '4/3', '8/9', '9/2'] -> (9/2 / (3/8 - ((1/8 * 4/3) / 8/9)))
[1116125] ['1/8', '3/8', '4/3', '8/9', '9/5'] -> (((4/3 + (3/8 * 8/9)) / 1/8) * 9/5)
[1116127] ['1/8', '3/8', '4/3', '8/9', '9/8'] -> (9/8 / (1/8 / ((4/3 / 3/8) - 8/9)))
[1116132] ['1/8', '3/8', '4/3', '9/2', '9/8'] -> (9/8 / (((1/8 * 9/2) / 4/3) - 3/8))
[1116136] ['1/8', '3/8', '4/3', '9/4', '9/8'] -> (((3/8 + (4/3 * 9/4)) / 1/8) / 9/8)
[1116143] ['1/8', '3/8', '4/5', '4/5', '4/5'] -> ((((4/5 / 1/8) + 4/5) / 3/8) / 4/5)
[1116146] ['1/8', '3/8', '4/5', '4/5', '5/2'] -> ((4/5 / 4/5) + ((3/8 + 5/2) / 1/8))
[1116148] ['1/8', '3/8', '4/5', '4/5', '5/4'] -> ((((4/5 / 1/8) + 4/5) / 3/8) * 5/4)
[1116153] ['1/8', '3/8', '4/5', '4/5', '6/5'] -> (((6/5 / 1/8) / 3/8) - (4/5 + 4/5))
[1116155] ['1/8', '3/8', '4/5', '4/5', '7/2'] -> (((7/2 - 3/8) / 1/8) - (4/5 / 4/5))
[1116165] ['1/8', '3/8', '4/5', '4/5', '8/9'] -> ((((4/5 / 1/8) / 3/8) / 4/5) / 8/9)
[1116166] ['1/8', '3/8', '4/5', '4/5', '9/2'] -> ((4/5 / 4/5) / (1/8 - (3/8 / 9/2)))
[1116168] ['1/8', '3/8', '4/5', '4/5', '9/5'] -> (((9/5 / 1/8) / 3/8) / (4/5 + 4/5))
[1116195] ['1/8', '3/8', '4/5', '4/7', '9/5'] -> (9/5 / (((1/8 + 3/8) / 4/7) - 4/5))
[1116196] ['1/8', '3/8', '4/5', '4/7', '9/7'] -> (9/7 / (((1/8 + 3/8) / 4/5) - 4/7))
[1116201] ['1/8', '3/8', '4/5', '4/9', '5/4'] -> ((4/5 / ((3/8 * 4/9) - 1/8)) * 5/4)
[1116204] ['1/8', '3/8', '4/5', '4/9', '5/8'] -> (5/8 / (((1/8 * 3/8) * 4/9) / 4/5))
[1116206] ['1/8', '3/8', '4/5', '4/9', '6/5'] -> (6/5 / (4/5 - ((1/8 / 3/8) / 4/9)))
[1116209] ['1/8', '3/8', '4/5', '4/9', '7/3'] -> (7/3 / ((3/8 - (1/8 / 4/5)) * 4/9))
[1116211] ['1/8', '3/8', '4/5', '4/9', '7/5'] -> (7/5 / ((1/8 * 3/8) * (4/5 + 4/9)))
[1116215] ['1/8', '3/8', '4/5', '4/9', '8/3'] -> (8/3 / ((3/8 / (4/5 - 1/8)) - 4/9))
[1116216] ['1/8', '3/8', '4/5', '4/9', '8/5'] -> (8/5 / ((3/8 * 4/9) - (1/8 * 4/5)))
[1116219] ['1/8', '3/8', '4/5', '4/9', '9/2'] -> (9/2 / ((3/8 / 4/5) - (1/8 / 4/9)))
[1116232] ['1/8', '3/8', '4/5', '5/2', '6/7'] -> (((3/8 + (5/2 / 4/5)) / 1/8) * 6/7)
[1116237] ['1/8', '3/8', '4/5', '5/2', '7/6'] -> (((3/8 + (5/2 / 4/5)) / 1/8) / 7/6)
[1116241] ['1/8', '3/8', '4/5', '5/2', '8/5'] -> ((((3/8 * 4/5) + 5/2) / 1/8) + 8/5)
[1116245] ['1/8', '3/8', '4/5', '5/2', '9/4'] -> (9/4 / (((1/8 * 3/8) * 4/5) * 5/2))
[1116246] ['1/8', '3/8', '4/5', '5/2', '9/5'] -> ((((3/8 + 5/2) / 1/8) - 4/5) + 9/5)
[1116255] ['1/8', '3/8', '4/5', '5/3', '6/5'] -> (6/5 / ((4/5 - (3/8 * 5/3)) - 1/8))
[1116260] ['1/8', '3/8', '4/5', '5/3', '7/5'] -> (7/5 / (1/8 * ((4/5 / 3/8) - 5/3)))
[1116268] ['1/8', '3/8', '4/5', '5/3', '9/2'] -> (((4/5 * 5/3) / (3/8 - 1/8)) * 9/2)
[1116274] ['1/8', '3/8', '4/5', '5/4', '5/6'] -> (((4/5 + (5/4 / 1/8)) / 3/8) * 5/6)
[1116298] ['1/8', '3/8', '4/5', '5/6', '5/8'] -> (((1/8 + 3/8) / (5/6 - 4/5)) / 5/8)
[1116302] ['1/8', '3/8', '4/5', '5/6', '7/2'] -> (7/2 / (((3/8 * 4/5) - 1/8) * 5/6))
[1116307] ['1/8', '3/8', '4/5', '5/6', '7/8'] -> (7/8 / (1/8 * ((4/5 * 5/6) - 3/8)))
[1116346] ['1/8', '3/8', '4/5', '5/8', '7/5'] -> (((3/8 / (4/5 - 5/8)) / 1/8) * 7/5)
[1116351] ['1/8', '3/8', '4/5', '5/8', '8/5'] -> (((4/5 / (5/8 - 3/8)) / 1/8) - 8/5)
[1116358] ['1/8', '3/8', '4/5', '5/8', '9/8'] -> (9/8 / (((4/5 - 1/8) * 5/8) - 3/8))
[1116363] ['1/8', '3/8', '4/5', '5/9', '7/3'] -> (7/3 / (((3/8 * 4/5) - 1/8) * 5/9))
[1116370] ['1/8', '3/8', '4/5', '5/9', '8/5'] -> (8/5 / (4/5 * ((3/8 * 5/9) - 1/8)))
[1116373] ['1/8', '3/8', '4/5', '5/9', '9/2'] -> ((4/5 / (3/8 - (1/8 / 5/9))) * 9/2)
[1116374] ['1/8', '3/8', '4/5', '5/9', '9/4'] -> (9/4 / (3/8 - ((1/8 / 4/5) / 5/9)))
[1116375] ['1/8', '3/8', '4/5', '5/9', '9/5'] -> (9/5 / ((3/8 * 4/5) - (1/8 / 5/9)))
[1116380] ['1/8', '3/8', '4/5', '6/5', '7/2'] -> ((6/5 / ((3/8 * 4/5) - 1/8)) * 7/2)
[1116385] ['1/8', '3/8', '4/5', '6/5', '7/8'] -> (7/8 / (1/8 * ((4/5 / 6/5) - 3/8)))
[1116392] ['1/8', '3/8', '4/5', '6/5', '9/4'] -> (9/4 / ((1/8 * 3/8) * (4/5 + 6/5)))
[1116406] ['1/8', '3/8', '4/5', '6/7', '8/7'] -> ((((6/7 / 1/8) / 3/8) / 4/5) + 8/7)
[1116408] ['1/8', '3/8', '4/5', '6/7', '9/2'] -> (9/2 / ((3/8 - (1/8 / 4/5)) * 6/7))
[1116426] ['1/8', '3/8', '4/5', '7/2', '9/5'] -> (9/5 / (((3/8 - 1/8) * 7/2) - 4/5))
[1116429] ['1/8', '3/8', '4/5', '7/3', '7/3'] -> (((3/8 + (7/3 / 4/5)) / 1/8) - 7/3)
[1116440] ['1/8', '3/8', '4/5', '7/3', '9/4'] -> ((7/3 / (3/8 - (1/8 / 4/5))) * 9/4)
