[1147419] ['1/8', '5/8', '5/8', '7/4', '8/5'] -> (((5/8 / 5/8) + (7/4 / 1/8)) * 8/5)
[1161181] ['1/9', '1/9', '3/5', '5/9', '7/3'] -> (((3/5 * 5/9) / 1/9) + (7/3 / 1/9))
[1161185] ['1/9', '1/9', '3/5', '5/9', '7/8'] -> ((3/5 * 5/9) / (1/9 - (1/9 * 7/8)))
[1161186] ['1/9', '1/9', '3/5', '5/9', '7/9'] -> (((1/9 + 7/9) / 1/9) / (3/5 * 5/9))
[1161187] ['1/9', '1/9', '3/5', '5/9', '8/3'] -> (8/3 / (((3/5 * 5/9) - 1/9) - 1/9))
[1161189] ['1/9', '1/9', '3/5', '5/9', '8/7'] -> ((3/5 * 5/9) / (1/9 - (1/9 / 8/7)))
[1161199] ['1/9', '1/9', '3/5', '6/5', '7/3'] -> ((6/5 / 3/5) + ((1/9 + 7/3) / 1/9))
[1161201] ['1/9', '1/9', '3/5', '6/5', '7/5'] -> ((3/5 + (6/5 / 1/9)) + (7/5 / 1/9))
[1161206] ['1/9', '1/9', '3/5', '6/5', '8/5'] -> (8/5 / ((1/9 * 6/5) - (1/9 * 3/5)))
[1161209] ['1/9', '1/9', '3/5', '6/5', '9/2'] -> ((((1/9 + 3/5) / 1/9) / 6/5) * 9/2)
[1161224] ['1/9', '1/9', '3/5', '6/7', '8/7'] -> (8/7 / (((1/9 * 6/7) / 3/5) - 1/9))
[1161239] ['1/9', '1/9', '3/5', '7/2', '8/5'] -> ((((1/9 + 3/5) * 7/2) / 1/9) + 8/5)
[1161240] ['1/9', '1/9', '3/5', '7/2', '8/7'] -> (8/7 / (3/5 * (1/9 - (1/9 / 7/2))))
[1161242] ['1/9', '1/9', '3/5', '7/2', '9/2'] -> (((1/9 + 7/2) / (1/9 / 3/5)) + 9/2)
[1161243] ['1/9', '1/9', '3/5', '7/2', '9/4'] -> (((7/2 / (1/9 + 1/9)) / 3/5) - 9/4)
[1161284] ['1/9', '1/9', '3/5', '7/5', '9/2'] -> ((((7/5 / 1/9) - 3/5) / 1/9) / 9/2)
[1161294] ['1/9', '1/9', '3/5', '7/6', '8/7'] -> (8/7 / (((1/9 / 3/5) / 7/6) - 1/9))
[1161297] ['1/9', '1/9', '3/5', '7/6', '9/4'] -> ((7/6 / (1/9 - (1/9 * 3/5))) - 9/4)
[1161317] ['1/9', '1/9', '3/5', '7/9', '9/2'] -> (((7/9 - (1/9 / 3/5)) / 1/9) * 9/2)
[1161318] ['1/9', '1/9', '3/5', '7/9', '9/4'] -> ((((7/9 / 3/5) - 1/9) / 1/9) * 9/4)
[1161319] ['1/9', '1/9', '3/5', '7/9', '9/5'] -> ((((1/9 + 7/9) / 1/9) / 3/5) * 9/5)
[1161327] ['1/9', '1/9', '3/5', '8/3', '9/4'] -> ((8/3 / (1/9 + 3/5)) + (9/4 / 1/9))
[1161343] ['1/9', '1/9', '3/5', '8/7', '9/5'] -> ((3/5 / (1/9 - (1/9 / 8/7))) / 9/5)
[1161346] ['1/9', '1/9', '3/5', '8/9', '8/9'] -> ((8/9 + 8/9) / ((1/9 / 3/5) - 1/9))
[1161348] ['1/9', '1/9', '3/5', '8/9', '9/4'] -> ((8/9 / 3/5) / (1/9 - (1/9 / 9/4)))
[1161361] ['1/9', '1/9', '3/5', '9/5', '9/5'] -> ((9/5 - (1/9 * 9/5)) / (1/9 * 3/5))
[1161372] ['1/9', '1/9', '3/7', '3/7', '4/9'] -> (4/9 / ((1/9 / (3/7 + 3/7)) - 1/9))
[1161374] ['1/9', '1/9', '3/7', '3/7', '5/3'] -> (((3/7 / 1/9) / 3/7) + (5/3 / 1/9))
[1161377] ['1/9', '1/9', '3/7', '3/7', '5/7'] -> (((3/7 / 1/9) + (5/7 / 1/9)) / 3/7)
[1161378] ['1/9', '1/9', '3/7', '3/7', '5/8'] -> ((3/7 / (1/9 - (1/9 * 5/8))) / 3/7)
[1161379] ['1/9', '1/9', '3/7', '3/7', '5/9'] -> ((((5/9 - 3/7) / 1/9) / 1/9) / 3/7)
[1161388] ['1/9', '1/9', '3/7', '3/7', '7/9'] -> ((((3/7 / 1/9) - 3/7) / 1/9) * 7/9)
[1161390] ['1/9', '1/9', '3/7', '3/7', '8/5'] -> ((3/7 / (1/9 - (1/9 / 8/5))) / 3/7)
[1161391] ['1/9', '1/9', '3/7', '3/7', '8/7'] -> ((((3/7 / 1/9) - 8/7) / 1/9) - 3/7)
[1161396] ['1/9', '1/9', '3/7', '3/7', '9/7'] -> ((((3/7 / 1/9) - 3/7) / 1/9) / 9/7)
[1161399] ['1/9', '1/9', '3/7', '3/8', '4/3'] -> (4/3 / (((1/9 / 3/7) - 1/9) * 3/8))
[1161401] ['1/9', '1/9', '3/7', '3/8', '4/7'] -> (4/7 / ((1/9 - (1/9 * 3/7)) * 3/8))
[1161407] ['1/9', '1/9', '3/7', '3/8', '5/7'] -> (5/7 / (3/7 * (1/9 - (1/9 * 3/8))))
[1161409] ['1/9', '1/9', '3/7', '3/8', '5/9'] -> ((5/9 / 1/9) / (3/7 * (1/9 + 3/8)))
[1161411] ['1/9', '1/9', '3/7', '3/8', '6/7'] -> (6/7 / (((1/9 + 1/9) * 3/7) * 3/8))
[1161413] ['1/9', '1/9', '3/7', '3/8', '7/3'] -> (7/3 / ((3/7 * (1/9 + 3/8)) - 1/9))
[1161418] ['1/9', '1/9', '3/7', '3/8', '7/9'] -> (((1/9 / (3/7 - 3/8)) / 1/9) / 7/9)
[1161419] ['1/9', '1/9', '3/7', '3/8', '8/3'] -> ((1/9 + 8/3) / (3/8 - (1/9 / 3/7)))
[1161422] ['1/9', '1/9', '3/7', '3/8', '8/9'] -> (8/9 / ((1/9 / 3/8) - (1/9 / 3/7)))
[1161431] ['1/9', '1/9', '3/7', '4/3', '4/9'] -> (((4/3 / 1/9) / 3/7) - (4/9 / 1/9))
[1161433] ['1/9', '1/9', '3/7', '4/3', '5/3'] -> ((((4/3 - 1/9) / 1/9) / 3/7) - 5/3)
[1161440] ['1/9', '1/9', '3/7', '4/3', '6/7'] -> (6/7 / ((1/9 / 4/3) - (1/9 * 3/7)))
[1161442] ['1/9', '1/9', '3/7', '4/3', '7/3'] -> (((4/3 / 3/7) - 1/9) + (7/3 / 1/9))
[1161446] ['1/9', '1/9', '3/7', '4/3', '7/8'] -> ((4/3 / (1/9 - (1/9 * 3/7))) / 7/8)
[1161451] ['1/9', '1/9', '3/7', '4/3', '8/9'] -> ((((4/3 / 3/7) - 1/9) / 1/9) * 8/9)
[1161456] ['1/9', '1/9', '3/7', '4/3', '9/8'] -> ((((4/3 / 3/7) - 1/9) / 1/9) / 9/8)
[1161457] ['1/9', '1/9', '3/7', '4/5', '4/5'] -> (((4/5 / 1/9) / 3/7) + (4/5 / 1/9))
[1161488] ['1/9', '1/9', '3/7', '4/7', '5/3'] -> (((3/7 + 4/7) / 1/9) + (5/3 / 1/9))
[1161491] ['1/9', '1/9', '3/7', '4/7', '5/7'] -> ((3/7 + 5/7) / (1/9 - (1/9 * 4/7)))
[1161492] ['1/9', '1/9', '3/7', '4/7', '5/8'] -> ((3/7 + 4/7) / (1/9 - (1/9 * 5/8)))
[1161495] ['1/9', '1/9', '3/7', '4/7', '6/7'] -> ((6/7 / 3/7) / ((1/9 / 4/7) - 1/9))
[1161504] ['1/9', '1/9', '3/7', '4/7', '8/5'] -> ((3/7 + 4/7) / (1/9 - (1/9 / 8/5)))
[1161506] ['1/9', '1/9', '3/7', '4/7', '8/9'] -> (8/9 / (((1/9 * 4/7) / 3/7) - 1/9))
[1161507] ['1/9', '1/9', '3/7', '4/7', '9/2'] -> ((((4/7 / 1/9) / 1/9) / 3/7) / 9/2)
[1161521] ['1/9', '1/9', '3/7', '4/9', '6/7'] -> (6/7 / ((1/9 / 1/9) - (3/7 / 4/9)))
[1161532] ['1/9', '1/9', '3/7', '4/9', '8/9'] -> (8/9 / ((4/9 / 3/7) - (1/9 / 1/9)))
[1161541] ['1/9', '1/9', '3/7', '5/2', '5/6'] -> ((((1/9 / 3/7) + 5/2) / 1/9) - 5/6)
[1161555] ['1/9', '1/9', '3/7', '5/2', '8/5'] -> (8/5 / (3/7 * (1/9 + (1/9 / 5/2))))
[1161559] ['1/9', '1/9', '3/7', '5/2', '9/4'] -> (((5/2 / (1/9 + 1/9)) / 3/7) - 9/4)
[1161563] ['1/9', '1/9', '3/7', '5/3', '5/3'] -> ((3/7 + (5/3 / 1/9)) * (5/3 - 1/9))
[1161571] ['1/9', '1/9', '3/7', '5/3', '7/2'] -> (((1/9 + 5/3) / (1/9 / 3/7)) * 7/2)
[1161583] ['1/9', '1/9', '3/7', '5/3', '9/4'] -> ((5/3 / (1/9 - (1/9 * 3/7))) - 9/4)
[1161587] ['1/9', '1/9', '3/7', '5/4', '5/4'] -> ((((5/4 / 3/7) - 1/9) / 1/9) - 5/4)
[1161637] ['1/9', '1/9', '3/7', '5/7', '7/2'] -> ((((1/9 * 3/7) + 5/7) / 1/9) * 7/2)
[1161638] ['1/9', '1/9', '3/7', '5/7', '7/3'] -> (((3/7 / 1/9) + (5/7 / 1/9)) * 7/3)
[1161639] ['1/9', '1/9', '3/7', '5/7', '7/4'] -> ((3/7 + 5/7) / (1/9 - (1/9 / 7/4)))
[1161644] ['1/9', '1/9', '3/7', '5/7', '8/3'] -> ((5/7 / 3/7) / (1/9 - (1/9 / 8/3)))
[1161649] ['1/9', '1/9', '3/7', '5/7', '9/4'] -> ((((5/7 / 1/9) - 3/7) / 1/9) / 9/4)
[1161658] ['1/9', '1/9', '3/7', '5/8', '7/3'] -> ((3/7 / (1/9 - (1/9 * 5/8))) * 7/3)
[1161671] ['1/9', '1/9', '3/7', '5/8', '9/7'] -> (9/7 / ((3/7 + 5/8) - (1/9 / 1/9)))
[1161677] ['1/9', '1/9', '3/7', '5/9', '7/3'] -> ((((5/9 - 3/7) / 1/9) / 1/9) * 7/3)
[1161686] ['1/9', '1/9', '3/7', '5/9', '8/9'] -> (8/9 / (5/9 - ((1/9 + 1/9) / 3/7)))
[1161688] ['1/9', '1/9', '3/7', '5/9', '9/4'] -> ((((5/9 / 3/7) - 1/9) / 1/9) * 9/4)
[1161713] ['1/9', '1/9', '3/7', '6/7', '7/4'] -> ((6/7 / 3/7) / ((1/9 * 7/4) - 1/9))
[1161720] ['1/9', '1/9', '3/7', '6/7', '8/7'] -> (8/7 / ((1/9 * 6/7) - (1/9 * 3/7)))
[1161731] ['1/9', '1/9', '3/7', '7/2', '7/6'] -> (((3/7 * 7/2) / 1/9) + (7/6 / 1/9))
[1161737] ['1/9', '1/9', '3/7', '7/2', '8/9'] -> (8/9 / (1/9 - ((1/9 / 3/7) / 7/2)))
[1161744] ['1/9', '1/9', '3/7', '7/3', '7/4'] -> ((((3/7 / 1/9) - 7/3) / 1/9) * 7/4)
[1161745] ['1/9', '1/9', '3/7', '7/3', '7/5'] -> (((7/3 / 1/9) - (3/7 / 1/9)) * 7/5)
[1161746] ['1/9', '1/9', '3/7', '7/3', '7/6'] -> (((7/3 - (1/9 * 3/7)) / 1/9) * 7/6)
[1161748] ['1/9', '1/9', '3/7', '7/3', '7/9'] -> (((7/3 - (1/9 / 3/7)) / 1/9) / 7/9)
[1161756] ['1/9', '1/9', '3/7', '7/3', '9/7'] -> (((7/3 - (1/9 / 3/7)) / 1/9) * 9/7)
[1161766] ['1/9', '1/9', '3/7', '7/4', '8/9'] -> (8/9 / (((1/9 / 3/7) / 7/4) - 1/9))
[1161790] ['1/9', '1/9', '3/7', '7/6', '8/7'] -> (8/7 / ((1/9 / 7/6) - (1/9 * 3/7)))
[1161792] ['1/9', '1/9', '3/7', '7/6', '9/2'] -> (((7/6 / 1/9) / 3/7) - (1/9 * 9/2))
[1161796] ['1/9', '1/9', '3/7', '7/6', '9/8'] -> ((3/7 / (1/9 - (1/9 / 7/6))) / 9/8)
[1161798] ['1/9', '1/9', '3/7', '7/8', '7/9'] -> ((3/7 / (1/9 - (1/9 * 7/8))) * 7/9)
[1161807] ['1/9', '1/9', '3/7', '7/8', '9/8'] -> ((3/7 / ((1/9 / 7/8) - 1/9)) / 9/8)
[1161809] ['1/9', '1/9', '3/7', '7/9', '8/3'] -> (8/3 / (((3/7 * 7/9) - 1/9) - 1/9))
[1161811] ['1/9', '1/9', '3/7', '7/9', '8/7'] -> ((3/7 * 7/9) / (1/9 - (1/9 / 8/7)))
[1161816] ['1/9', '1/9', '3/7', '7/9', '9/7'] -> ((((1/9 + 7/9) / 1/9) / 3/7) * 9/7)
[1161821] ['1/9', '1/9', '3/7', '8/3', '8/9'] -> (8/9 / ((1/9 * 8/3) - (1/9 / 3/7)))
[1161825] ['1/9', '1/9', '3/7', '8/3', '9/7'] -> (9/7 / (3/7 - ((1/9 / 1/9) / 8/3)))
[1161835] ['1/9', '1/9', '3/7', '8/7', '8/7'] -> ((8/7 + 8/7) / ((1/9 + 1/9) * 3/7))
[1161840] ['1/9', '1/9', '3/7', '8/7', '9/7'] -> ((3/7 / (1/9 - (1/9 / 8/7))) / 9/7)
[1161841] ['1/9', '1/9', '3/7', '8/7', '9/8'] -> ((3/7 / ((1/9 * 8/7) - 1/9)) / 9/8)
[1161842] ['1/9', '1/9', '3/7', '8/9', '8/9'] -> (((8/9 / (8/9 - 1/9)) / 1/9) / 3/7)
[1161843] ['1/9', '1/9', '3/7', '8/9', '9/2'] -> ((8/9 / 3/7) / (1/9 - (1/9 / 9/2)))
[1161851] ['1/9', '1/9', '3/7', '9/2', '9/7'] -> ((9/2 / 3/7) * ((1/9 / 1/9) + 9/7))
[1161860] ['1/9', '1/9', '3/7', '9/7', '9/7'] -> ((9/7 - (1/9 * 9/7)) / (1/9 * 3/7))
[1161865] ['1/9', '1/9', '3/8', '3/8', '4/5'] -> ((((3/8 / 1/9) / 1/9) - 3/8) * 4/5)
[1161870] ['1/9', '1/9', '3/8', '3/8', '5/4'] -> ((((3/8 / 1/9) / 1/9) - 3/8) / 5/4)
[1161883] ['1/9', '1/9', '3/8', '3/8', '7/9'] -> (7/9 / ((1/9 + (1/9 / 3/8)) - 3/8))
[1161885] ['1/9', '1/9', '3/8', '3/8', '8/5'] -> ((3/8 / (1/9 - (1/9 / 8/5))) / 3/8)
[1161889] ['1/9', '1/9', '3/8', '3/8', '9/4'] -> (((3/8 / 1/9) + 3/8) + (9/4 / 1/9))
[1161892] ['1/9', '1/9', '3/8', '3/8', '9/8'] -> ((((3/8 / 1/9) - 3/8) / 1/9) / 9/8)
[1161893] ['1/9', '1/9', '3/8', '4/3', '4/3'] -> (4/3 / (1/9 - ((1/9 * 3/8) * 4/3)))
[1161894] ['1/9', '1/9', '3/8', '4/3', '4/5'] -> ((4/3 / (1/9 - (1/9 * 3/8))) / 4/5)
[1161897] ['1/9', '1/9', '3/8', '4/3', '5/2'] -> ((3/8 * 4/3) + ((1/9 + 5/2) / 1/9))
[1161899] ['1/9', '1/9', '3/8', '4/3', '5/4'] -> ((4/3 / (1/9 - (1/9 * 3/8))) * 5/4)
[1161908] ['1/9', '1/9', '3/8', '4/3', '7/4'] -> (7/4 / (3/8 * (1/9 + (1/9 / 4/3))))
[1161912] ['1/9', '1/9', '3/8', '4/3', '7/9'] -> ((7/9 / 1/9) / (3/8 - (1/9 / 4/3)))
[1161916] ['1/9', '1/9', '3/8', '4/3', '8/9'] -> (((4/3 / 1/9) / 3/8) - (8/9 / 1/9))
[1161925] ['1/9', '1/9', '3/8', '4/5', '5/2'] -> (((4/5 / (1/9 + 1/9)) / 3/8) * 5/2)
[1161931] ['1/9', '1/9', '3/8', '4/5', '5/9'] -> ((4/5 / 3/8) / ((1/9 / 5/9) - 1/9))
[1161942] ['1/9', '1/9', '3/8', '4/5', '8/5'] -> ((8/5 / (1/9 + 1/9)) / (3/8 * 4/5))
[1161946] ['1/9', '1/9', '3/8', '4/5', '9/4'] -> (9/4 / (3/8 * (1/9 + (1/9 / 4/5))))
[1161953] ['1/9', '1/9', '3/8', '4/7', '5/3'] -> (5/3 / ((3/8 - (1/9 / 4/7)) - 1/9))
[1161961] ['1/9', '1/9', '3/8', '4/7', '7/2'] -> (((4/7 / (1/9 + 1/9)) / 3/8) * 7/2)
[1161962] ['1/9', '1/9', '3/8', '4/7', '7/3'] -> ((4/7 / 3/8) / (1/9 - (1/9 / 7/3)))
[1161975] ['1/9', '1/9', '3/8', '4/7', '9/7'] -> (9/7 / (((1/9 / 1/9) - 3/8) - 4/7))
[1161977] ['1/9', '1/9', '3/8', '4/9', '4/9'] -> ((((1/9 + 4/9) + 4/9) / 1/9) / 3/8)
[1161978] ['1/9', '1/9', '3/8', '4/9', '5/2'] -> (((3/8 * 4/9) / 1/9) + (5/2 / 1/9))
[1161980] ['1/9', '1/9', '3/8', '4/9', '5/4'] -> ((5/4 / 3/8) / ((1/9 / 4/9) - 1/9))
[1161983] ['1/9', '1/9', '3/8', '4/9', '5/8'] -> ((3/8 + (5/8 / 1/9)) / (1/9 / 4/9))
[1161988] ['1/9', '1/9', '3/8', '4/9', '7/3'] -> (7/3 / ((3/8 * (1/9 + 4/9)) - 1/9))
[1162002] ['1/9', '1/9', '3/8', '4/9', '9/8'] -> (((4/9 / 1/9) / 1/9) / (3/8 + 9/8))
[1162005] ['1/9', '1/9', '3/8', '5/2', '5/4'] -> (((5/2 / (1/9 + 1/9)) / 3/8) / 5/4)
[1162012] ['1/9', '1/9', '3/8', '5/2', '7/2'] -> (7/2 / (3/8 * (1/9 + (1/9 * 5/2))))
[1162013] ['1/9', '1/9', '3/8', '5/2', '7/3'] -> ((7/3 / 1/9) / ((3/8 / 1/9) - 5/2))
[1162015] ['1/9', '1/9', '3/8', '5/2', '7/5'] -> (7/5 / (3/8 * (1/9 + (1/9 / 5/2))))
[1162016] ['1/9', '1/9', '3/8', '5/2', '7/6'] -> ((((1/9 / 3/8) + 5/2) / 1/9) - 7/6)
[1162027] ['1/9', '1/9', '3/8', '5/2', '9/8'] -> ((((1/9 * 3/8) + 5/2) / 1/9) + 9/8)
[1162030] ['1/9', '1/9', '3/8', '5/3', '5/6'] -> (((5/3 / (1/9 + 1/9)) / 3/8) / 5/6)
[1162032] ['1/9', '1/9', '3/8', '5/3', '5/8'] -> (((3/8 + 5/3) / 1/9) + (5/8 / 1/9))
[1162034] ['1/9', '1/9', '3/8', '5/3', '6/5'] -> (((5/3 / (1/9 + 1/9)) / 3/8) * 6/5)
[1162050] ['1/9', '1/9', '3/8', '5/3', '9/7'] -> (((5/3 / (1/9 + 3/8)) / 1/9) / 9/7)
[1162051] ['1/9', '1/9', '3/8', '5/3', '9/8'] -> ((3/8 + 9/8) / (1/9 / (1/9 + 5/3)))
[1162055] ['1/9', '1/9', '3/8', '5/4', '5/8'] -> (((5/4 / (1/9 + 1/9)) / 3/8) / 5/8)
[1162058] ['1/9', '1/9', '3/8', '5/4', '6/7'] -> (((5/4 / (1/9 + 3/8)) / 1/9) + 6/7)
[1162067] ['1/9', '1/9', '3/8', '5/4', '8/5'] -> (((5/4 / (1/9 + 1/9)) / 3/8) * 8/5)
[1162072] ['1/9', '1/9', '3/8', '5/4', '9/5'] -> (9/5 / (3/8 * (1/9 + (1/9 / 5/4))))
[1162075] ['1/9', '1/9', '3/8', '5/6', '5/6'] -> ((5/6 + 5/6) / (1/9 - (1/9 * 3/8)))
[1162078] ['1/9', '1/9', '3/8', '5/6', '5/9'] -> (5/9 / ((1/9 * (3/8 + 5/6)) - 1/9))
[1162081] ['1/9', '1/9', '3/8', '5/6', '7/2'] -> (7/2 / (1/9 + ((1/9 * 3/8) * 5/6)))
[1162082] ['1/9', '1/9', '3/8', '5/6', '7/3'] -> ((7/3 / 1/9) / ((1/9 * 3/8) + 5/6))
[1162086] ['1/9', '1/9', '3/8', '5/6', '7/8'] -> (((1/9 + (5/6 / 3/8)) / 1/9) / 7/8)
[1162090] ['1/9', '1/9', '3/8', '5/6', '8/7'] -> (((1/9 + (5/6 / 3/8)) / 1/9) * 8/7)
[1162103] ['1/9', '1/9', '3/8', '5/7', '7/3'] -> ((5/7 / (1/9 - (1/9 * 3/8))) * 7/3)
[1162118] ['1/9', '1/9', '3/8', '5/8', '5/8'] -> ((3/8 + 5/8) / (1/9 - (1/9 * 5/8)))
[1162119] ['1/9', '1/9', '3/8', '5/8', '5/9'] -> (((1/9 + 5/9) / 1/9) / (5/8 - 3/8))
[1162130] ['1/9', '1/9', '3/8', '5/8', '8/5'] -> ((3/8 + 5/8) / (1/9 - (1/9 / 8/5)))
[1162134] ['1/9', '1/9', '3/8', '5/8', '9/4'] -> (((3/8 + (5/8 / 1/9)) / 1/9) / 9/4)
[1162138] ['1/9', '1/9', '3/8', '5/9', '5/9'] -> ((((5/9 + 5/9) - 1/9) / 1/9) / 3/8)
[1162142] ['1/9', '1/9', '3/8', '5/9', '7/3'] -> (((5/9 / (1/9 + 3/8)) / 1/9) * 7/3)
[1162147] ['1/9', '1/9', '3/8', '5/9', '7/9'] -> ((7/9 / 1/9) / ((1/9 + 5/9) - 3/8))
[1162151] ['1/9', '1/9', '3/8', '5/9', '8/9'] -> (8/9 / (((1/9 + 1/9) / 3/8) - 5/9))
[1162159] ['1/9', '1/9', '3/8', '6/5', '7/2'] -> (7/2 / (1/9 + ((1/9 * 3/8) / 6/5)))
[1162172] ['1/9', '1/9', '3/8', '6/5', '9/5'] -> (9/5 / (3/8 * (6/5 - (1/9 / 1/9))))
[1162177] ['1/9', '1/9', '3/8', '6/7', '7/3'] -> (((6/7 / (1/9 + 1/9)) / 3/8) * 7/3)
[1162192] ['1/9', '1/9', '3/8', '7/2', '7/2'] -> (((1/9 + 7/2) + 7/2) / (1/9 / 3/8))
[1162193] ['1/9', '1/9', '3/8', '7/2', '7/3'] -> (7/3 / ((1/9 + 3/8) - (1/9 * 7/2)))
[1162194] ['1/9', '1/9', '3/8', '7/2', '7/4'] -> (((7/2 / (1/9 + 1/9)) / 3/8) / 7/4)
[1162196] ['1/9', '1/9', '3/8', '7/2', '7/6'] -> ((1/9 / (1/9 - (3/8 / 7/2))) / 7/6)
[1162197] ['1/9', '1/9', '3/8', '7/2', '7/8'] -> ((3/8 + (7/2 / 1/9)) - (7/8 / 1/9))
[1162206] ['1/9', '1/9', '3/8', '7/2', '9/7'] -> (9/7 / (3/8 * (1/9 + (1/9 / 7/2))))
[1162208] ['1/9', '1/9', '3/8', '7/3', '7/3'] -> (7/3 / (((1/9 + 3/8) / 7/3) - 1/9))
[1162210] ['1/9', '1/9', '3/8', '7/3', '7/5'] -> ((7/3 / (1/9 - (1/9 * 3/8))) / 7/5)
[1162211] ['1/9', '1/9', '3/8', '7/3', '7/6'] -> (((7/3 / (1/9 + 1/9)) / 3/8) / 7/6)
[1162214] ['1/9', '1/9', '3/8', '7/3', '8/3'] -> ((1/9 + 8/3) / (3/8 - (1/9 * 7/3)))
[1162217] ['1/9', '1/9', '3/8', '7/3', '8/9'] -> (8/9 / ((1/9 / 3/8) - (1/9 * 7/3)))
[1162220] ['1/9', '1/9', '3/8', '7/3', '9/5'] -> (((7/3 / (1/9 + 3/8)) / 1/9) / 9/5)
[1162221] ['1/9', '1/9', '3/8', '7/3', '9/7'] -> (9/7 / (((1/9 / 1/9) / 7/3) - 3/8))
[1162230] ['1/9', '1/9', '3/8', '7/4', '8/7'] -> (((7/4 / (1/9 + 1/9)) / 3/8) * 8/7)
[1162256] ['1/9', '1/9', '3/8', '7/6', '8/9'] -> ((((7/6 / 3/8) - 1/9) / 1/9) * 8/9)
[1162260] ['1/9', '1/9', '3/8', '7/6', '9/7'] -> (9/7 / ((1/9 / 7/6) - (1/9 * 3/8)))
[1162267] ['1/9', '1/9', '3/8', '7/8', '8/9'] -> ((3/8 * 8/9) / (1/9 - (1/9 * 7/8)))
[1162273] ['1/9', '1/9', '3/8', '7/9', '7/9'] -> ((7/9 / 1/9) / ((7/9 - 1/9) - 3/8))
[1162274] ['1/9', '1/9', '3/8', '7/9', '8/3'] -> ((((1/9 + 7/9) / 1/9) / 3/8) + 8/3)
[1162278] ['1/9', '1/9', '3/8', '7/9', '9/2'] -> ((7/9 / 3/8) / (1/9 - (1/9 / 9/2)))
[1162282] ['1/9', '1/9', '3/8', '7/9', '9/8'] -> ((((1/9 + 7/9) / 1/9) / 3/8) * 9/8)
[1162287] ['1/9', '1/9', '3/8', '8/3', '9/2'] -> ((((1/9 / 1/9) / 3/8) + 8/3) * 9/2)
[1162291] ['1/9', '1/9', '3/8', '8/3', '9/8'] -> (((8/3 - (1/9 / 3/8)) / 1/9) * 9/8)
[1162292] ['1/9', '1/9', '3/8', '8/5', '8/5'] -> (((8/5 / 1/9) / 3/8) - (8/5 / 1/9))
[1162301] ['1/9', '1/9', '3/8', '8/7', '8/9'] -> ((3/8 / (1/9 - (1/9 / 8/7))) * 8/9)
[1162305] ['1/9', '1/9', '3/8', '8/7', '9/7'] -> (9/7 / (3/8 * (8/7 - (1/9 / 1/9))))
[1162306] ['1/9', '1/9', '3/8', '8/7', '9/8'] -> ((3/8 / (1/9 - (1/9 / 8/7))) / 9/8)
[1162308] ['1/9', '1/9', '3/8', '8/9', '9/2'] -> (((8/9 - (1/9 / 3/8)) / 1/9) * 9/2)
[1162311] ['1/9', '1/9', '3/8', '8/9', '9/7'] -> ((((8/9 - 1/9) / 1/9) / 3/8) * 9/7)
[1162314] ['1/9', '1/9', '3/8', '9/2', '9/4'] -> (((9/2 / (1/9 + 1/9)) / 3/8) / 9/4)
[1162321] ['1/9', '1/9', '3/8', '9/4', '9/8'] -> (((9/4 / (1/9 + 1/9)) / 3/8) / 9/8)
[1162329] ['1/9', '1/9', '4/3', '4/3', '4/5'] -> (4/3 / ((1/9 / 4/5) - (1/9 / 4/3)))
[1162334] ['1/9', '1/9', '4/3', '4/3', '5/4'] -> (4/3 / ((1/9 * 5/4) - (1/9 / 4/3)))
[1162339] ['1/9', '1/9', '4/3', '4/3', '6/5'] -> (4/3 / ((1/9 * 4/3) - (1/9 / 6/5)))
[1162341] ['1/9', '1/9', '4/3', '4/3', '7/2'] -> ((4/3 * 7/2) / (1/9 + (1/9 / 4/3)))
[1162342] ['1/9', '1/9', '4/3', '4/3', '7/3'] -> ((((4/3 + 7/3) - 1/9) / 1/9) / 4/3)
[1162353] ['1/9', '1/9', '4/3', '4/3', '9/4'] -> (((4/3 - (1/9 * 4/3)) / 1/9) * 9/4)
[1162354] ['1/9', '1/9', '4/3', '4/3', '9/5'] -> ((((1/9 * 4/3) + 4/3) / 1/9) * 9/5)
[1162356] ['1/9', '1/9', '4/3', '4/3', '9/8'] -> (4/3 / (((1/9 * 4/3) * 9/8) - 1/9))
[1162361] ['1/9', '1/9', '4/3', '4/5', '5/3'] -> ((4/3 * 4/5) / (1/9 - (1/9 / 5/3)))
[1162370] ['1/9', '1/9', '4/3', '4/5', '7/3'] -> (7/3 / ((1/9 / (4/3 - 4/5)) - 1/9))
[1162376] ['1/9', '1/9', '4/3', '4/5', '8/3'] -> ((4/3 / 4/5) / (1/9 - (1/9 / 8/3)))
[1162379] ['1/9', '1/9', '4/3', '4/5', '8/9'] -> ((8/9 / 4/3) / ((1/9 / 4/5) - 1/9))
[1162380] ['1/9', '1/9', '4/3', '4/5', '9/2'] -> ((4/3 / (1/9 + (1/9 / 4/5))) * 9/2)
[1162389] ['1/9', '1/9', '4/3', '4/7', '5/4'] -> ((((1/9 + 4/3) / 1/9) / 4/7) + 5/4)
[1162394] ['1/9', '1/9', '4/3', '4/7', '6/5'] -> ((((4/3 / 4/7) - 1/9) / 1/9) * 6/5)
[1162413] ['1/9', '1/9', '4/3', '4/9', '5/2'] -> ((4/3 * 5/2) / ((1/9 / 4/9) - 1/9))
