[475307] ['1/4', '1/9', '2/7', '3/7', '7/9'] -> ((2/7 / ((1/9 / 3/7) - 1/4)) * 7/9)
[488835] ['1/4', '2/3', '3/8', '7/4', '7/8'] -> (((7/4 / (3/8 - 1/4)) / 2/3) / 7/8)
[488836] ['1/4', '2/3', '3/8', '7/4', '7/9'] -> ((2/3 / (1/4 - (3/8 / 7/4))) / 7/9)
[488840] ['1/4', '2/3', '3/8', '7/4', '8/9'] -> (((2/3 + (7/4 / 3/8)) / 1/4) / 8/9)
[488842] ['1/4', '2/3', '3/8', '7/4', '9/4'] -> ((2/3 / ((1/4 * 7/4) - 3/8)) * 9/4)
[488843] ['1/4', '2/3', '3/8', '7/4', '9/5'] -> (((7/4 / (3/8 - 1/4)) - 2/3) * 9/5)
[488844] ['1/4', '2/3', '3/8', '7/4', '9/7'] -> ((2/3 / (1/4 - (3/8 / 7/4))) * 9/7)
[488845] ['1/4', '2/3', '3/8', '7/4', '9/8'] -> (((2/3 + (7/4 / 3/8)) / 1/4) * 9/8)
[488850] ['1/4', '2/3', '3/8', '7/5', '8/3'] -> ((2/3 / (3/8 - (1/4 * 7/5))) - 8/3)
[488859] ['1/4', '2/3', '3/8', '7/6', '7/6'] -> ((7/6 / ((2/3 - 1/4) - 3/8)) / 7/6)
[488861] ['1/4', '2/3', '3/8', '7/6', '7/9'] -> ((((7/6 / 1/4) / 2/3) / 3/8) / 7/9)
[488864] ['1/4', '2/3', '3/8', '7/6', '8/7'] -> (8/7 / (2/3 * ((3/8 / 7/6) - 1/4)))
[488870] ['1/4', '2/3', '3/8', '7/6', '9/8'] -> ((9/8 / 1/4) / (3/8 * (7/6 - 2/3)))
[488871] ['1/4', '2/3', '3/8', '7/8', '7/8'] -> ((7/8 / ((2/3 - 1/4) - 3/8)) / 7/8)
[488873] ['1/4', '2/3', '3/8', '7/8', '8/3'] -> ((3/8 / ((1/4 + 2/3) - 7/8)) * 8/3)
[488882] ['1/4', '2/3', '3/8', '7/9', '7/9'] -> ((7/9 / ((2/3 - 1/4) - 3/8)) / 7/9)
[488887] ['1/4', '2/3', '3/8', '7/9', '9/2'] -> (9/2 / (((3/8 * 7/9) / 2/3) - 1/4))
[488890] ['1/4', '2/3', '3/8', '7/9', '9/7'] -> (9/7 / (((2/3 - 1/4) - 3/8) / 7/9))
[488895] ['1/4', '2/3', '3/8', '8/3', '8/9'] -> ((((8/3 - 2/3) / 1/4) / 3/8) / 8/9)
[488900] ['1/4', '2/3', '3/8', '8/3', '9/8'] -> ((((8/3 - 2/3) / 1/4) / 3/8) * 9/8)
[488916] ['1/4', '2/3', '3/8', '8/9', '8/9'] -> ((8/9 / ((2/3 - 1/4) - 3/8)) / 8/9)
[488924] ['1/4', '2/3', '3/8', '9/2', '9/5'] -> ((2/3 + ((1/4 + 9/2) / 3/8)) * 9/5)
[488925] ['1/4', '2/3', '3/8', '9/2', '9/7'] -> (9/7 / (3/8 / (1/4 + (9/2 / 2/3))))
[488927] ['1/4', '2/3', '3/8', '9/4', '9/4'] -> ((9/4 / ((2/3 - 1/4) - 3/8)) / 9/4)
[488934] ['1/4', '2/3', '3/8', '9/7', '9/7'] -> ((9/7 / ((2/3 - 1/4) - 3/8)) / 9/7)
[488937] ['1/4', '2/3', '4/3', '4/3', '4/3'] -> ((((4/3 + 4/3) + 4/3) / 1/4) / 2/3)
[488943] ['1/4', '2/3', '4/3', '4/3', '5/4'] -> (((2/3 / 1/4) / 4/3) / (4/3 - 5/4))
[488960] ['1/4', '2/3', '4/3', '4/3', '8/9'] -> ((4/3 / 1/4) / ((2/3 + 8/9) - 4/3))
[488970] ['1/4', '2/3', '4/3', '4/5', '5/3'] -> (((4/3 / (4/5 - 2/3)) / 1/4) / 5/3)
[488976] ['1/4', '2/3', '4/3', '4/5', '6/5'] -> (6/5 / ((4/5 - (2/3 / 4/3)) - 1/4))
[488978] ['1/4', '2/3', '4/3', '4/5', '7/2'] -> ((7/2 / 1/4) - (4/3 / (2/3 - 4/5)))
[488986] ['1/4', '2/3', '4/3', '4/5', '8/5'] -> (8/5 / ((4/3 * (4/5 - 1/4)) - 2/3))
[488991] ['1/4', '2/3', '4/3', '4/5', '9/5'] -> (9/5 / (1/4 * (4/5 - (2/3 / 4/3))))
[489005] ['1/4', '2/3', '4/3', '4/7', '7/2'] -> (((4/3 + (2/3 * 4/7)) / 1/4) * 7/2)
[489019] ['1/4', '2/3', '4/3', '4/7', '9/7'] -> (9/7 / ((4/7 / 4/3) - (1/4 / 2/3)))
[489022] ['1/4', '2/3', '4/3', '4/9', '5/2'] -> (5/2 / ((4/3 - (1/4 / 4/9)) - 2/3))
[489024] ['1/4', '2/3', '4/3', '4/9', '5/4'] -> ((4/3 / (4/9 - (1/4 / 2/3))) * 5/4)
[489029] ['1/4', '2/3', '4/3', '4/9', '6/5'] -> ((4/3 / ((2/3 * 4/9) - 1/4)) / 6/5)
[489031] ['1/4', '2/3', '4/3', '4/9', '7/2'] -> (7/2 / (2/3 - ((1/4 + 4/9) / 4/3)))
[489043] ['1/4', '2/3', '4/3', '4/9', '9/4'] -> ((((4/3 + 4/9) / 1/4) / 2/3) * 9/4)
[489078] ['1/4', '2/3', '4/3', '5/3', '6/5'] -> (6/5 / (((2/3 / 4/3) / 5/3) - 1/4))
[489080] ['1/4', '2/3', '4/3', '5/3', '7/2'] -> ((7/2 / 1/4) / ((5/3 / 4/3) - 2/3))
[489081] ['1/4', '2/3', '4/3', '5/3', '7/3'] -> ((4/3 + (5/3 / 1/4)) * (2/3 + 7/3))
[489084] ['1/4', '2/3', '4/3', '5/3', '7/6'] -> (((4/3 + 5/3) / 1/4) / (7/6 - 2/3))
[489085] ['1/4', '2/3', '4/3', '5/3', '7/8'] -> (((5/3 / 1/4) / 4/3) / (7/8 - 2/3))
[489088] ['1/4', '2/3', '4/3', '5/3', '8/5'] -> (8/5 / ((2/3 / 5/3) - (1/4 * 4/3)))
[489092] ['1/4', '2/3', '4/3', '5/3', '9/4'] -> ((4/3 + ((2/3 + 5/3) / 1/4)) * 9/4)
[489103] ['1/4', '2/3', '4/3', '5/4', '7/2'] -> ((7/2 / 1/4) / ((2/3 + 5/4) - 4/3))
[489126] ['1/4', '2/3', '4/3', '5/6', '7/3'] -> ((2/3 + 7/3) / (1/4 * (4/3 - 5/6)))
[489127] ['1/4', '2/3', '4/3', '5/6', '7/4'] -> ((1/4 + 7/4) / (4/3 - (5/6 / 2/3)))
[489144] ['1/4', '2/3', '4/3', '5/7', '6/5'] -> (6/5 / (4/3 - ((1/4 + 2/3) / 5/7)))
[489146] ['1/4', '2/3', '4/3', '5/7', '7/2'] -> ((4/3 + ((2/3 + 5/7) / 1/4)) * 7/2)
[489160] ['1/4', '2/3', '4/3', '5/7', '9/7'] -> (9/7 / (1/4 * (5/7 - (2/3 / 4/3))))
[489167] ['1/4', '2/3', '4/3', '5/8', '7/3'] -> (7/3 / ((2/3 * (4/3 - 1/4)) - 5/8))
[489174] ['1/4', '2/3', '4/3', '5/8', '8/5'] -> (8/5 / (1/4 * (4/3 - (2/3 / 5/8))))
[489178] ['1/4', '2/3', '4/3', '5/8', '9/4'] -> (9/4 / ((5/8 / 4/3) - (1/4 / 2/3)))
[489183] ['1/4', '2/3', '4/3', '5/9', '6/5'] -> (6/5 / ((2/3 / 4/3) - (1/4 / 5/9)))
[489192] ['1/4', '2/3', '4/3', '5/9', '8/3'] -> (8/3 / (2/3 * ((5/9 / 4/3) - 1/4)))
[489193] ['1/4', '2/3', '4/3', '5/9', '8/5'] -> (8/5 / (2/3 - ((1/4 * 4/3) / 5/9)))
[489196] ['1/4', '2/3', '4/3', '5/9', '9/2'] -> (((4/3 + (5/9 / 1/4)) / 2/3) * 9/2)
[489206] ['1/4', '2/3', '4/3', '6/5', '7/5'] -> (7/5 / (1/4 * ((6/5 / 4/3) - 2/3)))
[489210] ['1/4', '2/3', '4/3', '6/5', '8/3'] -> (8/3 / (1/4 * ((4/3 / 6/5) - 2/3)))
[489219] ['1/4', '2/3', '4/3', '6/7', '6/7'] -> (((4/3 / (6/7 - 2/3)) / 1/4) * 6/7)
[489224] ['1/4', '2/3', '4/3', '6/7', '7/6'] -> (((4/3 / (6/7 - 2/3)) / 1/4) / 7/6)
[489229] ['1/4', '2/3', '4/3', '6/7', '8/7'] -> (8/7 / (1/4 * ((2/3 + 6/7) - 4/3)))
[489237] ['1/4', '2/3', '4/3', '7/2', '7/3'] -> (((4/3 + (7/2 / 2/3)) / 1/4) - 7/3)
[489242] ['1/4', '2/3', '4/3', '7/2', '7/9'] -> ((((4/3 + 7/2) / 1/4) - 2/3) / 7/9)
[489243] ['1/4', '2/3', '4/3', '7/2', '8/3'] -> (((2/3 + (4/3 * 7/2)) / 1/4) + 8/3)
[489246] ['1/4', '2/3', '4/3', '7/2', '8/9'] -> (((2/3 + (4/3 * 7/2)) / 1/4) / 8/9)
[489248] ['1/4', '2/3', '4/3', '7/2', '9/4'] -> ((4/3 + ((2/3 * 7/2) / 1/4)) * 9/4)
[489249] ['1/4', '2/3', '4/3', '7/2', '9/5'] -> (((2/3 + (7/2 / 1/4)) - 4/3) * 9/5)
[489250] ['1/4', '2/3', '4/3', '7/2', '9/7'] -> ((((4/3 + 7/2) / 1/4) - 2/3) * 9/7)
[489251] ['1/4', '2/3', '4/3', '7/2', '9/8'] -> (((2/3 + (4/3 * 7/2)) / 1/4) * 9/8)
[489252] ['1/4', '2/3', '4/3', '7/3', '7/3'] -> (((7/3 / 1/4) - 4/3) * (2/3 + 7/3))
[489263] ['1/4', '2/3', '4/3', '7/3', '9/4'] -> ((((2/3 + 7/3) / 1/4) - 4/3) * 9/4)
[489286] ['1/4', '2/3', '4/3', '7/5', '8/5'] -> (8/5 / ((4/3 + 7/5) - (2/3 / 1/4)))
[489298] ['1/4', '2/3', '4/3', '7/6', '8/5'] -> ((((4/3 + 7/6) / 1/4) / 2/3) * 8/5)
[489309] ['1/4', '2/3', '4/3', '7/8', '8/5'] -> (((4/3 / (7/8 - 2/3)) / 1/4) - 8/5)
[489351] ['1/4', '2/3', '4/3', '8/9', '8/9'] -> ((8/9 / 4/3) / ((1/4 + 2/3) - 8/9))
[489353] ['1/4', '2/3', '4/3', '8/9', '9/4'] -> (((4/3 + (8/9 / 2/3)) / 1/4) * 9/4)
[489354] ['1/4', '2/3', '4/3', '8/9', '9/5'] -> ((((4/3 + 8/9) / 1/4) / 2/3) * 9/5)
[489358] ['1/4', '2/3', '4/3', '9/2', '9/4'] -> ((((2/3 * 9/2) / 1/4) - 4/3) * 9/4)
[489360] ['1/4', '2/3', '4/3', '9/2', '9/7'] -> (((4/3 + (9/2 / 1/4)) - 2/3) * 9/7)
[489380] ['1/4', '2/3', '4/5', '4/5', '5/8'] -> (((1/4 * 4/5) + 4/5) / (2/3 - 5/8))
[489381] ['1/4', '2/3', '4/5', '4/5', '5/9'] -> (((2/3 + 4/5) / 1/4) / (4/5 - 5/9))
[489384] ['1/4', '2/3', '4/5', '4/5', '7/2'] -> ((4/5 * 7/2) / ((1/4 + 2/3) - 4/5))
[489389] ['1/4', '2/3', '4/5', '4/5', '7/8'] -> ((4/5 / 4/5) / ((1/4 + 2/3) - 7/8))
[489406] ['1/4', '2/3', '4/5', '4/7', '5/7'] -> (((4/5 / (2/3 - 4/7)) / 1/4) * 5/7)
[489429] ['1/4', '2/3', '4/5', '4/9', '5/3'] -> (((4/5 / (2/3 - 4/9)) / 1/4) * 5/3)
[489431] ['1/4', '2/3', '4/5', '4/9', '5/6'] -> ((4/5 / ((1/4 + 4/9) - 2/3)) * 5/6)
[489434] ['1/4', '2/3', '4/5', '4/9', '5/9'] -> (((4/9 / (4/5 - 2/3)) / 1/4) / 5/9)
[489438] ['1/4', '2/3', '4/5', '4/9', '7/3'] -> (7/3 / (1/4 * ((2/3 / 4/5) - 4/9)))
[489447] ['1/4', '2/3', '4/5', '4/9', '8/9'] -> (8/9 / (4/5 * ((2/3 * 4/9) - 1/4)))
[489450] ['1/4', '2/3', '4/5', '4/9', '9/5'] -> (((4/9 / (4/5 - 2/3)) / 1/4) * 9/5)
[489455] ['1/4', '2/3', '4/5', '5/2', '5/4'] -> ((4/5 / (2/3 - (1/4 * 5/2))) * 5/4)
[489470] ['1/4', '2/3', '4/5', '5/2', '8/5'] -> (8/5 / ((2/3 / 5/2) - (1/4 * 4/5)))
[489474] ['1/4', '2/3', '4/5', '5/2', '9/4'] -> (((2/3 + (4/5 * 5/2)) / 1/4) * 9/4)
[489486] ['1/4', '2/3', '4/5', '5/3', '7/2'] -> (7/2 / (2/3 - ((1/4 * 5/3) / 4/5)))
[489493] ['1/4', '2/3', '4/5', '5/3', '8/3'] -> ((2/3 + ((5/3 / 1/4) / 4/5)) * 8/3)
[489497] ['1/4', '2/3', '4/5', '5/3', '9/2'] -> ((4/5 / ((2/3 / 5/3) - 1/4)) * 9/2)
[489507] ['1/4', '2/3', '4/5', '5/4', '6/5'] -> (6/5 / ((2/3 * (5/4 - 4/5)) - 1/4))
[489509] ['1/4', '2/3', '4/5', '5/4', '7/2'] -> (7/2 / (((1/4 + 2/3) - 4/5) * 5/4))
[489529] ['1/4', '2/3', '4/5', '5/6', '6/5'] -> (6/5 / ((5/6 - (2/3 * 4/5)) - 1/4))
[489532] ['1/4', '2/3', '4/5', '5/6', '7/3'] -> (7/3 / (((1/4 + 2/3) - 4/5) * 5/6))
[489538] ['1/4', '2/3', '4/5', '5/6', '8/3'] -> (8/3 / (((1/4 * 2/3) * 4/5) * 5/6))
[489539] ['1/4', '2/3', '4/5', '5/6', '8/5'] -> (8/5 / (4/5 * ((1/4 + 2/3) - 5/6)))
[489542] ['1/4', '2/3', '4/5', '5/6', '9/2'] -> (((2/3 + (4/5 * 5/6)) / 1/4) * 9/2)
[489543] ['1/4', '2/3', '4/5', '5/6', '9/4'] -> (9/4 / (1/4 * ((5/6 / 4/5) - 2/3)))
[489547] ['1/4', '2/3', '4/5', '5/7', '5/7'] -> (5/7 / (1/4 * ((2/3 / 4/5) - 5/7)))
[489550] ['1/4', '2/3', '4/5', '5/7', '6/5'] -> (6/5 / ((1/4 + 4/5) * (5/7 - 2/3)))
[489580] ['1/4', '2/3', '4/5', '5/8', '8/5'] -> (8/5 / (1/4 * ((2/3 / 5/8) - 4/5)))
[489583] ['1/4', '2/3', '4/5', '5/8', '9/2'] -> ((((2/3 / 1/4) / 4/5) / 5/8) * 9/2)
[489585] ['1/4', '2/3', '4/5', '5/8', '9/5'] -> (9/5 / ((2/3 * (1/4 + 4/5)) - 5/8))
[489610] ['1/4', '2/3', '4/5', '6/5', '7/3'] -> ((6/5 / ((1/4 + 2/3) - 4/5)) * 7/3)
[489616] ['1/4', '2/3', '4/5', '6/5', '8/3'] -> ((((6/5 / 1/4) / 2/3) / 4/5) * 8/3)
[489621] ['1/4', '2/3', '4/5', '6/5', '9/4'] -> ((((2/3 + 4/5) + 6/5) / 1/4) * 9/4)
[489622] ['1/4', '2/3', '4/5', '6/5', '9/5'] -> (9/5 / ((1/4 / 6/5) - (4/5 - 2/3)))
[489634] ['1/4', '2/3', '4/5', '6/7', '8/5'] -> (8/5 / (1/4 * ((4/5 / 6/7) - 2/3)))
[489635] ['1/4', '2/3', '4/5', '6/7', '8/7'] -> (8/7 / (4/5 * ((1/4 + 2/3) - 6/7)))
[489651] ['1/4', '2/3', '4/5', '7/2', '8/7'] -> (8/7 / (4/5 * (1/4 - (2/3 / 7/2))))
[489664] ['1/4', '2/3', '4/5', '7/3', '8/3'] -> ((((7/3 / 4/5) - 2/3) / 1/4) * 8/3)
[489668] ['1/4', '2/3', '4/5', '7/3', '9/2'] -> (((4/5 * (7/3 - 2/3)) / 1/4) * 9/2)
[489670] ['1/4', '2/3', '4/5', '7/3', '9/5'] -> (9/5 / (((1/4 * 7/3) / 2/3) - 4/5))
[489674] ['1/4', '2/3', '4/5', '7/4', '7/5'] -> (7/5 / ((1/4 * (4/5 - 2/3)) * 7/4))
[489707] ['1/4', '2/3', '4/5', '7/6', '9/2'] -> (9/2 / ((7/6 - (1/4 / 4/5)) - 2/3))
[489709] ['1/4', '2/3', '4/5', '7/6', '9/5'] -> (9/5 / (1/4 * ((2/3 + 4/5) - 7/6)))
[489719] ['1/4', '2/3', '4/5', '7/8', '9/4'] -> (((7/8 / (4/5 - 2/3)) / 1/4) - 9/4)
[489720] ['1/4', '2/3', '4/5', '7/8', '9/5'] -> (9/5 / (((4/5 / 2/3) - 1/4) - 7/8))
[489746] ['1/4', '2/3', '4/5', '8/5', '9/4'] -> (((2/3 + (8/5 / 4/5)) / 1/4) * 9/4)
[489750] ['1/4', '2/3', '4/5', '8/7', '8/7'] -> (8/7 / ((4/5 * (8/7 - 1/4)) - 2/3))
[489767] ['1/4', '2/3', '4/5', '9/2', '9/8'] -> (9/8 / (1/4 / ((2/3 / 4/5) + 9/2)))
[489769] ['1/4', '2/3', '4/5', '9/4', '9/5'] -> (9/5 / ((1/4 * (4/5 - 2/3)) * 9/4))
[489772] ['1/4', '2/3', '4/5', '9/5', '9/5'] -> (9/5 / ((1/4 / (4/5 - 2/3)) - 9/5))
[489778] ['1/4', '2/3', '4/7', '4/7', '4/7'] -> (4/7 / (4/7 - (2/3 * (1/4 + 4/7))))
[489783] ['1/4', '2/3', '4/7', '4/7', '5/6'] -> (((4/7 / 1/4) / 4/7) / (5/6 - 2/3))
[489789] ['1/4', '2/3', '4/7', '4/7', '7/2'] -> ((((4/7 + 4/7) / 1/4) / 2/3) * 7/2)
[489794] ['1/4', '2/3', '4/7', '4/7', '7/8'] -> ((4/7 / 4/7) / ((1/4 + 2/3) - 7/8))
[489795] ['1/4', '2/3', '4/7', '4/7', '7/9'] -> (((2/3 + 4/7) / 1/4) / (7/9 - 4/7))
[489816] ['1/4', '2/3', '4/7', '4/9', '7/3'] -> (((4/7 / (2/3 - 4/9)) / 1/4) * 7/3)
[489819] ['1/4', '2/3', '4/7', '4/9', '7/6'] -> ((4/7 / ((1/4 + 4/9) - 2/3)) * 7/6)
[489820] ['1/4', '2/3', '4/7', '4/9', '7/8'] -> (((2/3 / (4/7 - 4/9)) / 1/4) / 7/8)
[489824] ['1/4', '2/3', '4/7', '4/9', '8/7'] -> (((2/3 / (4/7 - 4/9)) / 1/4) * 8/7)
[489829] ['1/4', '2/3', '4/7', '4/9', '9/7'] -> (9/7 / ((1/4 * (2/3 - 4/7)) / 4/9))
[489839] ['1/4', '2/3', '4/7', '5/2', '6/7'] -> (6/7 / (2/3 * ((1/4 * 5/2) - 4/7)))
[489842] ['1/4', '2/3', '4/7', '5/2', '7/4'] -> ((4/7 / (2/3 - (1/4 * 5/2))) * 7/4)
[489852] ['1/4', '2/3', '4/7', '5/2', '9/4'] -> ((((5/2 / 1/4) / 2/3) / 4/7) - 9/4)
[489854] ['1/4', '2/3', '4/7', '5/2', '9/7'] -> (9/7 / (4/7 / (2/3 + (5/2 / 1/4))))
[489871] ['1/4', '2/3', '4/7', '5/3', '8/3'] -> ((((5/3 / 4/7) - 2/3) / 1/4) * 8/3)
[489873] ['1/4', '2/3', '4/7', '5/3', '8/7'] -> (8/7 / ((2/3 + 5/3) - (4/7 / 1/4)))
[489875] ['1/4', '2/3', '4/7', '5/3', '9/2'] -> (((2/3 + 5/3) / (1/4 / 4/7)) * 9/2)
[489878] ['1/4', '2/3', '4/7', '5/3', '9/7'] -> (9/7 / (((1/4 * 5/3) / 2/3) - 4/7))
[489882] ['1/4', '2/3', '4/7', '5/4', '5/7'] -> (5/7 / ((1/4 * (2/3 - 4/7)) * 5/4))
[489887] ['1/4', '2/3', '4/7', '5/4', '7/2'] -> (7/2 / ((5/4 - (1/4 / 4/7)) - 2/3))
[489892] ['1/4', '2/3', '4/7', '5/4', '7/8'] -> ((1/4 / ((5/4 - 2/3) - 4/7)) / 7/8)
[489896] ['1/4', '2/3', '4/7', '5/4', '8/7'] -> ((1/4 / ((5/4 - 2/3) - 4/7)) * 8/7)
[489909] ['1/4', '2/3', '4/7', '5/6', '7/2'] -> ((4/7 / ((1/4 + 2/3) - 5/6)) * 7/2)
[489911] ['1/4', '2/3', '4/7', '5/6', '7/4'] -> (((4/7 / (5/6 - 2/3)) / 1/4) * 7/4)
[489944] ['1/4', '2/3', '4/7', '5/7', '9/7'] -> (9/7 / ((1/4 * (5/7 - 4/7)) / 2/3))
[489962] ['1/4', '2/3', '4/7', '5/8', '9/4'] -> (((5/8 / (2/3 - 4/7)) / 1/4) - 9/4)
[489973] ['1/4', '2/3', '4/7', '5/9', '7/6'] -> (((4/7 / (2/3 - 5/9)) / 1/4) * 7/6)
[489996] ['1/4', '2/3', '4/7', '6/5', '8/7'] -> (8/7 / (1/4 * (2/3 - (4/7 / 6/5))))
[490004] ['1/4', '2/3', '4/7', '6/7', '7/2'] -> ((((4/7 / 2/3) + 6/7) / 1/4) * 7/2)
[490010] ['1/4', '2/3', '4/7', '6/7', '7/9'] -> ((2/3 / ((6/7 - 1/4) - 4/7)) / 7/9)
[490011] ['1/4', '2/3', '4/7', '6/7', '8/3'] -> ((((6/7 / 1/4) / 2/3) / 4/7) * 8/3)
[490016] ['1/4', '2/3', '4/7', '6/7', '9/4'] -> ((((2/3 + 6/7) / 1/4) / 4/7) * 9/4)
[490018] ['1/4', '2/3', '4/7', '6/7', '9/7'] -> ((2/3 / ((6/7 - 1/4) - 4/7)) * 9/7)
[490024] ['1/4', '2/3', '4/7', '7/2', '7/6'] -> ((2/3 + ((7/2 / 1/4) / 4/7)) - 7/6)
[490032] ['1/4', '2/3', '4/7', '7/2', '9/4'] -> (((2/3 + (4/7 * 7/2)) / 1/4) * 9/4)
[490034] ['1/4', '2/3', '4/7', '7/2', '9/7'] -> (9/7 / (1/4 / ((2/3 / 4/7) + 7/2)))
[490040] ['1/4', '2/3', '4/7', '7/3', '7/8'] -> ((((2/3 + 7/3) / 1/4) / 4/7) / 7/8)
[490054] ['1/4', '2/3', '4/7', '7/4', '7/8'] -> (((1/4 + 7/4) / (2/3 - 4/7)) / 7/8)
[490065] ['1/4', '2/3', '4/7', '7/5', '7/5'] -> (7/5 / (1/4 * (7/5 - (2/3 / 4/7))))
[490081] ['1/4', '2/3', '4/7', '7/6', '8/3'] -> (8/3 / (((1/4 * 2/3) * 4/7) * 7/6))
[490085] ['1/4', '2/3', '4/7', '7/6', '9/2'] -> (((2/3 + (4/7 * 7/6)) / 1/4) * 9/2)
[490090] ['1/4', '2/3', '4/7', '7/8', '7/8'] -> ((1/4 / ((2/3 * 7/8) - 4/7)) / 7/8)
[490111] ['1/4', '2/3', '4/7', '8/3', '8/3'] -> (((2/3 + (8/3 / 4/7)) / 1/4) + 8/3)
[490113] ['1/4', '2/3', '4/7', '8/3', '8/7'] -> (8/7 / ((4/7 / 8/3) - (1/4 * 2/3)))
[490118] ['1/4', '2/3', '4/7', '8/3', '9/7'] -> ((2/3 / (1/4 - (4/7 / 8/3))) * 9/7)
[490119] ['1/4', '2/3', '4/7', '8/3', '9/8'] -> (9/8 / (1/4 / (2/3 + (8/3 / 4/7))))
[490131] ['1/4', '2/3', '4/7', '8/7', '9/4'] -> (((2/3 + (8/7 / 4/7)) / 1/4) * 9/4)
[490142] ['1/4', '2/3', '4/7', '9/2', '9/4'] -> ((4/7 * (2/3 + (9/2 / 1/4))) * 9/4)
[490146] ['1/4', '2/3', '4/7', '9/4', '9/4'] -> (((1/4 + 9/4) / (2/3 - 4/7)) - 9/4)
[490153] ['1/4', '2/3', '4/7', '9/7', '9/7'] -> (9/7 / (9/7 - ((1/4 + 4/7) / 2/3)))
[490156] ['1/4', '2/3', '4/9', '4/9', '4/9'] -> (4/9 / ((2/3 * (1/4 + 4/9)) - 4/9))
[490160] ['1/4', '2/3', '4/9', '4/9', '5/6'] -> (((4/9 / 1/4) / 4/9) / (5/6 - 2/3))
[490163] ['1/4', '2/3', '4/9', '4/9', '5/9'] -> (((4/9 / 1/4) / 2/3) / (5/9 - 4/9))
[490171] ['1/4', '2/3', '4/9', '4/9', '7/8'] -> ((4/9 / 4/9) / ((1/4 + 2/3) - 7/8))
[490177] ['1/4', '2/3', '4/9', '4/9', '9/2'] -> ((((4/9 + 4/9) / 1/4) / 2/3) * 9/2)
[490185] ['1/4', '2/3', '4/9', '5/2', '5/6'] -> ((2/3 + ((5/2 / 1/4) / 4/9)) + 5/6)
[490187] ['1/4', '2/3', '4/9', '5/2', '5/8'] -> ((((2/3 * 5/2) / 1/4) / 4/9) / 5/8)
[490195] ['1/4', '2/3', '4/9', '5/2', '7/6'] -> (((2/3 + (5/2 / 4/9)) / 1/4) - 7/6)
[490196] ['1/4', '2/3', '4/9', '5/2', '7/8'] -> ((((5/2 / 1/4) - 2/3) / 4/9) / 7/8)
[490199] ['1/4', '2/3', '4/9', '5/2', '8/5'] -> ((((2/3 * 5/2) / 1/4) / 4/9) * 8/5)
[490200] ['1/4', '2/3', '4/9', '5/2', '8/7'] -> ((((5/2 / 1/4) - 2/3) / 4/9) * 8/7)
[490207] ['1/4', '2/3', '4/9', '5/3', '5/3'] -> ((2/3 / ((4/9 / 5/3) - 1/4)) / 5/3)
[490208] ['1/4', '2/3', '4/9', '5/3', '5/4'] -> (((5/3 / (2/3 - 4/9)) / 1/4) / 5/4)
[490220] ['1/4', '2/3', '4/9', '5/3', '7/8'] -> ((((2/3 + 5/3) / 1/4) / 4/9) / 7/8)
[490223] ['1/4', '2/3', '4/9', '5/3', '8/5'] -> (8/5 / (4/9 * ((2/3 / 5/3) - 1/4)))
[490224] ['1/4', '2/3', '4/9', '5/3', '8/7'] -> ((((2/3 + 5/3) / 1/4) / 4/9) * 8/7)
[490227] ['1/4', '2/3', '4/9', '5/3', '9/4'] -> (((4/9 + (5/3 / 1/4)) / 2/3) * 9/4)
[490243] ['1/4', '2/3', '4/9', '5/4', '7/8'] -> (7/8 / (((1/4 * 5/4) / 4/9) - 2/3))
[490248] ['1/4', '2/3', '4/9', '5/4', '8/9'] -> ((5/4 / ((2/3 * 4/9) - 1/4)) * 8/9)
[490253] ['1/4', '2/3', '4/9', '5/4', '9/8'] -> ((5/4 / ((2/3 * 4/9) - 1/4)) / 9/8)
[490256] ['1/4', '2/3', '4/9', '5/6', '5/8'] -> (((5/6 / (2/3 - 4/9)) / 1/4) / 5/8)
[490257] ['1/4', '2/3', '4/9', '5/6', '5/9'] -> (5/9 / (((1/4 + 4/9) - 2/3) * 5/6))
[490260] ['1/4', '2/3', '4/9', '5/6', '7/2'] -> (((2/3 / (5/6 - 4/9)) / 1/4) * 7/2)
[490267] ['1/4', '2/3', '4/9', '5/6', '8/3'] -> (((2/3 + (5/6 / 1/4)) / 4/9) * 8/3)
[490268] ['1/4', '2/3', '4/9', '5/6', '8/5'] -> (((5/6 / (2/3 - 4/9)) / 1/4) * 8/5)
[490270] ['1/4', '2/3', '4/9', '5/6', '8/9'] -> (8/9 / (4/9 * ((1/4 + 2/3) - 5/6)))
[490272] ['1/4', '2/3', '4/9', '5/6', '9/4'] -> (((4/9 / (5/6 - 2/3)) / 1/4) * 9/4)
[490276] ['1/4', '2/3', '4/9', '5/7', '5/7'] -> ((2/3 / ((5/7 - 1/4) - 4/9)) * 5/7)
[490281] ['1/4', '2/3', '4/9', '5/7', '7/2'] -> (7/2 / ((2/3 - (1/4 / 4/9)) / 5/7))
[490282] ['1/4', '2/3', '4/9', '5/7', '7/3'] -> ((5/7 / (4/9 - (1/4 / 2/3))) * 7/3)
[490284] ['1/4', '2/3', '4/9', '5/7', '7/5'] -> ((2/3 / ((5/7 - 1/4) - 4/9)) / 7/5)
[490297] ['1/4', '2/3', '4/9', '5/8', '5/8'] -> ((2/3 / (4/9 - (1/4 / 5/8))) / 5/8)
