[2054536] ['5/6', '5/6', '7/4', '9/2', '9/4'] -> ((9/2 / ((7/4 - 5/6) - 5/6)) / 9/4)
[2062617] ['5/6', '7/3', '7/3', '7/6', '8/5'] -> (8/5 / (((7/3 / 5/6) / 7/6) - 7/3))
[2062627] ['5/6', '7/3', '7/3', '7/8', '8/3'] -> (8/3 / (7/3 - ((5/6 * 7/3) / 7/8)))
[2062629] ['5/6', '7/3', '7/3', '7/8', '8/7'] -> (8/7 / ((7/3 / 7/3) - (5/6 / 7/8)))
[2062636] ['5/6', '7/3', '7/3', '7/9', '7/9'] -> (((7/3 + 7/9) / (5/6 - 7/9)) / 7/3)
[2062638] ['5/6', '7/3', '7/3', '7/9', '8/5'] -> (8/5 / ((7/3 / 7/3) - (7/9 / 5/6)))
[2062640] ['5/6', '7/3', '7/3', '7/9', '8/9'] -> (((7/3 + 7/9) / 7/3) / (8/9 - 5/6))
[2062641] ['5/6', '7/3', '7/3', '7/9', '9/2'] -> ((5/6 + 9/2) / ((7/3 / 7/3) - 7/9))
[2062645] ['5/6', '7/3', '7/3', '7/9', '9/8'] -> (((7/3 * 7/3) / 7/9) / (9/8 - 5/6))
[2062648] ['5/6', '7/3', '7/3', '8/3', '8/7'] -> ((7/3 * 8/7) / (7/3 - (5/6 * 8/3)))
[2062655] ['5/6', '7/3', '7/3', '8/5', '8/5'] -> (8/5 / (((7/3 - 5/6) * 8/5) - 7/3))
[2062663] ['5/6', '7/3', '7/3', '8/7', '8/7'] -> (8/7 / ((7/3 / 7/3) - (5/6 * 8/7)))
[2062671] ['5/6', '7/3', '7/3', '8/9', '9/2'] -> ((8/9 / ((7/3 / 7/3) - 5/6)) * 9/2)
[2062680] ['5/6', '7/3', '7/3', '9/2', '9/8'] -> ((9/2 / ((7/3 / 7/3) - 5/6)) / 9/8)
[2062689] ['5/6', '7/3', '7/3', '9/7', '9/8'] -> (((7/3 * 7/3) * 9/7) / (9/8 - 5/6))
[2062698] ['5/6', '7/3', '7/4', '7/4', '8/7'] -> ((7/4 * 8/7) / (5/6 - (7/4 / 7/3)))
[2062700] ['5/6', '7/3', '7/4', '7/4', '9/2'] -> (9/2 / (((7/3 - 7/4) * 7/4) - 5/6))
[2062711] ['5/6', '7/3', '7/4', '7/5', '8/7'] -> (8/7 / ((5/6 / (7/4 - 7/5)) - 7/3))
[2062722] ['5/6', '7/3', '7/4', '7/6', '8/5'] -> (8/5 / ((7/6 / 5/6) - (7/3 / 7/4)))
[2062725] ['5/6', '7/3', '7/4', '7/6', '9/2'] -> ((7/4 * (7/3 + (5/6 / 7/6))) * 9/2)
[2062733] ['5/6', '7/3', '7/4', '7/8', '8/5'] -> (8/5 / (((7/4 / 5/6) / 7/8) - 7/3))
[2062751] ['5/6', '7/3', '7/4', '8/3', '8/3'] -> (8/3 / (((7/4 - 5/6) * 8/3) - 7/3))
[2062755] ['5/6', '7/3', '7/4', '8/3', '9/2'] -> ((8/3 / ((7/3 / 7/4) - 5/6)) * 9/2)
[2062756] ['5/6', '7/3', '7/4', '8/3', '9/4'] -> ((8/3 / ((5/6 + 7/4) - 7/3)) * 9/4)
[2062766] ['5/6', '7/3', '7/4', '8/5', '9/7'] -> (9/7 / ((5/6 * (7/4 - 8/5)) / 7/3))
[2062775] ['5/6', '7/3', '7/4', '8/9', '8/9'] -> (8/9 / (7/3 - ((5/6 + 7/4) * 8/9)))
[2062776] ['5/6', '7/3', '7/4', '8/9', '9/2'] -> (9/2 / ((5/6 / 8/9) - (7/4 / 7/3)))
[2062777] ['5/6', '7/3', '7/4', '8/9', '9/4'] -> ((8/9 / (5/6 - (7/4 / 7/3))) * 9/4)
[2062788] ['5/6', '7/3', '7/4', '9/4', '9/7'] -> (9/7 / (((5/6 * 9/4) - 7/4) / 7/3))
[2062789] ['5/6', '7/3', '7/4', '9/4', '9/8'] -> ((9/4 / (5/6 - (7/4 / 7/3))) / 9/8)
[2062800] ['5/6', '7/3', '7/5', '7/5', '8/3'] -> ((7/5 / 7/5) / ((7/3 / 8/3) - 5/6))
[2062813] ['5/6', '7/3', '7/5', '7/6', '8/5'] -> (8/5 / ((7/5 - (7/6 / 7/3)) - 5/6))
[2062827] ['5/6', '7/3', '7/5', '7/8', '9/2'] -> (((7/3 / (7/5 - 7/8)) / 5/6) * 9/2)
[2062834] ['5/6', '7/3', '7/5', '7/9', '8/5'] -> (8/5 / ((7/5 / (7/3 - 7/9)) - 5/6))
[2062842] ['5/6', '7/3', '7/5', '8/3', '8/3'] -> ((8/3 / ((7/3 - 5/6) - 7/5)) - 8/3)
[2062843] ['5/6', '7/3', '7/5', '8/3', '8/5'] -> (8/5 / ((7/3 * 7/5) - (8/3 / 5/6)))
[2062844] ['5/6', '7/3', '7/5', '8/3', '8/7'] -> (8/7 / (7/3 - ((8/3 / 5/6) / 7/5)))
[2062866] ['5/6', '7/3', '7/5', '8/9', '8/9'] -> (8/9 / (5/6 * ((7/3 - 7/5) - 8/9)))
[2062869] ['5/6', '7/3', '7/5', '8/9', '9/5'] -> (9/5 / ((5/6 + (7/5 / 8/9)) - 7/3))
[2062872] ['5/6', '7/3', '7/5', '9/2', '9/2'] -> ((((7/3 / 7/5) + 9/2) - 5/6) * 9/2)
[2062890] ['5/6', '7/3', '7/6', '7/6', '8/3'] -> ((7/6 / 7/6) / ((7/3 / 8/3) - 5/6))
[2062903] ['5/6', '7/3', '7/6', '7/8', '8/7'] -> (8/7 / (7/3 - ((5/6 + 7/6) / 7/8)))
[2062918] ['5/6', '7/3', '7/6', '7/9', '9/7'] -> (((7/6 / (5/6 - 7/9)) - 7/3) * 9/7)
[2062922] ['5/6', '7/3', '7/6', '8/3', '8/7'] -> (8/7 / (((5/6 + 7/3) / 7/6) - 8/3))
[2062927] ['5/6', '7/3', '7/6', '8/3', '9/7'] -> (((7/3 * 8/3) / (7/6 - 5/6)) * 9/7)
[2062932] ['5/6', '7/3', '7/6', '8/5', '9/2'] -> (((7/3 + (7/6 / 5/6)) + 8/5) * 9/2)
[2062937] ['5/6', '7/3', '7/6', '8/7', '8/7'] -> (8/7 / (7/3 - ((5/6 + 7/6) * 8/7)))
[2062944] ['5/6', '7/3', '7/6', '8/9', '8/9'] -> (8/9 / ((5/6 * (7/3 - 8/9)) - 7/6))
[2062950] ['5/6', '7/3', '7/6', '9/2', '9/2'] -> ((((5/6 + 7/3) + 7/6) * 9/2) + 9/2)
[2062951] ['5/6', '7/3', '7/6', '9/2', '9/4'] -> (((5/6 + 9/2) / (7/6 / 7/3)) * 9/4)
[2062973] ['5/6', '7/3', '7/8', '7/8', '9/5'] -> ((7/3 * 9/5) / ((7/8 / 5/6) - 7/8))
[2063025] ['5/6', '7/3', '7/8', '9/5', '9/5'] -> (9/5 / ((5/6 + (7/8 * 9/5)) - 7/3))
[2063028] ['5/6', '7/3', '7/8', '9/7', '9/7'] -> (9/7 / ((9/7 - (5/6 / 7/3)) - 7/8))
[2063032] ['5/6', '7/3', '7/9', '7/9', '8/3'] -> ((7/9 / 7/9) / ((7/3 / 8/3) - 5/6))
[2063033] ['5/6', '7/3', '7/9', '7/9', '8/5'] -> ((7/3 * 8/5) / ((7/9 / 5/6) - 7/9))
[2063037] ['5/6', '7/3', '7/9', '7/9', '9/4'] -> (((7/3 / (5/6 - 7/9)) / 7/9) / 9/4)
[2063041] ['5/6', '7/3', '7/9', '8/3', '8/3'] -> (8/3 / (7/9 - (7/3 / (5/6 + 8/3))))
[2063048] ['5/6', '7/3', '7/9', '8/3', '9/7'] -> (9/7 / (((7/3 / 8/3) - 5/6) / 7/9))
[2063052] ['5/6', '7/3', '7/9', '8/5', '8/9'] -> (8/9 / (5/6 * ((7/9 + 8/5) - 7/3)))
[2063054] ['5/6', '7/3', '7/9', '8/5', '9/4'] -> (((7/3 / (5/6 - 7/9)) / 8/5) - 9/4)
[2063078] ['5/6', '7/3', '7/9', '9/4', '9/7'] -> (9/7 / (((5/6 - 7/9) * 9/4) / 7/3))
[2063086] ['5/6', '7/3', '8/3', '8/3', '8/3'] -> ((8/3 / ((7/3 / 8/3) - 5/6)) / 8/3)
[2063090] ['5/6', '7/3', '8/3', '8/3', '9/2'] -> ((8/3 * 9/2) / ((5/6 + 7/3) - 8/3))
[2063095] ['5/6', '7/3', '8/3', '8/5', '8/5'] -> (8/5 / (((7/3 / 8/3) - 5/6) * 8/5))
[2063103] ['5/6', '7/3', '8/3', '8/7', '8/7'] -> (8/7 / (((7/3 / 8/3) - 5/6) * 8/7))
[2063106] ['5/6', '7/3', '8/3', '8/7', '9/4'] -> (((7/3 * (8/3 + 8/7)) / 5/6) * 9/4)
[2063110] ['5/6', '7/3', '8/3', '8/9', '8/9'] -> (8/9 / (((7/3 / 8/3) - 5/6) * 8/9))
[2063115] ['5/6', '7/3', '8/3', '8/9', '9/8'] -> (9/8 / (((7/3 / 8/3) - 5/6) / 8/9))
[2063117] ['5/6', '7/3', '8/3', '9/2', '9/4'] -> ((((5/6 + 7/3) + 8/3) * 9/2) - 9/4)
[2063120] ['5/6', '7/3', '8/3', '9/2', '9/8'] -> ((((7/3 + 8/3) * 9/2) / 5/6) / 9/8)
[2063121] ['5/6', '7/3', '8/3', '9/4', '9/4'] -> (9/4 / (((7/3 / 8/3) - 5/6) * 9/4))
[2063125] ['5/6', '7/3', '8/3', '9/5', '9/5'] -> ((9/5 / ((7/3 / 8/3) - 5/6)) / 9/5)
[2063128] ['5/6', '7/3', '8/3', '9/7', '9/7'] -> ((9/7 / ((7/3 / 8/3) - 5/6)) / 9/7)
[2063139] ['5/6', '7/3', '8/5', '8/7', '8/7'] -> (8/7 / (7/3 - (5/6 * (8/5 + 8/7))))
[2063141] ['5/6', '7/3', '8/5', '8/7', '9/2'] -> (((5/6 * 7/3) * (8/5 + 8/7)) * 9/2)
[2063148] ['5/6', '7/3', '8/5', '8/9', '9/4'] -> (((7/3 / (8/9 - 5/6)) / 8/5) - 9/4)
[2063157] ['5/6', '7/3', '8/5', '9/4', '9/4'] -> (9/4 / ((7/3 - (9/4 / 8/5)) - 5/6))
[2063169] ['5/6', '7/3', '8/7', '8/7', '9/2'] -> (9/2 / ((7/3 / (8/7 + 8/7)) - 5/6))
[2063189] ['5/6', '7/3', '8/7', '9/5', '9/5'] -> (9/5 / ((5/6 + (9/5 / 8/7)) - 7/3))
[2063197] ['5/6', '7/3', '8/9', '8/9', '9/4'] -> ((7/3 / (5/6 - (8/9 * 8/9))) / 9/4)
[2063201] ['5/6', '7/3', '8/9', '9/2', '9/2'] -> ((8/9 * ((7/3 + 9/2) - 5/6)) * 9/2)
[2063203] ['5/6', '7/3', '8/9', '9/2', '9/5'] -> ((8/9 + (7/3 * (5/6 + 9/2))) * 9/5)
[2063207] ['5/6', '7/3', '8/9', '9/4', '9/5'] -> (9/5 / ((9/4 / 5/6) - (7/3 / 8/9)))
[2063208] ['5/6', '7/3', '8/9', '9/4', '9/7'] -> (9/7 / (((8/9 - 5/6) * 9/4) / 7/3))
[2063213] ['5/6', '7/3', '8/9', '9/7', '9/7'] -> (9/7 / ((7/3 - (9/7 / 8/9)) - 5/6))
[2063216] ['5/6', '7/3', '9/2', '9/2', '9/2'] -> (((5/6 + 7/3) * (9/2 + 9/2)) - 9/2)
[2063217] ['5/6', '7/3', '9/2', '9/2', '9/4'] -> (((7/3 + (9/2 * 9/2)) - 5/6) + 9/4)
[2063223] ['5/6', '7/3', '9/2', '9/4', '9/7'] -> (9/7 / ((9/2 / 7/3) - (5/6 * 9/4)))
[2063258] ['5/6', '7/4', '7/4', '7/4', '8/7'] -> (7/4 / ((7/4 / 8/7) - (5/6 * 7/4)))
[2063261] ['5/6', '7/4', '7/4', '7/4', '9/4'] -> ((7/4 + 9/4) / ((7/4 / 7/4) - 5/6))
[2063262] ['5/6', '7/4', '7/4', '7/4', '9/5'] -> (((7/4 / (9/5 - 7/4)) / 5/6) / 7/4)
[2063265] ['5/6', '7/4', '7/4', '7/5', '7/5'] -> ((7/5 / 7/4) / (5/6 - (7/5 / 7/4)))
[2063278] ['5/6', '7/4', '7/4', '7/6', '7/6'] -> (7/6 / (7/4 - ((5/6 * 7/4) * 7/6)))
[2063285] ['5/6', '7/4', '7/4', '7/6', '9/2'] -> (9/2 / ((7/4 * (7/4 - 7/6)) - 5/6))
[2063286] ['5/6', '7/4', '7/4', '7/6', '9/4'] -> ((7/4 + 9/4) / (5/6 - (7/6 / 7/4)))
[2063292] ['5/6', '7/4', '7/4', '7/8', '8/3'] -> ((7/4 / 7/8) / ((8/3 - 5/6) - 7/4))
[2063294] ['5/6', '7/4', '7/4', '7/8', '8/7'] -> (8/7 / ((7/4 / 7/4) - (5/6 / 7/8)))
[2063303] ['5/6', '7/4', '7/4', '7/9', '8/5'] -> (8/5 / ((7/4 / 7/4) - (7/9 / 5/6)))
[2063311] ['5/6', '7/4', '7/4', '8/3', '8/3'] -> ((5/6 + ((7/4 * 7/4) * 8/3)) * 8/3)
[2063313] ['5/6', '7/4', '7/4', '8/3', '8/7'] -> ((7/4 * 8/7) / ((8/3 - 5/6) - 7/4))
[2063315] ['5/6', '7/4', '7/4', '8/3', '9/2'] -> ((((7/4 + 7/4) + 8/3) - 5/6) * 9/2)
[2063328] ['5/6', '7/4', '7/4', '8/7', '8/7'] -> (8/7 / ((7/4 / 7/4) - (5/6 * 8/7)))
[2063336] ['5/6', '7/4', '7/4', '8/9', '9/2'] -> ((8/9 / ((7/4 / 7/4) - 5/6)) * 9/2)
[2063344] ['5/6', '7/4', '7/4', '9/2', '9/7'] -> (((7/4 + 7/4) * (5/6 + 9/2)) * 9/7)
[2063345] ['5/6', '7/4', '7/4', '9/2', '9/8'] -> ((9/2 / ((7/4 / 7/4) - 5/6)) / 9/8)
[2063349] ['5/6', '7/4', '7/4', '9/4', '9/8'] -> ((7/4 * (7/4 + 9/4)) / (9/8 - 5/6))
[2063358] ['5/6', '7/4', '7/5', '7/5', '7/8'] -> ((7/5 / 7/5) / ((7/4 - 5/6) - 7/8))
[2063365] ['5/6', '7/4', '7/5', '7/5', '9/4'] -> ((7/4 + 9/4) / ((7/5 / 7/5) - 5/6))
[2063366] ['5/6', '7/4', '7/5', '7/5', '9/5'] -> (((7/5 / 5/6) / 7/5) / (9/5 - 7/4))
[2063369] ['5/6', '7/4', '7/5', '7/6', '7/6'] -> ((5/6 + 7/6) / ((7/4 / 7/5) - 7/6))
[2063372] ['5/6', '7/4', '7/5', '7/6', '8/3'] -> (((7/4 / (7/5 - 7/6)) / 5/6) * 8/3)
[2063388] ['5/6', '7/4', '7/5', '7/8', '9/4'] -> ((7/8 / (5/6 - (7/5 / 7/4))) - 9/4)
[2063392] ['5/6', '7/4', '7/5', '7/9', '7/9'] -> (7/9 / (5/6 * (7/5 - (7/4 * 7/9))))
[2063393] ['5/6', '7/4', '7/5', '7/9', '8/3'] -> (8/3 / (7/9 - ((5/6 * 7/5) / 7/4)))
[2063399] ['5/6', '7/4', '7/5', '7/9', '9/5'] -> ((7/9 / ((5/6 * 7/4) - 7/5)) * 9/5)
[2063411] ['5/6', '7/4', '7/5', '8/5', '8/5'] -> (8/5 / (((7/4 - 5/6) * 8/5) - 7/5))
[2063415] ['5/6', '7/4', '7/5', '8/5', '9/4'] -> ((7/4 / (7/5 - (5/6 * 8/5))) - 9/4)
[2063438] ['5/6', '7/4', '7/5', '9/4', '9/5'] -> (9/5 / ((5/6 - (7/5 / 7/4)) * 9/4))
[2063442] ['5/6', '7/4', '7/5', '9/5', '9/7'] -> ((9/5 / ((5/6 * 7/4) - 7/5)) / 9/7)
[2063448] ['5/6', '7/4', '7/6', '7/6', '7/8'] -> ((7/6 / 7/6) / ((7/4 - 5/6) - 7/8))
[2063449] ['5/6', '7/4', '7/6', '7/6', '7/9'] -> (((7/6 + 7/6) / 7/4) / (5/6 - 7/9))
[2063450] ['5/6', '7/4', '7/6', '7/6', '8/3'] -> ((7/4 * 8/3) / (7/6 - (5/6 * 7/6)))
[2063452] ['5/6', '7/4', '7/6', '7/6', '8/7'] -> (8/7 / ((5/6 / 7/6) - (7/6 / 7/4)))
[2063453] ['5/6', '7/4', '7/6', '7/6', '8/9'] -> (((7/6 + 7/6) / 7/4) / (8/9 - 5/6))
[2063455] ['5/6', '7/4', '7/6', '7/6', '9/4'] -> ((7/4 + 9/4) / ((7/6 / 7/6) - 5/6))
[2063456] ['5/6', '7/4', '7/6', '7/6', '9/5'] -> (((7/6 / 5/6) / 7/6) / (9/5 - 7/4))
[2063462] ['5/6', '7/4', '7/6', '7/8', '8/5'] -> ((7/4 / (7/6 - (7/8 / 5/6))) * 8/5)
[2063463] ['5/6', '7/4', '7/6', '7/8', '8/7'] -> ((7/4 / (5/6 - (7/8 / 7/6))) * 8/7)
[2063465] ['5/6', '7/4', '7/6', '7/8', '9/2'] -> (9/2 / ((7/6 * (7/4 - 7/8)) - 5/6))
[2063466] ['5/6', '7/4', '7/6', '7/8', '9/4'] -> (((7/6 / (7/8 - 5/6)) - 7/4) - 9/4)
[2063467] ['5/6', '7/4', '7/6', '7/8', '9/5'] -> (9/5 / (7/8 - ((7/6 / 5/6) / 7/4)))
[2063472] ['5/6', '7/4', '7/6', '7/9', '8/5'] -> (8/5 / ((7/4 / (7/6 + 7/9)) - 5/6))
[2063474] ['5/6', '7/4', '7/6', '7/9', '8/9'] -> (((7/4 / (5/6 - 7/9)) / 7/6) * 8/9)
[2063479] ['5/6', '7/4', '7/6', '7/9', '9/8'] -> (((7/4 / (5/6 - 7/9)) / 7/6) / 9/8)
[2063485] ['5/6', '7/4', '7/6', '8/3', '9/4'] -> ((8/3 / ((5/6 + 7/6) - 7/4)) * 9/4)
[2063492] ['5/6', '7/4', '7/6', '8/5', '9/2'] -> (9/2 / ((7/4 - (7/6 / 8/5)) - 5/6))
[2063505] ['5/6', '7/4', '7/6', '8/9', '9/2'] -> ((8/9 / (5/6 - (7/6 / 7/4))) * 9/2)
[2063509] ['5/6', '7/4', '7/6', '8/9', '9/8'] -> (((7/4 / (8/9 - 5/6)) / 7/6) / 9/8)
[2063514] ['5/6', '7/4', '7/6', '9/2', '9/8'] -> ((9/2 / (5/6 - (7/6 / 7/4))) / 9/8)
[2063532] ['5/6', '7/4', '7/8', '7/8', '9/4'] -> ((7/4 + 9/4) / ((7/8 / 7/8) - 5/6))
[2063533] ['5/6', '7/4', '7/8', '7/8', '9/5'] -> (((7/8 / 5/6) / 7/8) / (9/5 - 7/4))
[2063536] ['5/6', '7/4', '7/8', '7/9', '7/9'] -> (7/9 / (((7/4 - 5/6) - 7/8) * 7/9))
[2063542] ['5/6', '7/4', '7/8', '7/9', '9/4'] -> (((7/9 / (7/8 - 5/6)) / 7/4) * 9/4)
[2063544] ['5/6', '7/4', '7/8', '7/9', '9/7'] -> (9/7 / (((7/4 - 5/6) - 7/8) / 7/9))
[2063551] ['5/6', '7/4', '7/8', '8/3', '9/4'] -> (9/4 / (((5/6 + 7/4) / 8/3) - 7/8))
[2063559] ['5/6', '7/4', '7/8', '8/5', '9/4'] -> (((7/4 / (7/8 - 5/6)) / 8/5) - 9/4)
[2063563] ['5/6', '7/4', '7/8', '8/7', '8/7'] -> (8/7 / (((7/4 - 5/6) - 7/8) * 8/7))
[2063570] ['5/6', '7/4', '7/8', '8/9', '8/9'] -> (8/9 / (((7/4 - 5/6) - 7/8) * 8/9))
[2063575] ['5/6', '7/4', '7/8', '8/9', '9/8'] -> (9/8 / (((7/4 - 5/6) - 7/8) / 8/9))
[2063576] ['5/6', '7/4', '7/8', '9/2', '9/2'] -> ((9/2 / ((7/4 - 5/6) - 7/8)) / 9/2)
[2063577] ['5/6', '7/4', '7/8', '9/2', '9/4'] -> (((5/6 + 9/2) / (7/8 / 7/4)) * 9/4)
[2063581] ['5/6', '7/4', '7/8', '9/4', '9/4'] -> (9/4 / (((7/4 - 5/6) - 7/8) * 9/4))
[2063582] ['5/6', '7/4', '7/8', '9/4', '9/5'] -> (9/5 / (((9/4 / 5/6) - 7/4) - 7/8))
[2063585] ['5/6', '7/4', '7/8', '9/5', '9/5'] -> ((9/5 / ((7/4 - 5/6) - 7/8)) / 9/5)
[2063588] ['5/6', '7/4', '7/8', '9/7', '9/7'] -> ((9/7 / ((7/4 - 5/6) - 7/8)) / 9/7)
[2063590] ['5/6', '7/4', '7/8', '9/8', '9/8'] -> ((9/8 / ((7/4 - 5/6) - 7/8)) / 9/8)
[2063591] ['5/6', '7/4', '7/9', '7/9', '7/9'] -> (7/9 / ((5/6 * (7/4 - 7/9)) - 7/9))
[2063597] ['5/6', '7/4', '7/9', '7/9', '9/4'] -> ((7/4 + 9/4) / ((7/9 / 7/9) - 5/6))
[2063598] ['5/6', '7/4', '7/9', '7/9', '9/5'] -> (((7/9 / 5/6) / 7/9) / (9/5 - 7/4))
[2063625] ['5/6', '7/4', '7/9', '8/9', '8/9'] -> (8/9 / (((7/4 - 5/6) * 8/9) - 7/9))
[2063635] ['5/6', '7/4', '7/9', '9/2', '9/8'] -> (((7/4 / (5/6 - 7/9)) - 9/2) / 9/8)
[2063640] ['5/6', '7/4', '7/9', '9/5', '9/5'] -> (9/5 / (((5/6 * 7/4) / 7/9) - 9/5))
[2063641] ['5/6', '7/4', '7/9', '9/5', '9/7'] -> (9/7 / ((5/6 * (9/5 - 7/4)) / 7/9))
[2063650] ['5/6', '7/4', '8/3', '8/3', '9/2'] -> ((((5/6 + 8/3) * 8/3) / 7/4) * 9/2)
[2063651] ['5/6', '7/4', '8/3', '8/3', '9/4'] -> ((7/4 + 9/4) / ((8/3 / 8/3) - 5/6))
[2063652] ['5/6', '7/4', '8/3', '8/3', '9/5'] -> (((8/3 / 5/6) / 8/3) / (9/5 - 7/4))
[2063658] ['5/6', '7/4', '8/3', '8/5', '9/2'] -> ((8/3 / ((7/4 / 5/6) - 8/5)) * 9/2)
[2063662] ['5/6', '7/4', '8/3', '8/5', '9/8'] -> (9/8 / ((5/6 * (7/4 - 8/5)) / 8/3))
[2063663] ['5/6', '7/4', '8/3', '8/7', '8/7'] -> (8/7 / ((5/6 / 7/4) - (8/7 / 8/3)))
[2063665] ['5/6', '7/4', '8/3', '8/7', '9/2'] -> (9/2 / ((8/3 - (5/6 / 8/7)) - 7/4))
[2063672] ['5/6', '7/4', '8/3', '8/9', '9/4'] -> ((8/9 / ((8/3 - 5/6) - 7/4)) * 9/4)
[2063676] ['5/6', '7/4', '8/3', '9/2', '9/2'] -> ((8/3 * ((5/6 * 9/2) - 7/4)) * 9/2)
[2063678] ['5/6', '7/4', '8/3', '9/2', '9/5'] -> ((5/6 / (7/4 - (9/2 / 8/3))) * 9/5)
[2063694] ['5/6', '7/4', '8/5', '8/5', '9/2'] -> (((8/5 + 8/5) / 5/6) * (7/4 + 9/2))
[2063695] ['5/6', '7/4', '8/5', '8/5', '9/4'] -> ((7/4 + 9/4) / ((8/5 / 8/5) - 5/6))
[2063696] ['5/6', '7/4', '8/5', '8/5', '9/5'] -> (((8/5 / 5/6) / 8/5) / (9/5 - 7/4))
[2063706] ['5/6', '7/4', '8/5', '8/9', '8/9'] -> (8/9 / (5/6 * (8/5 - (7/4 * 8/9))))
[2063717] ['5/6', '7/4', '8/5', '9/4', '9/4'] -> ((8/5 / (9/4 - (7/4 / 5/6))) * 9/4)
[2063730] ['5/6', '7/4', '8/7', '8/7', '9/4'] -> ((7/4 + 9/4) / ((8/7 / 8/7) - 5/6))
[2063731] ['5/6', '7/4', '8/7', '8/7', '9/5'] -> (((8/7 / 5/6) / 8/7) / (9/5 - 7/4))
[2063741] ['5/6', '7/4', '8/7', '9/2', '9/4'] -> (((7/4 * 8/7) * (5/6 + 9/2)) * 9/4)
[2063756] ['5/6', '7/4', '8/9', '8/9', '9/2'] -> (9/2 / (((5/6 + 8/9) / 8/9) - 7/4))
[2063757] ['5/6', '7/4', '8/9', '8/9', '9/4'] -> ((7/4 + 9/4) / ((8/9 / 8/9) - 5/6))
[2063758] ['5/6', '7/4', '8/9', '8/9', '9/5'] -> (((8/9 / 5/6) / 8/9) / (9/5 - 7/4))
[2063765] ['5/6', '7/4', '8/9', '9/2', '9/8'] -> (((7/4 / (8/9 - 5/6)) - 9/2) / 9/8)
[2063766] ['5/6', '7/4', '8/9', '9/4', '9/4'] -> (9/4 / ((7/4 / 8/9) - (5/6 * 9/4)))
[2063770] ['5/6', '7/4', '8/9', '9/5', '9/5'] -> (9/5 / ((7/4 / 5/6) - (9/5 / 8/9)))
[2063772] ['5/6', '7/4', '8/9', '9/5', '9/8'] -> (9/8 / ((5/6 * (9/5 - 7/4)) / 8/9))
[2063777] ['5/6', '7/4', '9/2', '9/2', '9/4'] -> ((7/4 + 9/4) / ((9/2 / 9/2) - 5/6))
[2063790] ['5/6', '7/4', '9/2', '9/8', '9/8'] -> (((7/4 * 9/2) / (9/8 - 5/6)) / 9/8)
[2063791] ['5/6', '7/4', '9/4', '9/4', '9/4'] -> ((7/4 + 9/4) / ((9/4 / 9/4) - 5/6))
[2063792] ['5/6', '7/4', '9/4', '9/4', '9/5'] -> (((9/4 / 5/6) / 9/4) / (9/5 - 7/4))
[2063801] ['5/6', '7/4', '9/5', '9/5', '9/5'] -> (((9/5 / (9/5 - 7/4)) / 5/6) / 9/5)
[2063804] ['5/6', '7/4', '9/5', '9/7', '9/7'] -> (((9/7 / (9/5 - 7/4)) / 5/6) / 9/7)
[2063806] ['5/6', '7/4', '9/5', '9/8', '9/8'] -> (((9/8 / (9/5 - 7/4)) / 5/6) / 9/8)
[2063816] ['5/6', '7/5', '7/5', '7/5', '8/5'] -> ((7/5 / ((7/5 / 8/5) - 5/6)) / 7/5)
[2063817] ['5/6', '7/5', '7/5', '7/5', '8/7'] -> (7/5 / ((7/5 / 8/7) - (5/6 * 7/5)))
[2063823] ['5/6', '7/5', '7/5', '7/5', '9/8'] -> ((7/5 / ((5/6 * 7/5) - 9/8)) / 7/5)
[2063826] ['5/6', '7/5', '7/5', '7/6', '7/9'] -> ((7/5 / (5/6 - 7/9)) - (7/5 / 7/6))
[2063839] ['5/6', '7/5', '7/5', '7/8', '8/5'] -> (8/5 / (7/5 - ((5/6 * 7/5) / 7/8)))
[2063840] ['5/6', '7/5', '7/5', '7/8', '8/7'] -> (8/7 / ((7/5 / 7/5) - (5/6 / 7/8)))
[2063849] ['5/6', '7/5', '7/5', '7/9', '8/5'] -> (8/5 / ((7/5 / 7/5) - (7/9 / 5/6)))
[2063852] ['5/6', '7/5', '7/5', '7/9', '9/2'] -> ((5/6 + 9/2) / ((7/5 / 7/5) - 7/9))
[2063867] ['5/6', '7/5', '7/5', '8/5', '8/7'] -> ((7/5 * 8/7) / (7/5 - (5/6 * 8/5)))
[2063874] ['5/6', '7/5', '7/5', '8/7', '8/7'] -> (8/7 / ((7/5 / 7/5) - (5/6 * 8/7)))
[2063882] ['5/6', '7/5', '7/5', '8/9', '9/2'] -> ((8/9 / ((7/5 / 7/5) - 5/6)) * 9/2)
[2063891] ['5/6', '7/5', '7/5', '9/2', '9/8'] -> ((9/2 / ((7/5 / 7/5) - 5/6)) / 9/8)
[2063904] ['5/6', '7/5', '7/6', '7/6', '7/9'] -> ((7/9 / 5/6) / (7/5 - (7/6 * 7/6)))
[2063906] ['5/6', '7/5', '7/6', '7/6', '8/5'] -> ((7/6 / 7/6) / ((7/5 / 8/5) - 5/6))
[2063922] ['5/6', '7/5', '7/6', '7/8', '9/5'] -> (9/5 / ((5/6 + 7/8) - (7/5 * 7/6)))
[2063923] ['5/6', '7/5', '7/6', '7/8', '9/7'] -> (9/7 / (((5/6 + 7/8) / 7/5) - 7/6))
[2063952] ['5/6', '7/5', '7/6', '8/7', '8/7'] -> (8/7 / (5/6 * ((7/5 / 7/6) - 8/7)))
