[778681] ['1/6', '1/8', '3/4', '4/3', '9/8'] -> ((((3/4 / 1/6) / 1/8) / 4/3) / 9/8)
[785069] ['1/6', '1/8', '9/7', '9/7', '9/8'] -> ((9/7 / ((1/6 / 1/8) - 9/7)) / 9/8)
[785070] ['1/6', '1/8', '9/7', '9/8', '9/8'] -> (9/8 / ((1/6 + 1/8) * (9/7 - 9/8)))
[785074] ['1/6', '1/9', '1/9', '1/9', '2/5'] -> ((1/6 + ((1/9 / 1/9) / 2/5)) / 1/9)
[785083] ['1/6', '1/9', '1/9', '1/9', '4/5'] -> ((1/9 / ((1/9 / 4/5) - 1/9)) / 1/6)
[785087] ['1/6', '1/9', '1/9', '1/9', '5/3'] -> (((1/6 * (1/9 + 5/3)) / 1/9) / 1/9)
[785088] ['1/6', '1/9', '1/9', '1/9', '5/4'] -> ((1/9 / ((1/9 * 5/4) - 1/9)) / 1/6)
[785091] ['1/6', '1/9', '1/9', '1/9', '5/8'] -> ((1/9 / ((1/9 / 1/6) - 5/8)) / 1/9)
[785094] ['1/6', '1/9', '1/9', '1/9', '6/7'] -> (((1/6 + (1/9 / 6/7)) / 1/9) / 1/9)
[785100] ['1/6', '1/9', '1/9', '1/9', '7/8'] -> (1/9 / ((1/9 * (1/6 + 7/8)) - 1/9))
[785101] ['1/6', '1/9', '1/9', '1/9', '7/9'] -> (((1/9 + 7/9) / (1/9 + 1/9)) / 1/6)
[785107] ['1/6', '1/9', '1/9', '1/9', '9/4'] -> ((((1/9 / 1/6) / 1/9) / 1/9) / 9/4)
[785131] ['1/6', '1/9', '1/9', '2/3', '6/5'] -> ((2/3 / 1/9) / (1/9 + (1/6 / 6/5)))
[785132] ['1/6', '1/9', '1/9', '2/3', '6/7'] -> (2/3 / ((1/9 + 1/9) - (1/6 / 6/7)))
[785141] ['1/6', '1/9', '1/9', '2/3', '8/5'] -> ((1/9 / 2/3) / (1/9 - (1/6 / 8/5)))
[785145] ['1/6', '1/9', '1/9', '2/3', '9/4'] -> (2/3 / ((1/6 + 1/9) - (1/9 * 9/4)))
[785154] ['1/6', '1/9', '1/9', '2/5', '3/5'] -> (((1/9 / 1/9) + 3/5) / (1/6 * 2/5))
[785161] ['1/6', '1/9', '1/9', '2/5', '5/2'] -> ((((1/9 / 1/6) + 2/5) / 1/9) * 5/2)
[785166] ['1/6', '1/9', '1/9', '2/5', '5/8'] -> ((((1/9 / 1/6) / 1/9) / 2/5) / 5/8)
[785180] ['1/6', '1/9', '1/9', '2/5', '8/9'] -> (8/9 / ((1/9 - (1/6 * 1/9)) * 2/5))
[785182] ['1/6', '1/9', '1/9', '2/5', '9/4'] -> (((1/6 / 1/9) / 2/5) + (9/4 / 1/9))
[785198] ['1/6', '1/9', '1/9', '2/7', '5/3'] -> (((2/7 / 1/6) / 1/9) * (5/3 - 1/9))
[785211] ['1/6', '1/9', '1/9', '2/7', '7/8'] -> ((((1/9 / 1/6) / 1/9) / 2/7) / 7/8)
[785216] ['1/6', '1/9', '1/9', '2/7', '8/9'] -> (8/9 / (((1/6 * 1/9) + 1/9) * 2/7))
[785227] ['1/6', '1/9', '1/9', '2/9', '3/8'] -> (((1/9 / (1/6 - 1/9)) / 2/9) / 3/8)
[785233] ['1/6', '1/9', '1/9', '2/9', '5/3'] -> ((1/9 + 5/3) / (1/9 - (1/6 * 2/9)))
[785234] ['1/6', '1/9', '1/9', '2/9', '5/4'] -> (2/9 / ((1/9 * (5/4 - 1/6)) - 1/9))
[785235] ['1/6', '1/9', '1/9', '2/9', '5/6'] -> (2/9 / ((1/6 * (5/6 - 1/9)) - 1/9))
[785240] ['1/6', '1/9', '1/9', '2/9', '6/7'] -> ((2/9 / 1/9) / ((1/6 / 6/7) - 1/9))
[785241] ['1/6', '1/9', '1/9', '2/9', '7/2'] -> (((1/9 + 2/9) / 1/9) + (7/2 / 1/6))
[785253] ['1/6', '1/9', '1/9', '2/9', '9/4'] -> ((2/9 / 1/9) / ((1/9 * 9/4) - 1/6))
[785256] ['1/6', '1/9', '1/9', '2/9', '9/8'] -> ((((1/9 / 1/6) / 1/9) / 2/9) / 9/8)
[785266] ['1/6', '1/9', '1/9', '3/2', '5/2'] -> (((1/6 / 1/9) + 5/2) / (1/9 * 3/2))
[785269] ['1/6', '1/9', '1/9', '3/2', '5/6'] -> (3/2 + ((5/6 / (1/9 + 1/9)) / 1/6))
[785279] ['1/6', '1/9', '1/9', '3/2', '7/6'] -> ((1/6 + 7/6) / ((1/9 * 3/2) - 1/9))
[785288] ['1/6', '1/9', '1/9', '3/2', '9/5'] -> (((3/2 - (1/6 * 1/9)) / 1/9) * 9/5)
[785291] ['1/6', '1/9', '1/9', '3/4', '3/4'] -> ((((1/6 / 1/9) / 1/9) / 3/4) / 3/4)
[785319] ['1/6', '1/9', '1/9', '3/4', '9/2'] -> ((1/6 + 9/2) / (1/9 + (1/9 * 3/4)))
[785331] ['1/6', '1/9', '1/9', '3/5', '5/2'] -> ((((1/9 / 1/9) + 3/5) / 1/6) * 5/2)
[785336] ['1/6', '1/9', '1/9', '3/5', '5/8'] -> ((((1/9 + 3/5) / 1/6) / 1/9) * 5/8)
[785351] ['1/6', '1/9', '1/9', '3/5', '9/2'] -> (((1/9 + 9/2) - 1/6) / (1/9 / 3/5))
[785366] ['1/6', '1/9', '1/9', '3/7', '5/7'] -> ((((3/7 - 1/9) / 1/6) / 1/9) / 5/7)
[785374] ['1/6', '1/9', '1/9', '3/7', '7/5'] -> ((((3/7 - 1/9) / 1/6) / 1/9) * 7/5)
[785388] ['1/6', '1/9', '1/9', '3/8', '4/3'] -> ((1/9 + 4/3) / (1/9 * (1/6 + 3/8)))
[785395] ['1/6', '1/9', '1/9', '3/8', '5/6'] -> (5/6 / ((1/9 - (1/6 * 1/9)) * 3/8))
[785402] ['1/6', '1/9', '1/9', '3/8', '7/3'] -> (7/3 / ((1/6 + (1/9 * 3/8)) - 1/9))
[785407] ['1/6', '1/9', '1/9', '3/8', '7/9'] -> ((7/9 / 1/9) / ((1/9 / 1/6) - 3/8))
[785412] ['1/6', '1/9', '1/9', '3/8', '9/2'] -> (((1/9 / (1/6 - 1/9)) / 3/8) * 9/2)
[785413] ['1/6', '1/9', '1/9', '3/8', '9/4'] -> ((((1/9 + 3/8) / 1/6) / 1/9) - 9/4)
[785441] ['1/6', '1/9', '1/9', '4/3', '9/2'] -> ((1/6 + 9/2) / (1/9 + (1/9 / 4/3)))
[785443] ['1/6', '1/9', '1/9', '4/3', '9/5'] -> (((4/3 / (1/6 + 1/9)) / 1/9) / 9/5)
[785448] ['1/6', '1/9', '1/9', '4/5', '4/9'] -> (((4/5 / 1/6) / 1/9) * (1/9 + 4/9))
[785450] ['1/6', '1/9', '1/9', '4/5', '5/3'] -> ((4/5 / ((1/9 + 1/9) - 1/6)) * 5/3)
[785455] ['1/6', '1/9', '1/9', '4/5', '5/9'] -> ((1/9 + 5/9) / (1/6 - (1/9 / 4/5)))
[785477] ['1/6', '1/9', '1/9', '4/7', '5/3'] -> (5/3 / (((1/6 / 4/7) - 1/9) - 1/9))
[785482] ['1/6', '1/9', '1/9', '4/7', '5/9'] -> ((1/9 + 5/9) / ((1/9 / 4/7) - 1/6))
[785484] ['1/6', '1/9', '1/9', '4/7', '6/7'] -> ((((4/7 - 1/9) / 1/6) / 1/9) - 6/7)
[785486] ['1/6', '1/9', '1/9', '4/7', '7/3'] -> ((4/7 / ((1/9 + 1/9) - 1/6)) * 7/3)
[785494] ['1/6', '1/9', '1/9', '4/7', '8/7'] -> (8/7 / (((1/6 + 1/9) * 4/7) - 1/9))
[785495] ['1/6', '1/9', '1/9', '4/7', '8/9'] -> (((4/7 / 1/6) / 1/9) * (8/9 - 1/9))
[785502] ['1/6', '1/9', '1/9', '4/9', '5/2'] -> (((1/9 / 1/6) / 4/9) + (5/2 / 1/9))
[785504] ['1/6', '1/9', '1/9', '4/9', '5/4'] -> ((((1/9 + 4/9) / 1/6) / 1/9) / 5/4)
[785508] ['1/6', '1/9', '1/9', '4/9', '5/9'] -> ((5/9 / 1/6) / ((1/9 / 4/9) - 1/9))
[785512] ['1/6', '1/9', '1/9', '4/9', '7/3'] -> (((7/3 - 1/9) / 1/6) / (1/9 + 4/9))
[785515] ['1/6', '1/9', '1/9', '4/9', '7/6'] -> (((1/6 * 1/9) + 7/6) / (1/9 * 4/9))
[785534] ['1/6', '1/9', '1/9', '5/2', '6/5'] -> ((((5/2 - 1/6) - 1/9) / 1/9) * 6/5)
[785547] ['1/6', '1/9', '1/9', '5/2', '9/2'] -> ((((1/9 / 1/6) + 5/2) / 1/9) - 9/2)
[785553] ['1/6', '1/9', '1/9', '5/3', '5/4'] -> ((5/3 / ((1/9 + 1/9) - 1/6)) / 5/4)
[785558] ['1/6', '1/9', '1/9', '5/3', '6/5'] -> ((1/9 + 5/3) / (1/6 - (1/9 / 6/5)))
[785560] ['1/6', '1/9', '1/9', '5/3', '7/2'] -> ((((5/3 - 1/9) / 1/6) / 1/9) / 7/2)
[785569] ['1/6', '1/9', '1/9', '5/3', '8/7'] -> ((((1/9 / 1/6) + 5/3) / 1/9) * 8/7)
[785572] ['1/6', '1/9', '1/9', '5/3', '9/4'] -> (((5/3 / (1/6 + 1/9)) / 1/9) / 9/4)
[785580] ['1/6', '1/9', '1/9', '5/4', '5/9'] -> ((1/9 + 5/9) / (1/6 - (1/9 * 5/4)))
[785601] ['1/6', '1/9', '1/9', '5/6', '5/8'] -> ((5/6 / ((1/9 + 1/9) - 1/6)) / 5/8)
[785602] ['1/6', '1/9', '1/9', '5/6', '5/9'] -> ((1/9 + 5/9) / ((1/6 * 5/6) - 1/9))
[785607] ['1/6', '1/9', '1/9', '5/6', '7/4'] -> ((7/4 / (1/6 - 1/9)) - (5/6 / 1/9))
[785610] ['1/6', '1/9', '1/9', '5/6', '7/8'] -> ((((1/6 / 1/9) + 5/6) / 1/9) / 7/8)
[785613] ['1/6', '1/9', '1/9', '5/6', '8/5'] -> ((5/6 / ((1/9 + 1/9) - 1/6)) * 8/5)
[785614] ['1/6', '1/9', '1/9', '5/6', '8/7'] -> ((((1/6 / 1/9) + 5/6) / 1/9) * 8/7)
[785617] ['1/6', '1/9', '1/9', '5/6', '9/4'] -> ((((5/6 - 1/6) / 1/9) / 1/9) / 9/4)
[785620] ['1/6', '1/9', '1/9', '5/6', '9/8'] -> (((5/6 / (1/6 + 1/9)) / 1/9) / 9/8)
[785627] ['1/6', '1/9', '1/9', '5/7', '7/3'] -> ((((1/9 / 1/9) + 5/7) / 1/6) * 7/3)
[785635] ['1/6', '1/9', '1/9', '5/7', '8/7'] -> ((8/7 / 1/6) / ((1/9 / 1/9) - 5/7))
[785647] ['1/6', '1/9', '1/9', '5/8', '7/3'] -> ((7/3 / 1/9) / ((1/6 / 1/9) - 5/8))
[785656] ['1/6', '1/9', '1/9', '5/8', '8/9'] -> ((1/9 + 8/9) / ((1/9 / 1/6) - 5/8))
[785657] ['1/6', '1/9', '1/9', '5/8', '9/2'] -> ((9/2 - 1/6) / (1/9 + (1/9 * 5/8)))
[785663] ['1/6', '1/9', '1/9', '5/9', '6/5'] -> ((1/9 + 5/9) / ((1/6 / 6/5) - 1/9))
[785665] ['1/6', '1/9', '1/9', '5/9', '7/2'] -> (((5/9 / 1/9) / 1/9) - (7/2 / 1/6))
[785669] ['1/6', '1/9', '1/9', '5/9', '7/6'] -> ((1/6 + (7/6 / 1/9)) / (5/9 - 1/9))
[785670] ['1/6', '1/9', '1/9', '5/9', '7/8'] -> ((5/9 / 1/9) / (7/8 - (1/9 / 1/6)))
[785672] ['1/6', '1/9', '1/9', '5/9', '8/3'] -> ((5/9 / 1/9) / (1/6 + (1/9 / 8/3)))
[785673] ['1/6', '1/9', '1/9', '5/9', '8/5'] -> (((5/9 / (1/9 + 1/9)) / 1/6) * 8/5)
[785681] ['1/6', '1/9', '1/9', '6/5', '6/5'] -> (((1/9 * 6/5) + 6/5) / (1/6 - 1/9))
[785691] ['1/6', '1/9', '1/9', '6/5', '8/5'] -> (8/5 / (((1/9 + 1/9) - 1/6) * 6/5))
[785699] ['1/6', '1/9', '1/9', '6/7', '6/7'] -> (((6/7 / (1/9 + 1/9)) / 1/6) + 6/7)
[785700] ['1/6', '1/9', '1/9', '6/7', '7/2'] -> ((((1/9 / 1/6) / 1/9) + 6/7) * 7/2)
[785702] ['1/6', '1/9', '1/9', '6/7', '7/4'] -> ((((1/9 / 1/6) + 6/7) / 1/9) * 7/4)
[785706] ['1/6', '1/9', '1/9', '6/7', '7/9'] -> ((1/9 + 7/9) / (1/6 - (1/9 / 6/7)))
[785709] ['1/6', '1/9', '1/9', '6/7', '8/7'] -> (8/7 / (((1/9 + 1/9) - 1/6) * 6/7))
[785733] ['1/6', '1/9', '1/9', '7/3', '7/4'] -> ((7/3 / ((1/9 + 1/9) - 1/6)) / 7/4)
[785741] ['1/6', '1/9', '1/9', '7/3', '8/9'] -> ((((1/9 / 1/6) + 7/3) / 1/9) * 8/9)
[785742] ['1/6', '1/9', '1/9', '7/3', '9/2'] -> (((7/3 / 1/9) - (1/6 / 1/9)) + 9/2)
[785746] ['1/6', '1/9', '1/9', '7/3', '9/8'] -> ((((1/9 / 1/6) + 7/3) / 1/9) / 9/8)
[785754] ['1/6', '1/9', '1/9', '7/4', '8/7'] -> (8/7 / (((1/6 + 1/9) / 7/4) - 1/9))
[785755] ['1/6', '1/9', '1/9', '7/4', '8/9'] -> ((8/9 - 1/9) / ((1/6 * 1/9) * 7/4))
[785757] ['1/6', '1/9', '1/9', '7/4', '9/4'] -> ((((1/9 / 1/6) + 7/4) / 1/9) + 9/4)
[785775] ['1/6', '1/9', '1/9', '7/6', '7/8'] -> ((7/6 / ((1/9 + 1/9) - 1/6)) / 7/8)
[785776] ['1/6', '1/9', '1/9', '7/6', '7/9'] -> ((1/9 + 7/9) / (1/6 - (1/9 * 7/6)))
[785779] ['1/6', '1/9', '1/9', '7/6', '8/7'] -> ((7/6 / ((1/9 + 1/9) - 1/6)) * 8/7)
[785781] ['1/6', '1/9', '1/9', '7/6', '9/2'] -> ((((1/6 + 7/6) / 1/9) / 1/9) / 9/2)
[785782] ['1/6', '1/9', '1/9', '7/6', '9/4'] -> ((((1/6 * 1/9) + 7/6) / 1/9) * 9/4)
[785788] ['1/6', '1/9', '1/9', '7/8', '8/3'] -> ((1/9 + 8/3) / (1/9 * (1/6 + 7/8)))
[785792] ['1/6', '1/9', '1/9', '7/8', '9/2'] -> ((1/6 + 9/2) / ((1/9 + 1/9) * 7/8))
[785798] ['1/6', '1/9', '1/9', '7/9', '8/3'] -> (((1/9 + 7/9) / 1/9) + (8/3 / 1/6))
[785800] ['1/6', '1/9', '1/9', '7/9', '8/7'] -> (((7/9 / (1/9 + 1/9)) / 1/6) * 8/7)
[785807] ['1/6', '1/9', '1/9', '8/3', '8/3'] -> ((8/3 / (1/6 - 1/9)) - (8/3 / 1/9))
[785811] ['1/6', '1/9', '1/9', '8/3', '9/2'] -> (((1/9 * 8/3) / (1/6 - 1/9)) * 9/2)
[785819] ['1/6', '1/9', '1/9', '8/5', '9/2'] -> ((9/2 - 1/6) / (1/9 + (1/9 / 8/5)))
[785821] ['1/6', '1/9', '1/9', '8/5', '9/5'] -> (((8/5 / (1/9 + 1/9)) / 1/6) / 9/5)
[785826] ['1/6', '1/9', '1/9', '8/7', '9/2'] -> ((1/6 + 9/2) / ((1/9 + 1/9) / 8/7))
[785829] ['1/6', '1/9', '1/9', '8/7', '9/7'] -> (((8/7 / (1/9 + 1/9)) / 1/6) / 9/7)
[785833] ['1/6', '1/9', '1/9', '8/9', '9/4'] -> ((((1/9 + 8/9) / 1/6) / 1/9) / 9/4)
[785836] ['1/6', '1/9', '1/9', '8/9', '9/8'] -> ((1/9 + 8/9) / (1/6 - (1/9 * 9/8)))
[785838] ['1/6', '1/9', '1/9', '9/2', '9/4'] -> ((((1/6 / 1/9) + 9/2) / 1/9) / 9/4)
[785846] ['1/6', '1/9', '1/9', '9/5', '9/5'] -> ((((1/9 / 1/6) + 9/5) / 1/9) + 9/5)
[785862] ['1/6', '1/9', '2/3', '2/3', '4/5'] -> ((((2/3 / 1/6) - 2/3) / 1/9) * 4/5)
[785863] ['1/6', '1/9', '2/3', '2/3', '4/7'] -> ((((2/3 / 1/6) + 2/3) / 1/9) * 4/7)
[785867] ['1/6', '1/9', '2/3', '2/3', '5/4'] -> ((((2/3 / 1/6) - 2/3) / 1/9) / 5/4)
[785874] ['1/6', '1/9', '2/3', '2/3', '7/2'] -> (((2/3 + 7/2) - 1/6) / (1/9 / 2/3))
[785876] ['1/6', '1/9', '2/3', '2/3', '7/4'] -> ((((2/3 / 1/6) + 2/3) / 1/9) / 7/4)
[785882] ['1/6', '1/9', '2/3', '2/3', '8/5'] -> ((2/3 / 1/9) / ((2/3 / 8/5) - 1/6))
[785886] ['1/6', '1/9', '2/3', '2/3', '9/4'] -> ((((2/3 / 1/6) / 1/9) / 2/3) / 9/4)
[785887] ['1/6', '1/9', '2/3', '2/3', '9/5'] -> ((2/3 * 2/3) / (1/9 - (1/6 / 9/5)))
[785888] ['1/6', '1/9', '2/3', '2/3', '9/7'] -> ((2/3 * 2/3) / ((1/6 / 9/7) - 1/9))
[785889] ['1/6', '1/9', '2/3', '2/3', '9/8'] -> ((2/3 / 2/3) / (1/6 - (1/9 * 9/8)))
[785906] ['1/6', '1/9', '2/3', '2/5', '5/7'] -> ((((2/3 / 1/9) - 2/5) / 1/6) * 5/7)
[785912] ['1/6', '1/9', '2/3', '2/5', '7/3'] -> ((1/6 + 7/3) / (1/9 / (2/3 + 2/5)))
[785914] ['1/6', '1/9', '2/3', '2/5', '7/5'] -> ((((2/3 / 1/9) - 2/5) / 1/6) / 7/5)
[785918] ['1/6', '1/9', '2/3', '2/5', '8/3'] -> ((8/3 - 1/6) / (1/9 / (2/3 + 2/5)))
[785923] ['1/6', '1/9', '2/3', '2/5', '9/4'] -> (((1/9 + (2/3 / 2/5)) / 1/6) * 9/4)
[785928] ['1/6', '1/9', '2/3', '2/7', '2/9'] -> (2/9 / (1/9 * (2/3 - (1/6 / 2/7))))
[785929] ['1/6', '1/9', '2/3', '2/7', '3/2'] -> (((1/6 + (2/3 / 2/7)) / 1/9) + 3/2)
[785932] ['1/6', '1/9', '2/3', '2/7', '3/7'] -> ((((2/3 * 2/7) / 1/6) / 1/9) / 3/7)
[785934] ['1/6', '1/9', '2/3', '2/7', '4/3'] -> (4/3 / (((1/9 + 2/3) * 2/7) - 1/6))
[785942] ['1/6', '1/9', '2/3', '2/7', '5/7'] -> (((2/3 + 2/7) / (1/6 - 1/9)) / 5/7)
[785944] ['1/6', '1/9', '2/3', '2/7', '5/9'] -> ((((2/3 / 2/7) - 1/9) / 1/6) / 5/9)
[785945] ['1/6', '1/9', '2/3', '2/7', '6/5'] -> (6/5 / (1/6 - (1/9 / (2/3 + 2/7))))
[785948] ['1/6', '1/9', '2/3', '2/7', '7/3'] -> ((((2/3 * 2/7) / 1/6) / 1/9) * 7/3)
[785949] ['1/6', '1/9', '2/3', '2/7', '7/4'] -> (((2/3 / (1/6 - 1/9)) / 2/7) / 7/4)
[785950] ['1/6', '1/9', '2/3', '2/7', '7/5'] -> (((2/3 + 2/7) / (1/6 - 1/9)) * 7/5)
[785951] ['1/6', '1/9', '2/3', '2/7', '7/6'] -> ((((2/3 - 2/7) / 1/6) / 1/9) * 7/6)
[785957] ['1/6', '1/9', '2/3', '2/7', '8/9'] -> (8/9 / ((1/6 * (1/9 + 2/3)) * 2/7))
[785959] ['1/6', '1/9', '2/3', '2/7', '9/4'] -> ((((1/6 + 2/3) / 1/9) / 2/7) - 9/4)
[785960] ['1/6', '1/9', '2/3', '2/7', '9/5'] -> ((((2/3 / 2/7) - 1/9) / 1/6) * 9/5)
[785978] ['1/6', '1/9', '2/3', '2/9', '5/8'] -> ((((2/3 - 1/9) / 1/6) / 2/9) / 5/8)
[785982] ['1/6', '1/9', '2/3', '2/9', '7/2'] -> (((2/9 / 1/9) / 2/3) + (7/2 / 1/6))
[785987] ['1/6', '1/9', '2/3', '2/9', '7/8'] -> ((((1/9 + 2/3) / 1/6) / 2/9) / 7/8)
[785990] ['1/6', '1/9', '2/3', '2/9', '8/5'] -> ((((2/3 - 1/9) / 1/6) / 2/9) * 8/5)
[785991] ['1/6', '1/9', '2/3', '2/9', '8/7'] -> ((((1/9 + 2/3) / 1/6) / 2/9) * 8/7)
[785996] ['1/6', '1/9', '2/3', '2/9', '9/7'] -> (((1/9 + (2/3 / 2/9)) / 1/6) * 9/7)
[786010] ['1/6', '1/9', '2/3', '3/2', '5/6'] -> ((((3/2 / 1/9) - 1/6) / 2/3) / 5/6)
[786014] ['1/6', '1/9', '2/3', '3/2', '6/5'] -> ((((3/2 / 1/9) - 1/6) / 2/3) * 6/5)
[786016] ['1/6', '1/9', '2/3', '3/2', '7/2'] -> (((1/6 + (3/2 / 1/9)) / 2/3) + 7/2)
[786021] ['1/6', '1/9', '2/3', '3/2', '7/8'] -> ((((1/6 + 2/3) + 3/2) / 1/9) / 7/8)
[786025] ['1/6', '1/9', '2/3', '3/2', '8/7'] -> ((((1/6 + 2/3) + 3/2) / 1/9) * 8/7)
[786027] ['1/6', '1/9', '2/3', '3/2', '9/2'] -> ((((2/3 * 3/2) - 1/9) / 1/6) * 9/2)
[786029] ['1/6', '1/9', '2/3', '3/2', '9/5'] -> ((((3/2 / 1/6) - 1/9) / 2/3) * 9/5)
[786034] ['1/6', '1/9', '2/3', '3/4', '3/7'] -> (((2/3 / (3/4 - 1/6)) / 1/9) / 3/7)
[786040] ['1/6', '1/9', '2/3', '3/4', '5/2'] -> (5/2 / (((1/6 / 2/3) - 1/9) * 3/4))
[786046] ['1/6', '1/9', '2/3', '3/4', '5/9'] -> (5/9 / ((1/6 + 1/9) * (3/4 - 2/3)))
[786053] ['1/6', '1/9', '2/3', '3/4', '7/6'] -> ((1/6 + 7/6) / ((1/9 * 2/3) * 3/4))
[786055] ['1/6', '1/9', '2/3', '3/4', '7/9'] -> ((7/9 / 1/6) / ((1/9 + 3/4) - 2/3))
[786060] ['1/6', '1/9', '2/3', '3/4', '9/2'] -> ((1/6 + 9/2) / ((1/9 + 3/4) - 2/3))
[786064] ['1/6', '1/9', '2/3', '3/4', '9/8'] -> ((((2/3 * 3/4) / 1/6) / 1/9) / 9/8)
[786069] ['1/6', '1/9', '2/3', '3/5', '4/5'] -> (4/5 / ((1/9 * (2/3 - 1/6)) * 3/5))
[786071] ['1/6', '1/9', '2/3', '3/5', '4/9'] -> (4/9 / ((1/6 + 1/9) * (2/3 - 3/5)))
[786075] ['1/6', '1/9', '2/3', '3/5', '5/6'] -> (((2/3 / (1/6 - 1/9)) / 3/5) / 5/6)
[786077] ['1/6', '1/9', '2/3', '3/5', '5/8'] -> (((2/3 + (3/5 / 1/6)) / 1/9) * 5/8)
[786102] ['1/6', '1/9', '2/3', '3/7', '4/9'] -> (4/9 / (2/3 - ((1/6 + 1/9) / 3/7)))
[786107] ['1/6', '1/9', '2/3', '3/7', '5/7'] -> ((((3/7 / 1/6) - 2/3) / 1/9) / 5/7)
[786111] ['1/6', '1/9', '2/3', '3/7', '6/7'] -> (((2/3 / (1/6 - 1/9)) / 3/7) * 6/7)
[786112] ['1/6', '1/9', '2/3', '3/7', '7/2'] -> ((((2/3 / 1/6) / 1/9) / 3/7) / 7/2)
[786115] ['1/6', '1/9', '2/3', '3/7', '7/5'] -> ((((3/7 / 1/6) - 2/3) / 1/9) * 7/5)
[786116] ['1/6', '1/9', '2/3', '3/7', '7/6'] -> (((2/3 / (1/6 - 1/9)) / 3/7) / 7/6)
[786131] ['1/6', '1/9', '2/3', '3/8', '4/7'] -> ((2/3 / (1/9 - (1/6 * 3/8))) / 4/7)
[786135] ['1/6', '1/9', '2/3', '3/8', '5/4'] -> (5/4 / (((1/6 / 2/3) - 1/9) * 3/8))
[786139] ['1/6', '1/9', '2/3', '3/8', '5/9'] -> (5/9 / (1/6 * ((2/3 * 3/8) - 1/9)))
[786143] ['1/6', '1/9', '2/3', '3/8', '7/3'] -> (7/3 / (1/9 * ((2/3 + 3/8) - 1/6)))
[786144] ['1/6', '1/9', '2/3', '3/8', '7/4'] -> ((2/3 / (1/9 - (1/6 * 3/8))) * 7/4)
[786146] ['1/6', '1/9', '2/3', '3/8', '7/6'] -> (7/6 / ((1/6 * (1/9 + 2/3)) * 3/8))
[786148] ['1/6', '1/9', '2/3', '3/8', '7/9'] -> (7/9 / (2/3 * (1/9 - (1/6 * 3/8))))
[786149] ['1/6', '1/9', '2/3', '3/8', '8/3'] -> (8/3 / ((2/3 - (1/6 / 3/8)) - 1/9))
[786153] ['1/6', '1/9', '2/3', '3/8', '9/2'] -> ((2/3 / (1/6 - (1/9 * 3/8))) * 9/2)
[786154] ['1/6', '1/9', '2/3', '3/8', '9/4'] -> (((2/3 + (3/8 / 1/6)) / 1/9) - 9/4)
[786162] ['1/6', '1/9', '2/3', '4/3', '5/2'] -> ((4/3 / ((1/6 / 2/3) - 1/9)) * 5/2)
[786170] ['1/6', '1/9', '2/3', '4/3', '6/7'] -> ((((2/3 / 1/9) - 4/3) / 1/6) * 6/7)
[786186] ['1/6', '1/9', '2/3', '4/3', '9/8'] -> ((((2/3 / 1/6) / 1/9) / 4/3) / 9/8)
[786189] ['1/6', '1/9', '2/3', '4/5', '4/9'] -> (4/9 / (2/3 * (1/6 - (1/9 / 4/5))))
[786190] ['1/6', '1/9', '2/3', '4/5', '5/2'] -> (((2/3 * 4/5) / (1/6 - 1/9)) * 5/2)
[786191] ['1/6', '1/9', '2/3', '4/5', '5/3'] -> (((4/5 / (2/3 - 1/6)) / 1/9) * 5/3)
[786192] ['1/6', '1/9', '2/3', '4/5', '5/4'] -> ((2/3 / ((1/6 * 4/5) - 1/9)) / 5/4)
[786195] ['1/6', '1/9', '2/3', '4/5', '5/8'] -> (((2/3 / (1/6 - 1/9)) / 4/5) / 5/8)
[786196] ['1/6', '1/9', '2/3', '4/5', '5/9'] -> ((((2/3 / 1/6) + 4/5) / 1/9) * 5/9)
[786199] ['1/6', '1/9', '2/3', '4/5', '7/2'] -> ((2/3 / ((1/6 / 4/5) - 1/9)) * 7/2)
[786200] ['1/6', '1/9', '2/3', '4/5', '7/3'] -> (7/3 / (1/9 * (2/3 + (1/6 / 4/5))))
[786207] ['1/6', '1/9', '2/3', '4/5', '8/5'] -> (((2/3 / (1/6 - 1/9)) / 4/5) * 8/5)
[786209] ['1/6', '1/9', '2/3', '4/5', '8/9'] -> (8/9 / ((1/6 + 1/9) * (4/5 - 2/3)))
[786212] ['1/6', '1/9', '2/3', '4/5', '9/5'] -> ((((2/3 / 1/6) + 4/5) / 1/9) / 9/5)
[786227] ['1/6', '1/9', '2/3', '4/7', '7/3'] -> (((4/7 / (2/3 - 1/6)) / 1/9) * 7/3)
[786228] ['1/6', '1/9', '2/3', '4/7', '7/4'] -> ((2/3 / (1/9 - (1/6 * 4/7))) / 7/4)
[786230] ['1/6', '1/9', '2/3', '4/7', '7/6'] -> ((((2/3 * 4/7) / 1/6) / 1/9) * 7/6)
[786231] ['1/6', '1/9', '2/3', '4/7', '7/8'] -> (((2/3 / (1/6 - 1/9)) / 4/7) / 7/8)
[786232] ['1/6', '1/9', '2/3', '4/7', '7/9'] -> ((((2/3 / 1/6) - 4/7) / 1/9) * 7/9)
[786236] ['1/6', '1/9', '2/3', '4/7', '8/9'] -> (8/9 / (1/6 - ((1/9 * 2/3) / 4/7)))
[786238] ['1/6', '1/9', '2/3', '4/7', '9/4'] -> ((1/6 + ((2/3 / 1/9) / 4/7)) * 9/4)
