[8952] ['1/4', '4/5', '7/3', '3', '7'] -> 3 + 7/3 * (1/4 + 7 / 4/5)
[10714] ['5/8', '5/7', '5/6', '1', '4'] -> 1 / (5/8 / 5/6 - 5/7) - 4
[10715] ['2/7', '9/8', '3/2', '3', '7'] -> 3/2 / (7 - (3 + 9/8 / 2/7))
[10716] ['1/9', '6/5', '9/2', '7', '9'] -> (9 - 7 / 6/5) / 1/9 - 9/2
[10717] ['1/7', '3/8', '5/9', '3', '8'] -> 8 / 3/8 / (5/9 / 1/7 - 3)
[10718] ['4/9', '9/8', '6/5', '6', '8'] -> 6/5 * (8 + 6 / (4/9 * 9/8))
[10719] ['4/9', '5/6', '9/4', '3', '4'] -> 3 / (5/6 / 4/9 + 9/4 - 4)
[10720] ['2/7', '9/8', '8/5', '3', '7'] -> 3 / (7 * 2/7 / 8/5 - 9/8)
[10721] ['2/9', '7/9', '1', '9/5', '8'] -> (9/5 + 1 / 7/9) * (8 - 2/9)
[10722] ['4/5', '5/6', '9/7', '4', '9'] -> 5/6 * (4/5 + 9 / (9/7 / 4))
[10723] ['5/8', '9/7', '5/2', '3', '6'] -> (6 - 5/2) / (5/8 / (9/7 + 3))
[10724] ['1/9', '9/5', '2', '3', '7/2'] -> (7/2 - 3 / (9/5 * 2)) / 1/9
[10725] ['2/7', '9/8', '7/4', '3', '7'] -> 3 / ((9/8 + 7/4) / 7 - 2/7)
[10726] ['4/9', '5/6', '3', '7/2', '4'] -> 4 * (7/2 / (5/6 - 4/9) - 3)
[10727] ['4/5', '5/6', '7/5', '4', '9'] -> 9 / (5/6 * (4/5 - 7/5 / 4))
[10728] ['6/7', '8/9', '7/6', '2', '5'] -> 5 / (8/9 - 7/6 / (6/7 * 2))
[10729] ['1/7', '3/8', '2/3', '3', '8'] -> (3 / 1/7 - 8 / 2/3) / 3/8
[10730] ['1/9', '5/4', '7/5', '7', '9'] -> 7 + (1/9 + 7/5) * 5/4 * 9
[10731] ['2/9', '7/9', '1', '9/2', '8'] -> 8 / (7/9 - 2/9 - 1 / 9/2)
[10732] ['4/9', '6/7', '7/8', '3', '4'] -> 4 * (3 / 4/9 - 6/7 * 7/8)
[10733] ['2/7', '9/8', '5/2', '3', '7'] -> 3 / (5/2 / (2/7 * 7) - 9/8)
[10734] ['4/9', '9/8', '9/5', '6', '8'] -> 9/8 * (6 / 9/5 + 8 / 4/9)
[10735] ['1/9', '5/4', '5/3', '7', '9'] -> 5/3 / (1/9 * 5/4) * (9 - 7)
[10736] ['5/8', '5/7', '1', '6/5', '4'] -> 1 / (5/8 * 6/5 - 5/7) - 4
[10737] ['9/7', '9/7', '3/2', '3', '5'] -> 3/2 * (9/7 / 9/7 + 3 * 5)
[10738] ['5/7', '5/7', '8/9', '3', '3'] -> 3 / (5/7 / 5/7 - 8/9) - 3
[10739] ['2/9', '4/5', '6/7', '1', '8'] -> 4/5 * 6/7 * (8 / 2/9 - 1)
[10740] ['1/7', '3/8', '5/6', '3', '8'] -> (8 + 3 / 1/7) / (3/8 + 5/6)
[10741] ['4/9', '8/7', '6/5', '6', '8'] -> 8/7 * (6 + 8 / (4/9 * 6/5))
[10742] ['1/4', '8/5', '9/5', '4', '6'] -> 6 + 9/5 * 4 / (1/4 * 8/5)
[10743] ['5/8', '5/7', '1', '5/4', '4'] -> 4 / (5/8 / (5/4 - 5/7) - 1)
[10744] ['1/8', '1/8', '2/7', '2', '3'] -> 3 * (1/8 / 1/8 + 2 / 2/7)
[10745] ['9/7', '9/7', '9/4', '3', '5'] -> (3 * 5 - 9/7) / (9/7 / 9/4)
[10746] ['2/7', '8/7', '6/5', '3', '7'] -> 8/7 * 6/5 * (7 + 3 / 2/7)
[10747] ['5/8', '5/7', '1', '9/7', '4'] -> (5/7 + 4) / (1 - 5/8 * 9/7)
[10748] ['4/9', '6/7', '6/5', '3', '4'] -> 4 / (4/9 - 6/7 / 3) - 6/5
[10749] ['4/5', '6/7', '7/6', '4', '9'] -> 4/5 * (9 / (7/6 / 4) - 6/7)
[10750] ['5/8', '5/7', '1', '3/2', '4'] -> (1 + 3/2) / (5/7 - 5/8) - 4
[10751] ['1/9', '5/4', '9/2', '7', '9'] -> (1/9 + 7) * (9 - 5/4 * 9/2)
[10752] ['1/7', '3/8', '5/4', '3', '8'] -> 8 / (5/4 / (3 - 3/8) - 1/7)
[10753] ['9/7', '4/3', '4/3', '3', '5'] -> 9/7 * (5 * 4/3 * 3 - 4/3)
[10754] ['2/7', '8/7', '9/5', '3', '7'] -> 8/7 / (2/7 - 3 / (9/5 * 7))
[10755] ['4/5', '6/7', '5/4', '4', '9'] -> 6/7 * (9 / (5/4 / 4) - 4/5)
[10756] ['5/8', '7/5', '5/2', '3', '6'] -> 6 / (5/8 * (7/5 + 3) - 5/2)
[10757] ['9/7', '4/3', '7/5', '3', '5'] -> (3 + 5) / (9/7 - 4/3 / 7/5)
[10758] ['1/8', '1/8', '4/7', '2', '3'] -> (2 / 4/7 - 1/8) / 1/8 - 3
[10759] ['4/5', '6/7', '4/3', '4', '9'] -> 4/5 * 9 * (4 / 6/7 - 4/3)
[10760] ['4/9', '6/7', '7/5', '3', '4'] -> (6/7 + 3) * 7/5 * (4/9 + 4)
[10761] ['9/7', '4/3', '3/2', '3', '5'] -> 4/3 / ((5 - 3) / 9/7 - 3/2)
[10762] ['5/8', '7/5', '3', '7/2', '6'] -> 6 * (7/5 - 3 + 7/2 / 5/8)
[10763] ['4/5', '6/7', '3/2', '4', '9'] -> 3/2 / (6/7 - 4/5) - 9 / 4
[10764] ['2/9', '4/5', '1', '9/7', '8'] -> (9/7 + 4/5 + 1) * (8 - 2/9)
[10765] ['1/8', '1/8', '7/9', '2', '3'] -> 2 / 3 / (1/8 - 1/8 * 7/9)
[10766] ['2/7', '7/6', '8/5', '3', '7'] -> (7 + 3 / 2/7) / (7/6 / 8/5)
[10767] ['1/9', '9/7', '3/2', '7', '9'] -> (9/7 + 1/9 * 9) * 3/2 * 7
[10768] ['6/7', '8/9', '7/4', '2', '5'] -> 5 / (2 / 8/9 - 7/4 / 6/7)
[10769] ['2/9', '4/5', '1', '7/5', '8'] -> 8 * (1 / 2/9 - 7/5) - 4/5
[10770] ['9/7', '4/3', '5/3', '3', '5'] -> 9/7 * (3 * (5/3 + 5) - 4/3)
[10771] ['1/8', '1/8', '4/5', '2', '3'] -> 3 + (1/8 + 2 / 4/5) / 1/8
[10772] ['4/9', '6/7', '5/3', '3', '4'] -> (6/7 + 3) * (5/3 * 4 - 4/9)
[10773] ['2/7', '7/6', '5/3', '3', '7'] -> 3 * 7 * (5/3 / 7/6 - 2/7)
[10774] ['2/9', '2/7', '7/8', '3', '5'] -> (2/7 + 5 / 7/8) / 2/9 - 3
[10775] ['2/7', '1/3', '2/5', '4', '6'] -> (6 + 4 / 2/7) / (1/3 / 2/5)
[10776] ['1/7', '3/8', '5/3', '3', '8'] -> (5/3 / 1/7 - 8 / 3) / 3/8
[10777] ['2/9', '4/5', '1', '3/2', '8'] -> 4/5 * ((8 - 1) / 2/9 - 3/2)
[10778] ['9/7', '4/3', '9/5', '3', '5'] -> 9/7 * (3 + 5 * (4/3 + 9/5))
[10779] ['2/9', '2/7', '8/9', '3', '5'] -> (3 + 5) / 2/7 - 8/9 / 2/9
[10780] ['2/7', '7/6', '9/5', '3', '7'] -> 7/6 - 3 / 9/5 + 7 / 2/7
[10781] ['4/5', '6/7', '9/5', '4', '9'] -> 6/7 * (4 * (9 - 9/5) - 4/5)
[10782] ['1/9', '9/7', '7/4', '7', '9'] -> (7 / 1/9 - 9) / (9/7 * 7/4)
[10783] ['5/7', '5/7', '7/3', '3', '3'] -> 3 * (5/7 / 5/7 + 7/3 * 3)
[10784] ['2/9', '2/7', '9/8', '3', '5'] -> 5 / 2/9 / (9/8 / 2/7 - 3)
[10785] ['6/7', '8/9', '2', '7/3', '5'] -> (2 * 5 - 6/7) / (8/9 / 7/3)
[10786] ['5/7', '5/7', '5/2', '3', '3'] -> (3 - 5/7) * 3 / (5/7 / 5/2)
[10787] ['2/9', '2/7', '8/7', '3', '5'] -> (2/7 + 8/7 * 5) / 2/9 - 3
[10788] ['2/7', '6/5', '9/7', '3', '7'] -> 6/5 * (2/7 - 9/7 + 3 * 7)
[10789] ['5/7', '5/7', '3', '3', '7/2'] -> 3 * (3 + 7/2 * (5/7 + 5/7))
[10790] ['2/7', '1/3', '4/5', '4', '6'] -> 4 / (2/7 * (4/5 - 1/3)) - 6
[10791] ['4/9', '7/6', '5/4', '6', '8'] -> 4/9 * 6 / (5/4 - 7/6) - 8
[10792] ['5/8', '3/4', '5/6', '1', '4'] -> 4 / 5/6 / (3/4 / 5/8 - 1)
[10793] ['6/7', '8/9', '2', '8/3', '5'] -> (2 + 5) * (8/3 + 6/7 * 8/9)
[10794] ['1/7', '3/8', '3', '9/2', '8'] -> 3 / (1/7 * (8 - 9/2) - 3/8)
[10795] ['2/7', '6/5', '4/3', '3', '7'] -> 4/3 + 7 * (3 + 2/7 / 6/5)
[10796] ['4/9', '6/7', '3', '4', '9/2'] -> 3 * 9/2 + 4 / (4/9 * 6/7)
[10797] ['5/7', '5/7', '3', '3', '9/2'] -> (3 + 9/2) / (5/7 / (3 - 5/7))
[10798] ['4/5', '6/7', '7/2', '4', '9'] -> 9 + 7/2 * 4 / (4/5 / 6/7)
[10799] ['1/8', '1/8', '9/7', '2', '3'] -> 2 / 3 / (1/8 - 1/8 / 9/7)
[10800] ['4/9', '7/8', '7/8', '3', '4'] -> 3 * (4 / 4/9 - 7/8 / 7/8)
[10801] ['1/7', '2/5', '3/7', '3', '8'] -> 3/7 / (3 / 8 - 1/7 / 2/5)
[10802] ['2/7', '1/3', '9/8', '4', '6'] -> (4 + 6) / (2/7 * (1/3 + 9/8))
[10803] ['5/8', '3/4', '8/9', '1', '4'] -> (1 + 4 / 3/4) / (8/9 - 5/8)
[10804] ['2/9', '2/7', '4/3', '3', '5'] -> 2/9 * 3 + 5 / (2/7 / 4/3)
[10805] ['1/7', '2/5', '4/9', '3', '8'] -> 8 / (2/5 * 4/9) - 3 / 1/7
[10806] ['5/8', '3/4', '1', '8/7', '4'] -> 1 / (3/4 - 5/8 * 8/7) - 4
[10807] ['4/9', '7/6', '8/5', '6', '8'] -> 8/5 * (8 / (4/9 / 7/6) - 6)
[10808] ['2/9', '2/7', '7/5', '3', '5'] -> 5 * (3 + 7/5 / (2/9 / 2/7))
[10809] ['1/9', '9/5', '2', '7/2', '8'] -> 7/2 * (8 - 2 / 9/5) - 1/9
[10810] ['2/9', '5/6', '6/7', '1', '8'] -> 8 / (6/7 * (1 + 2/9 - 5/6))
[10811] ['9/7', '7/5', '9/5', '3', '5'] -> 7/5 * 3 * (5 + 9/7 / 9/5)
[10812] ['1/8', '1/7', '1/6', '2', '3'] -> (3 - 2) / (1/7 * (1/8 + 1/6))
[10813] ['5/8', '3/4', '1', '7/6', '4'] -> (1 + 4) / (5/8 + 3/4 - 7/6)
[10814] ['2/9', '2/7', '3/2', '3', '5'] -> (5 / 2/7 - 3/2) / (2/9 * 3)
[10815] ['1/7', '2/5', '4/7', '3', '8'] -> 8 / (4/7 / (2/5 * 3) - 1/7)
[10816] ['9/7', '7/5', '9/4', '3', '5'] -> 7/5 * (3 + 9/4 * (9/7 + 5))
[10817] ['5/8', '3/4', '1', '9/7', '4'] -> 4 / (5/8 / (9/7 - 3/4) - 1)
[10818] ['2/7', '5/4', '9/7', '3', '7'] -> (5/4 + 3) * (7 - 9/7) - 2/7
[10819] ['4/9', '7/8', '9/7', '3', '4'] -> 4 / (4/9 * 7/8) / (9/7 / 3)
[10820] ['9/7', '7/5', '5/2', '3', '5'] -> 5/2 * 3 * (5 - 9/7 * 7/5)
[10821] ['4/5', '7/8', '7/6', '4', '9'] -> 9 * ((4 - 7/6) / 4/5 - 7/8)
[10822] ['5/7', '3/4', '7/6', '3', '3'] -> 3 / (3/4 - 5/7) / (7/6 * 3)
[10823] ['2/7', '5/4', '4/3', '3', '7'] -> (2/7 + 4/3 * 3) / (5/4 / 7)
[10824] ['2/7', '1/3', '9/5', '4', '6'] -> 4 / 2/7 + 6 / (1/3 * 9/5)
[10825] ['2/9', '5/6', '1', '6/5', '8'] -> 8 / (6/5 * 2/9 / 5/6) - 1
[10826] ['4/9', '6/5', '9/7', '6', '8'] -> 6/5 * (6 + 8 / (4/9 * 9/7))
[10827] ['5/7', '3/4', '6/5', '3', '3'] -> 6/5 / (3/4 / 5/7 - 3 / 3)
[10828] ['6/7', '9/8', '7/5', '2', '5'] -> (5 + 2 / 7/5) / (9/8 - 6/7)
[10829] ['5/8', '7/9', '7/9', '1', '4'] -> 1 / (5/8 - 7/9 + 7/9 / 4)
[10830] ['6/7', '9/8', '3/2', '2', '5'] -> (9/8 + 3/2) * (2 * 5 - 6/7)
[10831] ['9/7', '7/5', '3', '9/2', '5'] -> (3 + 9/2) * (5 - 9/7 * 7/5)
[10832] ['4/9', '6/5', '5/3', '6', '8'] -> 6/5 * 5/3 * (8 / 4/9 - 6)
[10833] ['4/5', '7/8', '4/3', '4', '9'] -> (4 - 4/3 / 4/5) / (7/8 / 9)
[10834] ['2/7', '3/8', '2/5', '4', '6'] -> 2/5 * (4 + 6 / (2/7 * 3/8))
[10835] ['2/9', '2/7', '8/3', '3', '5'] -> (8/3 + 5) / 2/9 - 3 / 2/7
[10836] ['9/7', '3/2', '3/2', '3', '5'] -> (3 + 5) / (3/2 - 3/2 / 9/7)
[10837] ['4/9', '6/5', '7/4', '6', '8'] -> 4/9 * 8 * (7/4 + 6 / 6/5)
[10838] ['2/7', '5/4', '7/3', '3', '7'] -> 2/7 * 7 / (3 - 5/4 * 7/3)
[10839] ['4/9', '7/8', '7/3', '3', '4'] -> (4 + 7/3 + 3) / (4/9 * 7/8)
[10840] ['9/7', '3/2', '8/5', '3', '5'] -> 8/5 * (9/7 + 3) * (5 - 3/2)
[10841] ['2/9', '2/7', '3', '9/2', '5'] -> 3 + (5 + 2/9 * 9/2) / 2/7
[10842] ['5/8', '7/9', '7/8', '1', '4'] -> 4 / (7/9 * (5/8 + 7/8) - 1)
[10843] ['4/9', '7/8', '5/2', '3', '4'] -> 4 / 4/9 / (7/8 + 5/2 - 3)
[10844] ['2/9', '1/3', '4/7', '3', '5'] -> 4/7 * (5 / (1/3 - 2/9) - 3)
[10845] ['1/7', '2/5', '8/9', '3', '8'] -> 2/5 * (8 / (1/7 * 8/9) - 3)
[10846] ['2/7', '3/8', '5/9', '4', '6'] -> (3/8 + 4) * (6 - 2/7 / 5/9)
[10847] ['5/7', '3/4', '9/5', '3', '3'] -> (9/5 + 3 / 5/7) / (3/4 / 3)
[10848] ['2/3', '5/7', '5/6', '3', '6'] -> 3 / (2/3 / 5/7 - 5/6) - 6
[10849] ['2/9', '6/7', '8/9', '1', '8'] -> 8/9 / (2/9 / 6/7) * (8 - 1)
[10850] ['6/7', '9/8', '2', '9/4', '5'] -> 2 * (5 / (6/7 / 9/4) - 9/8)
[10851] ['2/9', '1/3', '5/7', '3', '5'] -> (3 + 5 * 1/3 / 5/7) / 2/9
[10852] ['4/5', '7/8', '9/4', '4', '9'] -> 9 + (4/5 + 4) * (7/8 + 9/4)
[10853] ['1/7', '2/5', '9/8', '3', '8'] -> 2/5 * (8 / (1/7 / 9/8) - 3)
[10854] ['2/7', '9/7', '9/4', '3', '7'] -> 2/7 * 7 / (3 / 9/7 - 9/4)
[10855] ['2/9', '6/7', '1', '9/8', '8'] -> (8 - 1) / (9/8 * 2/9 / 6/7)
[10856] ['6/7', '9/8', '2', '7/3', '5'] -> 9/8 * 7/3 * (2 * 5 - 6/7)
[10857] ['4/9', '5/4', '7/5', '6', '8'] -> 5/4 * (8 / (4/9 / 7/5) - 6)
[10858] ['5/7', '3/4', '5/2', '3', '3'] -> (3 + 3 / 5/7) / (3/4 / 5/2)
[10859] ['1/7', '2/5', '8/7', '3', '8'] -> 3 - (1/7 - 8/7) + 8 / 2/5
[10860] ['6/7', '9/8', '2', '5/2', '5'] -> 5 / (9/8 + 2 - 5/2 / 6/7)
[10861] ['5/8', '7/9', '1', '6/5', '4'] -> 4 / (5/8 * 6/5) / (1 - 7/9)
[10862] ['1/8', '1/8', '4/5', '2', '8'] -> 4/5 * (8 / (1/8 + 1/8) - 2)
[10863] ['2/9', '6/7', '1', '5/4', '8'] -> 6/7 / 5/4 * (8 / 2/9 - 1)
[10864] ['5/7', '3/4', '3', '3', '7/2'] -> (3 + 5/7 * 3) / (3/4 / 7/2)
[10865] ['2/7', '3/8', '7/9', '4', '6'] -> (6 - 4) / (7/9 * 2/7 * 3/8)
[10866] ['4/9', '8/9', '7/4', '3', '4'] -> (4/9 + 8/9 * 7/4) * 3 * 4
[10867] ['2/7', '4/3', '9/5', '3', '7'] -> 3 + 9/5 * (7 + 4/3 / 2/7)
[10868] ['4/5', '8/9', '8/9', '4', '9'] -> 4 + (8/9 + 8/9) / (4/5 / 9)
[10869] ['1/8', '1/7', '4/3', '2', '3'] -> (2 + 3) / (1/7 * (1/8 + 4/3))
[10870] ['2/3', '5/7', '5/4', '3', '6'] -> 6 / (2/3 * 3 - 5/4 / 5/7)
[10871] ['1/8', '1/8', '8/7', '2', '8'] -> 8 / 8/7 + (1/8 + 2) / 1/8
[10872] ['4/9', '9/7', '3/2', '6', '8'] -> 9/7 * (6 + 3/2 * (4/9 + 8))
[10873] ['2/9', '6/7', '1', '3/2', '8'] -> (8 - (3/2 + 1 / 6/7)) / 2/9
[10874] ['2/7', '3/8', '5/6', '4', '6'] -> (4 / 2/7 - 5/6 * 6) / 3/8
[10875] ['1/8', '1/7', '7/5', '2', '3'] -> (2 - 1/8) * (3 + 7/5 / 1/7)
[10876] ['1/7', '2/5', '4/3', '3', '8'] -> 2/5 * (4/3 * 3 + 8 / 1/7)
[10877] ['2/3', '5/7', '7/5', '3', '6'] -> 3 * (6 / 2/3 - 5/7 * 7/5)
[10878] ['1/8', '1/8', '6/5', '2', '8'] -> 8 / (1/8 + 2 * 1/8 / 6/5)
[10879] ['6/7', '8/7', '3/2', '2', '5'] -> 5 * 6/7 * 2 / (3/2 - 8/7)
[10880] ['5/8', '7/9', '1', '3/2', '4'] -> (1 + 4 / 3/2) / (7/9 - 5/8)
[10881] ['1/9', '8/5', '9/5', '7', '9'] -> 8/5 / (1/9 * 9/5) + 7 + 9
[10882] ['6/7', '8/7', '7/4', '2', '5'] -> 2 * 5 / (7/4 - 8/7 / 6/7)
[10883] ['2/7', '7/5', '5/3', '3', '7'] -> 7/5 * 5/3 * (7 + 2/7 + 3)
[10884] ['4/5', '8/9', '7/5', '4', '9'] -> 9 * (4 - 8/9 * 7/5) - 4/5
[10885] ['4/9', '9/7', '9/5', '6', '8'] -> 9/5 * (8 / 4/9 - 6 / 9/7)
[10886] ['1/9', '8/5', '9/4', '7', '9'] -> (1/9 + 7) * (9 / 8/5 - 9/4)
[10887] ['2/7', '3/8', '7/5', '4', '6'] -> 7/5 * (2/7 * 4 + 6 / 3/8)
[10888] ['2/3', '5/7', '5/2', '3', '6'] -> 5/2 * (6 / (2/3 * 5/7) - 3)
[10889] ['2/7', '7/5', '7/4', '3', '7'] -> 7/4 * (7/5 * (3 + 7) - 2/7)
[10890] ['4/5', '8/9', '3/2', '4', '9'] -> (4 / (8/9 - 4/5) - 9) / 3/2
[10891] ['1/9', '8/5', '7/3', '7', '9'] -> 8/5 * (9 * (1/9 + 7/3) - 7)
[10892] ['4/9', '9/7', '9/4', '6', '8'] -> 9/7 * 6 * (8 / 9/4 - 4/9)
[10893] ['2/9', '3/8', '5/7', '3', '5'] -> 5 / 5/7 / (2/9 * 3 - 3/8)
[10894] ['5/8', '7/9', '1', '7/4', '4'] -> 4 / (7/9 / 7/4) / (1 - 5/8)
[10895] ['2/9', '6/7', '1', '8/3', '8'] -> 8 / (2/9 * (8/3 - 1 / 6/7))
[10896] ['2/7', '3/8', '9/5', '4', '6'] -> (3/8 + 4) * (6 - 2/7 * 9/5)
[10897] ['5/7', '7/9', '6/5', '3', '3'] -> 3 / (6/5 - 7/9 / 5/7) - 3
[10898] ['2/9', '3/8', '4/5', '3', '5'] -> (5 / 2/9 - 3) / 4/5 - 3/8
[10899] ['6/7', '7/6', '6/5', '2', '5'] -> 7/6 * 2 * 5 * (6/7 + 6/5)
[10900] ['4/9', '9/8', '9/5', '3', '4'] -> 9/8 * (4/9 + 4) * (9/5 + 3)
[10901] ['4/5', '8/9', '7/2', '4', '9'] -> 7/2 * 4 + 9 / (4/5 / 8/9)
[10902] ['9/7', '7/4', '7/4', '3', '5'] -> 5 * 7/4 * 3 - 9/7 * 7/4
[10903] ['6/7', '7/6', '5/4', '2', '5'] -> (2 + 5) / (5/4 / 6/7 - 7/6)
[10904] ['2/9', '6/7', '1', '9/2', '8'] -> (1 - 2/9) * 8 * 6/7 * 9/2
[10905] ['1/8', '1/7', '1/3', '2', '8'] -> 1/3 * (2 / 1/8 + 8 / 1/7)
[10906] ['6/7', '7/6', '4/3', '2', '5'] -> 6/7 * (5 / (4/3 - 7/6) - 2)
[10907] ['1/8', '1/7', '2/5', '2', '8'] -> (1/7 + 2) * (8 + 2/5 / 1/8)
[10908] ['2/9', '3/8', '9/7', '3', '5'] -> 5 / 3 / (3/8 / 9/7 - 2/9)
[10909] ['1/7', '3/7', '5/9', '3', '8'] -> 3 + 8 / (1/7 + 3/7 * 5/9)
[10910] ['1/8', '1/6', '5/7', '2', '3'] -> (2 + 3) / (5/7 * (1/8 + 1/6))
[10911] ['4/9', '7/5', '3/2', '6', '8'] -> 3/2 + (6 + 8) / (4/9 * 7/5)
[10912] ['2/7', '2/5', '4/9', '4', '6'] -> 2/7 * (4 / (4/9 - 2/5) - 6)
[10913] ['2/7', '3/2', '9/5', '3', '7'] -> 9/5 * (7 / (2/7 * 3/2) - 3)
[10914] ['1/8', '1/6', '7/9', '2', '3'] -> 2 / 3 / (7/9 - 1/8 / 1/6)
[10915] ['5/8', '7/9', '1', '4', '9/2'] -> (1 + 9/2 * 7/9 * 4) / 5/8
[10916] ['4/9', '7/5', '8/5', '6', '8'] -> 8 / (7/5 + 8/5 - 4/9 * 6)
[10917] ['4/5', '9/8', '5/4', '4', '9'] -> (4 - 4/5 * 5/4) / (9/8 / 9)
[10918] ['6/7', '7/6', '8/5', '2', '5'] -> 8/5 * 5 * (2 + 6/7 * 7/6)
[10919] ['4/9', '8/7', '9/7', '3', '4'] -> 4 / (4/9 / 8/7) / (9/7 / 3)
[10920] ['2/7', '2/5', '5/9', '4', '6'] -> 4 / (5/9 - 2/5) - 2/7 * 6
[10921] ['2/7', '8/5', '5/3', '3', '7'] -> 3 + 5/3 * (7 + 8/5 / 2/7)
[10922] ['4/9', '7/5', '7/4', '6', '8'] -> 7/4 * (8 / 4/9 - 6 / 7/5)
[10923] ['1/8', '1/7', '3/5', '2', '8'] -> 3/5 * (8 / 1/7 - 2 / 1/8)
[10924] ['1/8', '1/6', '8/7', '2', '3'] -> 3 * (8/7 + 2 / (1/8 + 1/6))
[10925] ['5/8', '4/5', '6/7', '1', '4'] -> 1 / (5/8 * (6/7 - 4/5)) - 4
[10926] ['2/3', '7/9', '7/5', '3', '6'] -> 7/5 * (3 * 6 - 2/3 / 7/9)
[10927] ['6/7', '7/6', '7/4', '2', '5'] -> (5 + 6/7 * 7/6) / (2 - 7/4)
[10928] ['1/8', '1/7', '2/3', '2', '8'] -> 8 / 1/8 / (2/3 / 1/7 - 2)
[10929] ['4/5', '9/8', '7/5', '4', '9'] -> 9 * (4 - 7/5 / 9/8) - 4/5
[10930] ['2/7', '2/5', '5/8', '4', '6'] -> 2/5 + 4 / 2/7 + 6 / 5/8
[10931] ['1/9', '7/4', '9/2', '7', '9'] -> 9 / (9/2 * (7/4 - 1/9) - 7)
[10932] ['2/9', '7/8', '1', '9/7', '8'] -> (8 - 1 / 7/8) / (2/9 * 9/7)
[10933] ['1/8', '1/6', '7/5', '2', '3'] -> 7/5 / (1/8 + 1/6) * (2 + 3)
[10934] ['6/7', '7/6', '2', '7/3', '5'] -> 2 * 7/3 * (6/7 + 5 / 7/6)
[10935] ['4/9', '7/5', '7/3', '6', '8'] -> 7/3 * 8 / (4/9 * 7/5) - 6
[10936] ['5/8', '4/5', '1', '9/8', '4'] -> 5/8 * (4/5 + 4) / (9/8 - 1)
[10937] ['2/9', '2/5', '3/7', '3', '5'] -> 3 + 5 / (3/7 * 2/9 / 2/5)
[10938] ['5/7', '7/9', '5/2', '3', '3'] -> (3 + 3 / 7/9) / (5/7 / 5/2)
[10939] ['1/8', '1/7', '4/5', '2', '8'] -> (1/7 + 8 / (4/5 + 2)) / 1/8
[10940] ['4/9', '8/7', '5/3', '3', '4'] -> 4 / (5/3 / 3 - 4/9 / 8/7)
[10941] ['9/7', '9/4', '9/4', '3', '5'] -> 3 * 5 / (9/7 / 9/4) - 9/4
[10942] ['2/9', '7/8', '1', '4/3', '8'] -> (8 - (1 + 4/3) / 7/8) / 2/9
[10943] ['6/7', '7/6', '2', '5/2', '5'] -> 5 * 2 * 5/2 - 6/7 * 7/6
[10944] ['2/7', '8/5', '7/3', '3', '7'] -> (3 + 7) / (7/3 * 2/7 / 8/5)
[10945] ['5/8', '4/5', '1', '7/6', '4'] -> 4 / (5/8 + 1 - 7/6 / 4/5)
[10946] ['1/9', '9/5', '7/3', '7', '9'] -> 9 + 7 / (7/3 * 1/9 * 9/5)
[10947] ['1/7', '3/7', '5/2', '3', '8'] -> 3/7 / (3 / 8 - 1/7 * 5/2)
[10948] ['4/9', '8/7', '7/4', '3', '4'] -> 8/7 * 7/4 * (3 + 4 / 4/9)
[10949] ['9/7', '9/4', '5/2', '3', '5'] -> 5 / 5/2 / (3 / 9/7 - 9/4)
[10950] ['4/5', '9/8', '9/4', '4', '9'] -> 4/5 / 9/8 * (4 * 9 - 9/4)
[10951] ['2/9', '2/5', '1/2', '3', '5'] -> (3 + 5 / (2/9 / 2/5)) / 1/2
[10952] ['6/7', '7/6', '2', '9/2', '5'] -> 7/6 * 9/2 * (5 - 6/7 / 2)
[10953] ['5/7', '7/9', '3', '3', '9/2'] -> (3 - 5/7) * 9/2 * 7/9 * 3
[10954] ['2/7', '8/5', '3', '7/2', '7'] -> 8/5 * 7/2 * (7 + 2/7 - 3)
[10955] ['4/9', '8/7', '9/4', '3', '4'] -> 4 / 4/9 / (3 / 8/7 - 9/4)
[10956] ['6/7', '6/5', '6/5', '2', '5'] -> 5 * (2 + (6/5 + 6/5) / 6/7)
[10957] ['4/5', '9/8', '8/3', '4', '9'] -> 9 + 8/3 * 4 / (4/5 / 9/8)
[10958] ['5/8', '4/5', '1', '3/2', '4'] -> 4 / (1 / 3/2 - 5/8 * 4/5)
[10959] ['2/7', '8/5', '3', '9/2', '7'] -> (3 + 9/2) * 7 * 2/7 * 8/5
[10960] ['2/9', '7/8', '1', '7/4', '8'] -> 8 / (2/9 * (1 + 7/8 / 7/4))
[10961] ['5/7', '4/5', '5/6', '3', '3'] -> 4/5 / ((3 - 5/6) / 5/7 - 3)
[10962] ['1/9', '9/5', '9/2', '7', '9'] -> (7 + 9 / 9/5) / (1/9 * 9/2)
[10963] ['6/7', '6/5', '5/4', '2', '5'] -> 5 / (2 / 6/5 - 5/4 / 6/7)
[10964] ['2/9', '7/8', '1', '9/5', '8'] -> (1 + 8 / (2/9 * 9/5)) / 7/8
[10965] ['9/7', '7/3', '3', '7/2', '5'] -> 7/2 * (9/7 + 7/3 * 3) - 5
[10966] ['5/7', '4/5', '6/7', '3', '3'] -> 6/7 / (3 / 4/5 - (5/7 + 3))
[10967] ['2/9', '2/5', '5/7', '3', '5'] -> 5 / (2/9 * 5/7) - 3 / 2/5
