[62658] ['1/4', '3/8', '5/9', '5', '8'] -> (5 / 5/9 - 3/8 * 8) / 1/4
[64042] ['2/5', '4/9', '1', '8/5', '2'] -> 8/5 / (4/9 * (2/5 + 2) - 1)
[64043] ['9/8', '7/4', '7/2', '5', '5'] -> (7/2 / 7/4 + 5 * 5) / 9/8
[64044] ['2/7', '3/5', '5/6', '2', '2'] -> 2 / 5/6 / (3/5 / 2/7 - 2)
[64045] ['3/7', '1', '8/5', '5/3', '9'] -> 8/5 + (9 + 1 / 5/3) / 3/7
[64046] ['1/8', '1', '8/7', '7/5', '6'] -> (6 - 7/5 * (1 + 8/7)) / 1/8
[64047] ['2/5', '4/9', '1/2', '6', '6'] -> 4/9 * (6 / (1/2 - 2/5) - 6)
[64048] ['3/8', '4/7', '8/5', '4', '9'] -> (4/7 + 4) * (9 / 8/5 - 3/8)
[64049] ['3/4', '6/7', '1', '4/3', '6'] -> 6 / (6/7 - 3/4) / (1 + 4/3)
[64050] ['2/7', '3/5', '6/7', '2', '2'] -> (2 + 6/7 / 3/5) / (2/7 / 2)
[64051] ['1/8', '6/5', '5/3', '7', '7'] -> (6/5 * 5/3 + 7 / 7) / 1/8
[64052] ['1/8', '1', '8/7', '3/2', '6'] -> 8/7 * 3/2 * (6 + 1 / 1/8)
[64053] ['9/8', '9/5', '9/5', '5', '5'] -> 5 * (9/5 / 9/8 - (9/5 - 5))
[64054] ['1/9', '7/9', '5/4', '7', '8'] -> 5/4 * 8 + 7 + 7/9 / 1/9
[64055] ['3/7', '1', '8/5', '9/4', '9'] -> 8/5 * 9/4 * (9 - 1 / 3/7)
[64056] ['2/7', '3/5', '5/3', '2', '5'] -> 5 * (3/5 + 2 / (2/7 * 5/3))
[64057] ['1/8', '6/5', '7/4', '7', '7'] -> (1/8 + 7/4) * (7 - (6/5 - 7))
[64058] ['2/5', '4/9', '1', '9/5', '2'] -> 2 / (9/5 * (4/9 - 2/5)) - 1
[64059] ['3/4', '6/7', '1', '3/2', '6'] -> 6 / (3/4 * (3/2 - 1 / 6/7))
[64060] ['9/8', '7/5', '3', '7/2', '9'] -> 9 / (7/5 * (9/8 - 3 / 7/2))
[64061] ['3/8', '4/7', '7/4', '4', '9'] -> 3/8 * 7/4 * (4/7 + 4 * 9)
[64062] ['3/7', '1', '8/5', '5/2', '9'] -> 9 / 3/7 - (1 - 8/5 * 5/2)
[64063] ['1/2', '1', '8/5', '7/3', '7'] -> 7 / 7/3 / (1 / 8/5 - 1/2)
[64064] ['3/4', '6/7', '1', '8/5', '6'] -> 6 / (3/4 / 6/7 - 1 / 8/5)
[64065] ['3/8', '8/5', '7/3', '9', '9'] -> 8/5 * (7/3 * 9 - 3/8) - 9
[64066] ['2/5', '4/9', '1', '2', '7/3'] -> (7/3 / (2/5 / 2) - 1) / 4/9
[64067] ['9/8', '9/5', '7/2', '5', '5'] -> 9/5 * 5 / (5 - (9/8 + 7/2))
[64068] ['2/7', '3/5', '8/7', '2', '2'] -> (2/7 + 2) / (2 - 8/7 / 3/5)
[64069] ['3/7', '1', '8/5', '7/2', '9'] -> (1 + 9) * 7/2 * 3/7 * 8/5
[64070] ['1/8', '1', '8/7', '8/3', '6'] -> (1 + 6) / (8/3 * 1/8 / 8/7)
[64071] ['1/9', '5/9', '9/7', '4', '8'] -> (1/9 + 5/9 * 4) * 9/7 * 8
[64072] ['1/9', '4/5', '4/5', '7', '8'] -> 4/5 / (1/9 * 4/5) + 7 + 8
[64073] ['1/2', '1', '8/5', '7/2', '7'] -> 8/5 * (1 + 7 + 7/2 / 1/2)
[64074] ['2/7', '3/5', '6/5', '2', '2'] -> 6/5 * 2 / (3/5 / 2/7 - 2)
[64075] ['9/8', '9/4', '5/2', '5', '5'] -> 5 * (5 - 9/8 / 9/4 / 5/2)
[64076] ['1/8', '5/4', '5/4', '7', '7'] -> (5/4 * 7 + 5/4 - 7) / 1/8
[64077] ['1/2', '1', '5/3', '7/2', '7'] -> 7/2 * (1 + 7) / (5/3 - 1/2)
[64078] ['2/5', '1/2', '5/9', '1', '2'] -> (2/5 + 2) / (1 - 1/2 / 5/9)
[64079] ['3/7', '1', '5/3', '9/4', '9'] -> 5/3 * 9 / (1 - 3/7) - 9/4
[64080] ['9/8', '9/4', '8/3', '5', '5'] -> 8/3 * (9/8 * (5 + 5) - 9/4)
[64081] ['2/7', '3/8', '9/2', '5', '8'] -> 5 / (9/2 / (8 - 2/7) - 3/8)
[64082] ['1/8', '5/4', '9/7', '7', '7'] -> 9/7 * 7 / (5/4 - 1/8 * 7)
[64083] ['2/5', '4/9', '9/8', '6', '6'] -> 6 / (9/8 * 2/5 * 4/9) - 6
[64084] ['3/4', '7/8', '1', '4/3', '6'] -> (1 + 6) / (3/4 + 7/8 - 4/3)
[64085] ['2/7', '3/5', '2', '9/2', '5'] -> 2 * 5 * (9/2 - 3/5 / 2/7)
[64086] ['2/7', '3/5', '9/7', '2', '2'] -> (2 + 2 / 3/5) / (2/7 / 9/7)
[64087] ['1/2', '1', '7/4', '9/5', '7'] -> (1 + 9/5) * (7/4 + 7) - 1/2
[64088] ['9/8', '9/4', '7/2', '5', '5'] -> 5 * (5 + 9/8 / 9/4) - 7/2
[64089] ['3/8', '3/5', '4/5', '4', '9'] -> (9 - 3/5) / (3/8 * 4/5) - 4
[64090] ['1/8', '1', '7/6', '8/5', '6'] -> 8/5 * (1 / 1/8 + 7/6 * 6)
[64091] ['2/7', '5/8', '5/8', '2', '5'] -> (2 / 2/7 + 5 / 5/8) / 5/8
[64092] ['1/8', '5/4', '3/2', '7', '7'] -> 5/4 + (1/8 + 3/2) * (7 + 7)
[64093] ['2/5', '1/2', '5/8', '1', '2'] -> (1 + 2) / (5/8 * 2/5 * 1/2)
[64094] ['1/9', '4/5', '9/8', '7', '8'] -> (8 / 4/5 - 7) / (1/9 * 9/8)
[64095] ['1/9', '4/7', '3/4', '4', '8'] -> 4/7 * (3/4 * 8 + 4 / 1/9)
[64096] ['9/8', '9/5', '7/3', '3', '9'] -> 9/5 * (7/3 + 3 + 9 / 9/8)
[64097] ['2/5', '4/9', '7/6', '6', '6'] -> 6 / (7/6 / 2/5 - 4/9 * 6)
[64098] ['2/7', '5/8', '2/3', '2', '5'] -> 5 / 5/8 / (2/3 / 2/7 - 2)
[64099] ['3/7', '1', '5/3', '7/2', '9'] -> 3/7 * 7/2 * (1 + 5/3 * 9)
[64100] ['3/8', '5/3', '9/2', '9', '9'] -> 9/2 * (5/3 + 9) - 9 / 3/8
[64101] ['9/8', '7/3', '5/2', '5', '5'] -> 5 / (7/3 * 5/2 - 9/8 * 5)
[64102] ['1/8', '5/4', '5/3', '7', '7'] -> 7 / ((5/4 + 5/3) / 7 - 1/8)
[64103] ['2/5', '4/9', '5/4', '6', '6'] -> 6 + (2/5 + 6) / (4/9 / 5/4)
[64104] ['3/7', '1', '7/4', '7/4', '9'] -> 9 * (1 + 7/4) - 3/7 * 7/4
[64105] ['1/9', '4/5', '7/6', '7', '8'] -> 4/5 / (1/9 - 7/6 / (7 + 8))
[64106] ['3/8', '7/4', '9/5', '9', '9'] -> 9/5 * (9 + 9 - 7/4 / 3/8)
[64107] ['1/2', '1', '9/5', '7/3', '7'] -> (1/2 + 7) * (9/5 * 7/3 - 1)
[64108] ['3/7', '1', '7/4', '7/3', '9'] -> (7/3 + 1 / 3/7) / (7/4 / 9)
[64109] ['1/9', '4/5', '5/4', '7', '8'] -> 5/4 / (1/9 / 4/5) + 7 + 8
[64110] ['3/8', '3/5', '5/4', '4', '9'] -> (9 - 3/5) / (3/8 / 5/4) - 4
[64111] ['2/5', '4/9', '4/3', '6', '6'] -> 6 / 2/5 + 6 + 4/3 / 4/9
[64112] ['2/5', '1/2', '6/7', '1', '2'] -> 2 / (1/2 / 2/5 - 1 / 6/7)
[64113] ['2/7', '3/5', '7/4', '2', '2'] -> (7/4 + 2) * (2 / 2/7 - 3/5)
[64114] ['9/8', '5/2', '8/3', '5', '5'] -> 5 / (5/2 * 8/3 / 5 - 9/8)
[64115] ['1/8', '5/4', '7/3', '7', '7'] -> 7 / (5/4 * 7/3 / 7 - 1/8)
[64116] ['2/7', '5/8', '7/8', '2', '5'] -> (5 / 5/8 - 2) / (2/7 * 7/8)
[64117] ['1/9', '4/7', '6/5', '4', '8'] -> (8 - 4 / 6/5) / (1/9 / 4/7)
[64118] ['2/7', '3/5', '9/5', '2', '2'] -> 2 * (2 / (2/7 / 9/5) - 3/5)
[64119] ['2/5', '4/9', '7/4', '6', '6'] -> 6 * (6 / (7/4 - 2/5) - 4/9)
[64120] ['3/7', '1', '7/4', '7/2', '9'] -> 1 + 7/2 / 7/4 + 9 / 3/7
[64121] ['9/8', '5/2', '9/2', '5', '5'] -> (5 * 5 - (5/2 - 9/2)) / 9/8
[64122] ['1/9', '4/7', '5/4', '4', '8'] -> 8 / (1/9 * 4/7) / (5/4 + 4)
[64123] ['2/5', '1/2', '1', '9/8', '2'] -> (1 + 2) / (1/2 / 2/5 - 9/8)
[64124] ['8/7', '8/7', '9/5', '3', '9'] -> 9 * (8/7 / 8/7 + 3 / 9/5)
[64125] ['1/8', '1', '5/4', '9/7', '6'] -> 9/7 / (5/4 / (1 + 6) - 1/8)
[64126] ['1/9', '4/7', '4/3', '4', '8'] -> 4/7 * (4 / 1/9 + 8 / 4/3)
[64127] ['8/7', '8/7', '5/2', '3', '9'] -> (8/7 + 8/7 * 5/2) * (9 - 3)
[64128] ['3/8', '9/5', '8/3', '9', '9'] -> (9 + 9) / (3/8 * 9/5) - 8/3
[64129] ['3/4', '8/9', '1', '8/5', '6'] -> 6 / (8/5 * (1 - 3/4 / 8/9))
[64130] ['1/9', '4/5', '3/2', '7', '8'] -> (8 - 7 / 3/2) / (1/9 / 4/5)
[64131] ['2/5', '4/9', '7/3', '6', '6'] -> 7/3 + (6 + 4/9 * 6) / 2/5
[64132] ['2/7', '3/5', '2', '2', '5/2'] -> 5/2 * (3/5 + 2 + 2 / 2/7)
[64133] ['3/7', '1', '9/5', '7/3', '9'] -> 7/3 * (3/7 + 1) * (9 - 9/5)
[64134] ['3/8', '9/5', '7/2', '9', '9'] -> 9/5 * (9 + 7/2 / 3/8) - 9
[64135] ['3/4', '8/9', '1', '7/4', '6'] -> 6 / (7/4 - 1 / (3/4 * 8/9))
[64136] ['3/8', '5/8', '5/7', '4', '9'] -> 5/7 * 4 * (9 - 3/8 / 5/8)
[64137] ['1/9', '4/7', '3/2', '4', '8'] -> 4/7 * 3/2 * (4 / 1/9 - 8)
[64138] ['2/5', '4/9', '5/2', '6', '6'] -> 6 / (2/5 / 5/2) - 6 / 4/9
[64139] ['1/9', '4/5', '8/5', '7', '8'] -> 8/5 / 1/9 / (7 - 4/5 * 8)
[64140] ['2/7', '2/5', '5/4', '5', '8'] -> (2/5 * 5 + 8 / 2/7) / 5/4
[64141] ['1/9', '4/7', '8/5', '4', '8'] -> (8/5 + 4/7 * 8) * (4 - 1/9)
[64142] ['2/5', '1/2', '1', '5/3', '2'] -> (2/5 + 2) / (1 / 5/3 - 1/2)
[64143] ['2/5', '4/9', '7/2', '6', '6'] -> 2/5 * 6 * (6 / 4/9 - 7/2)
[64144] ['5/9', '5/9', '3/5', '1', '7'] -> (1 / 5/9 + 7 / 5/9) / 3/5
[64145] ['9/8', '9/2', '9/2', '5', '5'] -> (9/2 + 9/2 / 5) / (9/8 / 5)
[64146] ['1/8', '9/7', '5/3', '7', '7'] -> (5/3 - 9/7) * (7 + 7 / 1/8)
[64147] ['5/9', '5/9', '5/8', '1', '7'] -> (1 + 7) / (5/9 / 5/8 - 5/9)
[64148] ['3/4', '1', '9/8', '9/7', '6'] -> 9/7 * (1 + 6) / (9/8 - 3/4)
[64149] ['2/7', '2/5', '8/5', '5', '8'] -> 8/5 * (8 + 5 / (2/7 / 2/5))
[64150] ['1/8', '1', '9/7', '9/5', '6'] -> (6 / 9/5 - 1) / (1/8 / 9/7)
[64151] ['2/5', '1/2', '2/3', '6', '6'] -> 2/3 * (6 + 6 / (2/5 * 1/2))
[64152] ['2/7', '5/8', '3/2', '2', '5'] -> 5/8 * 2 + (3/2 + 5) / 2/7
[64153] ['3/8', '7/3', '7/2', '9', '9'] -> 9 * (7/3 - 9 + 7/2 / 3/8)
[64154] ['3/7', '1', '9/4', '5/2', '9'] -> 9 / (9/4 * (5/2 - 1 / 3/7))
[64155] ['8/7', '7/6', '9/5', '3', '9'] -> 9/5 * (8/7 * 7/6 + 3 + 9)
[64156] ['5/9', '5/9', '7/9', '1', '7'] -> (1 + 7) / (5/9 + 5/9 - 7/9)
[64157] ['3/7', '1', '9/4', '8/3', '9'] -> 1 + 9 + 8/3 / (3/7 / 9/4)
[64158] ['8/7', '8/7', '7/5', '5', '5'] -> (7/5 + 8/7 / 8/7) * (5 + 5)
[64159] ['2/7', '5/8', '5/3', '2', '5'] -> 2 / (2/7 * (5/8 - 5/3 / 5))
[64160] ['1/8', '9/7', '9/4', '7', '7'] -> (7 - 7 * 9/7 / 9/4) / 1/8
[64161] ['2/5', '1/2', '8/9', '6', '6'] -> 8/9 * (6 / 2/5 + 6 / 1/2)
[64162] ['2/7', '5/8', '3/4', '2', '2'] -> 2/7 / (2 / (5/8 + 2) - 3/4)
[64163] ['3/4', '1', '8/7', '7/6', '6'] -> 6 / 3/4 / (8/7 * 7/6 - 1)
[64164] ['8/7', '8/7', '3/2', '5', '5'] -> (8/7 + 8/7 * 5) * (5 - 3/2)
[64165] ['2/5', '1/2', '8/7', '6', '6'] -> 6 * (6 / 8/7 - 1/2 / 2/5)
[64166] ['3/4', '1', '8/7', '6/5', '6'] -> 6 / (1 / 8/7 - 3/4 / 6/5)
[64167] ['8/7', '8/7', '8/5', '5', '5'] -> (5 + 5) / (8/7 / (8/7 + 8/5))
[64168] ['3/7', '1', '7/3', '7/3', '9'] -> (7/3 + 7/3) * 9 * (1 - 3/7)
[64169] ['3/8', '8/3', '7/2', '9', '9'] -> 3/8 + (9 + 9) / (8/3 / 7/2)
[64170] ['2/7', '5/8', '2', '9/4', '5'] -> 5/8 - 2 + (9/4 + 5) / 2/7
[64171] ['8/7', '6/5', '7/5', '3', '9'] -> (8/7 + 6/5 / 7/5) * (3 + 9)
[64172] ['2/7', '5/8', '4/5', '2', '2'] -> 2 * (4/5 + 2 / (2/7 * 5/8))
[64173] ['2/5', '1/2', '9/7', '6', '6'] -> (9/7 + 1/2 * 6) * (6 - 2/5)
[64174] ['2/7', '3/7', '4/9', '5', '8'] -> 3/7 / (2/7 / 4/9 - 5 / 8)
[64175] ['1/8', '1', '4/3', '9/5', '6'] -> (1 - 4/3 + 6 / 9/5) / 1/8
[64176] ['2/7', '5/8', '2', '8/3', '5'] -> 5 / (5/8 / 2/7 - 2) - 8/3
[64177] ['1/9', '3/5', '3/4', '4', '8'] -> 3/5 * (4 / (1/9 * 3/4) - 8)
[64178] ['2/5', '1/2', '9/4', '6', '6'] -> (6 / (1/2 - 2/5) - 6) / 9/4
[64179] ['1/9', '5/6', '9/8', '7', '8'] -> 8 / (7 - 5/6 / (1/9 * 9/8))
[64180] ['8/7', '6/5', '7/4', '3', '9'] -> 9 * (8/7 / 6/5 + 3 / 7/4)
[64181] ['2/7', '5/8', '7/8', '2', '2'] -> (2 + 2 / 7/8) / (2/7 * 5/8)
[64182] ['3/4', '1', '8/7', '7/5', '6'] -> (1 + 8/7) * 6 / (3/4 / 7/5)
[64183] ['2/7', '5/8', '2', '7/2', '5'] -> (2 + 2/7 * 7/2) / (5/8 / 5)
[64184] ['1/8', '4/3', '4/3', '7', '7'] -> 7 / (4/3 - 1/8 * (4/3 + 7))
[64185] ['2/5', '2/5', '1/2', '9', '9'] -> 9 + 9 / (2/5 + 2/5 * 1/2)
[64186] ['2/7', '3/7', '3/4', '5', '8'] -> 8 * (5 - 3/7 / (2/7 * 3/4))
[64187] ['3/4', '1', '8/7', '3/2', '6'] -> 6 / (3/4 * 3/2 - 1 / 8/7)
[64188] ['1/9', '3/5', '5/6', '4', '8'] -> (4 + 8 / 3/5) / (5/6 - 1/9)
[64189] ['1/8', '4/3', '7/5', '7', '7'] -> 7 / (1/8 + 4/3) / (7/5 / 7)
[64190] ['1/8', '1', '7/5', '7/4', '6'] -> 6 + (1 + 7/4 / 7/5) / 1/8
[64191] ['1/9', '3/5', '6/7', '4', '8'] -> (8 / 6/7 - 4 / 3/5) / 1/9
[64192] ['2/5', '5/9', '4/7', '6', '6'] -> (6 + 6 / 5/9) / (2/5 / 4/7)
[64193] ['2/7', '2/3', '4/5', '2', '5'] -> (2 + 5 / (2/7 / 4/5)) / 2/3
[64194] ['1/9', '5/6', '6/5', '7', '8'] -> 6/5 / (1/9 / 5/6) + 7 + 8
[64195] ['8/7', '8/7', '5/2', '5', '5'] -> 5/2 * (5 + 5) - 8/7 / 8/7
[64196] ['2/5', '5/9', '3/4', '1', '2'] -> 2 / 5/9 / (2/5 + 3/4 - 1)
[64197] ['2/7', '5/8', '8/7', '2', '2'] -> (2 + 8/7 * 2) / (2/7 * 5/8)
[64198] ['2/5', '5/9', '5/8', '6', '6'] -> 6 + (2/5 + 6 / 5/8) / 5/9
[64199] ['2/7', '2/3', '7/8', '2', '5'] -> 2 * 5 / (2/3 - 2/7 * 7/8)
[64200] ['1/8', '1', '7/5', '7/3', '6'] -> (6 - 1) / (7/3 * 1/8 / 7/5)
[64201] ['2/5', '5/9', '7/9', '1', '2'] -> 5/9 / (2/5 * 2 - 7/9) - 1
[64202] ['4/9', '4/9', '1/2', '1', '9'] -> 1/2 + (9 + 4/9 + 1) / 4/9
[64203] ['2/7', '2/3', '8/9', '2', '5'] -> 5 / (2/7 * 2/3) - 2 / 8/9
[64204] ['2/5', '5/9', '4/5', '1', '2'] -> 2 / (4/5 - 2/5 / 5/9) - 1
[64205] ['8/7', '7/6', '7/6', '5', '5'] -> 7/6 / (7/6 - 8/7) - 5 * 5
[64206] ['2/5', '5/9', '3/4', '6', '6'] -> 5/9 * (2/5 + 6) * (3/4 + 6)
[64207] ['1/9', '5/6', '7/5', '7', '8'] -> 8 / (1/9 / 5/6 + 7/5 / 7)
[64208] ['2/5', '5/9', '5/6', '1', '2'] -> (2/5 + 2 / 5/9) / (1 - 5/6)
[64209] ['2/7', '5/8', '5/4', '2', '2'] -> 2 * (5/8 + (5/4 + 2) / 2/7)
[64210] ['8/7', '7/6', '6/5', '5', '5'] -> (6/5 + 5 / 7/6) / (8/7 / 5)
[64211] ['8/7', '5/4', '4/3', '3', '9'] -> (3 - 5/4) * 9 * 8/7 * 4/3
[64212] ['1/9', '3/5', '6/5', '4', '8'] -> 4 * (6/5 / 1/9 - 3/5 * 8)
[64213] ['2/5', '2/5', '5/6', '9', '9'] -> 5/6 * 9 * (2/5 * 9 - 2/5)
[64214] ['3/4', '1', '7/6', '6/5', '6'] -> 6 / (3/4 * (7/6 - 1 / 6/5))
[64215] ['2/7', '5/8', '9/7', '2', '2'] -> 9/7 / 2 / (5/8 / 2 - 2/7)
[64216] ['1/9', '5/6', '8/5', '7', '8'] -> (8/5 * 7 - 8) / (1/9 / 5/6)
[64217] ['5/9', '5/9', '1', '8/5', '7'] -> (1 + 7) / (5/9 * 8/5 - 5/9)
[64218] ['1/9', '3/5', '9/7', '4', '8'] -> (4 - 1/9) * 8 * 3/5 * 9/7
[64219] ['4/9', '4/9', '5/6', '1', '9'] -> 9 / (1 / 4/9 - 5/6 / 4/9)
[64220] ['2/7', '2/3', '7/5', '2', '5'] -> 5 * (2/7 + 2) / (2/3 / 7/5)
[64221] ['2/5', '5/9', '7/8', '1', '2'] -> 1 / (5/9 * (7/8 - 2/5 * 2))
[64222] ['1/8', '1', '3/2', '8/5', '6'] -> 6 / (1/8 / (8/5 - 3/2) - 1)
[64223] ['2/7', '3/7', '9/4', '5', '8'] -> 3/7 / (2/7 * 9/4 - 5 / 8)
[64224] ['2/5', '2/5', '7/8', '9', '9'] -> (9 + 9) / (2/5 + 2/5 * 7/8)
[64225] ['1/9', '5/6', '5/3', '7', '8'] -> 5/3 / (1/9 + 5/6 - 7 / 8)
[64226] ['2/5', '5/9', '7/8', '6', '6'] -> (6 / (2/5 * 5/9) - 6) / 7/8
[64227] ['4/9', '4/9', '6/7', '1', '9'] -> 9 * (4/9 / (1 - 6/7) - 4/9)
[64228] ['2/7', '2/3', '8/5', '2', '5'] -> 8/5 * 5 / (2/3 / 2/7 - 2)
[64229] ['1/9', '3/5', '3/2', '4', '8'] -> 4 / (3/2 / 1/9 - 8 / 3/5)
[64230] ['8/7', '7/6', '8/5', '5', '5'] -> 7/6 * 5 * (8/7 * 5 - 8/5)
[64231] ['3/8', '5/7', '8/5', '4', '9'] -> 5/7 * 4 * (9 - 3/8 * 8/5)
[64232] ['1/9', '5/6', '7/4', '7', '8'] -> (5/6 * 8 - 7 / 7/4) / 1/9
[64233] ['2/5', '2/5', '8/9', '9', '9'] -> 9 * (2/5 * 9 - 8/9) - 2/5
[64234] ['1/8', '1', '3/2', '9/5', '6'] -> (3/2 + 1 / 6) / (1/8 / 9/5)
[64235] ['8/7', '5/4', '9/5', '3', '9'] -> 9 / (3 / 8/7 - 5/4 * 9/5)
[64236] ['8/7', '7/6', '5/3', '5', '5'] -> 8/7 + (5/3 + 5 * 5) / 7/6
[64237] ['2/5', '5/9', '8/7', '6', '6'] -> 8/7 * (6 / (2/5 * 5/9) - 6)
[64238] ['3/4', '1', '6/5', '9/7', '6'] -> 6 / (1 / 6/5 - 3/4 / 9/7)
[64239] ['1/9', '3/5', '7/4', '4', '8'] -> (1/9 + 3/5) * (7/4 + 4 * 8)
[64240] ['5/9', '5/9', '1', '9/4', '7'] -> (5/9 + 7) * (1 + 9/4) - 5/9
[64241] ['4/9', '4/9', '7/8', '1', '9'] -> 9 / ((1 - 4/9) / 4/9 - 7/8)
[64242] ['2/7', '2/3', '7/4', '2', '5'] -> 5 / ((2 - 7/4) / 2/7 - 2/3)
[64243] ['3/4', '1', '6/5', '4/3', '6'] -> 6 / (3/4 - 4/3 + 1 / 6/5)
[64244] ['2/5', '5/9', '1', '7/6', '2'] -> (2/5 + 2 / 5/9) / (7/6 - 1)
[64245] ['4/9', '4/9', '8/9', '1', '9'] -> (9 - 1) / (4/9 / (4/9 + 8/9))
[64246] ['8/7', '7/6', '9/5', '5', '5'] -> 9/5 * 8/7 * 7/6 * (5 + 5)
[64247] ['2/5', '2/5', '8/7', '9', '9'] -> (9 + 9) / (2/5 + 2/5 / 8/7)
[64248] ['2/7', '2/3', '9/5', '2', '5'] -> (9/5 * 5 + 2 / 2/7) / 2/3
[64249] ['5/9', '5/9', '1', '5/2', '7'] -> (1 + 7) / (5/9 - 5/9 / 5/2)
[64250] ['2/5', '2/5', '7/6', '9', '9'] -> (9 + 2/5 + 9) / (7/6 - 2/5)
[64251] ['8/7', '7/6', '9/4', '5', '5'] -> 8/7 * 9/4 + 5 / (7/6 / 5)
[64252] ['2/5', '5/9', '5/4', '6', '6'] -> (2/5 + 6) * (6 - 5/4 / 5/9)
[64253] ['1/8', '7/5', '9/2', '7', '7'] -> 9/2 / 1/8 - (7 + 7 / 7/5)
[64254] ['4/9', '4/9', '1', '8/7', '9'] -> 9 * (4/9 / (8/7 - 1) - 4/9)
[64255] ['8/7', '7/6', '7/3', '5', '5'] -> 5 * 5 - (7/3 - 8/7 * 7/6)
[64256] ['5/9', '5/9', '1', '8/3', '7'] -> 8/3 * (5/9 / 5/9 + 1 + 7)
[64257] ['3/4', '1', '6/5', '7/3', '6'] -> (1 + 7/3 * 6) / (3/4 / 6/5)
[64258] ['1/8', '1', '8/5', '8/3', '6'] -> (6 - 1) / (8/3 * 1/8 / 8/5)
[64259] ['2/7', '5/8', '2', '2', '9/4'] -> 2 * 9/4 / (5/8 / 2/7 - 2)
[64260] ['1/9', '6/7', '6/7', '7', '8'] -> 6/7 / (1/9 * 6/7) + 7 + 8
[64261] ['2/7', '4/9', '3/4', '5', '8'] -> 2/7 * 8 * (5 / 4/9 - 3/4)
[64262] ['1/9', '5/8', '5/8', '4', '8'] -> 8 / (1/9 * (4 - 5/8 / 5/8))
[64263] ['4/9', '4/9', '1', '7/6', '9'] -> 9 / (7/6 / 4/9 - 1 / 4/9)
[64264] ['1/8', '3/2', '8/5', '7', '7'] -> 7 + 8/5 * (1/8 + 3/2 * 7)
[64265] ['8/7', '7/6', '8/3', '5', '5'] -> 8/7 + (5 + 5) / (7/6 / 8/3)
[64266] ['1/8', '1', '8/5', '9/2', '6'] -> 6 * (1/8 + 9/2 - 1 / 8/5)
[64267] ['1/9', '6/7', '7/8', '7', '8'] -> (8 / 6/7 - 7) / (1/9 * 7/8)
[64268] ['2/7', '4/9', '4/5', '5', '8'] -> 4/9 * 5 * (8 + 4/5 / 2/7)
[64269] ['2/5', '5/9', '3/2', '6', '6'] -> 6 + 6 / (3/2 * 2/5 * 5/9)
[64270] ['1/8', '3/2', '5/3', '7', '7'] -> 7 / 7 / (5/3 - (1/8 + 3/2))
[64271] ['2/7', '5/7', '7/9', '2', '5'] -> (2 / 7/9 - (5/7 - 5)) / 2/7
[64272] ['3/4', '1', '5/4', '5/3', '6'] -> 6 / 3/4 / (5/3 / 5/4 - 1)
[64273] ['2/5', '2/5', '9/4', '9', '9'] -> 2/5 * 9 / (2/5 - 9/4 / 9)
[64274] ['1/9', '6/7', '9/8', '7', '8'] -> (8 - 7 * 6/7 / 9/8) / 1/9
[64275] ['2/7', '5/7', '5/6', '2', '5'] -> 5 * 2/7 * 2 / (5/6 - 5/7)
[64276] ['2/5', '5/9', '7/4', '6', '6'] -> (6 + 6 / 5/9) / (2/5 * 7/4)
[64277] ['5/9', '4/7', '3/5', '1', '7'] -> 7 * (3/5 + (4/7 + 1) / 5/9)
[64278] ['8/7', '6/5', '6/5', '5', '5'] -> 6/5 / (6/5 / 8/7 - 5 / 5)
[64279] ['2/7', '5/7', '8/9', '2', '5'] -> (5 + 5/7 + 2) / (2/7 / 8/9)
[64280] ['2/5', '5/9', '9/4', '6', '6'] -> (6 + 6) / (9/4 * 2/5 * 5/9)
[64281] ['2/7', '2/3', '3/4', '2', '2'] -> 2 / (2/7 * (2/3 - 3/4 / 2))
[64282] ['2/5', '2/5', '9/2', '9', '9'] -> 9/2 / 9 + (2/5 + 9) / 2/5
[64283] ['8/7', '6/5', '5/4', '5', '5'] -> 5 * (6/5 / 8/7 - (5/4 - 5))
[64284] ['2/7', '4/9', '7/8', '5', '8'] -> 2/7 + 5 / 7/8 + 8 / 4/9
[64285] ['8/7', '4/3', '5/2', '3', '9'] -> 3 * (9 / (8/7 / 4/3) - 5/2)
[64286] ['1/8', '3/2', '5/2', '7', '7'] -> (3/2 + 5/2 - 7 / 7) / 1/8
[64287] ['8/7', '6/5', '9/7', '5', '5'] -> 5 * (5 - (8/7 - 6/5)) - 9/7
[64288] ['3/4', '1', '9/7', '5/3', '6'] -> 5/3 * 6 / (1 - 3/4 / 9/7)
[64289] ['4/9', '4/9', '1', '7/3', '9'] -> (9 * (4/9 + 1) - 7/3) / 4/9
[64290] ['2/7', '2/3', '5/6', '2', '2'] -> 2 / (2 / 2/3 - 5/6 / 2/7)
[64291] ['1/8', '1', '9/5', '7/3', '6'] -> 7/3 / (1 / 6 - 1/8 / 9/5)
[64292] ['2/7', '5/7', '5/4', '2', '5'] -> 2 / (2/7 * 5/4) * (5 - 5/7)
[64293] ['8/7', '6/5', '4/3', '5', '5'] -> 5 * (6/5 / 8/7 + 5 / 4/3)
[64294] ['3/4', '1', '9/7', '9/5', '6'] -> 6 / (9/7 * (3/4 - 1 / 9/5))
[64295] ['1/8', '8/5', '8/5', '7', '7'] -> 7 * (8/5 + 8/5 / (1/8 * 7))
