[1] ['4/7', '3/5', '8/5', '3', '5'] -> 3/5 + 3 * (5 + 8/5 / 4/7)
[2070] ['3/4', '8/7', '8/5', '2', '7'] -> (2 - 3/4) * 7 * (8/7 + 8/5)
[2071] ['4/9', '4/9', '5/7', '4', '9'] -> 5/7 * 4 * (9 - 4/9) - 4/9
[2072] ['3/7', '5/9', '1', '7/2', '4'] -> 4 / (1 - 7/2 * 3/7 * 5/9)
[2073] ['4/7', '5/7', '2', '5/2', '5'] -> (2 + 4/7 * 5/2) * 5 / 5/7
[2074] ['4/9', '7/6', '3', '3', '9/2'] -> 9/2 / (4/9 * 3 - 7/6) - 3
[2075] ['1/8', '3/8', '7/9', '1', '8'] -> (1 - 1/8) * 8 / (3/8 * 7/9)
[2076] ['7/9', '4/5', '5/3', '7', '8'] -> (5/3 + 7 + 8 / 4/5) / 7/9
[2077] ['4/9', '4/9', '4/5', '4', '9'] -> 9 * (4/9 + 4 * 4/9 / 4/5)
[2078] ['3/5', '7/6', '9/7', '3', '5'] -> 5 * (3/5 / 7/6 + 9/7 + 3)
[2079] ['3/7', '5/9', '1', '4', '9/2'] -> 4 / (5/9 * 9/2 - 1 / 3/7)
[2080] ['3/4', '8/7', '9/5', '2', '7'] -> (2 + 8/7 * 7) * 9/5 / 3/4
[2081] ['4/9', '6/5', '6/5', '3', '3'] -> 6/5 / (4/9 - 6/5 / 3) - 3
[2082] ['3/5', '7/6', '4/3', '3', '5'] -> 4/3 / (5 - (3 + 7/6 / 3/5))
[2083] ['4/9', '4/9', '6/7', '4', '9'] -> 6/7 * 9 * (4 - (4/9 + 4/9))
[2084] ['5/6', '4/3', '8/5', '2', '2'] -> (2 / (5/6 * 8/5) - (2 / 4/3)))
[2085] ['4/5', '7/8', '7/3', '3', '7'] -> 7 / (7/3 / 4/5 - 7/8 * 3)
[2086] ['4/9', '4/9', '7/8', '4', '9'] -> 9 * (7/8 * (4 - 4/9) - 4/9)
[2087] ['4/7', '3/4', '7/9', '2', '5'] -> 2 * (3/4 + 5 / (4/7 * 7/9))
[2088] ['3/5', '7/6', '8/5', '3', '5'] -> (3/5 + 5) / (3 - (7/6 + 8/5))
[2089] ['5/6', '4/3', '7/4', '2', '2'] -> 2 / (4/3 * 2 - (5/6 + 7/4))
[2090] ['1/8', '3/8', '1', '9/7', '8'] -> (1 - 1/8) * 8 * 9/7 / 3/8
[2091] ['1/8', '2/7', '4', '9/2', '6'] -> (6 / 2/7 - 4 * 9/2) / 1/8
[2092] ['1/4', '3/7', '5/6', '3', '4'] -> 3 / (3/7 * 5/6 - 1/4) - 4
[2093] ['3/8', '2/5', '8/3', '3', '6'] -> 8/3 * (3/8 + 3) + 6 / 2/5
[2094] ['5/6', '4/3', '2', '2', '9/4'] -> 2 / (5/6 - 9/4 + 2 / 4/3)
[2095] ['4/9', '6/5', '4/3', '3', '3'] -> 4/3 / (3 - 4/9 - 3 / 6/5)
[2096] ['1/9', '7/8', '6/5', '3', '5'] -> (3 / 1/9 - 6/5 * 5) / 7/8
[2097] ['3/8', '2/5', '3', '7/2', '6'] -> 7/2 * 3 / 2/5 - 3/8 * 6
[2098] ['3/7', '4/7', '1', '8/5', '4'] -> 4 / (1 - 4/7 / (3/7 * 8/5))
[2099] ['1/8', '1/3', '3/7', '4', '6'] -> (4 / 3/7 - (1/3 + 6)) / 1/8
[2100] ['5/6', '4/3', '2', '2', '5/2'] -> 2 / (5/6 - 5/2 / (4/3 + 2))
[2101] ['4/9', '4/9', '7/4', '4', '9'] -> 9 * (4 * 4/9 * 7/4 - 4/9)
[2102] ['4/9', '6/5', '7/5', '3', '3'] -> 6/5 * 3 / (7/5 / 4/9 - 3)
[2103] ['1/9', '7/8', '5/4', '3', '5'] -> 3 / (1/9 * (7/8 + 5/4 / 5))
[2104] ['3/5', '7/6', '7/3', '3', '5'] -> (3 - 3/5) * 5 * 7/3 / 7/6
[2105] ['4/9', '6/5', '8/5', '3', '3'] -> 8/5 / (6/5 * (3 - 4/9) - 3)
[2106] ['5/6', '7/5', '3/2', '2', '2'] -> (2 / (5/6 * (7/5 * 3/2)) - 2))
[2107] ['4/9', '6/5', '5/3', '3', '3'] -> 3 / (5/3 / (4/9 * 6/5) - 3)
[2108] ['1/9', '7/8', '7/5', '3', '5'] -> 7/5 / 3 * 5 / (1/9 * 7/8)
[2109] ['3/8', '3/7', '3/5', '3', '6'] -> (6 / 3/7 - 3 / 3/5) / 3/8
[2110] ['4/5', '8/9', '8/7', '3', '7'] -> 4/5 * 7 * (3 + 8/7 / 8/9)
[2111] ['1/8', '1/3', '8/7', '4', '6'] -> (4 + 6) / (1/8 + 1/3 / 8/7)
[2112] ['4/9', '6/5', '7/4', '3', '3'] -> 3 / (7/4 / 6/5 - 4/9 * 3)
[2113] ['1/9', '7/8', '3/2', '3', '5'] -> (5 / ((1/9 * 3) * 3/2) - 7/8))
[2114] ['1/8', '1/3', '9/7', '4', '6'] -> (6 + 1/3 - 4) * 9/7 / 1/8
[2115] ['3/8', '3/7', '4/5', '3', '6'] -> 3 / (3/8 * 4/5) + 6 / 3/7
[2116] ['3/4', '6/5', '9/7', '2', '7'] -> 7 * (2 + 9/7 / (3/4 * 6/5))
[2117] ['1/9', '7/8', '8/5', '3', '5'] -> 3 / (8/5 * 5 - 7/8 / 1/9)
[2118] ['2/9', '8/7', '6/5', '6', '8'] -> 6/5 * (6 / 2/9 - 8 / 8/7)
[2119] ['5/6', '7/5', '7/4', '2', '2'] -> 2 / (5/6 - 2 + 7/4 / 7/5)
[2120] ['4/5', '8/9', '6/5', '3', '7'] -> 8/9 * 3 * (7 + 4/5 + 6/5)
[2121] ['1/8', '1/3', '7/5', '4', '6'] -> 4 / (1/8 * (7/5 - 1/3)) - 6
[2122] ['3/4', '6/5', '7/5', '2', '7'] -> (6/5 + 2 * (7/5 + 7)) / 3/4
[2123] ['1/9', '7/8', '5/3', '3', '5'] -> 5 / (7/8 - 1/9 - 5/3 / 3)
[2124] ['2/9', '8/7', '5/4', '6', '8'] -> 8 / (2/9 * 8/7) - 5/4 * 6
[2125] ['4/7', '3/4', '7/5', '2', '5'] -> 5 * (4/7 + 2) * 7/5 / 3/4
[2126] ['1/8', '2/5', '5/6', '1', '8'] -> 5/6 * 2/5 / 1/8 * (1 + 8)
[2127] ['5/6', '7/5', '2', '2', '9/4'] -> 2 / (2 * 5/6 * 7/5 - 9/4)
[2128] ['3/4', '6/5', '3/2', '2', '7'] -> (6/5 + 2) * (7 + 3/4 / 3/2)
[2129] ['1/7', '3/5', '9/8', '3', '7'] -> 3 / (9/8 / (3/5 * 7) - 1/7)
[2130] ['2/9', '8/7', '9/7', '6', '8'] -> 6 * (8 - 8/7 / (2/9 * 9/7))
[2131] ['4/7', '3/4', '3/2', '2', '5'] -> 3/2 * 2 * (5 / 4/7 - 3/4)
[2132] ['3/7', '3/5', '3/4', '1', '4'] -> 1 / (3/4 - 3/7 / 3/5) - 4
[2133] ['1/9', '7/8', '9/5', '3', '5'] -> 3 / (5 * 1/9 * 9/5 - 7/8)
[2134] ['3/8', '3/7', '4/3', '3', '6'] -> 3/7 * 6 * (4/3 + 3 / 3/8)
[2135] ['1/4', '4/9', '4/7', '3', '4'] -> (1/4 + 3 / 4/9) * (4 - 4/7)
[2136] ['7/9', '5/6', '9/7', '7', '8'] -> 7/9 * 9/7 / (7 / 8 - 5/6)
[2137] ['2/9', '8/7', '7/5', '6', '8'] -> 7/5 * 6 * (8 - 8/7 / 2/9)
[2138] ['5/6', '7/5', '2', '2', '5/2'] -> 2 / (5/2 / 2 - 5/6 * 7/5)
[2139] ['4/5', '8/9', '7/5', '3', '7'] -> 8/9 * 3 * (7/5 * 7 - 4/5)
[2140] ['1/9', '7/8', '9/4', '3', '5'] -> 3 * 5 / (7/8 - 1/9 * 9/4)
[2141] ['1/7', '3/5', '7/6', '3', '7'] -> (3 / (1/7 * 3/5) - 7) / 7/6
[2142] ['1/4', '4/9', '3/5', '3', '4'] -> (4/9 + 4) * (3 + 3/5 / 1/4)
[2143] ['1/8', '3/8', '5/7', '4', '6'] -> 6 / (5/7 - (1/8 + 3/8)) - 4
[2144] ['2/9', '8/7', '8/5', '6', '8'] -> (2/9 + 6) * (8 / 8/5 - 8/7)
[2145] ['3/7', '3/5', '4/5', '1', '4'] -> 4/5 / (3/7 + 3/5 - 1) - 4
[2146] ['4/5', '8/9', '3/2', '3', '7'] -> (3/2 + 4/5 / 8/9) * (3 + 7)
[2147] ['4/9', '6/5', '3', '3', '9/2'] -> 3 * 3 / 4/9 + 9/2 / 6/5
[2148] ['2/9', '8/7', '5/3', '6', '8'] -> 8/7 / 5/3 * (8 + 6 / 2/9)
[2149] ['3/4', '5/4', '5/4', '2', '7'] -> 5/4 + 7 * (3/4 + 5/4 * 2)
[2150] ['2/9', '8/7', '9/5', '6', '8'] -> (8 - 6 / 9/5) * 8/7 / 2/9
[2151] ['4/7', '3/4', '9/5', '2', '5'] -> 2 * 5 * (9/5 / 4/7 - 3/4)
[2152] ['7/9', '5/6', '7/4', '7', '8'] -> (7 + 8 * 5/6 * 7/4) / 7/9
[2153] ['1/4', '4/9', '4/5', '3', '4'] -> 3 / (1/4 * 4/5) + 4 / 4/9
[2154] ['1/8', '3/8', '8/5', '4', '6'] -> (3/8 + 6 / 4) * 8/5 / 1/8
[2155] ['2/9', '8/7', '5/2', '6', '8'] -> 8/7 * (8 / 2/9 - 5/2 * 6)
[2156] ['1/7', '3/5', '8/5', '3', '7'] -> (8/5 + 1/7 - 3/5) * 3 * 7
[2157] ['4/9', '5/4', '4/3', '3', '3'] -> (5/4 * 4/3 + 3 * 3) / 4/9
[2158] ['3/4', '5/4', '9/5', '2', '7'] -> 2 * (9/5 * 7 - 3/4 / 5/4)
[2159] ['3/5', '9/7', '7/4', '3', '5'] -> 7/4 * (3 + 5 * 9/7 / 3/5)
[2160] ['4/5', '8/9', '9/5', '3', '7'] -> (4/5 + 8/9 * 9/5) * (3 + 7)
[2161] ['7/9', '5/6', '9/4', '7', '8'] -> 7 / 7/9 + 8 * 5/6 * 9/4
[2162] ['2/9', '8/7', '8/3', '6', '8'] -> (8 + 8/3 - 6) * 8/7 / 2/9
[2163] ['5/6', '8/5', '5/3', '2', '2'] -> 2 / (5/6 - 2 / (8/5 * 5/3))
[2164] ['3/5', '9/7', '9/5', '3', '5'] -> 5 * (3/5 + 3 * 9/5 / 9/7)
[2165] ['3/7', '3/5', '1', '8/7', '4'] -> 8/7 / (3/7 * 4 - 1 / 3/5)
[2166] ['1/7', '3/5', '9/4', '3', '7'] -> (3 / 3/5 + 7 / 1/7) / 9/4
[2167] ['4/5', '8/9', '9/4', '3', '7'] -> 7 / (3 * (8/9 - 4/5)) - 9/4
[2168] ['3/4', '9/7', '9/7', '2', '7'] -> 3/4 * 7 * (2 + 9/7 + 9/7)
[2169] ['4/7', '3/4', '2', '7/2', '5'] -> (4/7 + 5) * 7/2 / 3/4 - 2
[2170] ['2/9', '7/6', '7/6', '6', '8'] -> 8 / (2/9 * 6 - 7/6 / 7/6)
[2171] ['3/5', '9/7', '9/4', '3', '5'] -> 9/4 * (3 / 9/7 + 5 / 3/5)
[2172] ['7/9', '5/6', '5/2', '7', '8'] -> 8 * 5/6 / 7/9 * 7 / 5/2
[2173] ['3/7', '3/5', '1', '7/6', '4'] -> 4 / (1 - 7/6 * 3/7 / 3/5)
[2174] ['1/7', '3/5', '5/2', '3', '7'] -> 5/2 * 3 * 7 * (3/5 - 1/7)
[2175] ['4/9', '5/9', '5/7', '4', '9'] -> 9 * (4 * 5/9 / 5/7 - 4/9)
[2176] ['2/9', '7/6', '6/5', '6', '8'] -> (7/6 + 2/9 * 6) * 6/5 * 8
[2177] ['7/9', '5/6', '8/3', '7', '8'] -> 8 * 5/6 * 8/3 - (7/9 - 7)
[2178] ['3/5', '9/7', '5/2', '3', '5'] -> 5/2 * (3/5 + 5) * (3 - 9/7)
[2179] ['5/6', '8/5', '2', '2', '9/4'] -> (8/5 + 2) / (2 / 5/6 - 9/4)
[2180] ['4/5', '8/9', '3', '7/2', '7'] -> 8/9 * (3 + 7) * (7/2 - 4/5)
[2181] ['4/9', '5/4', '9/5', '3', '3'] -> (3 + 3) / (5/4 / 9/5 - 4/9)
[2182] ['3/5', '9/7', '8/3', '3', '5'] -> 3 + (3/5 + 8/3) * 9/7 * 5
[2183] ['3/7', '3/5', '1', '9/7', '4'] -> 4 * (1 + 9/7 / (3/7 * 3/5))
[2184] ['3/8', '4/9', '4/5', '3', '6'] -> 3/8 + (3 + 6 / 4/5) / 4/9
[2185] ['4/9', '5/9', '6/7', '4', '9'] -> (9 - (5/9 - 4)) * 6/7 / 4/9
[2186] ['1/4', '4/9', '9/7', '3', '4'] -> (3 + 4 / 9/7) / 1/4 - 4/9
[2187] ['1/8', '2/5', '4/7', '4', '6'] -> 4 + 6 / (4/7 * (1/8 + 2/5))
[2188] ['2/9', '7/6', '9/7', '6', '8'] -> (8 / 2/9 - 6 / 7/6) / 9/7
[2189] ['1/7', '3/5', '3', '9/2', '7'] -> (3 + 9/2) * 7 * (3/5 - 1/7)
[2190] ['1/9', '9/8', '7/6', '3', '5'] -> (5 / (3 * (1/9 + 9/8)) - 7/6))
[2191] ['7/9', '6/7', '9/8', '7', '8'] -> (7 + 9/8 * 8) / (7/9 * 6/7)
[2192] ['3/5', '4/3', '3/2', '3', '5'] -> (3 - 3/5) * 5 * 4/3 * 3/2
[2193] ['2/9', '7/6', '7/5', '6', '8'] -> 8 / (7/5 * 2/9 / 7/6) - 6
[2194] ['5/6', '8/5', '2', '2', '7/2'] -> (2 / (5/6 * (8/5 + 2)) - 7/2))
[2195] ['1/8', '2/5', '5/7', '4', '6'] -> 2/5 + 4 / 1/8 - 6 / 5/7
[2196] ['4/7', '7/9', '6/7', '2', '5'] -> (6/7 + 5 * 2 / 7/9) / 4/7
[2197] ['1/7', '5/8', '5/8', '3', '7'] -> (1/7 + 5/8 / 5/8) * 3 * 7
[2198] ['4/5', '9/8', '8/7', '3', '7'] -> 4/5 * 7 * (3 + 9/8 * 8/7)
[2199] ['1/9', '9/8', '6/5', '3', '5'] -> (6/5 * 5 - 3) / (1/9 * 9/8)
[2200] ['7/9', '6/7', '7/6', '7', '8'] -> (7/6 + (7 + 8) / 6/7) / 7/9
[2201] ['4/7', '7/9', '7/8', '2', '5'] -> (5 / (7/9 * (4/7 * 2)) - 7/8))
[2202] ['3/4', '9/7', '2', '7/3', '7'] -> (7 - (9/7 - 2)) * 7/3 / 3/4
[2203] ['3/7', '3/5', '1', '8/5', '4'] -> 8/5 / (3/5 * 4 - 1 / 3/7)
[2204] ['3/8', '4/9', '6/5', '3', '6'] -> (6 / ((4/9 - 3/8) * 6/5) * 3))
[2205] ['4/9', '9/7', '9/7', '3', '3'] -> 9/7 / (4/9 * 3 - 9/7) - 3
[2206] ['1/4', '4/9', '9/5', '3', '4'] -> (4 + 3 / (1/4 * 9/5)) / 4/9
[2207] ['1/7', '5/8', '7/9', '3', '7'] -> 7 / (5/8 - 3 * 1/7 * 7/9)
[2208] ['1/8', '3/7', '7/9', '1', '8'] -> 7/9 * 3/7 / 1/8 * (1 + 8)
[2209] ['5/6', '7/4', '9/5', '2', '2'] -> (2 / ((5/6 * 2) * 9/5) - 7/4))
[2210] ['4/7', '7/9', '8/9', '2', '5'] -> 5 / (8/9 - 7/9 / (4/7 * 2))
[2211] ['7/9', '6/7', '9/7', '7', '8'] -> (9/7 + (7 + 8) / 7/9) / 6/7
[2212] ['3/5', '7/5', '5/2', '3', '5'] -> (7/5 + 3/5 * 3) * (5/2 + 5)
[2213] ['2/9', '6/5', '5/4', '6', '8'] -> 6/5 - 6 + 8 / (2/9 * 5/4)
[2214] ['1/4', '1/2', '5/9', '3', '4'] -> 4 / (3 * (5/9 - 1/4 / 1/2))
[2215] ['1/9', '9/8', '8/5', '3', '5'] -> 5 / (1/9 * 8/5) - (9/8 + 3)
[2216] ['3/4', '4/3', '9/5', '2', '7'] -> 9/5 * (4/3 + (2 + 7) / 3/4)
[2217] ['5/6', '7/4', '2', '2', '8/3'] -> (7/4 + 2) * 8/3 * 2 / 5/6
[2218] ['1/9', '9/8', '7/4', '3', '5'] -> (5 / ((1/9 * 3) * 7/4) - 9/8))
[2219] ['4/9', '4/7', '7/9', '4', '9'] -> 7/9 * 4 * (9 - 4/7 / 4/9)
[2220] ['7/9', '6/7', '3/2', '7', '8'] -> 3/2 + (7 + 8) / (7/9 * 6/7)
[2221] ['4/7', '7/9', '7/6', '2', '5'] -> (7/6 + 5 * 2 / 4/7) / 7/9
[2222] ['3/8', '1/2', '7/9', '3', '6'] -> 1/2 / 3/8 + 6 * (7/9 + 3)
[2223] ['3/7', '3/5', '1', '5/2', '4'] -> (1 + 3/5 / 3/7) * 5/2 * 4
[2224] ['1/8', '2/5', '3/2', '4', '6'] -> 6 / (3/2 - 4 * 1/8 / 2/5)
[2225] ['2/9', '6/5', '7/4', '6', '8'] -> 6/5 / 7/4 * (8 + 6 / 2/9)
[2226] ['5/6', '9/5', '2', '2', '7/3'] -> (2 + 7/3 / 5/6) / (2 - 9/5)
[2227] ['4/9', '4/7', '5/6', '4', '9'] -> 4 / (4/7 - 4/9) - 5/6 * 9
[2228] ['4/5', '9/8', '9/5', '3', '7'] -> (4/5 + 9/5 / 9/8) * (3 + 7)
[2229] ['7/9', '6/7', '7/4', '7', '8'] -> 6/7 * 7 + 8 * 7/4 / 7/9
[2230] ['1/4', '1/2', '9/5', '3', '4'] -> 4 / (1/2 / (3 - 9/5) - 1/4)
[2231] ['1/7', '5/8', '5/3', '3', '7'] -> 7 / (5/3 + 3 - 5/8 / 1/7)
[2232] ['1/9', '8/7', '6/5', '3', '5'] -> 8/7 * (3 / 1/9 - 6/5 * 5)
[2233] ['1/8', '3/7', '1', '8/5', '8'] -> 8 / (1 / 8/5 - 1/8 / 3/7)
[2234] ['1/8', '2/5', '9/4', '4', '6'] -> 6 / (9/4 / 4 - 1/8 / 2/5)
[2235] ['2/9', '6/5', '7/2', '6', '8'] -> (8 / (2/9 * (6 / 6/5)) - 7/2))
[2236] ['1/7', '5/8', '9/5', '3', '7'] -> 3 / (5/8 * 9/5 - 1/7 * 7)
[2237] ['3/4', '7/5', '9/5', '2', '7'] -> 9/5 * 2 * 7 / (3/4 * 7/5)
[2238] ['3/7', '5/8', '5/8', '1', '4'] -> 4 / (5/8 + 1 - 5/8 / 3/7)
[2239] ['3/5', '7/4', '8/3', '3', '5'] -> 3 / (7/4 / 5 - 3/5 / 8/3)
[2240] ['1/4', '5/9', '5/7', '3', '4'] -> 3 / (1/4 * 5/7) + 4 / 5/9
[2241] ['1/7', '5/8', '9/4', '3', '7'] -> 7 / (1/7 * (9/4 - 5/8 / 3))
[2242] ['3/5', '7/4', '3', '7/2', '5'] -> (3 - 3/5) * 5 * 7/2 / 7/4
[2243] ['3/7', '5/8', '2/3', '1', '4'] -> (1 + 4 / (3/7 * 2/3)) / 5/8
[2244] ['2/9', '5/4', '9/7', '6', '8'] -> (5/4 * 8 - 6 / 9/7) / 2/9
[2245] ['1/9', '8/7', '4/3', '3', '5'] -> 8/7 * 3 * (4/3 / 1/9 - 5)
[2246] ['4/9', '4/7', '6/5', '4', '9'] -> 4 / (4/7 - 4/9) - 9 / 6/5
[2247] ['3/5', '7/4', '3', '9/2', '5'] -> (3 + 9/2) * (3/5 + 5) / 7/4
[2248] ['3/8', '1/2', '9/5', '3', '6'] -> 3 / (3/8 / 9/5 - 1/2 / 6)
[2249] ['5/6', '2', '2', '7/3', '5/2'] -> 2 * 5/2 * (2 + 7/3 / 5/6)
[2250] ['3/7', '5/8', '7/9', '1', '4'] -> (1 + 4) / (7/9 * 3/7 * 5/8)
[2251] ['4/7', '7/9', '3/2', '2', '5'] -> 3/2 + 2 * 5 / (4/7 * 7/9)
[2252] ['3/5', '9/4', '7/3', '3', '5'] -> 9/4 * 5 * (7/3 - 3/5 / 3)
[2253] ['3/7', '5/8', '4/5', '1', '4'] -> 4 / (4/5 * 5/8 / 3/7 - 1)
[2254] ['2/9', '9/7', '7/5', '6', '8'] -> 8 / (9/7 - 6 * 2/9 / 7/5)
[2255] ['4/5', '8/7', '9/7', '3', '7'] -> 3 * (7 + 8/7 / 4/5) - 9/7
[2256] ['1/7', '2/3', '4/5', '3', '7'] -> (3 - 1/7) * 7 * 4/5 / 2/3
[2257] ['2/9', '9/7', '8/5', '6', '8'] -> (8 - 6 / 9/7) * 8/5 / 2/9
[2258] ['1/7', '2/3', '8/9', '3', '7'] -> (7 * (1/7 + 3) - 2/3) / 8/9
[2259] ['4/9', '4/3', '7/4', '3', '3'] -> 3 * ((4/3 + 3) / 4/9 - 7/4)
[2260] ['3/5', '9/4', '3', '9/2', '5'] -> (3 - 3/5) * 5 * 9/2 / 9/4
[2261] ['6/7', '6/7', '7/8', '2', '2'] -> 6/7 / (7/8 * 2 - 6/7 * 2)
[2262] ['2/9', '9/7', '5/3', '6', '8'] -> (6 + 8) * (5/3 - 9/7) / 2/9
[2263] ['4/9', '4/7', '9/5', '4', '9'] -> 9/5 * (4/9 + 9) + 4 / 4/7
[2264] ['4/9', '4/3', '9/5', '3', '3'] -> (4/9 + 4/3 * 3) * 9/5 * 3
[2265] ['1/7', '2/3', '9/8', '3', '7'] -> 9/8 * (7 * (1/7 + 3) - 2/3)
[2266] ['1/8', '4/9', '3/5', '1', '8'] -> 1 / (3/5 * (1/8 - 4/9 / 8))
[2267] ['6/7', '6/7', '8/9', '2', '2'] -> 6/7 / (2 / 2 - 6/7 / 8/9)
[2268] ['3/7', '5/8', '1', '9/8', '4'] -> 4 / ((9/8 - 5/8) / 3/7 - 1)
[2269] ['7/9', '7/8', '9/7', '7', '8'] -> 7 + (7/9 + 7/8) * 9/7 * 8
[2270] ['3/4', '8/5', '2', '7/2', '7'] -> 3/4 - 2 / 8/5 + 7/2 * 7
[2271] ['6/7', '6/7', '8/7', '2', '2'] -> 6/7 / (2 / 8/7 - 6/7 * 2)
[2272] ['1/8', '3/7', '4/5', '4', '6'] -> 3/7 * (6 / (1/8 * 4/5) - 4)
[2273] ['3/7', '5/8', '1', '8/7', '4'] -> 1 / (8/7 / (3/7 * 4) - 5/8)
[2274] ['1/9', '8/7', '5/2', '3', '5'] -> 8/7 * (3 + 5 / (1/9 * 5/2))
[2275] ['2/9', '9/7', '7/2', '6', '8'] -> 8 / (2/9 * (6 - 9/7 * 7/2))
[2276] ['1/7', '2/3', '8/5', '3', '7'] -> (1/7 + 2/3 * 3) * 8/5 * 7
[2277] ['4/5', '8/7', '7/3', '3', '7'] -> 7 / (7/3 / 4/5 - 3 / 8/7)
[2278] ['1/4', '5/9', '3', '7/2', '4'] -> (1/4 + 7/2) * 4 / 5/9 - 3
[2279] ['1/8', '4/9', '4/5', '1', '8'] -> (8 - 1 / 4/5) * 4/9 / 1/8
[2280] ['2/9', '9/7', '9/2', '6', '8'] -> (9/2 + 6) * 8 * 2/9 * 9/7
[2281] ['4/9', '3/5', '5/7', '4', '9'] -> 5/7 * 9 * (4 - 4/9 * 3/5)
[2282] ['4/9', '7/5', '7/4', '3', '3'] -> 3 * (7/4 / 7/5 + 3 / 4/9)
[2283] ['2/9', '4/3', '7/5', '6', '8'] -> (4/3 + 8) / (2/9 * 7/5) - 6
[2284] ['3/4', '9/5', '2', '7/3', '7'] -> 2 / (3/4 / 9/5 - 7/3 / 7)
[2285] ['5/8', '5/8', '5/7', '3', '5'] -> 3 * (5/8 / 5/8 + 5 / 5/7)
[2286] ['3/7', '5/8', '1', '7/5', '4'] -> (4 + 1 / 7/5) / (5/8 - 3/7)
[2287] ['4/5', '8/7', '8/3', '3', '7'] -> 8/7 * 7 / (8/3 / 4/5 - 3)
[2288] ['4/7', '7/9', '2', '8/3', '5'] -> 8/3 * (4/7 + 2 + 5 / 7/9)
[2289] ['1/8', '4/9', '1', '8/7', '8'] -> (8 / (4/9 * (1 / 8/7)) - 1/8))
[2290] ['7/9', '7/8', '7/4', '7', '8'] -> (7 + 8) / (7/4 - 7/8 / 7/9)
[2291] ['4/9', '7/5', '9/5', '3', '3'] -> 9/5 / (7/5 - 4/9 * 3) - 3
[2292] ['1/4', '4/7', '7/9', '3', '4'] -> (4 / (4/7 * 7/9) - 3) / 1/4
[2293] ['3/4', '9/5', '2', '5/2', '7'] -> (7 - (9/5 - 2)) * 5/2 / 3/4
[2294] ['3/8', '5/9', '3/2', '3', '6'] -> (3/2 - 3/8) * 6 * (5/9 + 3)
[2295] ['4/5', '8/7', '3', '7/2', '7'] -> 7/2 * (4/5 * (3 + 7) - 8/7)
[2296] ['1/4', '4/7', '4/5', '3', '4'] -> (4/5 + 4) * (3 / 4/7 - 1/4)
[2297] ['3/4', '9/5', '2', '8/3', '7'] -> 9/5 * 2 * (7 / 3/4 - 8/3)
[2298] ['7/9', '7/8', '5/2', '7', '8'] -> 7/9 / 7/8 * (7 + 5/2 * 8)
[2299] ['5/8', '5/8', '4/5', '3', '5'] -> 5 * (5/8 / 5/8 + 4/5 + 3)
[2300] ['1/8', '4/9', '1', '9/7', '8'] -> 1 / (1/8 / 9/7 - 4/9 / 8)
[2301] ['3/7', '5/8', '1', '5/3', '4'] -> (1 + 4) / (5/3 - 5/8 / 3/7)
[2302] ['4/9', '7/5', '7/3', '3', '3'] -> (7/3 / 7/5 + 3 * 3) / 4/9
[2303] ['2/9', '7/5', '3/2', '6', '8'] -> 6 / (3/2 - 7/5) - 8 / 2/9
[2304] ['1/4', '4/7', '5/6', '3', '4'] -> (3 / 4/7 - 1/4) * 4 / 5/6
[2305] ['3/4', '9/5', '2', '7/2', '7'] -> 2 / (7/2 / 7 - 3/4 / 9/5)
[2306] ['1/7', '5/7', '9/4', '3', '7'] -> 9/4 * (7 + 5/7 / 1/7) - 3
[2307] ['3/8', '5/9', '9/4', '3', '6'] -> 9/4 * (5/9 + 3) + 6 / 3/8
[2308] ['7/9', '7/8', '7/2', '7', '8'] -> 8 / (7/9 - 7/2 / (7/8 + 7))
[2309] ['4/7', '4/5', '4/5', '2', '5'] -> 5 * (2 + (4/5 + 4/5) / 4/7)
[2310] ['4/9', '3/5', '9/8', '4', '9'] -> 3/5 * 9/8 * (4 * 9 - 4/9)
[2311] ['3/7', '5/8', '1', '9/5', '4'] -> (4 / 3/7 - 1) * 9/5 / 5/8
[2312] ['6/7', '6/7', '7/4', '2', '2'] -> (6/7 / (2 * (7/4 / 2)) - 6/7))
[2313] ['3/4', '9/5', '2', '9/2', '7'] -> 9/5 * ((9/2 + 7) / 3/4 - 2)
[2314] ['7/9', '8/9', '8/9', '7', '8'] -> 8 + (8/9 + 8/9) * 7 / 7/9
[2315] ['5/8', '5/8', '6/5', '3', '5'] -> 6/5 * 5 * (3 + 5/8 / 5/8)
[2316] ['1/8', '4/9', '1', '8/5', '8'] -> 8 / (4/9 * (1/8 + 1 / 8/5))
[2317] ['1/4', '4/7', '9/8', '3', '4'] -> 4 * 3 / 4/7 / (9/8 - 1/4)
[2318] ['3/7', '5/8', '1', '7/3', '4'] -> 3/7 / (5/8 / 7/3 - 1 / 4)
[2319] ['2/9', '7/5', '7/4', '6', '8'] -> 7/5 / 7/4 * (8 / 2/9 - 6)
[2320] ['3/8', '4/7', '3/5', '3', '6'] -> 3 / (3/8 * 4/7) + 6 / 3/5
[2321] ['4/7', '4/5', '7/8', '2', '5'] -> 5 * (4/5 + 2 / (4/7 * 7/8))
[2322] ['7/9', '8/9', '8/7', '7', '8'] -> 8 + 7 * (8/7 + 8/9 / 7/9)
[2323] ['4/5', '7/6', '7/4', '3', '7'] -> (7/4 + 7 * 3 / 4/5) / 7/6
