[89506] ['2/9', '2/9', '5/3', '6', '9'] -> 5/3 * (6 + 9) - 2/9 / 2/9
[90908] ['1/6', '6/7', '9/8', '6', '7'] -> (6/7 / (6 * 1/6) - (9/8 / 7)))
[90909] ['2/9', '8/7', '4/3', '6', '9'] -> 8/7 * (4/3 / 2/9 + 6 + 9)
[90910] ['4/7', '8/7', '9/2', '5', '9'] -> 9 / ((4/7 + 5) / 8/7 - 9/2)
[90911] ['1/5', '7/9', '5/4', '3', '9'] -> 5/4 * 9 * (7/9 * 3 - 1/5)
[90912] ['6/5', '5/3', '9/2', '8', '8'] -> (8 + 8) * (9/2 / 5/3 - 6/5)
[90913] ['1/3', '6/7', '1', '3/2', '3'] -> (3/2 + 1 / 6/7) * 3 / 1/3
[90914] ['5/9', '5/9', '6/7', '4', '4'] -> 4 / (5/9 / 5/9 - 6/7) - 4
[90915] ['1/9', '2/5', '4/9', '1', '3'] -> (1 + 3) / (4/9 - 1/9 / 2/5)
[90916] ['2/9', '9/7', '9/2', '5', '7'] -> 9/2 - 5 + 7 / (2/9 * 9/7)
[90917] ['6/5', '7/4', '7/4', '8', '8'] -> 6/5 * (8 * (7/4 + 7/4) - 8)
[90918] ['6/5', '7/4', '9/4', '8', '8'] -> 6/5 * (7/4 + 9/4 + 8 + 8)
[90919] ['4/7', '7/6', '4/3', '5', '9'] -> (4/7 + 4/3 / 7/6) * (5 + 9)
[90920] ['5/9', '5/9', '8/9', '4', '4'] -> 4 * (5/9 + 5/9 + 8/9 + 4)
[90921] ['2/9', '4/3', '7/5', '5', '7'] -> (7 - (7/5 + 4/3 / 5)) / 2/9
[90922] ['6/5', '7/4', '7/3', '8', '8'] -> 6/5 * 7/4 * (8 + 8 / 7/3)
[90923] ['1/8', '8/9', '7/4', '5', '6'] -> 6 * (1/8 - 7/4 + 5 / 8/9)
[90924] ['2/9', '8/7', '5/3', '6', '9'] -> (9 + 5/3 - 6) * 8/7 / 2/9
[90925] ['4/7', '7/6', '7/5', '5', '9'] -> (9 + 7/5 * 5) / (4/7 * 7/6)
[90926] ['5/9', '7/5', '2', '7/3', '4'] -> 2 * 7/3 * 4 / (5/9 * 7/5)
[90927] ['2/9', '4/3', '8/5', '5', '7'] -> (7 + 4/3 - 5) * 8/5 / 2/9
[90928] ['1/6', '6/7', '8/5', '6', '7'] -> 8/5 * ((6 + 7) / 6/7 - 1/6)
[90929] ['2/9', '8/7', '9/5', '6', '9'] -> (2/9 + 6) * (9 / 9/5 - 8/7)
[90930] ['5/9', '5/9', '8/7', '4', '4'] -> 4 / (8/7 - 5/9 / 5/9) - 4
[90931] ['1/5', '7/9', '5/2', '3', '9'] -> 9 * (3 - 7/9 / 5/2) - 1/5
[90932] ['1/8', '1', '1', '6/5', '4/3'] -> (4/3 + (1 + 1) / 6/5) / 1/8
[90933] ['1/9', '2/5', '5/7', '1', '3'] -> (1 / (1/9 * 5/7) - 3) / 2/5
[90934] ['2/9', '8/7', '5/2', '6', '9'] -> (9 - 5/2) / 2/9 - 6 / 8/7
[90935] ['4/7', '7/6', '9/4', '5', '9'] -> 7/6 * (4/7 + 9 * 5 / 9/4)
[90936] ['2/5', '3/7', '5/9', '3', '8'] -> 2/5 * (8 / (5/9 - 3/7) - 3)
[90937] ['1/8', '8/9', '5/2', '5', '6'] -> 6 + 5 / (5/2 * 1/8 * 8/9)
[90938] ['5/9', '5/9', '5/4', '4', '4'] -> 4 * (5/9 / 5/9 + 5/4 * 4)
[90939] ['1/7', '1', '7/6', '6/5', '2'] -> (2 + 1 / 7/6) * 6/5 / 1/7
[90940] ['6/5', '9/4', '9/4', '8', '8'] -> (9/4 - 9/4 / 6/5) * 8 * 8
[90941] ['1/9', '1/8', '6/5', '5', '9'] -> 9 / (5 * (6/5 - 1/8 / 1/9))
[90942] ['1/8', '9/8', '9/8', '5', '6'] -> (9/8 / (1/8 * 6) - (9/8 * 5)))
[90943] ['4/7', '6/5', '6/5', '5', '9'] -> 5 * (9 - (6/5 + 6/5) / 4/7)
[90944] ['1/8', '1', '1', '6/5', '7/3'] -> (6/5 * (1 + 7/3) - 1) / 1/8
[90945] ['1/7', '1', '7/6', '4/3', '2'] -> (1 + 2) * 4/3 / (1/7 * 7/6)
[90946] ['5/9', '3/2', '3/2', '2', '4'] -> 4 / (2 * 5/9 * 3/2 - 3/2)
[90947] ['6/5', '9/4', '7/3', '8', '8'] -> 7/3 + (8 + 9/4 * 8) / 6/5
[90948] ['1/6', '7/8', '7/8', '6', '7'] -> 7 / (1/6 * 7/8 + 7/8 / 6)
[90949] ['5/9', '5/9', '4/3', '4', '4'] -> (4 + 4) / (4/3 - 5/9 / 5/9)
[90950] ['1/9', '2/5', '7/9', '1', '3'] -> (3 + 7/9 / 1/9) / 2/5 - 1
[90951] ['2/9', '7/6', '6/5', '6', '9'] -> 6 * 7/6 / 2/9 - 9 / 6/5
[90952] ['1/9', '1/8', '5/4', '5', '9'] -> (5 / 5/4 - 1/9 * 9) / 1/8
[90953] ['2/5', '3/7', '2/3', '3', '8'] -> (3 + 8) / 3/7 - 2/3 / 2/5
[90954] ['1/6', '7/8', '8/9', '6', '7'] -> 6 * 8/9 / 1/6 - 7 / 7/8
[90955] ['5/9', '5/9', '7/5', '4', '4'] -> (7/5 + 4) * 4 * (5/9 + 5/9)
[90956] ['1/3', '7/8', '1', '9/7', '3'] -> 1 / (7/8 * 9/7 / 3 - 1/3)
[90957] ['1/8', '1', '1', '6/5', '9/2'] -> (9/2 - (1 + 1)) * 6/5 / 1/8
[90958] ['4/7', '6/5', '4/3', '5', '9'] -> 4/7 * 9 * (6/5 * 5 - 4/3)
[90959] ['5/9', '5/9', '9/5', '4', '4'] -> 4 * (4 + 9/5 * (5/9 + 5/9))
[90960] ['1/8', '1', '1', '5/4', '5/4'] -> (1 + 1 + 5/4 / 5/4) / 1/8
[90961] ['1/3', '7/8', '1', '7/5', '3'] -> 3 / (1/3 * (1 - 7/8 / 7/5))
[90962] ['1/5', '5/6', '6/7', '3', '9'] -> (9 - 3 / (5/6 * 6/7)) / 1/5
[90963] ['2/9', '7/6', '7/5', '6', '9'] -> 7/6 * (6 / 2/9 - 9 / 7/5)
[90964] ['4/7', '6/5', '7/5', '5', '9'] -> (5 + 9 / 7/5) * 6/5 / 4/7
[90965] ['1/9', '2/5', '7/8', '1', '3'] -> 1 / (7/8 - 3 * 1/9 / 2/5)
[90966] ['6/5', '7/3', '8/3', '8', '8'] -> (8/3 + 8 * 8 / 6/5) / 7/3
[90967] ['1/5', '5/6', '8/7', '3', '9'] -> (3 - 1/5) * 9 * 5/6 * 8/7
[90968] ['1/9', '2/5', '8/9', '1', '3'] -> 8/9 / (1/9 * 2/5) + 1 + 3
[90969] ['5/9', '5/9', '4', '4', '9/2'] -> 4 + (5/9 + 5/9) * 4 * 9/2
[90970] ['1/6', '7/8', '7/5', '6', '7'] -> 6 / (7/8 / 1/6 - 7 / 7/5)
[90971] ['1/7', '1', '7/6', '2', '9/4'] -> (1 / ((1/7 * 7/6) * 9/4) - 2))
[90972] ['1/8', '1', '1', '5/4', '9/5'] -> 9/5 / (1 - 1/8 - 1 / 5/4)
[90973] ['6/5', '7/3', '7/2', '8', '8'] -> 6/5 * (8 + 8 * 7/2 / 7/3)
[90974] ['1/8', '8/7', '5/4', '5', '6'] -> 8/7 * (5/4 / 1/8 + 5 + 6)
[90975] ['2/5', '3/7', '5/6', '3', '8'] -> (3/7 + 3) * 5/6 * (2/5 + 8)
[90976] ['1/7', '1', '7/6', '2', '7/3'] -> (7/6 + 7/3) / 1/7 - 1 / 2
[90977] ['1/8', '8/7', '4/3', '5', '6'] -> (5 + 1/8 * 8/7) * (6 - 4/3)
[90978] ['6/5', '8/3', '8/3', '8', '8'] -> 8 + 6/5 * (8 + 8/3 + 8/3)
[90979] ['5/9', '8/5', '9/5', '2', '4'] -> 2 * 4 / (8/5 / 9/5 - 5/9)
[90980] ['5/7', '8/9', '1', '7/3', '5'] -> (1 + 7/3 / 5/7) * 5 / 8/9
[90981] ['1/8', '1', '1', '9/7', '9/7'] -> (1 + 1 + 9/7 / 9/7) / 1/8
[90982] ['1/9', '1/7', '1/6', '5', '9'] -> (1/9 + 5 / (1/7 * 9)) / 1/6
[90983] ['2/9', '6/5', '6/5', '6', '9'] -> 6/5 + 9 * (6/5 + 2/9 * 6)
[90984] ['5/9', '8/5', '2', '9/4', '4'] -> (2 / (5/9 * 4) - (8/5 + 9/4)))
[90985] ['1/8', '1', '1', '9/7', '7/5'] -> (1 + 9/7 + 1 / 7/5) / 1/8
[90986] ['4/7', '6/5', '7/3', '5', '9'] -> 5 / 6/5 + (7/3 + 9) / 4/7
[90987] ['1/7', '1', '6/5', '6/5', '2'] -> (1 + 2) * 6/5 / 1/7 - 6/5
[90988] ['1/8', '8/7', '3/2', '5', '6'] -> 6 * (5 / 8/7 - 1/8) - 3/2
[90989] ['2/5', '3/7', '9/8', '3', '8'] -> (3 / 3/7 + 8 / 2/5) / 9/8
[90990] ['1/8', '1', '1', '9/7', '3/2'] -> 1 / (3/2 / 9/7 - (1/8 + 1))
[90991] ['1/6', '8/9', '8/9', '6', '7'] -> (8/9 / (1/6 * (8/9 * 7)) - 6))
[90992] ['5/7', '8/9', '1', '8/3', '5'] -> (1 + 5 / 5/7) * 8/3 / 8/9
[90993] ['6/5', '7/2', '9/2', '8', '8'] -> 8 / (9/2 / 6/5 - 7/2) - 8
[90994] ['5/9', '8/5', '2', '7/3', '4'] -> (4 + 2 + 7/3) * 8/5 / 5/9
[90995] ['4/7', '6/5', '8/3', '5', '9'] -> 5 * (6/5 / 9 + 8/3 / 4/7)
[90996] ['2/9', '6/5', '9/7', '6', '9'] -> 6/5 * (6 / 2/9 - 9 / 9/7)
[90997] ['1/9', '2/5', '1', '5/4', '3'] -> (3 + 1 / 1/9) / (2/5 * 5/4)
[90998] ['6/5', '9/2', '9/2', '8', '8'] -> 9/2 * (9/2 + 8 / (6/5 * 8))
[90999] ['2/9', '3/2', '8/5', '5', '7'] -> (7 - 8/5) / 2/9 - 3/2 / 5
[91000] ['5/9', '8/5', '2', '5/2', '4'] -> 2 + 5/2 * (8/5 + 4 / 5/9)
[91001] ['1/5', '5/6', '9/4', '3', '9'] -> 9/4 * (3 + 5/6 * (1/5 + 9))
[91002] ['1/7', '1', '6/5', '4/3', '2'] -> 6/5 * 4/3 * (1 + 2 / 1/7)
[91003] ['4/7', '5/4', '5/4', '5', '9'] -> 5/4 + (9 + 5 / 5/4) / 4/7
[91004] ['1/6', '8/9', '8/7', '6', '7'] -> 6 * 8/9 / 1/6 - 8/7 * 7
[91005] ['5/7', '8/9', '1', '9/2', '5'] -> 8/9 * 9/2 * (5 / 5/7 - 1)
[91006] ['5/9', '8/5', '2', '8/3', '4'] -> 2 * 8/3 * 4 / (5/9 * 8/5)
[91007] ['1/3', '8/9', '1', '8/5', '3'] -> 1/3 / (8/9 + 1 - 3 / 8/5)
[91008] ['5/4', '5/4', '7/4', '8', '8'] -> 5/4 * (8 + 8 * 7/4 / 5/4)
[91009] ['1/7', '1', '6/5', '3/2', '2'] -> 6/5 * (2 * 3/2 / 1/7 - 1)
[91010] ['1/9', '2/5', '1', '3/2', '3'] -> 1 / (1/9 * 2/5) - (3/2 - 3)
[91011] ['1/5', '6/7', '7/8', '3', '9'] -> (9 / ((1/5 * 7/8) * 3) - 6/7))
[91012] ['5/4', '5/4', '9/5', '8', '8'] -> (8 - 5/4) * 8 / (5/4 * 9/5)
[91013] ['4/7', '5/4', '7/5', '5', '9'] -> 5/4 + 7/5 * 5 + 9 / 4/7
[91014] ['5/9', '4/7', '6/7', '4', '4'] -> (4 - 4/7 / 6/7) * 4 / 5/9
[91015] ['5/9', '5/3', '7/4', '2', '4'] -> (4 * (7/4 + 2) - 5/3) / 5/9
[91016] ['1/3', '8/9', '1', '9/5', '3'] -> (1 + 9/5 * (8/9 + 3)) / 1/3
[91017] ['5/4', '5/4', '7/3', '8', '8'] -> (8 - 5/4 / 5/4) * 8 / 7/3
[91018] ['1/8', '1', '1', '9/7', '5/2'] -> (1 + 9/7) * (5/2 + 1 / 1/8)
[91019] ['4/7', '5/4', '8/5', '5', '9'] -> 5/4 * (8/5 + 5) + 9 / 4/7
[91020] ['5/7', '1', '9/8', '7/6', '5'] -> (1 + 5) / (9/8 / 7/6 - 5/7)
[91021] ['1/8', '8/7', '5/2', '5', '6'] -> 8/7 * (5/2 / 1/8 - (5 - 6))
[91022] ['5/9', '5/3', '2', '7/3', '4'] -> (5/3 + 4) * (2 + 7/3) - 5/9
[91023] ['5/4', '9/7', '9/7', '8', '8'] -> 8 / (5/4 - 9/7 / 9/7) - 8
[91024] ['1/9', '1/7', '1/2', '5', '9'] -> (5 + 9 * 1/9 / 1/7) / 1/2
[91025] ['5/7', '1', '9/8', '6/5', '5'] -> 5 / (5/7 * (9/8 - 1 / 6/5))
[91026] ['1/6', '8/9', '9/7', '6', '7'] -> 8/9 * (6 / 1/6 - 9/7 * 7)
[91027] ['1/8', '8/7', '8/3', '5', '6'] -> 8/7 * (6 + 5 / (1/8 * 8/3))
[91028] ['1/9', '1/7', '5/9', '5', '9'] -> (9 - (5/9 + 5)) / 1/7 - 1/9
[91029] ['2/5', '3/7', '7/4', '3', '8'] -> 3 / (3/7 * 7/4) + 8 / 2/5
[91030] ['1/8', '8/7', '9/2', '5', '6'] -> 6 / (1/8 + 9/2 - 5 / 8/7)
[91031] ['5/9', '4/7', '8/7', '4', '4'] -> 4/7 + (5/9 + 4) * (8/7 + 4)
[91032] ['1/7', '1', '6/5', '2', '8/3'] -> (1 + 8/3) / 1/7 - 2 / 6/5
[91033] ['1/8', '1', '1', '4/3', '7/5'] -> 1 / ((1/8 + 4/3) / 7/5 - 1)
[91034] ['5/9', '7/4', '9/5', '2', '4'] -> 2 / (5/9 + 7/4 - 4 / 9/5)
[91035] ['4/7', '5/4', '7/3', '5', '9'] -> 9 * (5 / 5/4 - 4/7 * 7/3)
[91036] ['5/9', '4/7', '7/6', '4', '4'] -> (4 - 4/7 * 7/6) * 4 / 5/9
[91037] ['2/5', '3/7', '7/3', '3', '8'] -> 3 + 3/7 * 7/3 + 8 / 2/5
[91038] ['1/3', '1', '9/8', '9/7', '3'] -> 1 / (1/3 - 9/8 / 9/7 *
)[91039] ['1/6', '8/9', '7/4', '6', '7'] -> (7/4 - 8/9) * 6 / 1/6 - 7
[91040] ['5/9', '4/7', '6/5', '4', '4'] -> (4 + 4) / (5/9 * 4/7) - 6/5
[91041] ['2/9', '8/5', '9/2', '5', '7'] -> (8/5 - 2/9) * 9/2 * 5 - 7
[91042] ['2/9', '9/7', '7/5', '6', '9'] -> 9 + 6 / (7/5 * 2/9 * 9/7)
[91043] ['2/5', '3/7', '8/3', '3', '8'] -> 8 / (3 / 3/7 - 8/3 / 2/5)
[91044] ['1/8', '1', '1', '4/3', '9/5'] -> 4/3 / (1/8 * (1 - 1 / 9/5))
[91045] ['1/7', '1', '5/4', '4/3', '2'] -> 2 / (5/4 - 4/3 / (1/7 + 1))
[91046] ['5/4', '9/7', '5/3', '8', '8'] -> 9/7 * (8 + 8 * 5/3 / 5/4)
[91047] ['1/9', '1/7', '5/7', '5', '9'] -> 5 * 5/7 / 1/7 - 1/9 * 9
[91048] ['1/5', '6/7', '7/4', '3', '9'] -> (1/5 + 3) * (9 - 6/7 * 7/4)
[91049] ['1/8', '7/6', '7/5', '5', '6'] -> 7/5 / ((1/8 + 6) / 5 - 7/6)
[91050] ['5/7', '1', '9/8', '8/5', '5'] -> (8/5 + 5) / (1 / 5/7 - 9/8)
[91051] ['2/9', '5/3', '7/4', '5', '7'] -> (5/3 + 5 * 7) / (7/4 - 2/9)
[91052] ['1/6', '9/8', '9/8', '6', '7'] -> (6 / 1/6 - 9/8) / 9/8 - 7
[91053] ['1/9', '3/7', '3/5', '1', '3'] -> (3 / 3/5 - 1 / 3/7) / 1/9
[91054] ['5/4', '9/7', '9/5', '8', '8'] -> 5/4 * (8 + 8 * 9/5 / 9/7)
[91055] ['1/8', '7/6', '8/5', '5', '6'] -> (8/5 + 6 * 7/6 / 5) / 1/8
[91056] ['1/7', '1', '5/4', '3/2', '2'] -> 2 / (1/7 * (5/4 - 1 / 3/2))
[91057] ['5/7', '1', '9/8', '5/3', '5'] -> 5 / (5/3 / 5/7 - (1 + 9/8))
[91058] ['2/9', '9/7', '5/3', '6', '9'] -> (6 / 9/7 - 2/9) * 9 / 5/3
[91059] ['1/8', '1', '1', '7/5', '7/5'] -> (1 + 1 + 7/5 / 7/5) / 1/8
[91060] ['1/7', '1', '5/4', '8/5', '2'] -> 2 * (1 / 5/4 + 8/5 / 1/7)
[91061] ['5/4', '9/7', '7/3', '8', '8'] -> 8 * (8 * 5/4 / 7/3 - 9/7)
[91062] ['4/7', '9/7', '9/4', '5', '9'] -> 9 * (4/7 / 9/7 + 5 / 9/4)
[91063] ['2/5', '4/9', '5/9', '3', '8'] -> 3 + 4/9 + 5/9 + 8 / 2/5
[91064] ['1/9', '3/7', '5/8', '1', '3'] -> (1 / (3/7 * (5/8 / 3)) - 1/9))
[91065] ['1/6', '9/8', '6/5', '6', '7'] -> 7 / (9/8 - 6 * 1/6 / 6/5)
[91066] ['2/9', '9/7', '9/4', '6', '9'] -> 6 / (2/9 * 9 - 9/4 / 9/7)
[91067] ['5/9', '9/5', '2', '9/4', '4'] -> (2 + 4) / (5/9 * (9/4 - 9/5))
[91068] ['1/7', '1', '5/4', '9/5', '2'] -> 5/4 * ((1 + 2) / 1/7 - 9/5)
[91069] ['1/3', '1', '8/7', '5/4', '3'] -> 3 / (1/3 * (5/4 - 1 / 8/7))
[91070] ['1/6', '9/8', '9/7', '6', '7'] -> (6 / 1/6 - 9/7 * 7) / 9/8
[91071] ['5/9', '4/7', '5/3', '4', '4'] -> (4 - 4/7) * (4 + 5/3 / 5/9)
[91072] ['1/8', '1', '1', '7/5', '7/4'] -> (1 + 1 / 7/5) * 7/4 / 1/8
[91073] ['2/9', '9/7', '5/2', '6', '9'] -> 6 / (9 - 5/2 / (2/9 * 9/7))
[91074] ['1/9', '3/7', '3/4', '1', '3'] -> (1 / (1/9 * 3/7) - 3) / 3/4
[91075] ['1/8', '6/5', '6/5', '5', '6'] -> 5 * (6/5 / 1/8 + 6/5 - 6)
[91076] ['4/7', '9/7', '9/2', '5', '9'] -> (5 + 9 - 9/7 / 9/2) / 4/7
[91077] ['2/5', '4/9', '5/7', '3', '8'] -> 8 / (4/9 * 5/7) - 2/5 * 3
[91078] ['2/9', '7/4', '7/3', '5', '7'] -> (7/3 + 5 / 7) * 7/4 / 2/9
[91079] ['1/8', '1', '1', '7/5', '9/4'] -> (9/4 - 1) * (1 + 7/5) / 1/8
[91080] ['5/9', '4/7', '9/5', '4', '4'] -> 4 * (4 / 4/7 - 5/9 * 9/5)
[91081] ['1/6', '9/8', '8/5', '6', '7'] -> 7 / (1/6 / 8/5 + 9/8 / 6)
[91082] ['5/9', '2', '9/4', '9/4', '4'] -> 2 / (5/9 - 9/4 + 4 / 9/4)
[91083] ['2/9', '7/4', '5/2', '5', '7'] -> 7 / 7/4 - (5/2 - 5 / 2/9)
[91084] ['2/5', '4/9', '7/9', '3', '8'] -> (8 / 2/5 - 4/9 * 3) / 7/9
[91085] ['5/9', '4/7', '9/4', '4', '4'] -> (4/7 + 4) * (4 + 5/9 * 9/4)
[91086] ['1/6', '9/8', '5/3', '6', '7'] -> 5/3 / ((1/6 + 7) / 6 - 9/8)
[91087] ['1/5', '7/8', '4/3', '3', '9'] -> 9 / (7/8 / 1/5 - 4/3 * 3)
[91088] ['5/7', '1', '9/8', '8/3', '5'] -> 9/8 * 8/3 * (1 + 5 / 5/7)
[91089] ['1/7', '1', '9/7', '7/5', '2'] -> (9/7 + (1 + 2) / 7/5) / 1/7
[91090] ['1/3', '1', '8/7', '5/3', '3'] -> 3 / (5/3 / 8/7 - (1/3 + 1))
[91091] ['5/4', '7/5', '3/2', '8', '8'] -> 8 / (5/4 * 7/5 - 3/2) - 8
[91092] ['2/9', '7/5', '3/2', '6', '9'] -> (3/2 + 9 / 2/9) / 7/5 - 6
[91093] ['2/9', '9/5', '9/4', '5', '7'] -> (5 - 9/5) * (7 + 2/9 * 9/4)
[91094] ['2/5', '4/9', '7/8', '3', '8'] -> 3 / (2/5 * 4/9) - (7/8 - 8)
[91095] ['1/9', '3/7', '1', '9/8', '3'] -> (1 / (1/9 * 3) - (9/8 / 3/7)))
[91096] ['5/9', '4/7', '8/3', '4', '4'] -> 8/3 / (4 - 4 * 5/9 / 4/7)
[91097] ['1/3', '1', '8/7', '7/4', '3'] -> (1 + 3) * 7/4 * 8/7 / 1/3
[91098] ['5/9', '2', '7/3', '7/2', '4'] -> (2 * 7/2 + 7/3 + 4) / 5/9
[91099] ['2/9', '9/5', '7/3', '5', '7'] -> 9/5 * (7/3 * 7 - 2/9) - 5
[91100] ['1/7', '1', '9/7', '9/5', '2'] -> (1 + 9/7 / 9/5) * 2 / 1/7
[91101] ['5/7', '1', '9/8', '9/2', '5'] -> (5 / 5/7 - 1) * 9/2 / 9/8
[91102] ['1/9', '1/7', '7/6', '5', '9'] -> (5 - 1/9 * 9) / (1/7 * 7/6)
[91103] ['1/8', '1', '1', '7/5', '9/2'] -> (9/2 / 1/8 - 1) / 7/5 - 1
[91104] ['2/9', '7/5', '7/3', '6', '9'] -> 7/3 * (6 / (2/9 * 7/5) - 9)
[91105] ['1/7', '1', '9/7', '2', '9/4'] -> 9/7 / ((9/4 - 1/7) / 2 - 1)
[91106] ['2/5', '4/9', '7/6', '3', '8'] -> 8 / (2/5 * (4/9 + 7/6 / 3))
[91107] ['5/4', '7/5', '7/3', '8', '8'] -> (8 + 8 / 5/4) * 7/3 / 7/5
[91108] ['1/5', '7/8', '8/3', '3', '9'] -> 3 / (1/5 - 7/8 / (8/3 + 9))
[91109] ['4/7', '7/5', '3/2', '5', '9'] -> 9 * 4/7 * 7/5 * 5 / 3/2
[91110] ['1/9', '3/7', '1', '7/5', '3'] -> (3 / 7/5 - 1) / (1/9 * 3/7)
[91111] ['1/7', '1', '9/7', '2', '9/2'] -> 9/2 / (1/7 * 9/7) - 1 / 2
[91112] ['2/5', '4/9', '9/7', '3', '8'] -> 9/7 * (8 / 2/5 - 4/9 * 3)
[91113] ['4/7', '7/5', '5/3', '5', '9'] -> (5 - 5/3) * 9 * 4/7 * 7/5
[91114] ['1/9', '3/7', '1', '3/2', '3'] -> 3/2 * (1 / 1/9 + 3 / 3/7)
[91115] ['5/9', '3/5', '5/7', '4', '4'] -> (4 + 4 / (3/5 * 5/7)) / 5/9
[91116] ['1/8', '9/7', '4/3', '5', '6'] -> (6 + 4/3 - 5) * 9/7 / 1/8
[91117] ['5/4', '7/5', '7/2', '8', '8'] -> 8 + 7/2 * 8 / (5/4 * 7/5)
[91118] ['1/3', '1', '7/6', '6/5', '3'] -> 6/5 * (1/3 + 3) / (7/6 - 1)
[91119] ['2/9', '9/4', '9/4', '5', '7'] -> (5 / 9/4 + 7 / 9/4) / 2/9
[91120] ['2/5', '4/9', '4/3', '3', '8'] -> 4/3 / (8 - (4/9 + 3 / 2/5))
[91121] ['4/7', '7/5', '7/4', '5', '9'] -> 5 * (9 - (7/4 + 7/5 / 4/7))
[91122] ['5/4', '7/5', '9/2', '8', '8'] -> 8 * (8 - (7/5 + 9/2 / 5/4))
[91123] ['2/9', '9/4', '7/3', '5', '7'] -> 7 + 9/4 * (5 + 2/9 + 7/3)
[91124] ['1/9', '1/7', '7/5', '5', '9'] -> 5 / (1/7 * 7/5) - 1/9 * 9
[91125] ['5/9', '3/5', '4/5', '4', '4'] -> (4 + 4 / 3/5) / (5/9 * 4/5)
[91126] ['1/3', '1', '7/6', '9/7', '3'] -> (1 + 9/7) * 3 * 7/6 / 1/3
[91127] ['5/7', '1', '8/7', '9/4', '5'] -> 9/4 * (5 / (8/7 - 5/7) - 1)
[91128] ['2/9', '3/2', '9/5', '6', '9'] -> (9 - 6 / 9/5) / 2/9 - 3/2
[91129] ['4/7', '7/5', '9/5', '5', '9'] -> 7/5 * (4/7 + 5) + 9/5 * 9
[91130] ['2/5', '4/9', '5/3', '3', '8'] -> 8 / (5/3 * 2/5 * 4/9) - 3
[91131] ['1/9', '1/7', '3/2', '5', '9'] -> (1/9 * 9 + 5 / 1/7) / 3/2
[91132] ['5/9', '3/5', '5/6', '4', '4'] -> 4 * (4 / 3/5 - 5/9 / 5/6)
[91133] ['1/8', '9/7', '5/3', '5', '6'] -> (5/3 * 5 - 6) * 9/7 / 1/8
[91134] ['2/9', '8/5', '7/4', '6', '9'] -> (9 / 8/5 - 7/4 / 6) / 2/9
[91135] ['5/9', '3/5', '6/7', '4', '4'] -> 4 / (5/9 * (6/7 - 3/5)) - 4
[91136] ['4/7', '4/7', '5/8', '2', '4'] -> (4/7 + 2 * 4) / (4/7 * 5/8)
[91137] ['1/9', '3/7', '1', '9/4', '3'] -> (3 / 3/7 - 1) / (1/9 * 9/4)
[91138] ['1/5', '8/9', '7/5', '3', '9'] -> 9 * (3 - 1/5 * 8/9) - 7/5
[91139] ['1/8', '1', '1', '5/3', '7/2'] -> (5/3 - 1) * (1 + 7/2) / 1/8
[91140] ['4/7', '7/5', '8/3', '5', '9'] -> 4/7 * (8/3 + 9) * (5 - 7/5)
[91141] ['1/8', '9/7', '7/4', '5', '6'] -> (9/7 * 5 - 6 / 7/4) / 1/8
[91142] ['2/5', '4/9', '9/4', '3', '8'] -> 3 + 4/9 * 9/4 + 8 / 2/5
[91143] ['2/9', '8/5', '9/4', '6', '9'] -> (9/4 + 9) * 6 * 2/9 * 8/5
[91144] ['1/9', '3/7', '1', '5/2', '3'] -> (1 + 5/2) * (3 + 3/7 / 1/9)
[91145] ['1/8', '1', '1', '7/4', '7/4'] -> (1 + 1 + 7/4 / 7/4) / 1/8
[91146] ['5/4', '5/3', '9/5', '8', '8'] -> 5/4 * (9/5 * 8 + 8 / 5/3)
[91147] ['1/7', '1', '4/3', '2', '7/2'] -> 1 - 2 / 4/3 + 7/2 / 1/7
[91148] ['1/9', '1/7', '7/4', '5', '9'] -> (5 + 1/9 * 9) / (1/7 * 7/4)
[91149] ['2/9', '8/5', '7/3', '6', '9'] -> 8/5 / (2/9 - 7/3 / (6 + 9))
[91150] ['2/5', '4/9', '7/3', '3', '8'] -> 8 / (4/9 / 2/5 - 7/3 / 3)
[91151] ['5/7', '1', '7/6', '3/2', '5'] -> (1 + 5 / 5/7) / (3/2 - 7/6)
[91152] ['1/8', '1', '1', '7/4', '7/3'] -> (1 / (1/8 * (7/3 / 7/4)) - 1))
[91153] ['1/8', '9/7', '9/4', '5', '6'] -> (5 - 6 / 9/4) * 9/7 / 1/8
[91154] ['2/9', '8/3', '7/2', '5', '7'] -> (8/3 + 5) / 2/9 - (7/2 + 7)
[91155] ['1/9', '3/7', '1', '3', '9/2'] -> (3 + 3/7 / 1/9) * (9/2 - 1)
[91156] ['1/7', '1', '4/3', '2', '9/2'] -> (1 / 2 + 9/2 / 1/7) / 4/3
[91157] ['1/3', '1', '7/6', '8/3', '3'] -> 1/3 / (7/6 / 3 - 1 / 8/3)
[91158] ['2/5', '4/9', '3', '7/2', '8'] -> 2/5 * (8 * 7/2 / 4/9 - 3)
[91159] ['5/4', '5/3', '7/2', '8', '8'] -> 5/3 * (8 * 7/2 / 5/4 - 8)
[91160] ['4/7', '4/7', '7/8', '2', '4'] -> 2 / (4/7 - 4/7 * 7/8) - 4
[91161] ['2/9', '5/3', '5/3', '6', '9'] -> 2/9 + 6 + 5/3 * (5/3 + 9)
[91162] ['4/7', '3/2', '8/5', '5', '9'] -> 5 * (9 - 8/5 * 3/2 / 4/7)
