[71605] ['4/9', '4/7', '7/2', '5', '8'] -> (4/9 * (5 + (8 / (4/7 / 7/2))))
[73192] ['1/4', '7/8', '1', '9/7', '6'] -> (6 * ((9/7 / 1/4) - (1 / 7/8)))
[73193] ['3/7', '3/4', '5/6', '2', '2'] -> (2 / ((3/4 / 3/7) - (5/6 * 2)))
[73194] ['6/5', '7/4', '8/3', '4', '6'] -> ((8/3 * (7/4 + 6)) + (4 / 6/5))
[73195] ['3/4', '1', '1', '6/5', '9/4'] -> (6/5 / ((1 / (9/4 - 1)) - 3/4))
[73196] ['7/9', '1', '9/7', '5/2', '7'] -> (((7/9 + 7) * (9/7 * 5/2)) - 1)
[73197] ['1/6', '1/6', '5/8', '4', '4'] -> (((4 * 4) - (1/6 / 1/6)) / 5/8)
[73198] ['2/7', '1', '7/5', '5/2', '5'] -> ((5/2 / (5 - (7/5 / 2/7))) - 1)
[73199] ['3/7', '3/4', '6/7', '2', '2'] -> (6/7 / (((2 - 3/7) / 2) - 3/4))
[73200] ['1/4', '7/8', '1', '8/5', '6'] -> ((8/5 * 6) * ((7/8 / 1/4) - 1))
[73201] ['1/5', '8/9', '9/2', '7', '7'] -> ((7 / 1/5) - (7 + (8/9 * 9/2)))
[73202] ['4/9', '5/4', '9/5', '2', '5'] -> (5 * ((9/5 / 4/9) - (5/4 - 2)))
[73203] ['1/6', '1/6', '5/7', '4', '4'] -> (4 * (1/6 + ((1/6 + 4) / 5/7)))
[73204] ['7/9', '1', '9/7', '7/2', '7'] -> ((9/7 * (7/9 + 1)) * (7/2 + 7))
[73205] ['1/4', '7/8', '1', '5/3', '6'] -> (1 / ((1/4 * 6) - (7/8 * 5/3)))
[73206] ['3/4', '1', '1', '6/5', '8/3'] -> (8/3 / ((1 / (3/4 * 6/5)) - 1))
[73207] ['3/5', '7/4', '8/3', '6', '6'] -> (6 / ((3/5 * (6 - 8/3)) - 7/4))
[73208] ['1/2', '4/5', '9/8', '5', '8'] -> ((5 + (8 / 4/5)) / (9/8 - 1/2))
[73209] ['5/9', '1', '9/8', '7/4', '2'] -> (2 / ((5/9 * 7/4) - (1 / 9/8)))
[73210] ['1/5', '9/8', '8/7', '7', '7'] -> (((7 / 1/5) - (8/7 * 7)) / 9/8)
[73211] ['3/4', '1', '7/5', '7/5', '9'] -> ((1 + (7/5 / 7/5)) / (3/4 / 9))
[73212] ['1/5', '9/8', '7/6', '7', '7'] -> (7 / (9/8 - (7/6 / (1/5 * 7))))
[73213] ['5/9', '1', '9/8', '2', '9/4'] -> ((1 + 2) / ((5/9 * 9/4) - 9/8))
[73214] ['3/7', '3/4', '8/7', '2', '2'] -> (2 / ((3/4 + 2) - (8/7 / 3/7)))
[73215] ['2/7', '1', '3/2', '7/4', '5'] -> (((1 + 5) + (3/2 / 7/4)) / 2/7)
[73216] ['1/6', '1/6', '7/5', '4', '4'] -> (4 * (1/6 + (7/5 * (1/6 + 4))))
[73217] ['3/4', '1', '1', '5/4', '5/4'] -> ((5/4 / ((1 / 5/4) - 3/4)) - 1)
[73218] ['7/9', '1', '4/3', '9/4', '7'] -> ((4/3 * 9/4) * ((7 / 7/9) - 1))
[73219] ['1/6', '1/6', '8/5', '4', '4'] -> (8/5 * ((4 * 4) - (1/6 / 1/6)))
[73220] ['3/7', '3/4', '6/5', '2', '2'] -> (2 / ((3/4 / 3/7) - (2 / 6/5)))
[73221] ['5/6', '8/5', '9/4', '5', '6'] -> (5 * (8/5 + (6 / (5/6 * 9/4))))
[73222] ['1/6', '1/6', '9/5', '4', '4'] -> (((1/6 + 4) * (9/5 + 4)) - 1/6)
[73223] ['3/5', '7/3', '7/3', '6', '6'] -> (7/3 * (6 + (6 / (3/5 * 7/3))))
[73224] ['2/7', '1', '3/2', '7/2', '5'] -> (3/2 + ((2/7 + 1) * (7/2 * 5)))
[73225] ['3/4', '1', '1', '5/4', '7/5'] -> ((5/4 / ((3/4 * 7/5) - 1)) - 1)
[73226] ['1/8', '1/7', '7/8', '1', '7'] -> ((7 - 1) / (1/8 + (1/7 * 7/8)))
[73227] ['1/6', '1/6', '9/4', '4', '4'] -> ((4 * (9/4 + 4)) - (1/6 / 1/6))
[73228] ['7/9', '1', '4/3', '8/3', '7'] -> ((7/9 + 1) + (8/3 * (4/3 + 7)))
[73229] ['3/4', '1', '1', '5/4', '7/4'] -> ((1 + 1) / (7/4 - (5/4 / 3/4)))
[73230] ['7/9', '1', '4/3', '9/2', '7'] -> (4/3 / ((1 + 9/2) - (7/9 * 7)))
[73231] ['1/6', '1/5', '2/7', '4', '4'] -> ((1/5 + 4) * (4 + (2/7 / 1/6)))
[73232] ['3/4', '1', '1', '5/4', '9/5'] -> ((5/4 / (9/5 - (3/4 + 1))) - 1)
[73233] ['4/9', '9/7', '8/5', '2', '5'] -> (5 * (2 + (8/5 / (4/9 * 9/7))))
[73234] ['1/8', '1/7', '1', '5/4', '7'] -> ((5/4 / 1/8) + (7 + (1 / 1/7)))
[73235] ['5/6', '9/5', '8/3', '5', '6'] -> (8/3 * (5 + (6 / (5/6 * 9/5))))
[73236] ['2/7', '1', '8/5', '9/5', '5'] -> (5 * ((1 - 9/5) + (8/5 / 2/7)))
[73237] ['1/2', '6/7', '8/9', '5', '8'] -> ((5 + (8 / 8/9)) / (1/2 / 6/7))
[73238] ['1/4', '1', '9/8', '8/7', '6'] -> ((8/7 * 6) * ((9/8 / 1/4) - 1))
[73239] ['5/4', '9/7', '9/4', '4', '6'] -> (6 + ((5/4 + 9/4) * (9/7 * 4)))
[73240] ['1/5', '9/8', '5/3', '7', '7'] -> (7 / ((9/8 / 1/5) + (5/3 - 7)))
[73241] ['3/4', '1', '8/5', '7/3', '9'] -> ((3/4 * 8/5) * ((7/3 * 9) - 1))
[73242] ['4/9', '9/7', '5/3', '2', '5'] -> ((5/3 + (9/7 * (2 + 5))) / 4/9)
[73243] ['7/9', '1', '7/5', '8/5', '7'] -> ((7/5 + 8/5) * ((7 / 7/9) - 1))
[73244] ['1/4', '1', '9/8', '6/5', '6'] -> ((1/4 * 6) / (1 - (9/8 / 6/5)))
[73245] ['1/5', '9/8', '7/4', '7', '7'] -> ((7 + (7 / (1/5 * 7/4))) / 9/8)
[73246] ['4/7', '5/8', '7/2', '9', '9'] -> ((9 + 9) / (4/7 + (5/8 / 7/2)))
[73247] ['3/4', '1', '8/5', '8/3', '9'] -> (8/3 + ((1 + 9) / (3/4 / 8/5)))
[73248] ['1/8', '1/7', '1', '7/5', '7'] -> (1/7 / (1/8 - (1 / (7/5 + 7))))
[73249] ['7/9', '1', '7/5', '5/3', '7'] -> ((1 + 7) * (5/3 / (7/9 / 7/5)))
[73250] ['5/9', '1', '8/7', '4/3', '2'] -> (8/7 / (4/3 - (2 / (5/9 + 1))))
[73251] ['3/4', '1', '1', '5/4', '8/3'] -> ((1 + 5/4) * (8/3 / (1 - 3/4)))
[73252] ['5/4', '9/7', '8/3', '4', '6'] -> (6 + ((5/4 + 4) * (9/7 * 8/3)))
[73253] ['5/8', '5/8', '5/7', '6', '6'] -> ((6 * 6) / (5/8 + (5/8 / 5/7)))
[73254] ['6/7', '6/7', '8/9', '5', '6'] -> (6/7 / (6 - (5 + (6/7 / 8/9))))
[73255] ['1/8', '1/7', '1', '3/2', '7'] -> ((1 + (1/7 * 7)) / (1/8 / 3/2))
[73256] ['3/4', '1', '1', '5/4', '7/2'] -> ((1 + 7/2) / (3/4 * (5/4 - 1)))
[73257] ['4/9', '9/7', '9/5', '2', '5'] -> ((2 - 4/9) * (5 * (9/7 + 9/5)))
[73258] ['1/2', '6/7', '3/2', '5', '8'] -> ((5 / 1/2) + (8 / (6/7 / 3/2)))
[73259] ['1/5', '9/8', '9/4', '7', '7'] -> ((9/4 / (1/5 * 9/8)) + (7 + 7))
[73260] ['4/7', '2/3', '2/3', '9', '9'] -> ((9 / 2/3) + (9 / (4/7 / 2/3)))
[73261] ['6/7', '6/7', '9/8', '5', '6'] -> (6/7 / (6 - (5 + (6/7 * 9/8))))
[73262] ['1/4', '1', '9/8', '8/5', '6'] -> (6 / (9/8 - (1/4 + (1 / 8/5))))
[73263] ['1/2', '6/7', '8/5', '5', '8'] -> ((6/7 * 5) * (8/5 + (1/2 * 8)))
[73264] ['3/4', '1', '7/4', '7/4', '9'] -> ((1 + (7/4 / 7/4)) / (3/4 / 9))
[73265] ['1/5', '9/8', '7/3', '7', '7'] -> (7 / (1/5 * (9/8 + (7/3 / 7))))
[73266] ['3/4', '1', '7/4', '7/3', '9'] -> (9 * ((1 / 3/4) + (7/3 / 7/4)))
[73267] ['5/4', '4/3', '9/5', '4', '6'] -> ((4 / (9/5 - (5/4 * 4/3))) - 6)
[73268] ['1/2', '6/7', '9/5', '5', '8'] -> (9/5 * ((5 / 6/7) - (1/2 - 8)))
[73269] ['2/7', '1', '5/3', '9/5', '5'] -> ((5/3 * 9/5) + ((1 + 5) / 2/7))
[73270] ['3/4', '1', '1', '9/7', '3/2'] -> ((1 / 3/2) / ((1 / 9/7) - 3/4))
[73271] ['1/5', '9/8', '8/3', '7', '7'] -> ((9/8 / 1/5) + (7 / (8/3 / 7)))
[73272] ['1/4', '1', '8/7', '5/4', '6'] -> (5/4 / ((1/4 / 8/7) - (1 / 6)))
[73273] ['6/7', '7/8', '8/9', '5', '6'] -> ((7/8 * 8/9) * (6/7 + (5 * 6)))
[73274] ['3/4', '1', '1', '9/7', '8/5'] -> (1 / ((1 / 8/5) - (3/4 / 9/7)))
[73275] ['4/9', '9/7', '2', '8/3', '5'] -> (8/3 * (2 + (9/7 * (4/9 + 5))))
[73276] ['2/7', '1', '5/3', '5/2', '5'] -> ((5/3 * ((5 / 2/7) - 5/2)) - 1)
[73277] ['5/8', '5/8', '8/7', '6', '6'] -> (6 * ((6 / 8/7) - (5/8 + 5/8)))
[73278] ['1/6', '1/5', '6/7', '4', '4'] -> ((1/6 * 4) + (4 / (1/5 * 6/7)))
[73279] ['4/7', '2/3', '8/9', '9', '9'] -> ((9 / 4/7) + (9 - (2/3 / 8/9)))
[73280] ['1/5', '9/8', '9/2', '7', '7'] -> ((7 / 1/5) - (7 + (9/2 / 9/8)))
[73281] ['1/2', '7/8', '7/6', '5', '8'] -> ((8 + (5 / 1/2)) / (7/8 / 7/6))
[73282] ['7/9', '1', '7/5', '9/2', '7'] -> (((7/9 + 7) / (7/5 / 9/2)) - 1)
[73283] ['6/7', '7/8', '4/3', '5', '6'] -> (6 * (5 - (4/3 * (6/7 * 7/8))))
[73284] ['3/4', '1', '7/3', '5/2', '9'] -> ((7/3 * 9) / ((3/4 * 5/2) - 1))
[73285] ['5/4', '7/4', '9/5', '4', '6'] -> ((6 / (5/4 * 4)) / (9/5 - 7/4))
[73286] ['1/4', '1', '8/7', '5/3', '6'] -> (1 / ((1/4 * 6) - (5/3 / 8/7)))
[73287] ['1/8', '1/6', '2/9', '1', '7'] -> (7 / (1/8 * (1 + (2/9 / 1/6))))
[73288] ['3/7', '7/9', '5/6', '2', '2'] -> (2 / ((5/6 / 2) - (3/7 * 7/9)))
[73289] ['4/9', '4/3', '7/5', '2', '5'] -> (2 + (5 * (7/5 + (4/3 / 4/9))))
[73290] ['1/2', '7/8', '9/7', '5', '8'] -> (9/7 / ((5 / 8) - (1/2 / 7/8)))
[73291] ['7/9', '1', '3/2', '8/5', '7'] -> ((3/2 * 8/5) * (1 + (7 / 7/9)))
[73292] ['1/5', '8/7', '7/6', '7', '7'] -> (7 / ((7 / 8/7) - (7/6 / 1/5)))
[73293] ['5/9', '1', '8/7', '2', '7/3'] -> ((8/7 * 7/3) / ((5/9 * 2) - 1))
[73294] ['5/8', '5/8', '5/3', '6', '6'] -> ((5/3 - (5/8 / 5/8)) * (6 * 6))
[73295] ['1/8', '1/6', '3/7', '1', '7'] -> (((1 / 1/6) - (3/7 * 7)) / 1/8)
[73296] ['3/7', '7/9', '7/8', '2', '2'] -> ((2 / (3/7 * 2)) / (7/8 - 7/9))
[73297] ['7/9', '1', '3/2', '7/4', '7'] -> ((7 / 7/4) / ((7/9 * 3/2) - 1))
[73298] ['2/7', '1', '7/4', '9/5', '5'] -> (7/4 * ((5 * (1 + 9/5)) - 2/7))
[73299] ['6/7', '7/8', '8/5', '5', '6'] -> (5 * (6 - (8/5 * (6/7 * 7/8))))
[73300] ['5/8', '5/8', '9/5', '6', '6'] -> ((6 + 6) / ((5/8 * 9/5) - 5/8))
[73301] ['4/9', '7/5', '7/5', '2', '5'] -> ((7/5 + 5) / (4/9 * (2 - 7/5)))
[73302] ['1/8', '1/6', '5/9', '1', '7'] -> ((7 / 1/8) / ((5/9 / 1/6) - 1))
[73303] ['1/5', '8/7', '5/4', '7', '7'] -> (8/7 * ((7 / (1/5 * 5/4)) - 7))
[73304] ['5/8', '5/8', '9/4', '6', '6'] -> ((6 * (5/8 + (5/8 * 6))) - 9/4)
[73305] ['6/7', '7/8', '9/5', '5', '6'] -> (5 * ((6/7 + 6) - (9/5 / 7/8)))
[73306] ['4/9', '7/5', '3/2', '2', '5'] -> (5 * ((2 / (4/9 / 7/5)) - 3/2))
[73307] ['1/5', '8/7', '9/7', '7', '7'] -> ((7 * ((8/7 / 1/5) - 9/7)) - 7)
[73308] ['1/8', '1/6', '4/7', '1', '7'] -> (((1 / 1/8) - (4/7 * 7)) / 1/6)
[73309] ['2/7', '1', '7/4', '5/2', '5'] -> (((5/2 * 5) / (2/7 * 7/4)) - 1)
[73310] ['4/7', '2/3', '5/3', '9', '9'] -> ((4/7 * (2/3 + 5/3)) * (9 + 9))
[73311] ['9/7', '4/3', '8/5', '4', '6'] -> ((8/5 + 4) * (6 - (9/7 * 4/3)))
[73312] ['6/7', '7/8', '5/2', '5', '6'] -> (6 / ((6/7 * 7/8) - (5/2 / 5)))
[73313] ['7/9', '7/9', '6/7', '1', '9'] -> ((7/9 + 1) * (9 / (7/9 * 6/7)))
[73314] ['5/9', '1', '8/7', '2', '9/2'] -> (1 / ((5/9 / 8/7) - (2 / 9/2)))
[73315] ['7/9', '7/9', '7/8', '1', '9'] -> (9 * ((7/9 / 7/8) + (7/9 + 1)))
[73316] ['1/8', '1/6', '5/7', '1', '7'] -> ((1 / 7) / (1/8 - (1/6 * 5/7)))
[73317] ['6/7', '8/9', '8/9', '5', '6'] -> (8/9 / ((8/9 / 6/7) + (5 - 6)))
[73318] ['7/9', '1', '8/5', '8/5', '7'] -> ((7 / (7/9 / 8/5)) / (8/5 - 1))
[73319] ['3/7', '7/9', '6/5', '2', '2'] -> ((2 / ((3/7 * 2) - 7/9)) - 6/5)
[73320] ['4/9', '7/5', '7/4', '2', '5'] -> ((5 * (2 + (7/5 / 4/9))) - 7/4)
[73321] ['1/5', '8/7', '7/4', '7', '7'] -> ((7/4 / (1/5 / 8/7)) + (7 + 7))
[73322] ['1/4', '1', '7/6', '8/5', '6'] -> ((1/4 + (6 / 8/5)) / (7/6 - 1))
[73323] ['5/9', '1', '7/6', '6/5', '2'] -> (6/5 / ((7/6 / (5/9 * 2)) - 1))
[73324] ['9/7', '7/5', '5/3', '4', '6'] -> ((4 / ((9/7 * 7/5) - 5/3)) - 6)
[73325] ['1/2', '8/9', '7/3', '5', '8'] -> ((8 - (7/3 - 5)) / (1/2 * 8/9))
[73326] ['1/8', '1/6', '4/5', '1', '7'] -> ((1 + 7) / (1/8 + (1/6 / 4/5)))
[73327] ['5/8', '2/3', '7/9', '6', '6'] -> (6 / ((6 * (7/9 - 5/8)) - 2/3))
[73328] ['9/7', '7/5', '7/4', '4', '6'] -> (6 / ((7/5 * (9/7 + 7/4)) - 4))
[73329] ['4/9', '7/5', '2', '9/4', '5'] -> ((7/5 + (4/9 * 9/4)) * (2 * 5))
[73330] ['3/4', '1', '1', '4/3', '5/3'] -> ((1 + 1) / (4/3 - (3/4 * 5/3)))
[73331] ['7/9', '7/9', '1', '8/7', '9'] -> (9 * ((7/9 + 1) + (7/9 * 8/7)))
[73332] ['2/7', '1', '9/5', '8/3', '5'] -> (9/5 * ((8/3 / 2/7) - (1 - 5)))
[73333] ['5/8', '2/3', '4/5', '6', '6'] -> (6 + (6 / (4/5 * (5/8 * 2/3))))
[73334] ['7/9', '1', '8/5', '7/3', '7'] -> (7 / ((1 / 8/5) - (7/9 / 7/3)))
[73335] ['7/9', '7/9', '1', '7/6', '9'] -> ((9 * (7/9 + 1)) / (7/9 / 7/6))
[73336] ['5/9', '1', '7/6', '7/5', '2'] -> ((1 + 7/5) / ((7/6 / 5/9) - 2))
[73337] ['4/9', '7/5', '2', '5/2', '5'] -> ((2 / 4/9) + (5 * (7/5 + 5/2)))
[73338] ['1/2', '9/8', '6/5', '5', '8'] -> ((6/5 * 5) + (8 / (1/2 / 9/8)))
[73339] ['5/8', '2/3', '8/9', '6', '6'] -> (6 * (2/3 + (6 * (5/8 * 8/9))))
[73340] ['1/8', '1/6', '1', '9/8', '7'] -> ((1 / 1/6) / (9/8 - (1/8 * 7)))
[73341] ['1/5', '8/7', '8/3', '7', '7'] -> ((8/3 * 7) * (7 - (8/7 / 1/5)))
[73342] ['4/7', '5/7', '7/9', '9', '9'] -> ((7/9 * 9) + ((5/7 + 9) / 4/7))
[73343] ['4/9', '7/5', '2', '8/3', '5'] -> (8/3 / ((2 / (5 - 7/5)) - 4/9))
[73344] ['1/5', '8/7', '7/2', '7', '7'] -> ((7 / 1/5) - (7 + (8/7 * 7/2)))
[73345] ['9/7', '7/5', '5/2', '4', '6'] -> (6 + ((9/7 * 7/5) * (5/2 * 4)))
[73346] ['5/8', '2/3', '8/7', '6', '6'] -> ((6 / 6) / (5/8 - (2/3 / 8/7)))
[73347] ['2/7', '1', '9/4', '9/4', '5'] -> ((9/4 / (2/7 - (1 / 5))) - 9/4)
[73348] ['7/9', '1', '8/5', '9/2', '7'] -> (8/5 * (7 + (9/2 * (7/9 + 1))))
[73349] ['9/7', '7/5', '7/2', '4', '6'] -> (4 / (7/2 - (6 / (9/7 * 7/5))))
[73350] ['7/9', '1', '5/3', '5/3', '7'] -> (((5/3 * 7) / (7/9 / 5/3)) - 1)
[73351] ['6/7', '8/9', '3/2', '5', '6'] -> ((6/7 * 8/9) * (3/2 + (5 * 6)))
[73352] ['1/2', '9/8', '7/3', '5', '8'] -> ((8 - (7/3 - 5)) / (1/2 / 9/8))
[73353] ['1/6', '2/9', '5/8', '4', '4'] -> ((4 - (1/6 * 4)) / (2/9 * 5/8))
[73354] ['7/9', '7/9', '1', '3/2', '9'] -> ((3/2 + 9) / (7/9 / (7/9 + 1)))
[73355] ['4/7', '5/7', '9/8', '9', '9'] -> ((9 + (5/7 * 9)) / (4/7 * 9/8))
[73356] ['6/7', '8/9', '8/5', '5', '6'] -> ((8/9 * 5) * ((6 / 6/7) - 8/5))
[73357] ['3/4', '1', '1', '4/3', '7/2'] -> ((1 + 7/2) * (4/3 / (1 - 3/4)))
[73358] ['2/7', '1', '9/4', '7/2', '5'] -> (((5 - (1 - 7/2)) / 2/7) - 9/4)
[73359] ['6/7', '8/9', '5/3', '5', '6'] -> ((5/3 - 8/9) * (6/7 + (5 * 6)))
[73360] ['4/9', '3/2', '7/4', '2', '5'] -> (5 / ((7/4 / 2) - (4/9 * 3/2)))
[73361] ['4/7', '5/7', '7/6', '9', '9'] -> (7/6 * (9 + (9 * (4/7 + 5/7))))
[73362] ['1/2', '8/7', '4/3', '5', '8'] -> ((5 * 8) / (1/2 + (4/3 / 8/7)))
[73363] ['7/9', '1', '7/4', '7/4', '7'] -> ((7/4 + (7/4 / 7/9)) * (7 - 1))
[73364] ['2/7', '1', '9/4', '9/2', '5'] -> ((9/2 / 2/7) + (5 + (1 + 9/4)))
[73365] ['4/7', '5/7', '6/5', '9', '9'] -> ((9 + (6/5 + 9)) / (4/7 / 5/7))
[73366] ['1/5', '7/6', '3/2', '7', '7'] -> ((7 + (7 / 1/5)) / (7/6 * 3/2))
[73367] ['5/9', '1', '6/5', '6/5', '2'] -> ((6/5 + (2 / 5/9)) / (6/5 - 1))
[73368] ['7/9', '7/9', '1', '7/2', '9'] -> ((7/9 + 1) * (9 + (7/2 / 7/9)))
[73369] ['3/7', '7/9', '2', '2', '8/3'] -> (8/3 / (2 - (7/9 * (3/7 + 2))))
[73370] ['1/6', '2/9', '7/8', '4', '4'] -> ((4 + (1/6 * 4)) / (2/9 * 7/8))
[73371] ['3/4', '1', '1', '7/5', '5/3'] -> ((5/3 / (7/5 - (1 / 3/4))) - 1)
[73372] ['5/9', '1', '6/5', '5/4', '2'] -> (1 / ((5/9 * 6/5) - (5/4 / 2)))
[73373] ['4/9', '8/5', '8/5', '2', '5'] -> ((5 * (8/5 + (8/5 / 4/9))) - 2)
[73374] ['5/8', '5/7', '3/4', '6', '6'] -> (((6 / 5/8) + (6 / 5/7)) / 3/4)
[73375] ['4/7', '5/7', '9/7', '9', '9'] -> ((9 / 9/7) + ((5/7 + 9) / 4/7))
[73376] ['1/2', '8/7', '9/5', '5', '8'] -> ((5 - 9/5) * (1/2 + (8 / 8/7)))
[73377] ['1/6', '2/9', '8/7', '4', '4'] -> ((4 + (1/6 * 4)) / (2/9 / 8/7))
[73378] ['7/9', '4/5', '4/5', '1', '9'] -> (4/5 + (9 * (1 + (7/9 + 4/5))))
[73379] ['3/7', '7/9', '2', '2', '9/2'] -> (2 * (3/7 + (9/2 / (7/9 / 2))))
[73380] ['4/9', '8/5', '7/4', '2', '5'] -> (8/5 * ((7/4 + 2) + (5 / 4/9)))
[73381] ['9/7', '8/5', '5/3', '4', '6'] -> ((9/7 * 8/5) * (6 + (5/3 + 4)))
[73382] ['7/9', '4/5', '5/6', '1', '9'] -> ((9 * (7/9 + 1)) / (4/5 * 5/6))
[73383] ['4/7', '5/7', '8/5', '9', '9'] -> ((8/5 + 9) + ((4/7 + 9) / 5/7))
[73384] ['5/9', '1', '6/5', '7/5', '2'] -> ((7/5 / (5/9 - (1 / 2))) - 6/5)
[73385] ['4/9', '8/5', '9/5', '2', '5'] -> ((8/5 + (4/9 * 9/5)) * (2 * 5))
[73386] ['1/5', '7/6', '7/2', '7', '7'] -> ((1/5 + 7) * (7/2 - (7/6 / 7)))
[73387] ['1/4', '1', '9/7', '5/2', '6'] -> (6 + ((1 + 5/2) / (1/4 / 9/7)))
[73388] ['4/9', '8/5', '2', '9/4', '5'] -> ((8/5 * 5) * (2 + (4/9 * 9/4)))
[73389] ['2/7', '1', '5/2', '8/3', '5'] -> (8/3 * ((5/2 * 5) - (1 / 2/7)))
[73390] ['5/8', '5/7', '5/6', '6', '6'] -> ((6 / 6) / ((5/8 / 5/7) - 5/6))
[73391] ['1/6', '2/9', '8/5', '4', '4'] -> ((4 - (1/6 * 4)) / (2/9 / 8/5))
[73392] ['3/4', '1', '1', '7/5', '5/2'] -> ((1 + 7/5) * (5/2 / (1 - 3/4)))
[73393] ['6/7', '9/8', '7/6', '5', '6'] -> (6/7 / (6 - (5 + (9/8 / 7/6))))
[73394] ['5/9', '1', '6/5', '5/3', '2'] -> ((6/5 + 2) / ((1 / 5/9) - 5/3))
[73395] ['9/7', '8/5', '5/2', '4', '6'] -> (6 + ((9/7 * 5/2) * (8/5 + 4)))
[73396] ['5/8', '5/7', '7/8', '6', '6'] -> (6 * ((7/8 * (6 - 5/7)) - 5/8))
[73397] ['4/9', '8/5', '2', '5/2', '5'] -> (2 + (8/5 * (5/2 + (5 / 4/9))))
[73398] ['1/8', '1/5', '5/9', '1', '7'] -> (((5/9 * (1/5 + 7)) - 1) / 1/8)
[73399] ['1/5', '6/5', '9/7', '7', '7'] -> ((6/5 / 1/5) + (9/7 * (7 + 7)))
[73400] ['1/8', '1/5', '4/7', '1', '7'] -> (((4/7 / 1/5) + (1 / 7)) / 1/8)
[73401] ['6/7', '9/8', '5/4', '5', '6'] -> (6 * ((6/7 * (9/8 + 5)) - 5/4))
[73402] ['1/6', '2/9', '4', '4', '9/2'] -> (((4 / 4) - (1/6 - 9/2)) / 2/9)
[73403] ['5/9', '1', '6/5', '2', '9/4'] -> ((1 / 5/9) / (6/5 - (9/4 / 2)))
[73404] ['4/9', '8/5', '2', '9/2', '5'] -> (((8/5 - 4/9) * (9/2 * 5)) - 2)
[73405] ['5/8', '5/7', '7/6', '6', '6'] -> (6 * ((6 / 7/6) - (5/7 / 5/8)))
[73406] ['4/7', '5/7', '9/2', '9', '9'] -> ((4/7 * 9) / (5/7 - (9/2 / 9)))
[73407] ['2/7', '1', '8/3', '9/2', '5'] -> (9/2 * ((1 - 5) + (8/3 / 2/7)))
[73408] ['4/9', '5/3', '7/4', '2', '5'] -> (2 / ((7/4 / 5) - (4/9 / 5/3)))
[73409] ['1/5', '6/5', '9/5', '7', '7'] -> (((6/5 + 7) + (7 / 1/5)) / 9/5)
[73410] ['9/7', '5/3', '7/3', '4', '6'] -> ((6 * (5/3 + (9/7 * 7/3))) - 4)
[73411] ['6/7', '9/8', '3/2', '5', '6'] -> ((6/7 / 9/8) * (3/2 + (5 * 6)))
[73412] ['1/8', '1/5', '7/9', '1', '7'] -> (7 / (7/9 * (1 - (1/8 / 1/5))))
[73413] ['7/9', '4/5', '1', '7/5', '9'] -> (9 * (4/5 + (7/9 * (1 + 7/5))))
[73414] ['3/7', '4/5', '6/5', '2', '2'] -> ((6/5 + 2) / (2 - (4/5 / 3/7)))
[73415] ['1/5', '6/5', '9/4', '7', '7'] -> ((6/5 * 7) * (7 / (1/5 + 9/4)))
[73416] ['5/8', '5/7', '5/4', '6', '6'] -> (6 * ((6 * (5/8 / 5/7)) - 5/4))
[73417] ['5/9', '1', '6/5', '2', '7/2'] -> (6/5 / ((1 / 5/9) - (7/2 / 2)))
[73418] ['9/7', '5/3', '5/2', '4', '6'] -> ((6 / ((5/2 / 5/3) - 9/7)) - 4)
[73419] ['6/7', '9/8', '8/5', '5', '6'] -> (((6 / 6/7) - 8/5) / (9/8 / 5))
[73420] ['7/9', '4/5', '1', '3/2', '9'] -> (((1 / (4/5 - 7/9)) - 9) / 3/2)
[73421] ['4/9', '5/3', '2', '7/2', '5'] -> ((7/2 + (2 / 4/9)) / (5/3 / 5))
[73422] ['4/7', '3/4', '4/5', '9', '9'] -> (4/5 * (9 + (9 / (4/7 * 3/4))))
[73423] ['3/4', '1', '1', '3/2', '7/3'] -> ((1 + 1) / (7/3 - (3/4 + 3/2)))
[73424] ['1/5', '6/5', '8/3', '7', '7'] -> ((7 - (6/5 - 7)) / (1/5 * 8/3))
[73425] ['1/4', '1', '7/5', '9/2', '6'] -> ((9/2 / (7/5 - (1/4 + 1))) - 6)
[73426] ['7/9', '1', '9/4', '5/2', '7'] -> ((1 + 7) / ((5/2 / 9/4) - 7/9))
[73427] ['5/8', '5/7', '9/7', '6', '6'] -> ((6 - (9/7 - 6)) / (5/8 * 5/7))
[73428] ['7/9', '4/5', '1', '8/5', '9'] -> ((9 * (7/9 + (8/5 / 4/5))) - 1)
[73429] ['4/7', '3/4', '5/6', '9', '9'] -> ((3/4 + (5/6 * 9)) + (9 / 4/7))
[73430] ['1/8', '1/5', '8/9', '1', '7'] -> (8/9 * ((7 / 1/5) - (1 / 1/8)))
[73431] ['1/6', '1/4', '8/7', '4', '4'] -> ((8/7 + 4) * (4 + (1/6 / 1/4)))
[73432] ['5/8', '5/7', '4/3', '6', '6'] -> (4/3 * ((6 / 5/8) + (6 / 5/7)))
[73433] ['1/2', '9/7', '8/5', '5', '8'] -> (8/5 + ((5 * 8) / (1/2 + 9/7)))
[73434] ['3/4', '1', '1', '3/2', '7/2'] -> ((7/2 + (1 + 3/2)) / (1 - 3/4))
[73435] ['7/9', '4/5', '1', '7/4', '9'] -> ((1 / 4/5) + (9 * (7/9 + 7/4)))
[73436] ['4/9', '7/4', '9/5', '2', '5'] -> ((7/4 + 2) + (5 / (4/9 / 9/5)))
