[89511] ['2/7', '1', '9/7', '7/4', '3'] -> 2/7 / ((9/7 + 7/4) / 3 - 1)
[91818] ['1/5', '2/7', '8/3', '6', '7'] -> (1/5 + 7) * (8/3 / 2/7 - 6)
[91819] ['1/4', '5/7', '4/5', '6', '9'] -> 5/7 * 4/5 * (6 + 9 / 1/4)
[91820] ['5/9', '6/7', '9/5', '4', '4'] -> 4 / (5/9 * 9/5 - 6/7) - 4
[91821] ['1/6', '3/7', '2/3', '8', '8'] -> 1/6 * 8 * (8 / 3/7 - 2/3)
[91822] ['3/4', '4/5', '1', '5/2', '5'] -> 4/5 / (1 - 3/4) * (5/2 + 5)
[91823] ['1/9', '3/8', '7/4', '5', '9'] -> 9 / (1/9 * (7/4 + 5) - 3/8)
[91824] ['1/7', '2/9', '1', '1', '3/2'] -> (1 + 1 / 1/7) / (2/9 * 3/2)
[91825] ['1/4', '5/7', '5/6', '6', '9'] -> 9 * (1/4 * 6 + 5/6 / 5/7)
[91826] ['1/9', '4/5', '1', '9/7', '3'] -> (1 + 3 / 9/7) / (1/9 / 4/5)
[91827] ['1/5', '2/7', '9/2', '6', '7'] -> 1/5 * 6 * (7 / 2/7 - 9/2)
[91828] ['2/9', '2/5', '7/8', '3', '9'] -> 9 / 2/5 / (7/8 / 2/9 - 3)
[91829] ['3/4', '4/5', '1', '8/3', '5'] -> 5 * (4/5 + 8/3 + 1 / 3/4)
[91830] ['4/7', '4/5', '9/5', '2', '4'] -> 9/5 / (2 / (4/7 * 4) - 4/5)
[91831] ['1/9', '4/5', '1', '4/3', '3'] -> (3 - (1 - 4/3)) / (1/9 / 4/5)
[91832] ['3/5', '7/8', '5/4', '5', '9'] -> 9 / (3/5 * (7/8 - 5/4 / 5))
[91833] ['4/7', '4/5', '2', '9/4', '4'] -> (2 + 4) / (4/5 - 4/7) - 9/4
[91834] ['1/4', '5/7', '9/8', '6', '9'] -> (6 + 9) / (5/7 * (9/8 - 1/4))
[91835] ['2/5', '7/8', '9/8', '3', '8'] -> 8 / (2/5 * (9/8 - 7/8 / 3))
[91836] ['5/9', '6/7', '8/3', '4', '4'] -> 8/3 / (4 / 6/7 - (5/9 + 4))
[91837] ['1/5', '1/3', '4/9', '6', '7'] -> (1/3 + 7) / (4/9 - 1/5) - 6
[91838] ['1/6', '3/7', '7/8', '8', '8'] -> (8 - 3/7 * 8) / (1/6 / 7/8)
[91839] ['3/5', '7/8', '4/3', '5', '9'] -> 9 / (5 * (7/8 - 3/5 * 4/3))
[91840] ['2/9', '2/5', '7/6', '3', '9'] -> 2/9 * 9 / (3 - 7/6 / 2/5)
[91841] ['1/9', '4/5', '1', '7/3', '3'] -> ((1 + 3) / 4/5 - 7/3) / 1/9
[91842] ['2/5', '7/8', '8/7', '3', '8'] -> 3 + 7/8 * 8/7 + 8 / 2/5
[91843] ['1/6', '3/7', '9/8', '8', '8'] -> 8 / (1/6 * 9/8) - 8 / 3/7
[91844] ['4/7', '4/5', '2', '5/2', '4'] -> 5/2 * (4/5 + 2) * (4 - 4/7)
[91845] ['3/5', '7/8', '3/2', '5', '9'] -> 9 / (7/8 - 3/2 / (3/5 * 5))
[91846] ['1/5', '1/3', '4/7', '6', '7'] -> 4/7 * 7 / (1/3 - 1/5) - 6
[91847] ['3/4', '5/6', '1', '5/4', '5'] -> 5 / (5/6 * (3/4 + 1) - 5/4)
[91848] ['4/7', '4/5', '2', '8/3', '4'] -> 4 / (2 / 4/7 - 8/3 / 4/5)
[91849] ['2/9', '2/5', '3/2', '3', '9'] -> (3 / 2/9 + 9 / 2/5) / 3/2
[91850] ['1/6', '3/7', '6/5', '8', '8'] -> 6/5 * (1/6 * 8 + 8 / 3/7)
[91851] ['3/4', '5/6', '1', '9/7', '5'] -> (1 + 5) / (5/6 - 3/4 / 9/7)
[91852] ['1/5', '1/3', '5/7', '6', '7'] -> (1/5 + 7 / 5/7) / 1/3 - 6
[91853] ['3/5', '7/8', '7/3', '5', '9'] -> ((5 + 9) / 3/5 - 7/3) / 7/8
[91854] ['2/9', '2/5', '7/4', '3', '9'] -> 9 / (7/4 / 2/9 - 3 / 2/5)
[91855] ['1/6', '2/5', '6/7', '1', '2'] -> (6/7 + 2) / (1/6 / (2/5 + 1))
[91856] ['7/5', '7/3', '7/2', '8', '8'] -> (7/2 - 7/5) * (8 + 8 / 7/3)
[91857] ['1/4', '5/7', '3/2', '6', '9'] -> (3/2 + 9) / (1/4 / 5/7) - 6
[91858] ['1/6', '2/5', '7/8', '1', '2'] -> 1 / (7/8 - 2 * 1/6 / 2/5)
[91859] ['1/6', '3/7', '7/5', '8', '8'] -> 3/7 * 7/5 * (8 / 1/6 - 8)
[91860] ['2/5', '7/8', '3/2', '3', '8'] -> 3/2 / (3 / (2/5 * 8) - 7/8)
[91861] ['7/5', '5/2', '7/2', '8', '8'] -> 8 * (8 - (5/2 + 7/2 / 7/5))
[91862] ['1/6', '2/5', '8/9', '1', '2'] -> (2 + 1 / 2/5) / (1/6 / 8/9)
[91863] ['4/7', '5/6', '9/8', '2', '4'] -> 2 * 4 / (5/6 / 4/7 - 9/8)
[91864] ['1/5', '1/3', '7/8', '6', '7'] -> (7 / 1/5 - 6) / (1/3 + 7/8)
[91865] ['3/8', '4/7', '1', '4/3', '3'] -> 3 / (1 - 4/3 * 3/8 / 4/7)
[91866] ['5/9', '7/8', '6/5', '4', '4'] -> 4 * 4 / (5/9 / 7/8) - 6/5
[91867] ['1/9', '5/6', '1', '9/8', '3'] -> 1 / (1/9 * 3 + 5/6 - 9/8)
[91868] ['1/9', '2/5', '4/5', '5', '9'] -> 5 + 9 * (1/9 + 4/5 / 2/5)
[91869] ['1/6', '2/5', '1', '9/8', '2'] -> (2 + 1 / 2/5) / (1/6 * 9/8)
[91870] ['1/7', '1/4', '7/3', '5', '6'] -> (7/3 * (1/7 + 5) - 6) / 1/4
[91871] ['3/5', '8/9', '9/8', '5', '9'] -> 3/5 * 5 * (9 - 8/9 * 9/8)
[91872] ['1/9', '5/6', '1', '8/7', '3'] -> ((1 + 3) / 8/7 - 5/6) / 1/9
[91873] ['1/9', '2/5', '6/7', '5', '9'] -> 5 * (9 - 2/5 / (1/9 * 6/7))
[91874] ['3/8', '4/7', '1', '8/5', '3'] -> 8/5 * (1 + 3 / (3/8 * 4/7))
[91875] ['3/4', '6/7', '8/9', '1', '5'] -> 5 / 3/4 / (1 / 6/7 - 8/9)
[91876] ['1/4', '5/7', '9/4', '6', '9'] -> 6 * (5/7 * (9 - 1/4) - 9/4)
[91877] ['1/5', '1/3', '7/6', '6', '7'] -> 7 + 6 * (7/6 + 1/3 / 1/5)
[91878] ['3/4', '6/7', '1', '9/8', '5'] -> (1 + 5) / (9/8 - 3/4 / 6/7)
[91879] ['5/9', '7/8', '4/3', '4', '4'] -> 4/3 / (5/9 - 4 + 7/8 * 4)
[91880] ['2/9', '3/7', '5/8', '3', '9'] -> 3 / (3/7 * (2/9 + 5/8 / 9))
[91881] ['1/4', '5/7', '5/2', '6', '9'] -> 5/7 * (9 / 1/4 - 6 / 5/2)
[91882] ['4/7', '5/6', '7/5', '2', '4'] -> 4/7 / (4 / 7/5 - (5/6 + 2))
[91883] ['1/9', '5/6', '1', '7/4', '3'] -> (7/4 * (3 - 1) - 5/6) / 1/9
[91884] ['2/9', '3/7', '2/3', '3', '9'] -> (3 - 3/7) * (9 + 2/9 / 2/3)
[91885] ['3/8', '4/7', '1', '9/5', '3'] -> (1 + 9/5) * (4/7 + 3 / 3/8)
[91886] ['1/7', '2/7', '5/8', '5', '6'] -> 6 * 1/7 / 2/7 / (5/8 / 5)
[91887] ['1/6', '2/5', '1', '7/4', '2'] -> (2/5 + 1 / 1/6) * (7/4 + 2)
[91888] ['2/5', '8/9', '9/8', '3', '8'] -> 3 + 8/9 * 9/8 + 8 / 2/5
[91889] ['1/6', '3/7', '9/2', '8', '8'] -> 8 + (1/6 + 9/2) * 3/7 * 8
[91890] ['1/5', '1/3', '7/4', '6', '7'] -> 7 / (7/4 * (1/3 - 1/5)) - 6
[91891] ['5/9', '7/8', '5/3', '4', '4'] -> 5/3 / 5/9 / (4 / 4 - 7/8)
[91892] ['4/7', '5/6', '9/5', '2', '4'] -> 4 * (9/5 + 2 / (4/7 * 5/6))
[91893] ['2/5', '8/9', '8/7', '3', '8'] -> 8 / (8/7 - 8/9) - 3 / 2/5
[91894] ['1/9', '6/7', '7/8', '1', '3'] -> (3 - 1) / (7/8 * 1/9 * 6/7)
[91895] ['1/6', '4/9', '4/7', '8', '8'] -> (8 / 4/9 - 8 / 4/7) / 1/6
[91896] ['1/7', '1/3', '1/3', '5', '6'] -> 6 * (1/3 / 1/7 + 1/3 * 5)
[91897] ['2/5', '8/9', '5/4', '3', '8'] -> (3 + 8 / 8/9) / (2/5 * 5/4)
[91898] ['1/4', '3/4', '9/7', '6', '9'] -> 6 * (9 / 9/7 - 3/4 / 1/4)
[91899] ['1/7', '1/4', '7/9', '1', '1'] -> (1 + 1) / (7/9 * (1/4 - 1/7))
[91900] ['4/7', '5/6', '2', '5/2', '4'] -> 4 / (2 / 4/7 - (5/6 + 5/2))
[91901] ['3/2', '8/5', '7/3', '8', '8'] -> 8 / 8 / (3/2 - 7/3 / 8/5)
[91902] ['3/4', '6/7', '1', '3/2', '5'] -> 5 / (3/4 / 6/7 - 1 / 3/2)
[91903] ['3/8', '3/5', '2/3', '1', '3'] -> (1 + 3 / 3/5) / (3/8 * 2/3)
[91904] ['1/6', '3/7', '4/9', '1', '2'] -> (1 / 1/6 + 2 / 3/7) / 4/9
[91905] ['5/9', '7/8', '9/4', '4', '4'] -> (4 + 5/9 * 9/4) / (7/8 / 4)
[91906] ['1/7', '1/3', '5/9', '5', '6'] -> (1/3 / 1/7 + 5 + 6) / 5/9
[91907] ['1/9', '6/7', '1', '6/5', '3'] -> (3 / 6/7 - 1 / 6/5) / 1/9
[91908] ['5/9', '7/8', '7/3', '4', '4'] -> (4 * 4 - 7/3 / 7/8) / 5/9
[91909] ['1/4', '7/9', '5/6', '6', '9'] -> 6 / (9 * (5/6 - 7/9) - 1/4)
[91910] ['1/7', '1/4', '5/6', '1', '1'] -> (1 + 1) / (1/7 * (5/6 - 1/4))
[91911] ['3/4', '6/7', '1', '7/4', '5'] -> 6/7 * 5 / (3/4 - 1 / 7/4)
[91912] ['1/6', '4/9', '4/5', '8', '8'] -> 4/5 * (8 / 1/6 - 8 / 4/9)
[91913] ['1/7', '1/4', '7/8', '1', '1'] -> (1 / 1/4 - 1) / (1/7 * 7/8)
[91914] ['2/9', '3/7', '6/5', '3', '9'] -> 3 / (2/9 * 3/7) - 9 / 6/5
[91915] ['5/9', '7/8', '5/2', '4', '4'] -> 5/2 / 5/9 + 4 * (7/8 + 4)
[91916] ['1/5', '3/8', '2/3', '6', '7'] -> (7 / (2/3 - 1/5) - 6) / 3/8
[91917] ['4/7', '6/7', '5/4', '2', '4'] -> (2 + 4) / (6/7 / 4/7 - 5/4)
[91918] ['1/7', '1/4', '8/9', '1', '1'] -> 8/9 * (1 / (1/7 * 1/4) - 1)
[91919] ['1/4', '7/9', '7/8', '6', '9'] -> 9 / (1/4 * 6 - 7/8 / 7/9)
[91920] ['2/9', '3/7', '5/4', '3', '9'] -> 2/9 * 9 / (3 - 5/4 / 3/7)
[91921] ['3/2', '9/5', '8/3', '8', '8'] -> 9/5 * (8/3 + (8 + 8) / 3/2)
[91922] ['3/4', '6/7', '1', '7/3', '5'] -> (1 + 5) / (7/3 * (6/7 - 3/4))
[91923] ['1/6', '3/7', '3/4', '1', '2'] -> 1 / 1/6 / (2 - 3/4 / 3/7)
[91924] ['1/6', '4/9', '6/5', '8', '8'] -> (8 + 8 / 6/5) / (1/6 + 4/9)
[91925] ['1/7', '1/4', '1', '1', '9/8'] -> (1 / (1/7 * 1/4) - 1) / 9/8
[91926] ['1/4', '7/9', '9/8', '6', '9'] -> (6 + 9) / (7/9 * 9/8 - 1/4)
[91927] ['1/5', '3/8', '5/7', '6', '7'] -> 7 / (5/7 * (3/8 + 1/5 / 6))
[91928] ['2/9', '3/7', '4/3', '3', '9'] -> 9 / 3/7 - (3 - 4/3 / 2/9)
[91929] ['1/9', '2/5', '7/2', '5', '9'] -> 9 * (7/2 - 1/9 / 2/5) - 5
[91930] ['5/9', '8/9', '9/8', '4', '4'] -> (4 / (9/8 / 4) - 8/9) / 5/9
[91931] ['1/6', '3/7', '4/5', '1', '2'] -> (4/5 + 2) / (1/6 / (3/7 + 1))
[91932] ['1/9', '2/5', '9/2', '5', '9'] -> 9 * (5 / (2/5 * 9/2) - 1/9)
[91933] ['2/9', '3/7', '7/5', '3', '9'] -> (9 / 7/5 - 3/7) / 2/9 - 3
[91934] ['1/7', '1/3', '9/8', '5', '6'] -> (6 / 1/7 - 5 / 1/3) / 9/8
[91935] ['1/7', '1/4', '1', '1', '4/3'] -> (1 + 1 / 1/7) / (1/4 * 4/3)
[91936] ['2/5', '9/8', '5/4', '3', '8'] -> (3 + 9/8 * 8) / (2/5 * 5/4)
[91937] ['1/6', '3/7', '8/9', '1', '2'] -> 8/9 * (2 / (1/6 * 3/7) - 1)
[91938] ['1/7', '1/4', '1', '1', '7/5'] -> (1 + 1 / (1/7 * 7/5)) / 1/4
[91939] ['1/6', '4/9', '8/5', '8', '8'] -> (8 - 1/6 * 8) / (4/9 / 8/5)
[91940] ['4/7', '7/8', '9/8', '2', '4'] -> 7/8 / (2 - 9/8 / 4/7) - 4
[91941] ['5/9', '8/9', '9/7', '4', '4'] -> (8/9 + 4 / (9/7 / 4)) / 5/9
[91942] ['1/6', '3/7', '1', '9/8', '2'] -> (2 / (1/6 * 3/7) - 1) / 9/8
[91943] ['8/5', '5/3', '9/2', '8', '8'] -> 9/2 * (8 - 8/5) - 8 / 5/3
[91944] ['1/5', '3/8', '8/9', '6', '7'] -> (3/8 + 6) / 1/5 - 7 / 8/9
[91945] ['3/4', '7/8', '1', '9/7', '5'] -> 5 / (1 / 3/4 - 7/8 * 9/7)
[91946] ['4/7', '7/8', '8/7', '2', '4'] -> (8/7 + 2 / 7/8) / (4/7 / 4)
[91947] ['1/9', '6/7', '1', '9/4', '3'] -> 1 / 1/9 / (3 - 9/4 / 6/7)
[91948] ['1/6', '3/7', '1', '6/5', '2'] -> (1 / 3/7 + 2 / 6/5) / 1/6
[91949] ['1/4', '7/9', '4/3', '6', '9'] -> (7/9 - 1/4 * 4/3) * 6 * 9
[91950] ['1/7', '1/4', '1', '1', '5/3'] -> (1 + 1) / (1/4 / 1/7 - 5/3)
[91951] ['3/5', '9/8', '5/3', '5', '9'] -> 9 / 5 / (9/8 / 5/3 - 3/5)
[91952] ['1/5', '3/8', '7/6', '6', '7'] -> (7 + 6 / 1/5) / (3/8 + 7/6)
[91953] ['3/4', '7/8', '1', '7/4', '5'] -> (1 + 5) / (3/4 - 7/8 / 7/4)
[91954] ['4/7', '7/8', '9/7', '2', '4'] -> (4 + 9/7 + 2) / (7/8 - 4/7)
[91955] ['3/5', '9/8', '7/4', '5', '9'] -> 9 / (5 * (9/8 - 3/5 * 7/4))
[91956] ['2/9', '4/9', '4/7', '3', '9'] -> 3 * (9 - (2/9 + 4/9 / 4/7))
[91957] ['1/7', '1/4', '1', '1', '9/4'] -> 1/4 + 1 + (1 + 9/4) / 1/7
[91958] ['3/8', '3/5', '1', '3', '7/2'] -> (7/2 - 1) / (3/8 / (3/5 + 3))
[91959] ['1/7', '1/3', '9/5', '5', '6'] -> 9/5 * (1/3 / 1/7 + 5 + 6)
[91960] ['1/9', '3/7', '2/3', '5', '9'] -> 9 + 5 / (3/7 * (1/9 + 2/3))
[91961] ['5/9', '9/8', '7/6', '4', '4'] -> (9/8 * 4 - 7/6) / (5/9 / 4)
[91962] ['1/7', '1/4', '1', '1', '5/2'] -> 5/2 / 1/4 + (1 + 1) / 1/7
[91963] ['1/5', '3/8', '3/2', '6', '7'] -> (3/8 + 3/2) * (7 - (1/5 - 6))
[91964] ['5/9', '9/8', '6/5', '4', '4'] -> 4 / (5/9 * 4) / (6/5 - 9/8)
[91965] ['2/5', '8/7', '5/4', '3', '8'] -> (3 + 2/5 * 5/4) * (8 - 8/7)
[91966] ['1/7', '3/8', '3/8', '5', '6'] -> 6 / ((3/8 + 3/8) / 1/7 - 5)
[91967] ['8/5', '9/4', '9/4', '8', '8'] -> 8/5 * (8 + 8 - 9/4 / 9/4)
[91968] ['2/9', '4/9', '6/5', '3', '9'] -> 3 * (2/9 / 4/9 + 9 / 6/5)
[91969] ['5/9', '9/8', '5/4', '4', '4'] -> 4 * (4 + 5/4 / (5/9 * 9/8))
[91970] ['3/4', '8/9', '1', '8/7', '5'] -> 5 / (1 / 8/7 - 3/4 * 8/9)
[91971] ['1/4', '4/5', '6/7', '6', '9'] -> 1/4 * (6 / (6/7 - 4/5) - 9)
[91972] ['2/5', '8/7', '4/3', '3', '8'] -> (2/5 + 8) * (4/3 * 3 - 8/7)
[91973] ['1/7', '1/4', '1', '1', '9/2'] -> 9/2 / 1/4 - (1 - 1 / 1/7)
[91974] ['8/5', '9/4', '7/3', '8', '8'] -> 9/4 * (8 / 8/5 - (7/3 - 8))
[91975] ['1/6', '1/2', '7/8', '8', '8'] -> 1/2 / 1/6 / (8 / 8 - 7/8)
[91976] ['1/5', '3/8', '7/2', '6', '7'] -> (1/5 + 7) * (7/2 / 3/8 - 6)
[91977] ['2/9', '4/9', '9/7', '3', '9'] -> (9/7 + 9) * (3 - (2/9 + 4/9))
[91978] ['1/7', '2/7', '2/7', '1', '1'] -> ((1 + 1) / 2/7 - 1/7) / 2/7
[91979] ['5/9', '9/8', '4/3', '4', '4'] -> 4/3 / (5/9 + 4 - 9/8 * 4)
[91980] ['1/5', '3/8', '9/2', '6', '7'] -> 6 / (9/2 / (1/5 + 7) - 3/8)
[91981] ['1/6', '3/7', '1', '2', '8/3'] -> 8/3 / (1 / 2 - 1/6 / 3/7)
[91982] ['2/5', '8/7', '5/3', '3', '8'] -> (5/3 + 3) * (8 - 8/7 / 2/5)
[91983] ['1/7', '3/8', '5/9', '5', '6'] -> 3/8 + 6 / (1/7 + 5/9 / 5)
[91984] ['1/6', '3/7', '1', '2', '9/2'] -> 3/7 * 2 * (1 + 9/2 / 1/6)
[91985] ['1/5', '2/5', '4/9', '6', '7'] -> 4/9 * 6 * (7 + 2/5 / 1/5)
[91986] ['2/5', '8/7', '7/4', '3', '8'] -> (2/5 + 8) * (8/7 + 3 / 7/4)
[91987] ['1/6', '1/2', '9/7', '8', '8'] -> (8 + 1/6 * 8) / (1/2 / 9/7)
[91988] ['3/4', '8/9', '1', '8/5', '5'] -> 8/5 * 5 / (1 - 3/4 * 8/9)
[91989] ['5/9', '9/8', '8/5', '4', '4'] -> 4 * 4 / (5/9 * 9/8) - 8/5
[91990] ['2/5', '8/7', '7/3', '3', '8'] -> 8 / (7/3 * (3 - 8/7 / 2/5))
[91991] ['1/7', '2/7', '4/7', '1', '1'] -> ((1 + 1) / 1/7 - 2/7) / 4/7
[91992] ['3/8', '5/8', '1', '9/5', '3'] -> 3 / (5/8 * (9/5 - 1) - 3/8)
[91993] ['1/9', '8/9', '1', '5/4', '3'] -> 3 / (5/4 - (1 + 1/9 / 8/9))
[91994] ['5/9', '9/8', '5/3', '4', '4'] -> 5/3 / 5/9 / (9/8 - 4 / 4)
[91995] ['3/4', '8/9', '1', '7/3', '5'] -> (1 + 5) * (8/9 + 7/3 / 3/4)
[91996] ['1/7', '3/8', '5/7', '5', '6'] -> (5/7 + 5) / 1/7 - 6 / 3/8
[91997] ['1/9', '3/7', '5/4', '5', '9'] -> (5 + 9) / (3/7 * (1/9 + 5/4))
[91998] ['5/9', '9/8', '7/4', '4', '4'] -> 4 / (5/9 - 7/4 / (9/8 * 4))
[91999] ['1/7', '2/7', '5/8', '1', '1'] -> (2/7 + 1) / (1/7 * (1 - 5/8))
[92000] ['1/6', '5/9', '5/9', '8', '8'] -> 8 / (1/6 * 8 - 5/9 / 5/9)
[92001] ['4/7', '8/9', '6/5', '2', '4'] -> 2 * 4 / (8/9 - 4/7) - 6/5
[92002] ['8/5', '7/2', '7/2', '8', '8'] -> 8/5 * (8 + 8 - 7/2 / 7/2)
[92003] ['2/5', '8/7', '3', '7/2', '8'] -> 3 + 7/2 + 8 / (2/5 * 8/7)
[92004] ['1/7', '3/8', '3/4', '5', '6'] -> 5 / (1/7 / 3/4) - 3/8 * 6
[92005] ['1/9', '8/9', '1', '7/5', '3'] -> (8/9 + 3) / (1/9 * 7/5) - 1
[92006] ['2/9', '1/2', '8/7', '3', '9'] -> 9 / (3 / 8/7 - 1/2 / 2/9)
[92007] ['5/9', '9/8', '9/5', '4', '4'] -> (4 / (5/9 / 4) - 9/5) / 9/8
[92008] ['4/7', '8/9', '5/4', '2', '4'] -> 4 / 8/9 / (5/4 / 4/7 - 2)
[92009] ['2/5', '8/7', '3', '9/2', '8'] -> 8 / (8/7 / 9/2) - 3 / 2/5
[92010] ['3/5', '8/7', '9/5', '5', '9'] -> 8/7 * (9 + 5 * (3/5 + 9/5))
[92011] ['1/6', '5/9', '5/8', '8', '8'] -> (8 / 5/9 - 8) / (1/6 / 5/8)
[92012] ['3/4', '1', '9/8', '8/7', '5'] -> 5 / (1 / 8/7 - 3/4 / 9/8)
[92013] ['5/3', '5/3', '9/4', '8', '8'] -> 8 * (8 * (9/4 - 5/3) - 5/3)
[92014] ['3/5', '8/7', '9/4', '5', '9'] -> 9 / (5 * 3/5 / 8/7 - 9/4)
[92015] ['1/6', '4/9', '6/7', '1', '2'] -> 6/7 * (1 + 2 / (1/6 * 4/9))
[92016] ['2/9', '1/2', '8/5', '3', '9'] -> 9 / (1/2 / 2/9 - 3 / 8/5)
[92017] ['1/7', '3/8', '6/7', '5', '6'] -> 5 / (3/8 - (1/7 + 6/7) / 6)
[92018] ['3/8', '2/3', '6/7', '1', '3'] -> 3 / (1 / 6/7 - (3/8 + 2/3))
[92019] ['1/6', '5/9', '5/7', '8', '8'] -> 5/7 * (8 / 1/6 - 8 / 5/9)
[92020] ['3/4', '1', '9/8', '6/5', '5'] -> 5 * (3/4 / (9/8 - 1) - 6/5)
[92021] ['1/7', '2/7', '5/6', '1', '1'] -> (1/7 + 1) / (2/7 * (1 - 5/6))
[92022] ['4/7', '8/9', '4/3', '2', '4'] -> 4/3 / (8/9 * 4 - 2 / 4/7)
[92023] ['1/5', '3/7', '5/9', '6', '7'] -> 6 * 7 * (3/7 / 5/9 - 1/5)
[92024] ['1/4', '5/6', '8/7', '6', '9'] -> (5/6 + 1/4 * 6) * 8/7 * 9
[92025] ['1/7', '3/8', '8/9', '5', '6'] -> 6 / (1/7 / 8/9) - 5 / 3/8
[92026] ['1/9', '8/9', '1', '5/2', '3'] -> 1 + 3 + 5/2 / (1/9 / 8/9)
[92027] ['2/5', '7/6', '3/2', '3', '8'] -> 8 / 2/5 / (3 / 3/2 - 7/6)
[92028] ['1/4', '5/6', '9/7', '6', '9'] -> (5/6 + 1/4 * 6) * (9/7 + 9)
[92029] ['4/7', '8/9', '3/2', '2', '4'] -> 3/2 / (4 - 2 / (4/7 * 8/9))
[92030] ['1/5', '3/7', '2/3', '6', '7'] -> 6 / 2/3 + 7 / (1/5 / 3/7)
[92031] ['3/5', '8/7', '9/2', '5', '9'] -> 9 / (9/2 / 5 - 3/5 / 8/7)
[92032] ['1/9', '8/9', '1', '3', '7/2'] -> 7/2 / (1/9 / 8/9) - (1 + 3)
[92033] ['1/4', '5/6', '7/5', '6', '9'] -> 9 * (1/4 * 6 + 5/6 * 7/5)
[92034] ['1/6', '5/9', '6/7', '8', '8'] -> (8 + 8 / 6/7) / (1/6 + 5/9)
[92035] ['3/8', '2/3', '1', '9/7', '3'] -> 9/7 / (1 / (3 - 2/3) - 3/8)
[92036] ['1/7', '3/8', '5/4', '5', '6'] -> (5 - 5/4) / 1/7 - 3/8 * 6
[92037] ['1/4', '5/6', '7/4', '6', '9'] -> (9 - 7/4) / 1/4 - 5/6 * 6
[92038] ['2/9', '5/9', '8/7', '3', '9'] -> 8/7 * 3 * 9 * (2/9 + 5/9)
[92039] ['3/4', '1', '9/8', '7/3', '5'] -> 5 / (7/3 / (3/4 + 1) - 9/8)
[92040] ['1/5', '3/7', '6/7', '6', '7'] -> 6 * (7 - (6/7 + 3/7 / 1/5))
[92041] ['3/4', '1', '9/8', '5/2', '5'] -> (1 + 5) * (5/2 + 9/8 / 3/4)
[92042] ['3/8', '2/3', '1', '7/5', '3'] -> 1 / (2/3 / (3 - 7/5) - 3/8)
[92043] ['1/7', '2/7', '1', '1', '4/3'] -> (1/7 + 1) / (4/3 - (2/7 + 1))
[92044] ['5/9', '8/7', '4/3', '4', '4'] -> 4/3 / (5/9 - 4 + 4 / 8/7)
[92045] ['3/5', '7/6', '4/3', '5', '9'] -> (3/5 + 9) * (5 - (7/6 + 4/3))
[92046] ['1/6', '5/9', '9/8', '8', '8'] -> (8 - 5/9 * 8) / (1/6 / 9/8)
[92047] ['5/9', '8/7', '7/5', '4', '4'] -> 4 / (5/9 * (7/5 - 8/7)) - 4
[92048] ['3/5', '7/6', '7/4', '5', '9'] -> 7/6 / 7/4 + (5 + 9) / 3/5
[92049] ['1/4', '6/7', '9/8', '6', '9'] -> 9 / (6/7 * (1/4 + 9/8 / 6))
[92050] ['1/7', '2/7', '1', '1', '5/3'] -> (1 + 5/3) / (1/7 / (2/7 + 1))
[92051] ['2/9', '4/7', '5/7', '3', '9'] -> 4/7 * 9 / (5/7 / 2/9 - 3)
[92052] ['3/8', '5/7', '3/4', '1', '3'] -> 3 / ((1 - 3/8) / 5/7 - 3/4)
[92053] ['4/7', '8/9', '2', '7/3', '4'] -> 7/3 * (4/7 + 4) / (8/9 / 2)
[92054] ['1/6', '5/9', '7/5', '8', '8'] -> (8 / 1/6 - 8 / 5/9) / 7/5
[92055] ['1/7', '2/7', '1', '1', '7/4'] -> 7/4 * ((1 + 1) / 1/7 - 2/7)
[92056] ['1/5', '3/7', '5/4', '6', '7'] -> (1/5 + 3/7 * 7) * 5/4 * 6
[92057] ['1/4', '6/7', '7/6', '6', '9'] -> 9 / (1/4 * 7/6) - (6/7 + 6)
[92058] ['1/9', '4/9', '5/7', '5', '9'] -> 4/9 * (5 / (1/9 * 5/7) - 9)
[92059] ['1/6', '1/2', '5/7', '1', '2'] -> 2 / (1/6 / (1 - 5/7) - 1/2)
[92060] ['7/4', '7/4', '7/4', '8', '8'] -> 8 + (7/4 + 7/4) / (7/4 / 8)
[92061] ['3/8', '5/7', '4/5', '1', '3'] -> 3 / 5/7 / (3/8 + 4/5 - 1)
[92062] ['1/6', '5/9', '9/4', '8', '8'] -> (8 / (1/6 * 9/4) - 8) / 5/9
[92063] ['1/4', '6/7', '7/5', '6', '9'] -> 9 / (7/5 * 1/4 * 6/7) - 6
[92064] ['2/9', '4/7', '7/8', '3', '9'] -> 9 / (7/8 * (3 - 4/7 / 2/9))
[92065] ['3/8', '5/7', '5/6', '1', '3'] -> 1 / (5/6 / 5/7 - 3/8 * 3)
[92066] ['1/6', '1/2', '6/7', '1', '2'] -> (1/2 + (1 + 2) / 6/7) / 1/6
[92067] ['5/9', '8/7', '9/5', '4', '4'] -> 4 / (8/7 - 5/9 * 9/5) - 4
[92068] ['3/5', '6/5', '9/4', '5', '9'] -> (9 + 3/5 + 6/5) / (9/4 / 5)
[92069] ['1/5', '3/7', '5/3', '6', '7'] -> 1/5 + (6 + 7 / 5/3) / 3/7
[92070] ['1/9', '4/9', '9/8', '5', '9'] -> 5 / (4/9 - 1/9 - 9/8 / 9)
[92071] ['1/9', '1', '9/8', '5/2', '3'] -> 1 + 3 + 5/2 / (1/9 * 9/8)
