[53704] ['1/8', '2/5', '7/4', '8', '8'] -> (8 / (1/8 + (7/4 / (2/5 + 8))))
[58341] ['2/9', '2/9', '4/5', '2', '2'] -> (2 / (2/9 - ((2/9 / 4/5) / 2)))
[58342] ['2/5', '7/9', '1', '9/7', '7'] -> (((7/9 + 7) / (2/5 / 9/7)) - 1)
[58343] ['2/9', '5/9', '6/7', '4', '9'] -> ((6/7 * 4) * (9 * (2/9 + 5/9)))
[58344] ['1', '7/6', '9/7', '7/3', '5'] -> ((1 + 9/7) * ((7/3 * 5) - 7/6))
[58345] ['5/9', '1', '8/7', '8/3', '6'] -> (1 / ((5/9 / 8/7) - (8/3 / 6)))
[58346] ['3/7', '5/7', '9/8', '3', '3'] -> ((3 * 3) / ((5/7 * 9/8) - 3/7))
[58347] ['5/9', '5/9', '9/7', '4', '8'] -> ((8 / (9/7 - (5/9 / 5/9))) - 4)
[58348] ['1/6', '1/6', '3/5', '8', '8'] -> ((8 - (1/6 * 8)) / (1/6 / 3/5))
[58349] ['2/5', '7/9', '1', '4/3', '7'] -> ((((1 + 7) / 2/5) - 4/3) / 7/9)
[58350] ['9/8', '4/3', '7/3', '7', '7'] -> (7 / ((9/8 / 7/3) - (4/3 / 7)))
[58351] ['5/9', '1', '8/7', '7/2', '6'] -> (8/7 / (1 - (6 * (5/9 / 7/2))))
[58352] ['1', '7/6', '9/7', '8/3', '5'] -> ((7/6 * 9/7) * (8/3 * (1 + 5)))
[58353] ['7/9', '7/9', '7/9', '5', '5'] -> (((5 * (7/9 * 5)) - 7/9) / 7/9)
[58354] ['2/9', '2/9', '7/8', '2', '2'] -> (2 / ((2/9 * 7/8) - (2/9 / 2)))
[58355] ['9/8', '4/3', '5/2', '7', '7'] -> ((7 / 7) / (5/2 - (9/8 + 4/3)))
[58356] ['5/9', '1', '8/7', '9/2', '6'] -> ((1 + (5/9 * 9/2)) * (8/7 * 6))
[58357] ['7/9', '7/9', '6/7', '5', '5'] -> (5 * ((7/9 / (6/7 - 7/9)) - 5))
[58358] ['2/7', '2/7', '8/7', '9', '9'] -> ((9 * (2/7 * 9)) - (2/7 - 8/7))
[58359] ['4/5', '4/5', '8/9', '4', '7'] -> (8/9 * ((4 * 7) - (4/5 / 4/5)))
[58360] ['5/9', '4/7', '4/7', '4', '8'] -> ((4/7 / (4/7 - 5/9)) - (4 + 8))
[58361] ['2/9', '5/9', '7/5', '4', '9'] -> (4 * (2/9 + (5/9 * (7/5 + 9))))
[58362] ['2/7', '2/7', '6/5', '9', '9'] -> ((9 - (9 * (2/7 / 6/5))) / 2/7)
[58363] ['2/5', '7/9', '1', '5/3', '7'] -> (((1 / 5/3) + (7 / 7/9)) / 2/5)
[58364] ['1/5', '5/9', '7/6', '2', '5'] -> ((5 - (7/6 * 2)) / (1/5 * 5/9))
[58365] ['2/9', '2/9', '8/7', '2', '2'] -> (2 / ((2/9 / 8/7) - (2/9 / 2)))
[58366] ['3/7', '5/7', '7/5', '3', '3'] -> (3 * ((5/7 * 7/5) + (3 / 3/7)))
[58367] ['2/7', '2/7', '5/4', '9', '9'] -> ((9 * (2/7 * 9)) / (5/4 - 2/7))
[58368] ['1/5', '2/7', '3/5', '5', '8'] -> ((8 / 2/7) - (5 * (1/5 + 3/5)))
[58369] ['2/9', '2/9', '6/5', '2', '2'] -> ((2/9 + 2) * (2 / (2/9 / 6/5)))
[58370] ['3/7', '5/7', '8/5', '3', '3'] -> ((8/5 * 3) * (3 / (3/7 / 5/7)))
[58371] ['4/5', '4/5', '5/3', '4', '7'] -> ((4/5 + 4) * (4/5 + (7 / 5/3)))
[58372] ['1', '7/6', '4/3', '5/2', '5'] -> ((5 * (5/2 + (7/6 + 4/3))) - 1)
[58373] ['1/6', '1/6', '9/8', '8', '8'] -> ((9/8 * 8) * (8 * (1/6 + 1/6)))
[58374] ['2/9', '2/9', '5/4', '2', '2'] -> (2 / (2/9 - ((2/9 * 5/4) / 2)))
[58375] ['1/5', '5/9', '9/7', '2', '5'] -> ((5/9 - (2 / 9/7)) + (5 / 1/5))
[58376] ['3/7', '5/7', '7/4', '3', '3'] -> ((5/7 + 3) / ((7/4 / 3) - 3/7))
[58377] ['5/9', '1', '7/6', '4/3', '6'] -> (6 / ((5/9 / 4/3) + (1 - 7/6)))
[58378] ['1/5', '5/9', '4/3', '2', '5'] -> (4/3 / (5/9 - (5 * (1/5 / 2))))
[58379] ['1', '7/6', '7/5', '3/2', '5'] -> ((1 + (7/5 * 5)) / (3/2 - 7/6))
[58380] ['9/8', '7/5', '9/5', '7', '7'] -> (9/5 / (((7/5 + 7) / 7) - 9/8))
[58381] ['1/9', '1/3', '3/8', '7', '7'] -> ((7 / 7) / (3/8 - (1/9 / 1/3)))
[58382] ['2/5', '7/9', '1', '7/3', '7'] -> (((7 + (7/3 / 7/9)) / 2/5) - 1)
[58383] ['5/9', '4/7', '3/4', '4', '8'] -> (((8 / 4/7) - 4) / (5/9 * 3/4))
[58384] ['2/7', '2/7', '7/4', '9', '9'] -> ((9 + 9) / (7/4 - (2/7 / 2/7)))
[58385] ['9/8', '7/5', '9/4', '7', '7'] -> ((7 + (7 / 7/5)) / (9/8 / 9/4))
[58386] ['7/9', '7/9', '5/4', '5', '5'] -> ((5 + (7/9 / 7/9)) / (5/4 / 5))
[58387] ['1', '7/6', '7/5', '7/4', '5'] -> ((7/5 / 7/4) * (5 / (7/6 - 1)))
[58388] ['5/9', '1', '7/6', '3/2', '6'] -> ((6 - 1) / (5/9 / (7/6 + 3/2)))
[58389] ['1/4', '5/7', '9/5', '6', '6'] -> ((9/5 / 1/4) + ((6 + 6) / 5/7))
[58390] ['5/9', '4/7', '4/5', '4', '8'] -> ((5/9 * 8) * (4 + (4/5 / 4/7)))
[58391] ['1/5', '5/9', '8/5', '2', '5'] -> ((5/9 * 8/5) * (2 + (5 / 1/5)))
[58392] ['3/7', '3/4', '4/5', '3', '3'] -> (3 * ((3 / (3/7 * 4/5)) - 3/4))
[58393] ['2/9', '4/7', '5/8', '4', '9'] -> (4 / (4/7 * (2/9 + (5/8 / 9))))
[58394] ['1/5', '2/7', '7/9', '5', '8'] -> ((8 / (2/7 - 1/5)) / (7/9 * 5))
[58395] ['9/8', '7/5', '7/3', '7', '7'] -> (9/8 * ((7/3 * 7) + (7 / 7/5)))
[58396] ['2/7', '2/7', '9/4', '9', '9'] -> (9 + ((2/7 + (9 / 9/4)) / 2/7))
[58397] ['2/9', '2/9', '9/5', '2', '2'] -> ((2/9 + 2) * (9/5 + (2 / 2/9)))
[58398] ['5/9', '4/7', '5/6', '4', '8'] -> ((4 / 5/9) + (8 / (4/7 * 5/6)))
[58399] ['1/9', '1/3', '3/5', '7', '7'] -> (1/9 + ((7 + (1/3 + 7)) / 3/5))
[58400] ['7/9', '7/9', '7/5', '5', '5'] -> ((7/5 + (7/9 / 7/9)) * (5 + 5))
[58401] ['1/5', '5/9', '7/4', '2', '5'] -> ((2 / 5/9) / ((7/4 / 5) - 1/5))
[58402] ['1/6', '1/6', '8/5', '8', '8'] -> (8/5 * ((8 + 8) - (1/6 / 1/6)))
[58403] ['1/5', '2/7', '7/8', '5', '8'] -> ((8 - (5 * (1/5 / 7/8))) / 2/7)
[58404] ['1', '7/6', '7/5', '7/3', '5'] -> ((5 * (1 + 7/5)) / (7/6 / 7/3))
[58405] ['4/5', '5/6', '9/8', '4', '7'] -> ((4 + 7) / (9/8 - (4/5 * 5/6)))
[58406] ['9/8', '7/5', '8/3', '7', '7'] -> (7 * ((9/8 / 7/5) + (7 / 8/3)))
[58407] ['1/5', '2/7', '8/9', '5', '8'] -> (8/9 * ((8 / 2/7) - (1/5 * 5)))
[58408] ['2/5', '4/5', '6/7', '1', '7'] -> ((1 + 7) / (4/5 - (2/5 / 6/7)))
[58409] ['7/9', '7/9', '8/5', '5', '5'] -> (8/5 / (((5 - 7/9) / 5) - 7/9))
[58410] ['5/9', '4/7', '9/8', '4', '8'] -> ((8 + (4 / 4/7)) / (5/9 * 9/8))
[58411] ['1/9', '1/3', '3/4', '7', '7'] -> (((1/3 - 7) + (7 / 3/4)) / 1/9)
[58412] ['1/5', '2/7', '9/8', '5', '8'] -> (((8 / 2/7) - (1/5 * 5)) / 9/8)
[58413] ['1/4', '5/7', '9/2', '6', '6'] -> (((9/2 + 6) / (1/4 / 5/7)) - 6)
[58414] ['2/7', '1/3', '1/3', '9', '9'] -> ((1/3 - 9) + ((1/3 + 9) / 2/7))
[58415] ['1/6', '1/6', '9/4', '8', '8'] -> (9/4 * (8 + (8 * (1/6 + 1/6))))
[58416] ['5/9', '1', '7/6', '5/2', '6'] -> ((1 + (6 / (5/9 / 5/2))) / 7/6)
[58417] ['2/9', '2/9', '2', '2', '9/2'] -> ((2 - 2/9) * (9/2 + (2 / 2/9)))
[58418] ['1', '7/6', '7/5', '7/2', '5'] -> ((1 + (7/5 * 5)) / (7/6 / 7/2))
[58419] ['4/5', '5/6', '7/4', '4', '7'] -> ((7 / (4/5 * 5/6)) / (7/4 / 4))
[58420] ['9/8', '3/2', '3/2', '7', '7'] -> ((3/2 + 3/2) / (9/8 - (7 / 7)))
[58421] ['5/9', '4/7', '6/5', '4', '8'] -> ((4 / 5/9) + (8 / (4/7 / 6/5)))
[58422] ['5/9', '1', '7/6', '8/3', '6'] -> (6 * (8/3 + ((5/9 + 1) / 7/6)))
[58423] ['2/9', '1/4', '1/4', '2', '2'] -> (2 / (2/9 * (1/4 + (1/4 / 2))))
[58424] ['3/7', '3/4', '3/2', '3', '3'] -> ((3 + 3) / ((3/4 / 3/7) - 3/2))
[58425] ['2/9', '4/7', '9/8', '4', '9'] -> ((9 / (4/7 - (2/9 * 9/8))) - 4)
[58426] ['2/7', '1/3', '2/5', '9', '9'] -> ((9 / 2/7) - (9 * (1/3 / 2/5)))
[58427] ['4/5', '5/6', '9/4', '4', '7'] -> ((7 + (9/4 * 4)) / (4/5 * 5/6))
[58428] ['5/9', '1', '7/6', '7/2', '6'] -> ((6 + (7/6 + 7/2)) / (1 - 5/9))
[58429] ['3/7', '3/4', '8/5', '3', '3'] -> (3 / ((3 / 8/5) - (3/4 / 3/7)))
[58430] ['9/8', '3/2', '7/4', '7', '7'] -> ((7 / 7) / ((7/4 / 3/2) - 9/8))
[58431] ['2/5', '4/5', '1', '4/3', '7'] -> ((7 - (4/5 - 1)) / (2/5 / 4/3))
[58432] ['1/6', '1/5', '2/7', '8', '8'] -> (((8 / 2/7) - 8) / (1/6 / 1/5))
[58433] ['4/5', '5/6', '7/2', '4', '7'] -> (4 / ((4/5 * 5/6) - (7/2 / 7)))
[58434] ['2/9', '1/4', '3/7', '2', '2'] -> ((2 / 3/7) / ((2/9 * 2) - 1/4))
[58435] ['1/5', '2/7', '8/5', '5', '8'] -> (((8/5 / 2/7) - 5) / (1/5 / 8))
[58436] ['2/7', '1/3', '5/9', '9', '9'] -> (9 * ((5/9 / (1/3 - 2/7)) - 9))
[58437] ['3/7', '3/4', '9/5', '3', '3'] -> ((3 + (3 / 3/7)) / (3/4 / 9/5))
[58438] ['1', '7/6', '8/5', '7/4', '5'] -> ((8/5 * 5) / (1 - (7/6 / 7/4)))
[58439] ['5/9', '4/7', '3/2', '4', '8'] -> ((4 + (8 / (4/7 * 3/2))) / 5/9)
[58440] ['7/9', '7/9', '5/2', '5', '5'] -> ((5/2 * (5 + 5)) - (7/9 / 7/9))
[58441] ['5/9', '1', '6/5', '5/4', '6'] -> (6 / ((1 / (5/9 * 6/5)) - 5/4))
[58442] ['1/9', '1/3', '5/4', '7', '7'] -> ((5/4 + 7) + (7 / (1/9 + 1/3)))
[58443] ['1/6', '1/5', '3/7', '8', '8'] -> (1/5 * (8 + (8 / (1/6 * 3/7))))
[58444] ['9/8', '3/2', '7/3', '7', '7'] -> (7 / ((7 * (3/2 - 9/8)) - 7/3))
[58445] ['7/9', '7/9', '8/3', '5', '5'] -> (8/3 * ((5 + 5) - (7/9 / 7/9)))
[58446] ['2/5', '4/5', '1', '7/3', '7'] -> ((1 + 7) / (7/3 - (4/5 / 2/5)))
[58447] ['1/5', '4/7', '5/6', '2', '5'] -> ((2 + 5) / (5/6 * (1/5 / 4/7)))
[58448] ['1/5', '2/7', '7/4', '5', '8'] -> ((8 / (2/7 / 7/4)) - (5 / 1/5))
[58449] ['4/5', '6/7', '8/9', '4', '7'] -> (7 * ((4 / 8/9) - (6/7 / 4/5)))
[58450] ['1/6', '1/5', '1/2', '8', '8'] -> ((8 * 8) / (1/6 + (1/2 / 1/5)))
[58451] ['9/8', '3/2', '7/2', '7', '7'] -> ((7 + (7 / 7/2)) / (3/2 - 9/8))
[58452] ['2/7', '1/3', '3/4', '9', '9'] -> (9 / ((1/3 * 9) - (3/4 / 2/7)))
[58453] ['1', '7/6', '8/5', '7/3', '5'] -> ((8/5 * 5) * (1 + (7/3 / 7/6)))
[58454] ['4/5', '6/7', '9/8', '4', '7'] -> (7 * ((9/8 * 4) - (6/7 / 4/5)))
[58455] ['5/9', '4/7', '9/4', '4', '8'] -> ((4/7 * 8) * (4 + (5/9 * 9/4)))
[58456] ['1/9', '1/3', '5/3', '7', '7'] -> (1/9 + (5/3 * (7 + (1/3 + 7))))
[58457] ['1/5', '4/7', '7/8', '2', '5'] -> ((5 / 1/5) - (2 * (4/7 * 7/8)))
[58458] ['5/9', '1', '6/5', '5/3', '6'] -> ((1 + 5/3) * (6 / (5/9 * 6/5)))
[58459] ['2/9', '4/7', '5/3', '4', '9'] -> ((4 / 4/7) + (9 * (2/9 + 5/3)))
[58460] ['5/9', '4/7', '5/2', '4', '8'] -> ((4 / (4/7 - 5/9)) / (5/2 + 8))
[58461] ['4/5', '6/7', '9/7', '4', '7'] -> ((4/5 * 7) * ((9/7 * 4) - 6/7))
[58462] ['2/9', '1/4', '5/6', '2', '2'] -> ((5/6 + (2 * (1/4 + 2))) / 2/9)
[58463] ['9/8', '8/5', '5/3', '7', '7'] -> (9/8 * (7 + (5/3 * (8/5 + 7))))
[58464] ['5/9', '1', '6/5', '9/5', '6'] -> (6 * (6/5 + (9/5 * (5/9 + 1))))
[58465] ['1/6', '1/5', '3/4', '8', '8'] -> ((8 / (1/6 * 3/4)) - (8 / 1/5))
[58466] ['2/7', '1/3', '8/9', '9', '9'] -> ((((9 - 1/3) / 2/7) - 9) / 8/9)
[58467] ['5/9', '1', '6/5', '9/4', '6'] -> ((6 / (5/9 * 9/4)) / (6/5 - 1))
[58468] ['2/9', '1/4', '7/8', '2', '2'] -> (2 / (2/9 * (7/8 - (1/4 * 2))))
[58469] ['2/5', '5/6', '1', '7/6', '7'] -> ((7 + ((1 + 7/6) / 5/6)) / 2/5)
[58470] ['3/7', '7/9', '6/7', '3', '3'] -> ((6/7 + 3) * ((3 / 3/7) - 7/9))
[58471] ['1/4', '7/9', '9/7', '6', '6'] -> (7/9 * ((6 * 6) - (9/7 / 1/4)))
[58472] ['2/9', '4/7', '9/4', '4', '9'] -> ((9 / ((4/7 / 2/9) - 9/4)) - 4)
[58473] ['5/9', '1', '5/4', '5/4', '6'] -> (6 / (5/9 * (5/4 - (1 / 5/4))))
[58474] ['7/9', '4/5', '9/8', '5', '5'] -> ((5 - 4/5) * (5 / (7/9 * 9/8)))
[58475] ['1', '7/6', '5/3', '5/2', '5'] -> (((5/2 * 5) / (5/3 - 7/6)) - 1)
[58476] ['2/5', '5/6', '1', '9/7', '7'] -> (((9/7 * 7) - 1) / (2/5 * 5/6))
[58477] ['3/7', '7/9', '8/9', '3', '3'] -> ((8/9 * 3) * (3 / (3/7 * 7/9)))
[58478] ['1/5', '4/7', '4/3', '2', '5'] -> (2 / ((1/5 / 4/7) - (4/3 / 5)))
[58479] ['1/6', '1/5', '7/8', '8', '8'] -> ((8 / 8) / (7/8 - (1/6 / 1/5)))
[58480] ['1', '7/6', '7/4', '9/5', '5'] -> ((5 * (1 + 9/5)) / (7/4 - 7/6))
[58481] ['9/8', '8/5', '5/2', '7', '7'] -> (7 + (8/5 * (7 + (9/8 + 5/2))))
[58482] ['5/9', '1', '5/4', '7/5', '6'] -> ((5/4 * 6) * (7/5 + (1 / 5/9)))
[58483] ['1/4', '7/9', '3/2', '6', '6'] -> ((1/4 + 3/2) * (6 + (6 / 7/9)))
[58484] ['1/5', '4/7', '7/4', '2', '5'] -> ((5 / 1/5) - (2 - (4/7 * 7/4)))
[58485] ['1/5', '1/3', '7/9', '5', '8'] -> ((((1/3 + 5) / 1/5) - 8) / 7/9)
[58486] ['2/9', '1/4', '9/7', '2', '2'] -> (2 / ((1/4 / 9/7) - (2/9 / 2)))
[58487] ['4/5', '6/7', '4', '9/2', '7'] -> ((4/5 * 7) * (9/2 - (6/7 / 4)))
[58488] ['1', '7/6', '9/5', '9/4', '5'] -> ((9/5 / 9/4) * (5 / (7/6 - 1)))
[58489] ['1/9', '3/8', '5/9', '7', '7'] -> (((7 + 7) - (5/9 / 1/9)) / 3/8)
[58490] ['7/9', '4/5', '4/3', '5', '5'] -> (((5 * (4/5 * 5)) - 4/3) / 7/9)
[58491] ['2/7', '1/3', '7/4', '9', '9'] -> ((9 + (1/3 * 9)) / (2/7 * 7/4))
[58492] ['1/5', '4/7', '2', '5/2', '5'] -> ((5/2 - (2 / 4/7)) + (5 / 1/5))
[58493] ['3/7', '7/9', '4/3', '3', '3'] -> ((4/3 / (3/7 * 7/9)) * (3 + 3))
[58494] ['5/9', '1', '9/7', '9/7', '6'] -> ((9/7 + 9/7) * (6 * (5/9 + 1)))
[58495] ['2/9', '3/5', '6/7', '4', '9'] -> ((3/5 * 9) * ((4 / 6/7) - 2/9))
[58496] ['5/9', '3/5', '8/7', '4', '8'] -> (8/7 * (((4 + 8) / 5/9) - 3/5))
[58497] ['2/9', '1/4', '7/4', '2', '2'] -> ((2 / 2/9) + ((7/4 + 2) / 1/4))
[58498] ['7/9', '4/5', '7/5', '5', '5'] -> ((4/5 - (7/5 / 7/9)) + (5 * 5))
[58499] ['9/8', '5/3', '9/5', '7', '7'] -> ((5/3 * 9/5) / (9/8 - (7 / 7)))
[58500] ['5/9', '1', '9/7', '4/3', '6'] -> ((6 / 9/7) / ((1 / 4/3) - 5/9))
[58501] ['2/9', '1/4', '9/5', '2', '2'] -> ((2 + (9/5 * (2/9 + 2))) / 1/4)
[58502] ['2/7', '1/3', '9/4', '9', '9'] -> ((9 / 1/3) / (9 - (9/4 / 2/7)))
[58503] ['1/5', '1/3', '9/7', '5', '8'] -> (9/7 * (((1/3 + 5) / 1/5) - 8))
[58504] ['2/5', '6/7', '6/7', '1', '7'] -> ((6/7 + (6/7 / 2/5)) * (1 + 7))
[58505] ['9/8', '5/3', '9/4', '7', '7'] -> (((9/8 * 5/3) * (7 + 7)) - 9/4)
[58506] ['4/5', '7/8', '7/6', '4', '7'] -> (7 / (4 * (7/6 - (7/8 / 4/5))))
[58507] ['3/7', '7/9', '3/2', '3', '3'] -> ((3 + (3 / 7/9)) / (3/7 / 3/2))
[58508] ['2/9', '3/5', '8/7', '4', '9'] -> (8/7 * ((4 / (2/9 * 3/5)) - 9))
[58509] ['5/9', '3/5', '7/5', '4', '8'] -> ((4 - (7/5 / 3/5)) / (5/9 / 8))
[58510] ['7/9', '4/5', '5/3', '5', '5'] -> (((5 * 5) - 5/3) / (7/9 / 4/5))
[58511] ['4/5', '7/8', '9/7', '4', '7'] -> ((7/8 * (4/5 + 4)) * (7 - 9/7))
[58512] ['2/9', '3/5', '7/6', '4', '9'] -> ((3/5 * 9) * ((7/6 * 4) - 2/9))
[58513] ['1/9', '3/8', '5/6', '7', '7'] -> ((5/6 / (1/9 + 3/8)) * (7 + 7))
[58514] ['5/9', '3/5', '8/5', '4', '8'] -> ((8/5 / (3/5 - 5/9)) - (4 + 8))
[58515] ['1/4', '4/5', '8/7', '6', '6'] -> ((4/5 * 6) * ((6 / 8/7) - 1/4))
[58516] ['9/8', '5/3', '8/3', '7', '7'] -> (9/8 * ((5/3 * 7) + (8/3 + 7)))
[58517] ['5/9', '3/5', '7/4', '4', '8'] -> (8 * ((7/4 / 5/9) - (3/5 / 4)))
[58518] ['2/5', '6/7', '1', '8/7', '7'] -> (1 + (7 * (8/7 + (6/7 / 2/5))))
[58519] ['9/8', '7/4', '7/4', '7', '7'] -> (((7 * 7) - 7/4) / (9/8 * 7/4))
[58520] ['5/9', '1', '9/7', '9/4', '6'] -> (6 / (9/4 - (9/7 * (5/9 + 1))))
[58521] ['1/6', '2/9', '3/7', '8', '8'] -> ((3/7 * 8) + (8 / (1/6 + 2/9)))
[58522] ['4/5', '7/8', '7/3', '4', '7'] -> ((7 / (4/5 / 4)) / (7/3 - 7/8))
[58523] ['1/9', '3/8', '6/5', '7', '7'] -> ((7 + 7) / (6/5 * (1/9 + 3/8)))
[58524] ['1', '6/5', '6/5', '5/3', '5'] -> ((6/5 + 6/5) * (5/3 * (1 + 5)))
[58525] ['1/5', '3/8', '4/7', '5', '8'] -> ((5 / (3/8 - 1/5)) - (4/7 * 8))
[58526] ['5/9', '1', '9/7', '5/2', '6'] -> ((1 + 9/7) * (6 + (5/2 / 5/9)))
[58527] ['7/9', '4/5', '7/2', '5', '5'] -> ((7/2 - 4/5) * (5 + (7/9 * 5)))
[58528] ['1/6', '2/9', '4/7', '8', '8'] -> ((8 + (1/6 * 8)) / (2/9 / 4/7))
[58529] ['9/8', '7/4', '9/4', '7', '7'] -> ((7/4 * (7 + 7)) - (9/8 / 9/4))
[58530] ['7/9', '4/5', '9/2', '5', '5'] -> (4/5 + (9/2 * (5 + (7/9 / 5))))
[58531] ['3/7', '7/9', '3', '3', '9/2'] -> ((3 / 3/7) + (9/2 * (7/9 + 3)))
[58532] ['2/9', '2/7', '1/2', '2', '2'] -> ((((2 / 2/9) - 2) / 2/7) - 1/2)
[58533] ['1/5', '3/5', '9/7', '2', '5'] -> ((2 + 5) / (1/5 / (9/7 - 3/5)))
[58534] ['2/9', '3/5', '8/3', '4', '9'] -> (4 * (8/3 + (9 * (2/9 / 3/5))))
[58535] ['1', '6/5', '6/5', '9/4', '5'] -> (6/5 / (5 - (9/4 * (1 + 6/5))))
[58536] ['1/5', '3/8', '7/9', '5', '8'] -> ((8 - (1/5 * 5)) / (3/8 * 7/9))
[58537] ['9/8', '7/4', '5/2', '7', '7'] -> ((5/2 + (7/4 * (7 + 7))) / 9/8)
[58538] ['4/5', '8/9', '8/9', '4', '7'] -> (8/9 + (4/5 * (8/9 + (4 * 7))))
[58539] ['5/9', '5/8', '4/5', '4', '8'] -> ((8 / (5/8 - 5/9)) / (4/5 + 4))
[58540] ['2/5', '6/7', '1', '5/3', '7'] -> (((5/3 * 7) / (2/5 / 6/7)) - 1)
[58541] ['7/9', '5/6', '6/7', '5', '5'] -> (7/9 * (6/7 + (5 / (5/6 / 5))))
[58542] ['9/8', '9/5', '9/5', '7', '7'] -> ((9/5 + (9/5 * (7 + 7))) / 9/8)
[58543] ['1/9', '3/8', '3/2', '7', '7'] -> ((7 + (7 / 3/2)) / (1/9 + 3/8))
[58544] ['1/4', '4/5', '8/3', '6', '6'] -> (8/3 * ((1/4 * 6) + (6 / 4/5)))
[58545] ['2/7', '3/8', '4/5', '9', '9'] -> ((9 / 2/7) - (4/5 * (3/8 + 9)))
[58546] ['4/5', '8/9', '8/7', '4', '7'] -> ((8/9 * 7) * ((4 / 4/5) - 8/7))
[58547] ['1/5', '5/8', '5/7', '2', '5'] -> ((1/5 + (2 / 5/7)) / (5/8 / 5))
[58548] ['2/9', '5/8', '4/5', '4', '9'] -> (4 / (2/9 - ((5/8 * 4/5) / 9)))
[58549] ['1/5', '3/8', '9/7', '5', '8'] -> ((8 - (1/5 * 5)) / (3/8 / 9/7))
[58550] ['1/9', '3/8', '7/4', '7', '7'] -> (7 / ((1/9 * 3/8) + (7/4 / 7)))
[58551] ['9/8', '9/5', '7/3', '7', '7'] -> (7 / ((9/8 / 9/5) - (7/3 / 7)))
[58552] ['5/9', '1', '7/5', '8/5', '6'] -> ((8/5 * 6) / ((1 / 5/9) - 7/5))
[58553] ['2/9', '2/7', '2/3', '2', '2'] -> (((2 / 2/9) + (2 / 2/7)) / 2/3)
[58554] ['5/9', '5/8', '7/6', '4', '8'] -> ((7/6 + (4 / 8)) / (5/8 - 5/9))
[58555] ['2/7', '3/8', '8/9', '9', '9'] -> ((2/7 * 9) * (9 + (3/8 * 8/9)))
[58556] ['1', '6/5', '5/4', '9/5', '5'] -> ((1 + 5) / ((9/5 / 6/5) - 5/4))
[58557] ['1/4', '5/6', '8/7', '6', '6'] -> ((8/7 * 6) * (6 * (5/6 - 1/4)))
[58558] ['5/9', '5/8', '7/5', '4', '8'] -> ((7/5 + 4) * ((5/8 * 8) - 5/9))
[58559] ['1/5', '3/8', '9/2', '5', '8'] -> (9/2 * (8 - (5 * (1/5 / 3/8))))
[58560] ['1/6', '2/9', '7/4', '8', '8'] -> ((8 + (1/6 * 8)) / (2/9 * 7/4))
[58561] ['7/9', '5/6', '9/7', '5', '5'] -> ((5 - (7/9 * 9/7)) / (5/6 / 5))
[58562] ['5/9', '1', '7/5', '9/4', '6'] -> ((1 + (5/9 * 7/5)) * (9/4 * 6))
[58563] ['3/7', '4/5', '5/4', '3', '3'] -> (3 * ((4/5 * 5/4) + (3 / 3/7)))
[58564] ['1/5', '5/8', '8/7', '2', '5'] -> (8/7 * (5 + (2 / (1/5 * 5/8))))
[58565] ['5/9', '1', '7/5', '7/3', '6'] -> (6 * (1 + (7/3 / (5/9 * 7/5))))
[58566] ['2/9', '5/8', '6/5', '4', '9'] -> ((5/8 * 9) * (4 + (2/9 * 6/5)))
[58567] ['2/9', '2/7', '5/6', '2', '2'] -> (((2 / 2/7) - (5/6 * 2)) / 2/9)
[58568] ['2/5', '7/8', '7/8', '1', '7'] -> ((1 + (7 / (2/5 * 7/8))) / 7/8)
[58569] ['3/7', '4/5', '9/7', '3', '3'] -> ((9/7 + 3) * (3 / (3/7 / 4/5)))
[58570] ['9/8', '9/4', '7/3', '7', '7'] -> ((9/8 * (7 + (7/3 * 7))) - 9/4)
[58571] ['1/6', '2/9', '5/2', '8', '8'] -> ((8 * (1/6 + 8)) / (2/9 + 5/2))
[58572] ['1/6', '2/9', '7/2', '8', '8'] -> (((8 / 1/6) + (8 / 2/9)) / 7/2)
[58573] ['1/5', '2/5', '5/7', '5', '8'] -> (8 * (1/5 + (5 * (2/5 / 5/7))))
[58574] ['4/5', '8/9', '7/3', '4', '7'] -> (((7/3 * 7) + (4 / 4/5)) / 8/9)
[58575] ['5/9', '2/3', '5/7', '4', '8'] -> ((4 / 5/9) + (8 / (2/3 * 5/7)))
[58576] ['1/9', '2/5', '3/7', '7', '7'] -> (2/5 * ((7 / 1/9) - (3/7 * 7)))
[58577] ['9/8', '9/4', '8/3', '7', '7'] -> ((7 * (9/8 + (7 / 8/3))) - 9/4)
[58578] ['1/5', '5/8', '3/2', '2', '5'] -> (5 / ((3/2 / (2 - 1/5)) - 5/8))
[58579] ['2/9', '5/8', '7/5', '4', '9'] -> (4 + (9 / (2/9 * (5/8 + 7/5))))
[58580] ['7/9', '5/6', '5/3', '5', '5'] -> ((5/3 + 5) / (5 * (5/6 - 7/9)))
[58581] ['4/5', '8/9', '5/2', '4', '7'] -> ((5/2 * (4/5 + 7)) + (4 / 8/9))
[58582] ['2/5', '7/8', '1', '7/6', '7'] -> (7 / ((7/8 / (1 - 2/5)) - 7/6))
[58583] ['3/7', '4/5', '8/5', '3', '3'] -> ((4/5 + 8/5) * (3 + (3 / 3/7)))
[58584] ['7/9', '5/6', '7/4', '5', '5'] -> ((5 + (5 / 7/9)) / (5/6 / 7/4))
[58585] ['5/9', '2/3', '7/8', '4', '8'] -> ((8 + ((2/3 + 4) / 7/8)) / 5/9)
